"SUID","consensus_direction","consensus_inhibition","consensus_stimulation","interaction","is_directed","is_inhibition","is_stimulation","name","references","selected","shared interaction","shared name","source","sources","target"
"24071","1","0","1","interacts with","1","0","1","YY1 (interacts with) ZNF175","19034670;19034670","false","interacts with","YY1 (interacts with) ZNF175","P25490","tfact;trrust","Q9Y473"
"24073","1","0","1","interacts with","1","0","1","YY1 (interacts with) APH1A","21443683;21443683","false","interacts with","YY1 (interacts with) APH1A","P25490","tfact;trrust","Q96BI3"
"24075","1","0","1","interacts with","1","0","1","YY1 (interacts with) MRPS24","22951020;22951020;22951020","false","interacts with","YY1 (interacts with) MRPS24","P25490","hocomoco_v11;jaspar_v2018;oreganno","Q96EL2"
"24077","1","1","0","interacts with","1","1","0","YY1 (interacts with) SNX27","22951020;22951020","false","interacts with","YY1 (interacts with) SNX27","P25490","ARACNe-GTEx;oreganno","Q96L92"
"24079","1","1","0","interacts with","1","1","0","YY1 (interacts with) MRPS18B","22951020;22951020;22951020","false","interacts with","YY1 (interacts with) MRPS18B","P25490","hocomoco_v11;jaspar_v2018;oreganno","Q9Y676"
"24081","1","0","1","interacts with","1","0","1","SP4 (interacts with) YY1","22553354;22553354","false","interacts with","SP4 (interacts with) YY1","Q02446","ReMap;trrust","P25490"
"24083","1","0","1","interacts with","1","0","1","YY1 (interacts with) DLG1","22951020;22951020;22951020","false","interacts with","YY1 (interacts with) DLG1","P25490","hocomoco_v11;jaspar_v2018;oreganno","Q12959"
"24085","1","1","0","interacts with","1","1","0","YY1 (interacts with) IRAK1","22951020;22951020;22951020","false","interacts with","YY1 (interacts with) IRAK1","P25490","hocomoco_v11;jaspar_v2018;oreganno","P51617"
"24087","1","0","1","interacts with","1","0","1","YY1 (interacts with) ATXN10","22951020;22951020;22951020","false","interacts with","YY1 (interacts with) ATXN10","P25490","hocomoco_v11;jaspar_v2018;oreganno","Q9UBB4"
"24089","1","0","1","interacts with","1","0","1","YY1 (interacts with) DNAJB4","21345358;15782117;21345358;15782117","false","interacts with","YY1 (interacts with) DNAJB4","P25490","tfact;trrust","Q9UDY4"
"24091","1","0","1","interacts with","1","0","1","YY1 (interacts with) PRDM2","18488713;18488713;18488713;18488713;18488713","false","interacts with","YY1 (interacts with) PRDM2","P25490","HTRIdb;ReMap;hocomoco_v11;jaspar_v2018;trrust","Q13029"
"24092","1","0","1","interacts with","1","0","1","YY1 (interacts with) ERBB2","15870067;19435870;15870067;19435870","false","interacts with","YY1 (interacts with) ERBB2","P25490","tfact;trrust","P04626"
"24094","1","1","0","interacts with","1","1","0","YY1 (interacts with) HNRNPL","22951020;22951020","false","interacts with","YY1 (interacts with) HNRNPL","P25490","ReMap;oreganno","P14866"
"24095","1","0","1","interacts with","1","0","1","YY1 (interacts with) MYC","17434929;18490439;17434929;18490439","false","interacts with","YY1 (interacts with) MYC","P25490","tfact;trrust","P01106"
"24097","1","0","1","interacts with","1","0","1","YY1 (interacts with) EP300","22951020;22951020;22951020;22951020","false","interacts with","YY1 (interacts with) EP300","P25490","ARACNe-GTEx;hocomoco_v11;jaspar_v2018;oreganno","Q09472"
"24099","1","0","1","interacts with","1","0","1","YY1 (interacts with) ACTR5","22951020;22951020;22951020","false","interacts with","YY1 (interacts with) ACTR5","P25490","hocomoco_v11;jaspar_v2018;oreganno","Q9H9F9"
"24100","1","0","1","interacts with","1","0","1","YY1 (interacts with) TP53","10634504;8816507;10634504;8816507;10634504;8816507","false","interacts with","YY1 (interacts with) TP53","P25490","fantom4;oreganno;trrust","P04637"
"24101","1","0","1","interacts with","1","0","1","YY1 (interacts with) NR3C1","12039077;10030686;12039077;10030686;12039077;10030686;12039077;10030686;12039077;10030686;12039077;10030686","false","interacts with","YY1 (interacts with) NR3C1","P25490","ReMap;fantom4;hocomoco_v11;jaspar_v2018;tfact;trrust","P04150"
"24103","1","0","1","interacts with","1","0","1","YY1 (interacts with) HSF1","22951020;22951020;22951020","false","interacts with","YY1 (interacts with) HSF1","P25490","hocomoco_v11;jaspar_v2018;oreganno","Q00613"
"24105","1","1","0","interacts with","1","1","0","YY1 (interacts with) TNFRSF10B","17530016;18778787;17431117;17530016;18778787;17431117","false","interacts with","YY1 (interacts with) TNFRSF10B","P25490","tfact;trrust","O14763"
"24107","1","0","1","interacts with","1","0","1","YY1 (interacts with) CDK5RAP2","22951020;22951020","false","interacts with","YY1 (interacts with) CDK5RAP2","P25490","hocomoco_v11;oreganno","Q96SN8"
"24109","1","1","0","interacts with","1","1","0","YY1 (interacts with) RPRD2","22951020;22951020","false","interacts with","YY1 (interacts with) RPRD2","P25490","jaspar_v2018;oreganno","Q5VT52"
"24111","1","0","1","interacts with","1","0","1","YY1 (interacts with) TOP3A","11327713;9748294;11327713;9748294;11327713;9748294;11327713;9748294;11327713;9748294","false","interacts with","YY1 (interacts with) TOP3A","P25490","hocomoco_v11;jaspar_v2018;oreganno;tfact;trrust","Q13472"
"24113","1","0","1","interacts with","1","0","1","YY1 (interacts with) OPRM1","17990281;19765550;17990281;19765550;17990281;19765550","false","interacts with","YY1 (interacts with) OPRM1","P25490","HTRIdb;tfact;trrust","P35372"
"24115","1","1","0","interacts with","1","1","0","YY1 (interacts with) LDLR","10318878;10318878;10318878;10318878","false","interacts with","YY1 (interacts with) LDLR","P25490","HTRIdb;ReMap;tfact;trrust","P01130"
"24117","1","1","0","interacts with","1","1","0","YY1 (interacts with) DNAJA3","22951020;22951020","false","interacts with","YY1 (interacts with) DNAJA3","P25490","jaspar_v2018;oreganno","Q96EY1"
"24119","1","0","1","interacts with","1","0","1","YY1 (interacts with) RNF40","22951020;22951020;22951020","false","interacts with","YY1 (interacts with) RNF40","P25490","hocomoco_v11;jaspar_v2018;oreganno","O75150"
"24121","1","0","1","interacts with","1","0","1","YY1 (interacts with) CETP","10393213;10393213;10393213","false","interacts with","YY1 (interacts with) CETP","P25490","HTRIdb;tfact;trrust","P11597"
"24123","1","1","0","interacts with","1","1","0","YY1 (interacts with) FGFR1OP","22951020;22951020;22951020","false","interacts with","YY1 (interacts with) FGFR1OP","P25490","hocomoco_v11;jaspar_v2018;oreganno","O95684"
"24125","1","1","0","interacts with","1","1","0","YY1 (interacts with) CREBBP","21852380;21852380;21852380;21852380","false","interacts with","YY1 (interacts with) CREBBP","P25490","ARACNe-GTEx;hocomoco_v11;jaspar_v2018;trrust","Q92793"
"24127","1","1","0","interacts with","1","1","0","YY1 (interacts with) FDPS","10318878;10318878;10318878","false","interacts with","YY1 (interacts with) FDPS","P25490","HTRIdb;tfact;trrust","P14324"
"24129","1","1","0","interacts with","1","1","0","YY1 (interacts with) FAS","16784892;17530016;11418634;16784892;17530016;11418634","false","interacts with","YY1 (interacts with) FAS","P25490","tfact;trrust","P25445"
"24131","1","1","0","interacts with","1","1","0","YY1 (interacts with) PPP2R1A","22951020;22951020;22951020","false","interacts with","YY1 (interacts with) PPP2R1A","P25490","hocomoco_v11;jaspar_v2018;oreganno","P30153"
"24133","1","0","1","interacts with","1","0","1","YY1 (interacts with) MRPL46","22951020;22951020","false","interacts with","YY1 (interacts with) MRPL46","P25490","hocomoco_v11;oreganno","Q9H2W6"
"24135","1","0","1","interacts with","1","0","1","YY1 (interacts with) EGFR","22580610;22580610","false","interacts with","YY1 (interacts with) EGFR","P25490","ReMap;trrust","P00533"
"24137","1","1","0","interacts with","1","1","0","YY1 (interacts with) MRPS10","22951020;22951020;22951020","false","interacts with","YY1 (interacts with) MRPS10","P25490","hocomoco_v11;jaspar_v2018;oreganno","P82664"
"24139","1","0","1","interacts with","1","0","1","YY1 (interacts with) COQ9","22951020;22951020;22951020","false","interacts with","YY1 (interacts with) COQ9","P25490","hocomoco_v11;jaspar_v2018;oreganno","O75208"
"24141","1","1","0","interacts with","1","1","0","YY1 (interacts with) TTC17","22951020;22951020;22951020","false","interacts with","YY1 (interacts with) TTC17","P25490","hocomoco_v11;jaspar_v2018;oreganno","Q96AE7"
"24143","1","0","1","interacts with","1","0","1","YY1 (interacts with) ZNF615","22951020;22951020;22951020","false","interacts with","YY1 (interacts with) ZNF615","P25490","hocomoco_v11;jaspar_v2018;oreganno","Q8N8J6"
"24145","1","1","0","interacts with","1","1","0","YY1 (interacts with) SPNS1","22951020;22951020","false","interacts with","YY1 (interacts with) SPNS1","P25490","hocomoco_v11;oreganno","Q9H2V7"
"24147","1","1","0","interacts with","1","1","0","YY1 (interacts with) ATP13A1","22951020;22951020","false","interacts with","YY1 (interacts with) ATP13A1","P25490","hocomoco_v11;oreganno","Q9HD20"
"24149","1","0","1","interacts with","1","0","1","YY1 (interacts with) IL5","10518827;17270283;10518827;17270283","false","interacts with","YY1 (interacts with) IL5","P25490","tfact;trrust","P05113"
"24151","1","0","1","interacts with","1","0","1","YY1 (interacts with) TP73","17980704;18029729;17980704;18029729","false","interacts with","YY1 (interacts with) TP73","P25490","tfact;trrust","O15350"
"24153","1","0","1","interacts with","1","0","1","YY1 (interacts with) CPSF2","22951020;22951020;22951020","false","interacts with","YY1 (interacts with) CPSF2","P25490","hocomoco_v11;jaspar_v2018;oreganno","Q9P2I0"
"24155","1","0","1","interacts with","1","0","1","YY1 (interacts with) RNF26","22951020;22951020;22951020","false","interacts with","YY1 (interacts with) RNF26","P25490","hocomoco_v11;jaspar_v2018;oreganno","Q9BY78"
"24157","1","1","0","interacts with","1","1","0","YY1 (interacts with) RAVER1","22951020;22951020;22951020","false","interacts with","YY1 (interacts with) RAVER1","P25490","hocomoco_v11;jaspar_v2018;oreganno","Q8IY67"
"24159","1","1","0","interacts with","1","1","0","YY1 (interacts with) IFNB1","16260628;22065573;16260628;22065573","false","interacts with","YY1 (interacts with) IFNB1","P25490","tfact;trrust","P01574"
"24161","1","0","1","interacts with","1","0","1","YY1 (interacts with) HSD3B2","15291746;15291746","false","interacts with","YY1 (interacts with) HSD3B2","P25490","HTRIdb;trrust","P26439"
"24163","1","0","1","interacts with","1","0","1","YY1 (interacts with) CTCF","9756895;9756895;9756895;9756895","false","interacts with","YY1 (interacts with) CTCF","P25490","ARACNe-GTEx;hocomoco_v11;jaspar_v2018;trrust","P49711"
"24165","1","0","1","interacts with","1","0","1","YY1 (interacts with) HSPA5","15899857;15760841;15899857;15760841","false","interacts with","YY1 (interacts with) HSPA5","P25490","HTRIdb;trrust","P11021"
"24167","1","0","1","interacts with","1","0","1","YY1 (interacts with) RAB3GAP1","22951020;22951020","false","interacts with","YY1 (interacts with) RAB3GAP1","P25490","jaspar_v2018;oreganno","Q15042"
"24169","1","0","1","interacts with","1","0","1","YY1 (interacts with) PAK4","22951020;22951020","false","interacts with","YY1 (interacts with) PAK4","P25490","hocomoco_v11;oreganno","O96013"
"24170","1","0","1","interacts with","1","0","1","SP1 (interacts with) YY1","22553354;22553354","false","interacts with","SP1 (interacts with) YY1","P08047","ReMap;trrust","P25490"
"24172","1","1","0","interacts with","1","1","0","YY1 (interacts with) EPAS1","19483472;19483472","false","interacts with","YY1 (interacts with) EPAS1","P25490","ReMap;trrust","Q99814"
"24174","1","1","0","interacts with","1","1","0","YY1 (interacts with) PSMD8","22951020;22951020;22951020","false","interacts with","YY1 (interacts with) PSMD8","P25490","hocomoco_v11;jaspar_v2018;oreganno","P48556"
"24176","1","0","1","interacts with","1","0","1","YY1 (interacts with) COQ5","22951020;22951020;22951020","false","interacts with","YY1 (interacts with) COQ5","P25490","hocomoco_v11;jaspar_v2018;oreganno","Q5HYK3"
"24179","1","1","0","interacts with","1","1","0","FOXP1 (interacts with) KLK3","18640093;18640093","false","interacts with","FOXP1 (interacts with) KLK3","Q9H334","TFe;trrust","P07288"
"24180","1","0","1","interacts with","1","0","1","ESR1 (interacts with) FOXP1","21901488;21901488;21901488","false","interacts with","ESR1 (interacts with) FOXP1","P03372","PAZAR;ReMap;trrust","Q9H334"
"24182","1","0","1","interacts with","1","0","1","MYC (interacts with) EIF3C","12747840;12747840;12747840","false","interacts with","MYC (interacts with) EIF3C","P01106","HTRIdb;tfact;tred_via_RegNetwork","Q99613"
"24185","1","0","1","interacts with","1","0","1","NR1H3 (interacts with) SREBF1","19258656;26120082;19258656;26120082;19258656;26120082;19258656;26120082;19258656;26120082","false","interacts with","NR1H3 (interacts with) SREBF1","Q13133","IntAct;ReMap;hocomoco_v11;kegg;tfact","P36956"
"24187","1","0","1","interacts with","1","0","1","NR1H3 (interacts with) BHLHE40","19032342;19032342","false","interacts with","NR1H3 (interacts with) BHLHE40","Q13133","tfact;trrust","O14503"
"24189","1","0","1","interacts with","1","0","1","NR1H3 (interacts with) APOE","19258656;19258656","false","interacts with","NR1H3 (interacts with) APOE","Q13133","ARACNe-GTEx;tfact","P02649"
"24191","1","0","1","interacts with","1","0","1","NR1H3 (interacts with) ABCG1","19258656;11500512;18580406;16141411;19258656;11500512;18580406;16141411;19258656;11500512;18580406;16141411;19258656;11500512;18580406;16141411;19258656;11500512;18580406;16141411","false","interacts with","NR1H3 (interacts with) ABCG1","Q13133","HTRIdb;ReMap;hocomoco_v11;tfact;trrust","P45844"
"24193","1","0","1","interacts with","1","0","1","NR1H3 (interacts with) ABCA1","11264984;18580406;19258656;19201410;16141411;11264984;18580406;19258656;19201410;16141411;11264984;18580406;19258656;19201410;16141411;11264984;18580406;19258656;19201410;16141411","false","interacts with","NR1H3 (interacts with) ABCA1","Q13133","ReMap;hocomoco_v11;tfact;trrust","O95477"
"24196","1","1","0","interacts with","1","1","0","SMAD7 (interacts with) KRT14","15023526;15023526","false","interacts with","SMAD7 (interacts with) KRT14","O15105","tfact;trrust","P02533"
"24198","1","0","1","interacts with","1","0","1","MYB (interacts with) KLF1","20686118;20686118","false","interacts with","MYB (interacts with) KLF1","P10242","HTRIdb;trrust","Q13351"
"24200","1","0","1","interacts with","1","0","1","SP1 (interacts with) ADA","8127716;8127716;8127716;8127716","false","interacts with","SP1 (interacts with) ADA","P08047","PAZAR;tred_via_RegNetwork;trrd_via_tfact;trrust","P00813"
"24202","1","0","1","interacts with","1","0","1","ESR1 (interacts with) UGT2B15","19487245;19487245","false","interacts with","ESR1 (interacts with) UGT2B15","P03372","IntAct;trrust","P54855"
"24204","1","0","1","interacts with","1","0","1","FOSL2 (interacts with) UGT2B15","19487245;19487245;19487245","false","interacts with","FOSL2 (interacts with) UGT2B15","P15408","HTRIdb;IntAct;trrust","P54855"
"24206","1","0","1","interacts with","1","0","1","JUN (interacts with) UGT2B15","19487245;19487245;19487245;19487245;19487245","false","interacts with","JUN (interacts with) UGT2B15","P05412","HTRIdb;IntAct;hocomoco_v11;jaspar_v2018;trrust","P54855"
"24208","1","0","1","interacts with","1","0","1","SP1 (interacts with) IVL","9512462;15191537;9512462;15191537;9512462;15191537","false","interacts with","SP1 (interacts with) IVL","P08047","HTRIdb;trrd_via_tfact;trrust","P07476"
"24210","1","0","1","interacts with","1","0","1","E2F1 (interacts with) CDKN2C","18394558;12077144;18394558;12077144;18394558;12077144;18394558;12077144","false","interacts with","E2F1 (interacts with) CDKN2C","Q01094","IntAct;ReMap;tfact;tred_via_RegNetwork","P42773"
"24211","1","0","1","interacts with","1","0","1","E2F4 (interacts with) CDKN2C","12077144;12077144;12077144","false","interacts with","E2F4 (interacts with) CDKN2C","Q16254","PAZAR;ReMap;tfact","P42773"
