"SUID","consensus_direction","consensus_inhibition","consensus_stimulation","interaction","is_directed","is_inhibition","is_stimulation","name","references","selected","shared interaction","shared name","source","sources","target"
"24613","1","0","1","interacts with","1","0","1","E2F1 (interacts with) ERCC1","22159227;22159227","false","interacts with","E2F1 (interacts with) ERCC1","Q01094","PAZAR;trrust","P07992"
"24615","1","0","1","interacts with","1","0","1","E2F1 (interacts with) AXIN2","15766563;15766563","false","interacts with","E2F1 (interacts with) AXIN2","Q01094","PAZAR;tfact","Q9Y2T1"
"24617","1","0","1","interacts with","1","0","1","E2F1 (interacts with) B4GALT1","20538716;20538716;20538716","false","interacts with","E2F1 (interacts with) B4GALT1","Q01094","PAZAR;hocomoco_v11;tfact","P15291"
"24619","1","0","1","interacts with","1","0","1","E2F1 (interacts with) HIC1","19015639;19491197;19015639;19491197;19486893","false","interacts with","E2F1 (interacts with) HIC1","Q01094","tfact;trrust","Q14526"
"24620","1","1","0","interacts with","1","1","0","HIC1 (interacts with) E2F1","19015639;19491197;19486893;19486893","false","interacts with","HIC1 (interacts with) E2F1","Q14526","TFe;trrust","Q01094"
"24622","1","0","1","interacts with","1","0","1","E2F1 (interacts with) CCNA2","10594784;16179649;14681231;19249677;10594784;16179649;14681231;19249677","false","interacts with","E2F1 (interacts with) CCNA2","Q01094","IntAct;tfact","P20248"
"24624","1","0","1","interacts with","1","0","1","E2F1 (interacts with) BMI1","16582100;17360938;16582100;17360938","false","interacts with","E2F1 (interacts with) BMI1","Q01094","tfact;trrust","P35226"
"24625","0","0","0","interacts with","1","1","0","TP53 (interacts with) E2F1","15706352;12625370;12675512;8557038;8557038","false","interacts with","TP53 (interacts with) E2F1","P04637","tred_via_RegNetwork;trrust","Q01094"
"24626","1","0","1","interacts with","1","0","1","E2F1 (interacts with) TP53","15706352;12625370;12675512;15706352;12625370;12675512;15706352;12625370;12675512;8557038","false","interacts with","E2F1 (interacts with) TP53","Q01094","fantom4;tfact;trrust","P04637"
"24628","1","0","1","interacts with","1","0","1","E2F1 (interacts with) POLD1","11799067;11799067;11799067","false","interacts with","E2F1 (interacts with) POLD1","Q01094","ARACNe-GTEx;PAZAR;tfact","P28340"
"24630","1","0","1","interacts with","1","0","1","E2F1 (interacts with) KDR","20516113;20516113;20516113","false","interacts with","E2F1 (interacts with) KDR","Q01094","PAZAR;tfact;trrust","P35968"
"24632","1","0","1","interacts with","1","0","1","E2F1 (interacts with) PPARG","12110166;12110166;12110166","false","interacts with","E2F1 (interacts with) PPARG","Q01094","PAZAR;tfact;trrust","P37231"
"24634","1","0","1","interacts with","1","0","1","E2F1 (interacts with) XRCC1","19031698;19031698","false","interacts with","E2F1 (interacts with) XRCC1","Q01094","tfact;trrust","P18887"
"24636","1","0","1","interacts with","1","0","1","E2F1 (interacts with) MAP3K5","16512785;16476732;17287612;16512785;16476732;17287612;16512785;16476732;17287612;16512785;16476732;17287612","false","interacts with","E2F1 (interacts with) MAP3K5","Q01094","HTRIdb;PAZAR;tfact;trrust","Q99683"
"24638","1","0","1","interacts with","1","0","1","E2F1 (interacts with) PPP1R13B","15731768;15706352;21479363;15731768;15706352;21479363;15731768;15706352;21479363","false","interacts with","E2F1 (interacts with) PPP1R13B","Q01094","PAZAR;tfact;trrust","Q96KQ4"
"24640","1","0","1","interacts with","1","0","1","E2F1 (interacts with) PLK1","18439978;24076372;18439978;24076372;18439978;24076372","false","interacts with","E2F1 (interacts with) PLK1","Q01094","ARACNe-GTEx;tfact;trrust","P53350"
"24642","1","1","0","interacts with","1","1","0","E2F1 (interacts with) DIRAS3","16638845;17230502;16757345;16158053;16638845;17230502;16757345;16158053;16638845;17230502;16757345;16158053","false","interacts with","E2F1 (interacts with) DIRAS3","Q01094","HTRIdb;tfact;trrust","O95661"
"24644","1","0","1","interacts with","1","0","1","E2F1 (interacts with) BRCA1","10660629;16357170;20068145;17106239;18660752;10660629;16357170;20068145;17106239;18660752;10660629;16357170;20068145;17106239;18660752;10660629;16357170;20068145;17106239;18660752;10660629;16357170;20068145;17106239;18660752;10660629;16357170;20068145;17106239;18660752","false","interacts with","E2F1 (interacts with) BRCA1","Q01094","ARACNe-GTEx;HTRIdb;fantom4;hocomoco_v11;tfact;trrust","P38398"
"24646","1","0","1","interacts with","1","0","1","E2F1 (interacts with) DAPK2","18521079;18521079","false","interacts with","E2F1 (interacts with) DAPK2","Q01094","tfact;trrust","Q9UIK4"
"24647","1","1","0","interacts with","1","1","0","E2F1 (interacts with) VEGFA","20639906;20639906","false","interacts with","E2F1 (interacts with) VEGFA","Q01094","PAZAR;trrust","P15692"
"24649","1","0","1","interacts with","1","0","1","E2F1 (interacts with) MAP1LC3A","18408756;18408756","false","interacts with","E2F1 (interacts with) MAP1LC3A","Q01094","tfact;trrust","Q9H492"
"24651","1","0","1","interacts with","1","0","1","E2F1 (interacts with) YBX3","15313206;15313206","false","interacts with","E2F1 (interacts with) YBX3","Q01094","fantom4;tfact","P16989"
"24652","1","0","1","interacts with","1","0","1","E2F1 (interacts with) MYBL2","16299810;9711036;14618416;16299810;9711036;14618416;16299810;9711036;14618416","false","interacts with","E2F1 (interacts with) MYBL2","Q01094","ARACNe-GTEx;fantom4;trrust","P10244"
"24653","1","0","1","interacts with","1","0","1","E2F1 (interacts with) HMGA1","22389255;22389255","false","interacts with","E2F1 (interacts with) HMGA1","Q01094","ReMap;trrust","P17096"
"24655","1","0","1","interacts with","1","0","1","E2F1 (interacts with) MCM5","11799067;17210690;11799067;17210690;11799067;17210690;11799067;17210690;11799067;17210690","false","interacts with","E2F1 (interacts with) MCM5","Q01094","ARACNe-GTEx;jaspar_v2018;tfact;tred_via_RegNetwork;trrust","P33992"
"24657","1","0","1","interacts with","1","0","1","E2F1 (interacts with) ZEB1","17655524;17655524","false","interacts with","E2F1 (interacts with) ZEB1","Q01094","PAZAR;tfact","P37275"
"24659","1","0","1","interacts with","1","0","1","E2F1 (interacts with) CDCA7","16580749;16580749;16580749","false","interacts with","E2F1 (interacts with) CDCA7","Q01094","ARACNe-GTEx;tfact;trrust","Q9BWT1"
"24660","1","0","1","interacts with","1","0","1","E2F1 (interacts with) DHFR","10597240;8816912;14618416;10336493;8441401;10597240;8816912;14618416;10336493;8441401;10597240;8816912;14618416;10336493;8441401","false","interacts with","E2F1 (interacts with) DHFR","Q01094","ARACNe-GTEx;tfact;trrust","P00374"
"24662","1","0","1","interacts with","1","0","1","E2F1 (interacts with) CDCA4","16984923;16984923;16984923","false","interacts with","E2F1 (interacts with) CDCA4","Q01094","ARACNe-GTEx;HTRIdb;tfact","Q9BXL8"
"24664","1","0","1","interacts with","1","0","1","E2F1 (interacts with) FANCD2","18438432;18438432","false","interacts with","E2F1 (interacts with) FANCD2","Q01094","ARACNe-GTEx;tfact","Q9BXW9"
"24666","1","0","1","interacts with","1","0","1","E2F3 (interacts with) E2F1","7958836;14576826;7958836;14576826","false","interacts with","E2F3 (interacts with) E2F1","O00716","HTRIdb;tfact","Q01094"
"24668","1","0","1","interacts with","1","0","1","E2F1 (interacts with) ETV4","18687701;18687701;18687701","false","interacts with","E2F1 (interacts with) ETV4","Q01094","PAZAR;hocomoco_v11;trrust","P43268"
"24669","1","0","1","interacts with","1","0","1","E2F1 (interacts with) PCNA","12782299;14618416;1261188;12782299;14618416;1261188;12782299;14618416;1261188;12782299;14618416;1261188;12782299;14618416;1261188","false","interacts with","E2F1 (interacts with) PCNA","Q01094","ARACNe-GTEx;ReMap;tfact;tred_via_RegNetwork;trrust","P12004"
"24670","1","0","1","interacts with","1","0","1","E2F1 (interacts with) CDC6","11799067;18541154;11799067;18541154;11799067;18541154","false","interacts with","E2F1 (interacts with) CDC6","Q01094","ARACNe-GTEx;tfact;trrust","Q99741"
"24672","1","0","1","interacts with","1","0","1","E2F1 (interacts with) KIR3DL1","18358829;19176033;18358829;19176033;18358829;19176033","false","interacts with","E2F1 (interacts with) KIR3DL1","Q01094","jaspar_v2018;tfact;trrust","P43629"
"24674","1","0","1","interacts with","1","0","1","E2F1 (interacts with) NPAT","12665581;12665581","false","interacts with","E2F1 (interacts with) NPAT","Q01094","tfact;trrust","Q14207"
"24676","1","0","1","interacts with","1","0","1","PAX8 (interacts with) E2F1","21602887;21602887","false","interacts with","PAX8 (interacts with) E2F1","Q06710","IntAct;trrust","Q01094"
"24678","1","1","0","interacts with","1","1","0","E2F1 (interacts with) IRF3","19826915;22464952;21225257;19826915;22464952;21225257","false","interacts with","E2F1 (interacts with) IRF3","Q01094","tfact;trrust","Q14653"
"24680","1","0","1","interacts with","1","0","1","E2F1 (interacts with) ISYNA1","15464731;15464731","false","interacts with","E2F1 (interacts with) ISYNA1","Q01094","tfact;trrust","Q9NPH2"
"24682","1","0","1","interacts with","1","0","1","E2F1 (interacts with) DTL","18213392;18213392","false","interacts with","E2F1 (interacts with) DTL","Q01094","ARACNe-GTEx;tfact","Q9NZJ0"
"24684","1","0","1","interacts with","1","0","1","E2F1 (interacts with) APAF1","12149244;12766778;18951482;17600109;12149244;12766778;18951482;17600109;12149244;12766778;18951482;17600109;12149244;12766778;18951482;17600109;12149244;12766778;18951482;17600109","false","interacts with","E2F1 (interacts with) APAF1","Q01094","HTRIdb;PAZAR;tfact;tred_via_RegNetwork;trrust","O14727"
"24686","1","1","0","interacts with","1","1","0","E2F1 (interacts with) ZNF350","20713352;22768064;20713352;22768064;20713352;22768064","false","interacts with","E2F1 (interacts with) ZNF350","Q01094","PAZAR;tfact;trrust","Q9GZX5"
"24687","1","0","1","interacts with","1","0","1","E2F1 (interacts with) RELA","24755270;24755270","false","interacts with","E2F1 (interacts with) RELA","Q01094","PAZAR;oreganno","Q04206"
"24688","1","0","1","interacts with","1","0","1","E2F1 (interacts with) TP73","11101847;17980704;11115495;12766778;19249677;11101847;17980704;11115495;12766778;19249677;11101847;17980704;11115495;12766778;19249677;11101847;17980704;11115495;12766778;19249677;11101847;17980704;11115495;12766778;19249677;19363520;11101847;17980704;11115495;12766778;19249677;19363520","false","interacts with","E2F1 (interacts with) TP73","Q01094","ARACNe-GTEx;IntAct;PAZAR;tfact;tred_via_RegNetwork;trrust","O15350"
"24689","1","0","1","interacts with","1","0","1","E2F1 (interacts with) CDKN2A","15716352;19641316;12766778;22621932;11062467;16211008;11705881;12695664;15716352;19641316;12766778;22621932;11062467;16211008;11705881;12695664;15716352;19641316;12766778;22621932;11062467;16211008;11705881;12695664;15716352;19641316;12766778;22621932;11062467;16211008;11705881;12695664;15716352;19641316;12766778;22621932;11062467;16211008;11705881;12695664","false","interacts with","E2F1 (interacts with) CDKN2A","Q01094","PAZAR;ReMap;tfact;tred_via_RegNetwork;trrust","P42771"
"24691","1","0","1","interacts with","1","0","1","E2F1 (interacts with) CDC45","10692433;10692433;10692433","false","interacts with","E2F1 (interacts with) CDC45","Q01094","ARACNe-GTEx;tfact;tred_via_RegNetwork","O75419"
"24693","1","0","1","interacts with","1","0","1","E2F1 (interacts with) ATG10","19657746;19657746","false","interacts with","E2F1 (interacts with) ATG10","Q01094","PAZAR;tfact","Q9H0Y0"
"24694","1","0","1","interacts with","1","0","1","E2F1 (interacts with) JUN","11799067;11799067","false","interacts with","E2F1 (interacts with) JUN","Q01094","ReMap;tfact","P05412"
"24696","1","0","1","interacts with","1","0","1","E2F1 (interacts with) ULK1","18408756;18408756","false","interacts with","E2F1 (interacts with) ULK1","Q01094","tfact;trrust","O75385"
"24698","1","0","1","interacts with","1","0","1","E2F1 (interacts with) SIAH1","18627426;18627426;18627426","false","interacts with","E2F1 (interacts with) SIAH1","Q01094","ReMap;hocomoco_v11;tfact","Q8IUQ4"
"24700","1","0","1","interacts with","1","0","1","E2F1 (interacts with) MCM10","15195143;15195143;15195143","false","interacts with","E2F1 (interacts with) MCM10","Q01094","ARACNe-GTEx;PAZAR;tfact","Q7L590"
"24702","1","0","1","interacts with","1","0","1","E2F1 (interacts with) DBF4","18503552;12015319;18503552;12015319;18503552;12015319;18503552;12015319","false","interacts with","E2F1 (interacts with) DBF4","Q01094","HTRIdb;tfact;tred_via_RegNetwork;trrust","Q9UBU7"
"24703","1","1","0","interacts with","1","1","0","E2F1 (interacts with) HSPA5","18840615;18840615;18840615","false","interacts with","E2F1 (interacts with) HSPA5","Q01094","HTRIdb;tfact;trrust","P11021"
"24704","0","0","0","interacts with","1","0","1","E2F1 (interacts with) SP1","24755270","false","interacts with","E2F1 (interacts with) SP1","Q01094","oreganno","P08047"
"24706","1","0","1","interacts with","1","0","1","E2F1 (interacts with) FBXO5","18439978;18439978","false","interacts with","E2F1 (interacts with) FBXO5","Q01094","ReMap;tfact","Q9UKT4"
"24707","1","0","1","interacts with","1","0","1","E2F2 (interacts with) E2F1","7958836;7958836","false","interacts with","E2F2 (interacts with) E2F1","Q14209","ARACNe-GTEx;tfact","Q01094"
"24709","1","0","1","interacts with","1","0","1","E2F1 (interacts with) RBM38","22798430;22798430","false","interacts with","E2F1 (interacts with) RBM38","Q01094","PAZAR;trrust","Q9H0Z9"
"24711","1","0","1","interacts with","1","0","1","E2F1 (interacts with) FOXM1","21518729;21518729","false","interacts with","E2F1 (interacts with) FOXM1","Q01094","ARACNe-GTEx;trrust","Q08050"
"24713","1","0","1","interacts with","1","0","1","E2F1 (interacts with) CTNNBIP1","21532622;21532622;21532622","false","interacts with","E2F1 (interacts with) CTNNBIP1","Q01094","PAZAR;tfact;trrust","Q9NSA3"
"24715","1","0","1","interacts with","1","0","1","E2F1 (interacts with) NCOA3","16916939;16916939","false","interacts with","E2F1 (interacts with) NCOA3","Q01094","PAZAR;tfact","Q9Y6Q9"
"24717","1","0","1","interacts with","1","0","1","E2F1 (interacts with) MCM7","14990995;14990995;14990995;14990995","false","interacts with","E2F1 (interacts with) MCM7","Q01094","ARACNe-GTEx;ReMap;jaspar_v2018;tfact","P33993"
"24719","1","0","1","interacts with","1","0","1","E2F1 (interacts with) ECT2","19015243;21886810;19015243;21886810;19015243;21886810","false","interacts with","E2F1 (interacts with) ECT2","Q01094","HTRIdb;tfact;trrust","Q9H8V3"
"24721","1","1","0","interacts with","1","1","0","ESR1 (interacts with) CYP2C19","20675569;20675569","false","interacts with","ESR1 (interacts with) CYP2C19","P03372","HTRIdb;trrust","P33261"
"24723","1","0","1","interacts with","1","0","1","STAT1 (interacts with) CD86","10773351;10773351;10773351;10773351","false","interacts with","STAT1 (interacts with) CD86","P42224","HTRIdb;ReMap;oreganno;trrust","P42081"
"24725","1","1","0","interacts with","1","1","0","STAT1 (interacts with) FGFR3","16410555;16410555","false","interacts with","STAT1 (interacts with) FGFR3","P42224","PAZAR;trrust","P22607"
"24727","1","0","1","interacts with","1","0","1","STAT1 (interacts with) HMOX1","19129475;19129475","false","interacts with","STAT1 (interacts with) HMOX1","P42224","PAZAR;trrust","P09601"
"24729","1","0","1","interacts with","1","0","1","STAT1 (interacts with) MYD88","7567467;7567467;7567467","false","interacts with","STAT1 (interacts with) MYD88","P42224","ARACNe-GTEx;kegg;tfact","Q99836"
"24731","1","0","1","interacts with","1","0","1","STAT1 (interacts with) PML","22589541;21115099;22589541;21115099","false","interacts with","STAT1 (interacts with) PML","P42224","PAZAR;trrust","P29590"
"24733","1","0","1","interacts with","1","0","1","STAT1 (interacts with) INO80","22951020;22951020;22951020","false","interacts with","STAT1 (interacts with) INO80","P42224","PAZAR;jaspar_v2018;oreganno","Q9ULG1"
"24735","1","0","1","interacts with","1","0","1","STAT1 (interacts with) MVP","16418217;16418217;16418217;16418217","false","interacts with","STAT1 (interacts with) MVP","P42224","ARACNe-GTEx;PAZAR;oreganno;trrust","Q14764"
"24737","1","1","0","interacts with","1","1","0","STAT1 (interacts with) NR1H4","19393742;19393742;19393742","false","interacts with","STAT1 (interacts with) NR1H4","P42224","HTRIdb;PAZAR;trrust","Q96RI1"
"24738","1","0","1","interacts with","1","0","1","STAT1 (interacts with) IL1B","17386941;17386941","false","interacts with","STAT1 (interacts with) IL1B","P42224","PAZAR;trrust","P01584"
"24740","1","0","1","interacts with","1","0","1","STAT1 (interacts with) SNRNP27","22951020;22951020;22951020;22951020","false","interacts with","STAT1 (interacts with) SNRNP27","P42224","PAZAR;hocomoco_v11;jaspar_v2018;oreganno","Q8WVK2"
"24742","1","0","1","interacts with","1","0","1","STAT1 (interacts with) S100A10","12645529;12645529","false","interacts with","STAT1 (interacts with) S100A10","P42224","PAZAR;trrust","P60903"
"24743","1","0","1","interacts with","1","0","1","STAT1 (interacts with) CDKN1A","10023678;10866323;10023678;10866323;10023678;10866323;10023678;10866323;10023678;10866323","false","interacts with","STAT1 (interacts with) CDKN1A","P42224","PAZAR;kegg;tfact;tred_via_RegNetwork;trrust","P38936"
"24744","1","0","1","interacts with","1","0","1","STAT1 (interacts with) FGF2","23086340;23086340","false","interacts with","STAT1 (interacts with) FGF2","P42224","PAZAR;trrust","P09038"
"24746","1","0","1","interacts with","1","0","1","STAT1 (interacts with) EDEM2","22951020;22951020","false","interacts with","STAT1 (interacts with) EDEM2","P42224","PAZAR;oreganno","Q9BV94"
"24748","1","0","1","interacts with","1","0","1","STAT1 (interacts with) ATG4C","22951020;22951020","false","interacts with","STAT1 (interacts with) ATG4C","P42224","PAZAR;oreganno","Q96DT6"
"24750","1","1","0","interacts with","1","1","0","STAT1 (interacts with) AGFG2","22951020;22951020","false","interacts with","STAT1 (interacts with) AGFG2","P42224","PAZAR;oreganno","O95081"
"24752","1","0","1","interacts with","1","0","1","STAT1 (interacts with) DCLRE1C","22951020;22951020","false","interacts with","STAT1 (interacts with) DCLRE1C","P42224","PAZAR;oreganno","Q96SD1"
"24754","1","0","1","interacts with","1","0","1","STAT1 (interacts with) ZNF655","22951020;22951020","false","interacts with","STAT1 (interacts with) ZNF655","P42224","PAZAR;oreganno","Q8N720"
"24756","1","0","1","interacts with","1","0","1","STAT1 (interacts with) UBR1","22951020;22951020","false","interacts with","STAT1 (interacts with) UBR1","P42224","PAZAR;oreganno","Q8IWV7"
"24758","1","0","1","interacts with","1","0","1","STAT1 (interacts with) DDX50","22951020;22951020;22951020","false","interacts with","STAT1 (interacts with) DDX50","P42224","ARACNe-GTEx;PAZAR;oreganno","Q9BQ39"
"24760","1","0","1","interacts with","1","0","1","STAT1 (interacts with) IL6ST","9169475;9169475;9169475;9169475;9169475","false","interacts with","STAT1 (interacts with) IL6ST","P42224","ARACNe-GTEx;PAZAR;oreganno;tfact;tred_via_RegNetwork","P40189"
"24762","1","1","0","interacts with","1","1","0","STAT1 (interacts with) RPS24","22951020;22951020","false","interacts with","STAT1 (interacts with) RPS24","P42224","PAZAR;oreganno","P62847"
"24764","1","0","1","interacts with","1","0","1","STAT1 (interacts with) IRF2","22951020;22951020","false","interacts with","STAT1 (interacts with) IRF2","P42224","PAZAR;oreganno","P14316"
"24766","1","0","1","interacts with","1","0","1","STAT1 (interacts with) CCR1","16628196;16628196;16628196","false","interacts with","STAT1 (interacts with) CCR1","P42224","ARACNe-GTEx;hocomoco_v11;trrust","P32246"
"24768","1","1","0","interacts with","1","1","0","STAT1 (interacts with) IFNA1","18616672;18616672","false","interacts with","STAT1 (interacts with) IFNA1","P42224","tred_via_RegNetwork;trrust","P01562"
"24770","1","0","1","interacts with","1","0","1","STAT1 (interacts with) EARS2","22951020;22951020","false","interacts with","STAT1 (interacts with) EARS2","P42224","ARACNe-GTEx;oreganno","Q5JPH6"
"24772","1","0","1","interacts with","1","0","1","STAT1 (interacts with) UPP1","20544543;20544543","false","interacts with","STAT1 (interacts with) UPP1","P42224","PAZAR;trrust","Q16831"
"24774","1","0","1","interacts with","1","0","1","STAT1 (interacts with) NOS2","12586443;12586443;12586443;12586443;12586443","false","interacts with","STAT1 (interacts with) NOS2","P42224","PAZAR;kegg;oreganno;tred_via_RegNetwork;trrust","P35228"
"24775","1","0","1","interacts with","1","0","1","STAT1 (interacts with) MUC4","19757157;22537161;17525742;19757157;22537161;17525742","false","interacts with","STAT1 (interacts with) MUC4","P42224","IntAct;trrust","Q99102"
"24777","1","0","1","interacts with","1","0","1","STAT1 (interacts with) MTMR9","22951020;22951020","false","interacts with","STAT1 (interacts with) MTMR9","P42224","PAZAR;oreganno","Q96QG7"
"24779","1","0","1","interacts with","1","0","1","STAT1 (interacts with) ETV7","22951020;22951020;22951020;22951020","false","interacts with","STAT1 (interacts with) ETV7","P42224","ARACNe-GTEx;PAZAR;jaspar_v2018;oreganno","Q9Y603"
"24781","1","0","1","interacts with","1","0","1","STAT1 (interacts with) CXCL10","22022583;22022583;22022583;22022583","false","interacts with","STAT1 (interacts with) CXCL10","P42224","ARACNe-GTEx;kegg;oreganno;trrust","P02778"
"24783","1","0","1","interacts with","1","0","1","STAT1 (interacts with) CREM","22951020;22951020","false","interacts with","STAT1 (interacts with) CREM","P42224","PAZAR;oreganno","Q03060"
"24785","1","0","1","interacts with","1","0","1","STAT1 (interacts with) LY96","21572044;21572044","false","interacts with","STAT1 (interacts with) LY96","P42224","PAZAR;trrust","Q9Y6Y9"
"24787","1","0","1","interacts with","1","0","1","STAT1 (interacts with) AIM2","22951020;22951020;22951020;22951020","false","interacts with","STAT1 (interacts with) AIM2","P42224","PAZAR;hocomoco_v11;jaspar_v2018;oreganno","O14862"
"24789","1","1","0","interacts with","1","1","0","STAT1 (interacts with) CDC7","22951020;22951020;22951020;22951020","false","interacts with","STAT1 (interacts with) CDC7","P42224","PAZAR;hocomoco_v11;jaspar_v2018;oreganno","O00311"
"24791","1","0","1","interacts with","1","0","1","STAT1 (interacts with) VIP","12425940;7713908;9642274;11259431;12425940;7713908;9642274;11259431;12425940;7713908;9642274;11259431;12425940;7713908;9642274;11259431","false","interacts with","STAT1 (interacts with) VIP","P42224","PAZAR;tfact;tred_via_RegNetwork;trrust","P01282"
"24792","1","0","1","interacts with","1","0","1","STAT1 (interacts with) TP53","12364590;14602726;12364590;14602726","false","interacts with","STAT1 (interacts with) TP53","P42224","tred_via_RegNetwork;trrust","P04637"
"24793","1","0","1","interacts with","1","0","1","STAT1 (interacts with) PTGS2","12586443;12586443","false","interacts with","STAT1 (interacts with) PTGS2","P42224","PAZAR;trrust","P35354"
"24795","1","0","1","interacts with","1","0","1","STAT1 (interacts with) MED16","22951020;22951020;22951020","false","interacts with","STAT1 (interacts with) MED16","P42224","PAZAR;hocomoco_v11;oreganno","Q9Y2X0"
"24797","1","0","1","interacts with","1","0","1","STAT1 (interacts with) CCL3","16628196;16628196;16628196","false","interacts with","STAT1 (interacts with) CCL3","P42224","hocomoco_v11;jaspar_v2018;trrust","P10147"
"24798","1","0","1","interacts with","1","0","1","STAT1 (interacts with) OPRM1","15448191;15448191","false","interacts with","STAT1 (interacts with) OPRM1","P42224","PAZAR;trrust","P35372"
"24800","1","0","1","interacts with","1","0","1","STAT1 (interacts with) KRT17","21796151;21796151","false","interacts with","STAT1 (interacts with) KRT17","P42224","PAZAR;trrust","Q04695"
"24802","1","1","0","interacts with","1","1","0","STAT1 (interacts with) NAA35","22951020;22951020;22951020","false","interacts with","STAT1 (interacts with) NAA35","P42224","PAZAR;hocomoco_v11;oreganno","Q5VZE5"
"24804","1","0","1","interacts with","1","0","1","STAT1 (interacts with) CD40","10823830;15182726;10823830;15182726;10823830;15182726","false","interacts with","STAT1 (interacts with) CD40","P42224","oreganno;tred_via_RegNetwork;trrust","P25942"
"24806","1","0","1","interacts with","1","0","1","STAT1 (interacts with) NOX5","22348975;22348975","false","interacts with","STAT1 (interacts with) NOX5","P42224","IntAct;trrust","Q96PH1"
"24807","1","0","1","interacts with","1","0","1","STAT1 (interacts with) FOS","8874187;12600988;12242287;8770944;8683106;7588632;8874187;12600988;12242287;8770944;8683106;7588632;8874187;12600988;12242287;8770944;8683106;7588632;8874187;12600988;12242287;8770944;8683106;7588632;8874187;12600988;12242287;8770944;8683106;7588632;8874187;12600988;12242287;8770944;8683106;7588632","false","interacts with","STAT1 (interacts with) FOS","P42224","HTRIdb;PAZAR;fantom4;oreganno;tfact;tred_via_RegNetwork","P01100"
"24809","1","1","0","interacts with","1","1","0","STAT1 (interacts with) ZNF367","22951020;22951020","false","interacts with","STAT1 (interacts with) ZNF367","P42224","PAZAR;oreganno","Q7RTV3"
"24811","1","0","1","interacts with","1","0","1","STAT1 (interacts with) TLR3","16628196;16628196","false","interacts with","STAT1 (interacts with) TLR3","P42224","ARACNe-GTEx;trrust","O15455"
"24813","1","0","1","interacts with","1","0","1","STAT1 (interacts with) IL2RA","12244150;10068671;12244150;10068671;12244150;10068671;12244150;10068671","false","interacts with","STAT1 (interacts with) IL2RA","P42224","PAZAR;tfact;tred_via_RegNetwork;trrust","P01589"
"24815","1","0","1","interacts with","1","0","1","STAT1 (interacts with) CEBPE","16918696;16918696","false","interacts with","STAT1 (interacts with) CEBPE","P42224","PAZAR;trrust","Q15744"
"24816","1","0","1","interacts with","1","0","1","STAT1 (interacts with) PRF1","10072525;10072525;10072525","false","interacts with","STAT1 (interacts with) PRF1","P42224","PAZAR;tfact;tred_via_RegNetwork","P14222"
"24817","1","0","1","interacts with","1","0","1","STAT1 (interacts with) IRF1","8810328;8168491;11909852;17525742;8647845;10528163;18694960;10358173;15659797;19124747;18497060;10068671;8621447;9336467;8810328;8168491;11909852;17525742;8647845;10528163;18694960;10358173;15659797;19124747;18497060;10068671;8621447;9336467;8810328;8168491;11909852;17525742;8647845;10528163;18694960;10358173;15659797;19124747;18497060;10068671;8621447;9336467;8810328;8168491;17525742;8647845;10528163;18694960;10358173;15659797;19124747;18497060;10068671;8621447;9336467;8810328;8168491;17525742;8647845;10528163;18694960;10358173;15659797;19124747;18497060;10068671;8621447;9336467;8810328;8168491;17525742;8647845;10528163;18694960;10358173;15659797;19124747;18497060;10068671;8621447;9336467;8810328;8168491;17525742;8647845;10528163;18694960;10358173;15659797;19124747;18497060;10068671;8621447;9336467;8810328;8168491;17525742;8647845;10528163;18694960;10358173;15659797;19124747;18497060;10068671;8621447;9336467;8810328;8168491;17525742;8647845;10528163;18694960;10358173;15659797;19124747;18497060;10068671;8621447;9336467;8810328;8168491;17525742;8647845;10528163;18694960;10358173;15659797;19124747;18497060;10068671;8621447;9336467;8810328;8168491;17525742;8647845;10528163;18694960;10358173;15659797;19124747;18497060;10068671;8621447;9336467;8810328;8168491;17525742;8647845;10528163;18694960;10358173;15659797;19124747;18497060;10068671;8621447;9336467","false","interacts with","STAT1 (interacts with) IRF1","P42224","ARACNe-GTEx;HTRIdb;IntAct;PAZAR;ReMap;fantom4;hocomoco_v11;kegg;oreganno;tfact;tred_via_RegNetwork;trrust","P10914"
"24819","1","0","1","interacts with","1","0","1","STAT1 (interacts with) FCGR1A","14734612;10820245;14734612;10820245;14734612;10820245;14734612;10820245;14734612;10820245;14734612;10820245","false","interacts with","STAT1 (interacts with) FCGR1A","P42224","ARACNe-GTEx;PAZAR;jaspar_v2018;tfact;tred_via_RegNetwork;trrust","P12314"
"24821","1","0","1","interacts with","1","0","1","STAT1 (interacts with) IRF9","22951020;22951020;22951020","false","interacts with","STAT1 (interacts with) IRF9","P42224","ARACNe-GTEx;PAZAR;oreganno","Q00978"
"24823","1","0","1","interacts with","1","0","1","STAT1 (interacts with) PWP2","22951020;22951020","false","interacts with","STAT1 (interacts with) PWP2","P42224","hocomoco_v11;oreganno","Q15269"
"24825","1","0","1","interacts with","1","0","1","STAT1 (interacts with) GSTK1","22951020;22951020;22951020","false","interacts with","STAT1 (interacts with) GSTK1","P42224","PAZAR;jaspar_v2018;oreganno","Q9Y2Q3"
"24827","1","0","1","interacts with","1","0","1","STAT1 (interacts with) MAN1A1","22951020;22951020","false","interacts with","STAT1 (interacts with) MAN1A1","P42224","PAZAR;oreganno","P33908"
