name apoptosis bid caspase ceramide disc fas fasl fast gpcr gzmb iap ifngt nfkb pdgfr pi3k s1p sphk1 tpl2 tradd
attr_790 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_791 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_792 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_793 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_794 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_795 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_796 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_797 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_798 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_799 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_800 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_801 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_802 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_803 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_804 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_805 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_806 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_807 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_808 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_809 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_810 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_811 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_812 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_813 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_814 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_815 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_816 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_817 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_818 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_819 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_820 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_821 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_822 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_823 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_824 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_825 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_826 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_827 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_828 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_829 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_830 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_831 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_832 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_833 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_834 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_835 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_836 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_837 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_838 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_839 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_840 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_841 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_842 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_843 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_844 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_845 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_846 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_847 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_848 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_849 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_850 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_851 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_852 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_853 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_854 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_855 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_856 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_857 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_858 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_859 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_860 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_861 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_862 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_863 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_864 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_865 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_866 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_867 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_868 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_869 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_870 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_871 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_872 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_873 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_874 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_875 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_876 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_877 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
