ID	UniProt ID	Average Intensity	Gene symbol ID
ENSG00000041982	P24821,P24821-5	0.31618175795701053	TNC
ENSG00000043093	Q96GG9	74.37950497934781	DCUN1D1
ENSG00000044115	P35221	251.44904694218832	CTNNA1
ENSG00000047230	Q9NRF8	60.432422439388105	CTPS2
ENSG00000049239	O95479	21.30941096386456	H6PD
ENSG00000049283	Q9H201	22.12572735928453	EPN3
ENSG00000050405	Q9UHB6,Q9UHB6-4	387.3336548576282	LIMA1
ENSG00000051596	Q96J01	200.49213047471545	THOC3
ENSG00000057608	P50395	3861.161453285228	GDI2
ENSG00000058668	P23634-7,P23634-8	108.16506613448203	ATP2B4
ENSG00000063244	P26368-2	1150.2992165053147	U2AF2
ENSG00000063601	Q13613	16.543776027639797	MTMR1
ENSG00000063660	P35052	77.73157654962272	GPC1
ENSG00000064012	Q14790	41.871167986078945	CASP8
ENSG00000064999	Q92625	5.584263748036414	ANKS1A
ENSG00000065054	Q15599	133.45747262681869	SLC9A3R2
ENSG00000065559	P45985	75.88203796148865	MAP2K4
ENSG00000066379	Q9P1U0	7.5026822431546645	ZNRD1
ENSG00000066926	P22830	9.401752766785464	FECH
ENSG00000067057	Q01813	2580.60304133967	PFKP
ENSG00000067066	P23497-4	14.111366715785298	SP100
ENSG00000067369	Q12888	12.420876962101735	TP53BP1
ENSG00000067560	P61586	6213.495058418708	RHOA
ENSG00000067992	Q15120	1.46207157694871	PDK3
ENSG00000069956	Q16659	19.093763527640075	MAPK6
ENSG00000070087	P35080-2	55.567805336462115	PFN2
ENSG00000070182	P11277-3	30.971041221370854	SPTB
ENSG00000070501	P06746	4.042214972620184	POLB
ENSG00000070785	Q9NR50	229.2388275118032	EIF2B3
ENSG00000071282	Q9NZU5	12.457069291341377	LMCD1
ENSG00000071553	Q15904	43.75316179196771	ATP6AP1
ENSG00000071894	Q10570	13.292837249775094	CPSF1
ENSG00000072401	P51668	1421.7002999904118	UBE2D1
ENSG00000073050	P18887	26.203502662173783	XRCC1
ENSG00000073111	P49736	197.91227432747877	MCM2
ENSG00000073921	Q13492-2	291.5995719631984	PICALM
ENSG00000074370	Q93084-2,Q93084-4	342.6435645114035	ATP2A3
ENSG00000074582	Q9Y276	1.6334174930042247	BCS1L
ENSG00000075223	Q99985	3.4945355270491074	SEMA3C
ENSG00000075239	P24752	1110.3744813073479	ACAT1
ENSG00000075292	Q14966	3.707238753852156	ZNF638
ENSG00000075790	Q9UHQ4	5.327265178637475	BCAP29
ENSG00000076554	P55327-2,P55327-4	235.87682857339414	TPD52
ENSG00000076641	Q9NWQ8	1.8980093467752301	PAG1
ENSG00000076928	Q92888,Q92888-3	132.34111555988034	ARHGEF1
ENSG00000077080	O94805	57.30780871509914	ACTL6B
ENSG00000077235	Q12789-3	0.4806381723112582	GTF3C1
ENSG00000077514	Q15054	31.274638281537577	POLD3
ENSG00000078114	O76041-2	180.95945760466628	NEBL
ENSG00000079246	P13010	1698.1082080243405	XRCC5
ENSG00000079257	Q9BS40	50.520311869988966	LXN
ENSG00000079462	Q15102	1331.3990339429906	PAFAH1B3
ENSG00000080503	P51531-2	23.75431334650439	SMARCA2
ENSG00000081760	Q86V21	32.477345388359986	AACS
ENSG00000082153	Q7L1Q6,Q7L1Q6-2	571.9527100447602	BZW1
ENSG00000082212	P23368	106.18122951661206	ME2
ENSG00000082781	P18084	40.16744531496851	ITGB5
ENSG00000083444	Q02809	353.242271746182	PLOD1
ENSG00000084072	Q9UNP9	56.941843018671676	PPIE
ENSG00000084674	P04114	7.970534733229372	APOB
ENSG00000085433	O94967-2	3.0043393098253732	WDR47
ENSG00000085719	O75131	663.9273408250699	CPNE3
ENSG00000085978	Q676U5	5.81942442533933	ATG16L1
ENSG00000087111	Q96S52	45.57842113361378	PIGS
ENSG00000087365	Q13435	563.5506169865148	SF3B2
ENSG00000087460	P63092,P63092-2,P63092-3,Q5JWF2	315.4802927429398	GNAS
ENSG00000087842	O00625	12.801973275665445	PIR
ENSG00000088833	Q9UNZ2,Q9UNZ2-4,Q9UNZ2-5	670.233888018806	NSFL1C
ENSG00000089050	O75884	56.22429435357141	RBBP9
ENSG00000090097	P57723	190.07081126626275	PCBP4
ENSG00000091164	O43396	897.6378309358003	TXNL1
ENSG00000092964	Q16555	2889.837856914962	DPYSL2
ENSG00000093167	Q9Y608-2,Q9Y608-4	53.82671362296838	LRRFIP2
ENSG00000094914	Q9NRG9	89.36059889217479	AAAS
ENSG00000095906	Q9Y5Y2	147.14924782012483	NUBP2
ENSG00000096060	Q13451	92.84883020268154	FKBP5
ENSG00000096433	Q14573	128.62211082616324	ITPR3
ENSG00000096696	P15924	91.43303174393165	DSP
ENSG00000097021	O00154,O00154-4,O00154-5	2150.334626828373	ACOT7
ENSG00000099203	Q13445	59.55142279941103	TMED1
ENSG00000099256	Q9NRG1	172.45067279544728	PRTFDC1
ENSG00000099622	Q14011	340.39690073638957	CIRBP
ENSG00000099624	P30049	277.70610125549223	ATP5D
ENSG00000099795	P17568	24.460388708896676	NDUFB7
ENSG00000099821	O00411	0.2888564808122369	POLRMT
ENSG00000099956	Q12824,Q12824-2	33.476888324350305	SMARCB1
ENSG00000099977	P30046	3161.6170104740568	DDT
ENSG00000100029	O00541,O00541-2	101.78555506874358	PES1
ENSG00000100142	P61218	48.14982350797555	POLR2F
ENSG00000100216	Q9NS69	612.8173633627829	TOMM22
ENSG00000100266	Q9UNF0,Q9UNF0-2	248.26231752988798	PACSIN2
ENSG00000100280	Q10567-2,Q10567-3	509.05955043189874	AP1B1
ENSG00000100284	O60784,O60784-2	10.498143229782286	TOM1
ENSG00000100605	Q13572	13.153990487564286	ITPK1
ENSG00000100612	Q9Y394	9.246567109212652	DHRS7
ENSG00000100697	Q9UPY3	1.7337477300932211	DICER1
ENSG00000100784	O75582	8.96463368535694	RPS6KA5
ENSG00000100815	Q15643	13.697916182332321	TRIP11
ENSG00000100902	P60900	3536.101600399917	PSMA6
ENSG00000100934	Q15436	677.8938108143606	SEC23A
ENSG00000100983	P48637	729.8792251412781	GSS
ENSG00000101350	O15066	4.931677059140386	KIF3B
ENSG00000101444	P23526	4141.962027896535	AHCY
ENSG00000101473	O14734	35.11908903811946	ACOT8
ENSG00000101811	P33240-2	195.35758485481662	CSTF2
ENSG00000101849	O60907-2	90.712992443022	TBL1X
ENSG00000101911	P11908-2	1438.4645966012013	PRPS2
ENSG00000101997	O60826	24.34923722137652	CCDC22
ENSG00000102144	P00558	30761.434983960018	PGK1
ENSG00000102316	Q9UNF1	123.28309029999411	MAGED2
ENSG00000102879	P31146	124.40759277049395	CORO1A
ENSG00000102967	Q02127	4.540652475695045	DHODH
ENSG00000103274	P53384-2	25.244932279838473	NUBP1
ENSG00000103275	P63279	1292.2845609219717	UBE2I
ENSG00000103507	O14874	6.253283326827252	BCKDK
ENSG00000103653	P41240	37.13299949101882	CSK
ENSG00000103671	Q15650	3.519152274597524	TRIP4
ENSG00000103723	Q13367	10.29099086752562	AP3B2
ENSG00000103769	P62491	1245.2957571211978	RAB11A
ENSG00000103876	P16930	429.4014222523033	FAH
ENSG00000104067	Q07157	58.164799594065	TJP1
ENSG00000104231	Q8TCF1	2.8991844313999025	ZFAND1
ENSG00000104320	O60934	7.2752799682761085	NBN
ENSG00000104368	P00750	26.501266648696184	PLAT
ENSG00000104419	Q92597	3043.6217531822845	NDRG1
ENSG00000104450	Q07617	4.617138673323057	SPAG1
ENSG00000104529	P29692-2,P29692-3	9197.146675062642	EEF1D
ENSG00000104611	Q9H788	11.484166143372073	SH2D4A
ENSG00000104695	P62714	941.8305197140182	PPP2CB
ENSG00000104774	O00754	28.867846971175346	MAN2B1
ENSG00000104823	Q13011	288.51099243096706	ECH1
ENSG00000105171	O95707	12.162714582752683	POP4
ENSG00000105220	P06744	5655.541566318259	GPI
ENSG00000105245	Q9Y6R0	10.317959956091954	NUMBL
ENSG00000105321	Q9Y3X0	14.882876387176497	CCDC9
ENSG00000105401	Q16543	1229.420259934702	CDC37
ENSG00000105514	O95716	484.2765138330253	RAB3D
ENSG00000105607	Q92947	21.999390671494744	GCDH
ENSG00000105647	O00459	4.100674960467992	PIK3R2
ENSG00000105649	P20336	462.75832252631346	RAB3A
ENSG00000105662	Q6UUV9	3.5635103581333225	CRTC1
ENSG00000105675	P20648	164.14303650143077	ATP4A
ENSG00000105701	Q14318,Q14318-2	378.90896520038484	FKBP8
ENSG00000105825	P48307	53.47455215059866	TFPI2
ENSG00000105854	Q15165	10.755273654560588	PON2
ENSG00000105971	P51636	173.7757783342734	CAV2
ENSG00000105993	O75190,O75190-2	25.5727870061043	DNAJB6
ENSG00000106211	P04792	6423.695725195557	HSPB1
ENSG00000106541	O95994	82.98605552016774	AGR2
ENSG00000106605	P53004	339.15225339254744	BLVRA
ENSG00000106617	Q9UGJ0-2	7.984384148614044	PRKAG2
ENSG00000106636	O15498	453.0549498701415	YKT6
ENSG00000106723	Q9Y657	18.510710705690247	SPIN1
ENSG00000106789	Q92828	1.0905729799556936	CORO2A
ENSG00000106976	Q05193,Q05193-3	90.20215709485232	DNM1
ENSG00000106992	P00568	1232.5359053974273	AK1
ENSG00000107789	Q9UNW1	5.9881381311421755	MINPP1
ENSG00000107819	Q9BWM7	211.68848282703243	SFXN3
ENSG00000108262	Q9Y2X7-3	6.767385125148084	GIT1
ENSG00000108312	P17480	30.93170333994172	UBTF
ENSG00000108479	P51570	124.68585465850356	GALK1
ENSG00000108592	Q8IY81	86.06451760529706	FTSJ3
ENSG00000108602	P30838	64.75220598525318	ALDH3A1
ENSG00000108799	Q92800-5	9.440695132833898	EZH1
ENSG00000108828	Q99536	1271.8063595327387	VAT1
ENSG00000108984	P52564	15.325587029775981	MAP2K6
ENSG00000109016	Q6IAN0	49.476739018699504	DHRS7B
ENSG00000109084	Q5BJF2	10.613162167811257	TMEM97
ENSG00000109089	Q86X02	1.2297769821399493	CDR2L
ENSG00000109107	P09972	2756.9519185991708	ALDOC
ENSG00000109180	Q9NX40	217.98280596350082	OCIAD1
ENSG00000109501	O76024	16.45385405216999	WFS1
ENSG00000109854	Q9BUP3-3	44.16624794933071	HTATIP2
ENSG00000110025	Q9NRS6	1.4268934122186239	SNX15
ENSG00000110047	Q9H4M9	2442.4690870876316	EHD1
ENSG00000110063	Q96C86	136.23667809167995	DCPS
ENSG00000110090	P50416	58.063301025926876	CPT1A
ENSG00000110429	Q9UK99	6.315062237859226	FBXO3
ENSG00000110442	Q9P000	30.574083842666244	COMMD9
ENSG00000110711	O00170	228.31304643662838	AIP
ENSG00000110841	Q86W92-2,Q86W92-4	7.59285972780296	PPFIBP1
ENSG00000111144	P09960	550.6098392646414	LTA4H
ENSG00000111275	P05091	279.5303472189938	ALDH2
ENSG00000111348	P52566	612.7553192954067	ARHGDIB
ENSG00000111445	P40937	176.03780977298402	RFC5
ENSG00000111481	P61923	1067.4125892278416	COPZ1
ENSG00000111674	P09104	12491.473638666503	ENO2
ENSG00000111678	Q99622	168.59416407803042	C12orf57
ENSG00000111775	P12074	144.2250485721186	COX6A1
ENSG00000112186	P40123	560.2009274884252	CAP2
ENSG00000112200	Q9Y4E5-2	2.67600321880749	ZNF451
ENSG00000112210	Q9ULC3	52.28368841133374	RAB23
ENSG00000112245	Q93096	16.657575326462883	PTP4A1
ENSG00000112294	P51649	2.039083440291329	ALDH5A1
ENSG00000112339	Q9Y450,Q9Y450-2	53.55372593116526	HBS1L
ENSG00000112343	O00635	5.634414248162226	TRIM38
ENSG00000112511	O43189	1.2673242820091024	PHF1
ENSG00000112640	Q14738	590.8095237359006	PPP2R5D
ENSG00000112742	P33981-2	5.457801432002537	TTK
ENSG00000112759	Q99808	38.219687788033326	SLC29A1
ENSG00000112782	Q9NZA1-2	1322.8246984270095	CLIC5
ENSG00000113387	P53999	2718.5812429244893	SUB1
ENSG00000113522	Q92878	59.897732919682284	RAD50
ENSG00000113657	Q14195,Q14195-2	290.09363288793077	DPYSL3
ENSG00000113719	Q969X5	86.39960813825903	ERGIC1
ENSG00000113851	Q96SW2-2	2.669496175033297	CRBN
ENSG00000114019	Q9Y2J4	2.0816150451741846	AMOTL2
ENSG00000114353	P04899	578.7246160533255	GNAI2
ENSG00000114416	P51114,P51114-2	369.9940776650644	FXR1
ENSG00000114439	Q8WY36	0.8199362048534393	BBX
ENSG00000114450	Q9HAV0	503.1745191148618	GNB4
ENSG00000114738	Q16644	77.56598367265876	MAPKAPK3
ENSG00000115053	P19338	3680.761038830081	NCL
ENSG00000115310	Q9NQC3,Q9NQC3-5	1972.3978905656188	RTN4
ENSG00000115350	Q9NR33	6.56700148998305	POLE4
ENSG00000115365	O43813	45.52037552425398	LANCL1
ENSG00000115415	P42224	150.39617030060302	STAT1
ENSG00000115421	Q9BWT3	0.9123214366977246	PAPOLG
ENSG00000115504	Q8NDI1-3	14.527294801274763	EHBP1
ENSG00000115514	O14530	157.74675229873668	TXNDC9
ENSG00000115648	Q9BV36,Q9BV36-2,Q9BV36-3	7.857008685134401	MLPH
ENSG00000115694	O00506	108.74816814046062	STK25
ENSG00000115806	Q9H8Y8	489.5636055162406	GORASP2
ENSG00000115840	O75746	14.542470142435544	SLC25A12
ENSG00000115944	O14548	38.733906068805695	COX7A2L
ENSG00000115963	P61587	9.757351126359058	RND3
ENSG00000115977	Q2M2I8	52.14832884770633	AAK1
ENSG00000116062	P52701	74.97759403473859	MSH6
ENSG00000116096	P35270	184.1082099305552	SPR
ENSG00000116133	Q15392	20.94175806446515	DHCR24
ENSG00000116171	P22307	546.4850671852558	SCP2
ENSG00000116221	Q9BZE1	90.54708129188006	MRPL37
ENSG00000116251	P35268	6114.836390191814	RPL22
ENSG00000116288	Q99497	6388.133545809307	PARK7
ENSG00000116473	P62834	853.6802256436114	RAP1A
ENSG00000116584	Q92974-3	113.91378334327362	ARHGEF2
ENSG00000116685	Q8IYS2	23.097375730135546	KIAA2013
ENSG00000116957	Q15813	107.12267203747604	TBCE
ENSG00000117262	B7ZAQ6-2	9.824086547039077	GPR89A
ENSG00000117298	P42892-3	146.34927281370966	ECE1
ENSG00000117450	Q06830	23733.53395385833	PRDX1
ENSG00000117691	Q9UMX5	256.62881684144895	NENF
ENSG00000117859	Q96SU4-7	31.8394364614922	OSBPL9
ENSG00000117906	Q14257	93.25122946361351	RCN2
ENSG00000118257	O60462-4	3.485722765443068	NRP2
ENSG00000118418	Q15651	1180.3770819913743	HMGN3
ENSG00000118960	Q53T59	6.386801979033825	HS1BP3
ENSG00000119004	Q6UW02	10.666991024275143	CYP20A1
ENSG00000119335	Q01105,Q01105-2	3539.9290099381997	SET
ENSG00000119396	P61106	1740.1707491772115	RAB14
ENSG00000119401	Q13049	5.481203040426459	TRIM32
ENSG00000119640	P07311	147.04423914308904	ACYP1
ENSG00000119673	P49753	19.299399269880265	ACOT2
ENSG00000119711	Q02252	32.66523710493681	ALDH6A1
ENSG00000119729	P17081	1366.856467087358	RHOQ
ENSG00000119922	P09913	29.081653055838686	IFIT2
ENSG00000119969	Q9NRZ9	1.2670537367889079	HELLS
ENSG00000119979	Q8TCE6-2	15.950749726983542	FAM45A
ENSG00000120437	Q9BWD1	854.6701053153822	ACAT2
ENSG00000120708	Q15582	13.188353585525839	TGFBI
ENSG00000120837	P25208	6.82791351644977	NFYB
ENSG00000120913	Q96JY6	6.895726227002195	PDLIM2
ENSG00000121022	Q92905	118.24119585634475	COPS5
ENSG00000121064	Q9HB40	14.115449736490612	SCPEP1
ENSG00000122126	Q01968	51.0505240842657	OCRL
ENSG00000122257	Q7Z6E9	2.9727641382209735	RBBP6
ENSG00000122786	Q05682,Q05682-5	235.09330897568367	CALD1
ENSG00000122861	P00749-2	33.09072183567827	PLAU
ENSG00000122882	O95905	9.197308641422518	ECD
ENSG00000123131	Q13162	3244.9842067937047	PRDX4
ENSG00000123159	O14908	177.57644178866184	GIPC1
ENSG00000123728	Q9Y3L5	176.60779648025834	RAP2C
ENSG00000123992	Q9ULA0	181.53696379182622	DNPEP
ENSG00000124181	P19174-2	15.734852453789923	PLCG1
ENSG00000124275	Q9UBK8-2	1.4997191642942158	MTRR
ENSG00000124570	P35237	1124.7924924421668	SERPINB6
ENSG00000124588	P16083	292.99458494508355	NQO2
ENSG00000124762	P38936	4.440371940796426	CDKN1A
ENSG00000124783	P43307	881.6956848262465	SSR1
ENSG00000124831	Q32MZ4-3	222.1724538760414	LRRFIP1
ENSG00000124942	Q09666,Q09666-2	2182.6322417491738	AHNAK
ENSG00000125741	Q9H6K4	9.919243418590751	OPA3
ENSG00000125817	P07199	7.748931673374139	CENPB
ENSG00000125818	Q92530	392.0941784767997	PSMF1
ENSG00000125991	Q9Y282	68.07599659652521	ERGIC3
ENSG00000126777	Q86UP2,Q86UP2-2	432.7281242338943	KTN1
ENSG00000126803	P54652	7936.82738700798	HSPA2
ENSG00000127191	Q12933-3	17.636307388539308	TRAF2
ENSG00000127554	P55789	6.251699186806087	GFER
ENSG00000127580	Q96S15-2	0.801553250805145	WDR24
ENSG00000127946	O00291	1.9646688404136508	HIP1
ENSG00000127955	P63096	356.82164649618966	GNAI1
ENSG00000128422	Q04695	722.0262956089986	KRT17
ENSG00000128524	Q16864	55.737148977376485	ATP6V1F
ENSG00000128591	Q14315	2312.1609685156855	FLNC
ENSG00000128739	P63162	2791.366483309058	SNRPN
ENSG00000128872	Q9NZR1	13.631118561865872	TMOD2
ENSG00000128973	Q9NWW5	58.55539434358028	CLN6
ENSG00000129084	P25786	3207.9087895881867	PSMA1
ENSG00000129473	Q92843-2	202.65984799902176	BCL2L2
ENSG00000129657	Q92503	13.406544207108587	SEC14L1
ENSG00000130005	Q14353	232.23801201186754	GAMT
ENSG00000130204	O96008	980.9759842353849	TOMM40
ENSG00000130255	Q9Y3U8	2954.4915614582487	RPL36
ENSG00000130305	Q96P11-2	15.523172127055268	NSUN5
ENSG00000130312	Q9BQ48	24.282534015869842	MRPL34
ENSG00000130513	Q99988	10.486386571941887	GDF15
ENSG00000130640	Q9BSJ2	25.02695253689187	TUBGCP2
ENSG00000130703	Q9H1P3-2	2.9879855154807773	OSBPL2
ENSG00000130706	Q16186	408.4433752136757	ADRM1
ENSG00000130724	O43633	123.30160613481982	CHMP2A
ENSG00000130816	P26358,P26358-2	101.10714289463557	DNMT1
ENSG00000130830	Q00013,Q00013-3	7.822808395305023	MPP1
ENSG00000130956	Q5JVS0	76.42529387791683	HABP4
ENSG00000131015	Q9BZM5	9.595851953382171	ULBP2
ENSG00000131069	Q9NR19	39.899951204289934	ACSS2
ENSG00000131171	O75368	70.34114230521386	SH3BGRL
ENSG00000131238	P50897	261.4053670285485	PPT1
ENSG00000131374	Q92609	6.230574833439455	TBC1D5
ENSG00000131446	P26572	7.452305159467294	MGAT1
ENSG00000131459	O94808	71.40579708158742	GFPT2
ENSG00000131473	P53396	1496.0411989774257	ACLY
ENSG00000131508	P62837	1498.3582602933775	UBE2D2
ENSG00000131773	O75525	94.06102058669723	KHDRBS3
ENSG00000131778	Q86WJ1	1.0645932053706049	CHD1L
ENSG00000131828	P08559,P08559-4	578.2275365035068	PDHA1
ENSG00000131981	P17931	3186.0669780939597	LGALS3
ENSG00000132182	Q8TEM1,Q8TEM1-2	5.004566090304427	NUP210
ENSG00000132388	P62253	4.904382077987583	UBE2G1
ENSG00000132436	Q6PIW4-2	23.59255311062927	FIGNL1
ENSG00000132507	P63241	15960.068907856381	EIF5A
ENSG00000132589	Q14254	252.36583566442494	FLOT2
ENSG00000132604	Q15554	1.3479709170428997	TERF2
ENSG00000132646	P12004	3501.914004634347	PCNA
ENSG00000132688	P48681	6.579869551718842	NES
ENSG00000132879	Q9H4M3-2	1.0478787538717185	FBXO44
ENSG00000133026	P35580	803.0269779547627	MYH10
ENSG00000133216	P29323-2	76.27894847255067	EPHB2
ENSG00000133265	Q9NZL4	220.5119479071707	HSPBP1
ENSG00000133318	O95197-2,O95197-3	547.2112115558309	RTN3
ENSG00000133816	O94851-2,O94851-4	40.43345311965783	MICAL2
ENSG00000133818	P62070	231.38347152665938	RRAS2
ENSG00000133835	P51659	180.43630755776087	HSD17B4
ENSG00000133895	O00255-3	2.956331624794835	MEN1
ENSG00000133961	P49757-3	38.18644767157946	NUMB
ENSG00000134013	Q9Y4K0	21.35360464877167	LOXL2
ENSG00000134014	Q9H9T3	24.871571040007804	ELP3
ENSG00000134072	Q14012	20.58359319763148	CAMK1
ENSG00000134243	Q99523	20.683634816101613	SORT1
ENSG00000134597	Q9Y388	4.259820816426195	RBMX2
ENSG00000134910	P46977	135.3049436572009	STT3A
ENSG00000134954	P14921	1.0164860807212401	ETS1
ENSG00000134970	Q9Y3B3	351.3409864482545	TMED7
ENSG00000135047	P07711	95.74089366767154	CTSL
ENSG00000135114	Q15646	2.2894072267882595	OASL
ENSG00000135250	P78362-2	61.799533161043385	SRPK2
ENSG00000135446	P11802	153.7545649763163	CDK4
ENSG00000135506	Q13438	22.648014341854875	OS9
ENSG00000135631	Q9BXF6	79.1676547844921	RAB11FIP5
ENSG00000135776	Q9NRK6	10.12111244864212	ABCB10
ENSG00000135823	O43752	38.58392553723585	STX6
ENSG00000135972	P82933	81.48769001726204	MRPS9
ENSG00000136026	Q07065	1238.076054198396	CKAP4
ENSG00000136111	O60343,O60343-4	15.738257096806052	TBC1D4
ENSG00000136197	Q9BPX7	3.7223980240602312	C7orf25
ENSG00000136542	Q7Z7M9	3.7442895578632482	GALNT5
ENSG00000136717	O00499,O00499-10	131.2145800411243	BIN1
ENSG00000136848	Q5VWQ8-4	2.1841232537403874	DAB2IP
ENSG00000136854	P61764	29.03305135574088	STXBP1
ENSG00000136877	Q05932-3	25.77893969918093	FPGS
ENSG00000137040	O60518	71.86809936345317	RANBP6
ENSG00000137100	O75935	174.24217276906444	DCTN3
ENSG00000137124	P30837	241.95285454784525	ALDH1B1
ENSG00000137166	Q8IVH2-2	29.97397919530843	FOXP4
ENSG00000137171	Q9NSK0	108.00782195937157	KLC4
ENSG00000137198	P36959	42.93395146390115	GMPR
ENSG00000137269	Q9BTT6	3.0657292297053758	LRRC1
ENSG00000137337	Q14676	24.827308739451798	MDC1
ENSG00000137404	Q8IXM6-2	19.581442891965985	NRM
ENSG00000137509	P42785	40.623045471846865	PRCP
ENSG00000137513	Q96I59	1.305906467579381	NARS2
ENSG00000137563	Q92820	19.882546189278678	GGH
ENSG00000137815	Q92541	21.0229035637563	RTF1
ENSG00000137962	Q52LW3	50.22702666787363	ARHGAP29
ENSG00000137992	P11182	15.401675805860094	DBT
ENSG00000138032	O75688,O75688-2	68.24269646748863	PPM1B
ENSG00000138035	Q8TCS8	56.228986630203636	PNPT1
ENSG00000138061	Q16678	9.462225185991187	CYP1B1
ENSG00000138073	Q9HCU5	26.412314790103487	PREB
ENSG00000138107	P61163	947.695623976615	ACTR1A
ENSG00000138131	Q96JB6	26.48117656085279	LOXL4
ENSG00000138138	Q8NBU5	72.82834969515339	ATAD1
ENSG00000138385	P05455	767.9840476082172	SSB
ENSG00000138801	O43252	116.09742624241235	PAPSS1
ENSG00000139289	Q8WV24	107.12904670415418	PHLDA1
ENSG00000139410	Q96GA7	89.60454298651803	SDSL
ENSG00000140263	Q00796	192.2555057260272	SORD
ENSG00000140545	Q08431	17.23919713942904	MFGE8
ENSG00000140553	Q9H3U1	46.59338203993347	UNC45A
ENSG00000140848	Q96FN4	42.269930259014515	CPNE2
ENSG00000140905	P23434	132.75909475085066	GCSH
ENSG00000140992	O15530-3	3.7802543555671293	PDPK1
ENSG00000141127	O60256	89.79495168703718	PRPSAP2
ENSG00000141179	Q9UKL6	1.1363458855055775	PCTP
ENSG00000141252	Q5VIR6-2,Q5VIR6-4	13.051740705811962	VPS53
ENSG00000141279	P55786	767.3439997233694	NPEPPS
ENSG00000141401	O14732	58.051406509615674	IMPA2
ENSG00000141428	Q32NC0	3.5950946372580956	C18orf21
ENSG00000141736	P04626-4	23.687306720390275	ERBB2
ENSG00000141971	Q96EY5	158.03909066358142	LOC93343
ENSG00000142197	Q9Y3R5-2	1.6247722267997737	DOPEY2
ENSG00000142208	P31749	65.69992907502574	AKT1
ENSG00000142459	Q96CN4-2	2.08295821954581	EVI5L
ENSG00000142655	O75381-2	69.10172084705877	PEX14
ENSG00000142669	Q9H299	14260.826774249317	SH3BGRL3
ENSG00000142798	P98160	0.1435971654735909	HSPG2
ENSG00000142892	Q92643	104.04139458159872	PIGK
ENSG00000142949	P10586-2	4.961795453173329	PTPRF
ENSG00000143162	O75629	61.53117722010572	CREG1
ENSG00000143222	Q9Y3C8	159.88312343713494	UFC1
ENSG00000143314	Q96A35	119.76122906562362	MRPL24
ENSG00000143320	P29373	19.493580946299748	CRABP2
ENSG00000143376	Q96L92	14.805515688515166	SNX27
ENSG00000143457	Q9H4A5	16.220025793044062	GOLPH3L
ENSG00000143549	P06753,P06753-2	5143.20851261698	TPM3
ENSG00000143641	Q10471	271.9428058897377	GALNT2
ENSG00000143753	O15121	140.29032899706596	DEGS1
ENSG00000143793	Q9BU76	10.469748880791261	C1orf35
ENSG00000143799	P09874	431.77095907181086	PARP1
ENSG00000143891	Q96C23	13.670771266768813	GALM
ENSG00000144029	P82675	20.773303729293225	MRPS5
ENSG00000144645	Q9BXB5	39.63297164190972	OSBPL10
ENSG00000144791	Q9UGP4	48.03302248273876	LIMD1
ENSG00000144867	Q9Y5M8	206.89504300645484	SRPRB
ENSG00000146007	Q96NC0	14.786231958148498	ZMAT2
ENSG00000146232	O00221	19.43678799901217	NFKBIE
ENSG00000146457	Q15007	24.250833828147936	WTAP
ENSG00000146535	Q03113	64.23158380742171	GNA12
ENSG00000146828	Q9BXP2	6.229151460196028	SLC12A9
ENSG00000146872	Q86UE8-3	1.7236429710742636	TLK2
