ID	UniProt ID	average_intensity
ENSG00000189057	Q6SJ93	12.3
ENSG00000189060	P07305	68.2
ENSG00000189079	Q68CP9	13.8
ENSG00000189091	Q15393	756.0
ENSG00000189159	Q9UK76	2550.0
ENSG00000189171	Q99584	4030.0
ENSG00000189182	Q7Z794	9760.0
ENSG00000189221	P21397	3.07
ENSG00000189241	Q9H0U9	30.5
ENSG00000189280	O95377	0.026
ENSG00000189283	P49789	31.7
ENSG00000189306	Q9Y3A4	90.8
ENSG00000189369	Q8IYD1	460.0
ENSG00000196072	Q6QNY1	14.2
ENSG00000196083	Q9NPH3	3.8
ENSG00000196116	Q8NHU6	0.207
ENSG00000196136	P01011	1.7
ENSG00000196141	Q9NUQ6,Q9NUQ6-2	67.9
ENSG00000196154	P26447	6.08
ENSG00000196177	P45954	80.5
ENSG00000196187	O94886	0.0432
ENSG00000196199	Q99549	9.49
ENSG00000196220	O43295-2	0.0377
ENSG00000196235	O00267	35.1
ENSG00000196236	Q9NQH7-4	625.0
ENSG00000196290	Q9GZT8-2	195.0
ENSG00000196305	P41252	1420.0
ENSG00000196313	Q96HA1	17.1
ENSG00000196353	Q96A23	2.72
ENSG00000196363	P61964	99.1
ENSG00000196367	Q9Y4A5-2	9.09
ENSG00000196368	Q96G61	62.3
ENSG00000196396	P18031	332.0
ENSG00000196411	P54760	20.6
ENSG00000196419	P12956	3030.0
ENSG00000196428	O75157-2	125.0
ENSG00000196449	Q86U90	4.08
ENSG00000196455	Q99570	15.2
ENSG00000196465	P14649	1770.0
ENSG00000196497	Q8TEX9	444.0
ENSG00000196504	O75400,O75400-3	126.0
ENSG00000196505	Q9NXN4-2	32.1
ENSG00000196507	Q969E4	32.9
ENSG00000196510	Q9UJX3	29.2
ENSG00000196531	E9PAV3	596.0
ENSG00000196549	P08473	5.04
ENSG00000196565	P69892	0.252
ENSG00000196576	O15031	40.8
ENSG00000196586	Q9UM54-6	99.1
ENSG00000196591	Q92769	342.0
ENSG00000196616	P00325	59.5
ENSG00000196632	Q9BYP7-3	14.7
ENSG00000196636	Q9NRP4	2.26
ENSG00000196642	Q3YEC7	51.3
ENSG00000196655	Q9Y296	50.4
ENSG00000196683	Q9P0U1	4.11
ENSG00000196700	Q96KM6	1.31
ENSG00000196712	P21359	20.1
ENSG00000196715	Q8N0U8	160.0
ENSG00000196743	P17900	599.0
ENSG00000196754	P29034	0.314
ENSG00000196776	Q08722,Q08722-3	121.0
ENSG00000196781	Q04724	0.378
ENSG00000196792	Q13033,Q13033-2	44.9
ENSG00000196839	P00813	4.13
ENSG00000196850	Q8NI37	13.9
ENSG00000196865	Q8NBF2	99.0
ENSG00000196878	Q13751	1.55
ENSG00000196914	Q9NZN5-2	17.3
ENSG00000196923	Q9NR12	311.0
ENSG00000196924	P21333-2	2830.0
ENSG00000196935	Q7Z6B7	4.15
ENSG00000196937	Q92520	262.0
ENSG00000196943	Q86U38	42.8
ENSG00000196950	Q9ULF5	23.1
ENSG00000196954	P49662	10.4
ENSG00000196961	O95782-2	313.0
ENSG00000196968	Q495W5	17.9
ENSG00000196975	P09525	1410.0
ENSG00000197043	P08133	8.0
ENSG00000197045	P60983	559.0
ENSG00000197070	Q8N5I2	206.0
ENSG00000197081	P11717	35.5
ENSG00000197102	Q14204	638.0
ENSG00000197111	Q15366,Q15366-2,Q15366-3,Q15366-5	6580.0
ENSG00000197114	Q8N5A5-3	12.3
ENSG00000197122	P12931	65.6
ENSG00000197142	Q9ULC5	33.1
ENSG00000197157	Q7KZF4	1320.0
ENSG00000197165	P50226	169.0
ENSG00000197170	O00232	678.0
ENSG00000197223	Q13901	0.88
ENSG00000197226	Q66K14-2	35.6
ENSG00000197256	Q63ZY3-3	2.83
ENSG00000197265	P29084	13.1
ENSG00000197299	P54132	36.9
ENSG00000197312	Q5TDH0	114.0
ENSG00000197321	O95425,O95425-2	16.3
ENSG00000197323	Q9UPN9-2	11.4
ENSG00000197345	Q7Z2W9	156.0
ENSG00000197353	Q6UXB3	2160.0
ENSG00000197355	Q3KQV9	84.5
ENSG00000197386	P42858	4.15
ENSG00000197417	Q9UHJ6	26.7
ENSG00000197444	Q9ULD0	95.9
ENSG00000197448	Q9Y2Q3	1660.0
ENSG00000197451	Q99729-3	3800.0
ENSG00000197498	Q9H7B2	213.0
ENSG00000197535	Q9Y4I1-2	1.86
ENSG00000197548	O95352	27.7
ENSG00000197562	Q96S21	7.33
ENSG00000197601	Q8WVX9	43.3
ENSG00000197632	P05120	572.0
ENSG00000197694	Q13813,Q13813-2,Q13813-3	551.0
ENSG00000197712	Q8IWE2	9.46
ENSG00000197713	Q96AT9	732.0
ENSG00000197724	O75151	2.71
ENSG00000197728	P62854	4120.0
ENSG00000197746	P07602,P07602-2,P07602-3	4310.0
ENSG00000197747	P60903	51900.0
ENSG00000197756	P61513	3900.0
ENSG00000197766	P00746	6.68
ENSG00000197771	Q9BTE3-2	248.0
ENSG00000197785	Q9NVI7-2	462.0
ENSG00000197858	O43292	14.0
ENSG00000197872	Q9H0Q0	64.5
ENSG00000197879	O00159-3	424.0
ENSG00000197894	P11766	2020.0
ENSG00000197905	Q15561	3.67
ENSG00000197912	Q9UQ90	6.6
ENSG00000197930	Q96HE7	470.0
ENSG00000197958	P30050	9370.0
ENSG00000197959	Q9UQ16-2	57.6
ENSG00000197965	O95297-2	132.0
ENSG00000197976	Q02040	24.6
ENSG00000197982	Q6ZSJ8	202.0
ENSG00000198000	Q76FK4-4	4.73
ENSG00000198033	Q13748	36000.0
ENSG00000198034	P62701	7080.0
ENSG00000198042	Q9BXY0	125.0
ENSG00000198056	P49642	11.2
ENSG00000198060	Q9NX47	1.41
ENSG00000198087	Q9Y5K6	142.0
ENSG00000198113	Q9NXH8	6.27
ENSG00000198130	Q6NVY1	201.0
ENSG00000198142	Q53LP3	70.5
ENSG00000198157	P82970	10.5
ENSG00000198160	Q8N108-17	7.49
ENSG00000198162	O60476	494.0
ENSG00000198171	Q96HY6	84.1
ENSG00000198176	Q14186	21.0
ENSG00000198189	Q8NBQ5	10.3
ENSG00000198198	Q5T011-5	0.0676
ENSG00000198218	Q2TAL8	36.1
ENSG00000198231	Q86XP3	163.0
ENSG00000198242	P62750	9100.0
ENSG00000198258	Q9BZL1	157.0
ENSG00000198265	P42694	8.93
ENSG00000198276	Q9NWZ5-4	8.46
ENSG00000198301	Q9NVU7	51.9
ENSG00000198356	O43681	359.0
ENSG00000198363	Q12797	463.0
ENSG00000198373	O00308	88.4
ENSG00000198380	Q06210-2	357.0
ENSG00000198399	Q9NZM3-2	10.5
ENSG00000198408	O60502	52.3
ENSG00000198420	Q9Y4C2	20.8
ENSG00000198467	P07951,P07951-2	3030.0
ENSG00000198492	Q9Y5A9-2	122.0
ENSG00000198498	Q96EY4	89.1
ENSG00000198546	Q8NB15-2	220.0
ENSG00000198554	O75717	18.3
ENSG00000198561	O60716-11,O60716-3	616.0
ENSG00000198563	Q13838	3420.0
ENSG00000198585	Q96DE0	15.4
ENSG00000198586	Q9UKI8	9.51
ENSG00000198604	Q9NRL2	8.07
ENSG00000198610	P17516	2.36
ENSG00000198612	Q99627	327.0
ENSG00000198646	Q14686	14.1
ENSG00000198648	Q9UEW8	87.0
ENSG00000198677	Q6PGP7	32.0
ENSG00000198682	O95340	2.76
ENSG00000198700	Q96P70	534.0
ENSG00000198712	P00403	3580.0
ENSG00000198715	Q8WWB7	12.6
ENSG00000198721	O75521-2	262.0
ENSG00000198730	Q6PD62	15.6
ENSG00000198752	Q9Y5S2	35.0
ENSG00000198755	P62906	7070.0
ENSG00000198780	Q9Y6X4	138.0
ENSG00000198786	P03915	110.0
ENSG00000198791	Q9UIV1	34.5
ENSG00000198793	P42345	28.6
ENSG00000198805	P00491	2260.0
ENSG00000198814	P32189-1	1.02
ENSG00000198824	Q96JM3	18.4
ENSG00000198830	P05204	1730.0
ENSG00000198833	Q9Y385	12.7
ENSG00000198836	O60313-2	167.0
ENSG00000198841	Q96EK9	118.0
ENSG00000198846	O94900	9.3
ENSG00000198858	Q96D70	0.61
ENSG00000198860	Q8WW01	49.3
ENSG00000198862	O94822	9.47
ENSG00000198874	Q9NV66	2.69
ENSG00000198888	P03886	19.0
ENSG00000198898	P47755	1250.0
ENSG00000198900	P11387	431.0
ENSG00000198912	Q8IYL3	25.2
ENSG00000198917	Q5T280	41.0
ENSG00000198918	P62891	902.0
ENSG00000198925	Q7Z3C6	3.83
ENSG00000198931	P07741	3210.0
ENSG00000198938	P00414	2.77
ENSG00000198952	Q9UPR3	5.67
ENSG00000198954	Q96EK5	34.6
ENSG00000198959	P21980	50.2
ENSG00000203485	Q27J81	120.0
ENSG00000203667	Q5RI15	148.0
ENSG00000203705	Q17R31-2	21.9
ENSG00000203879	P31150	1780.0
ENSG00000203950	Q9BWD3	14.0
ENSG00000204084	P32019-3	4.8
ENSG00000204130	Q8WXA3-2	14.1
ENSG00000204138	Q8IZ21-3	7.08
ENSG00000204160	Q9NUE0	46.8
ENSG00000204178	Q8N5G2	12.5
ENSG00000204209	Q9UER7	28.0
ENSG00000204220	O15212	1240.0
ENSG00000204227	Q06587	14.4
ENSG00000204231	P28702	4.79
ENSG00000204256	P25440	15.3
ENSG00000204264	P28062	2.91
ENSG00000204267	Q03519	22.5
ENSG00000204304	P40425	14.0
ENSG00000204310	Q99943	9.35
ENSG00000204316	Q96DV4	208.0
ENSG00000204356	P18615	34.7
ENSG00000204392	Q9Y333	548.0
ENSG00000204394	P26640	826.0
ENSG00000204427	O95870	11.9
ENSG00000204435	P67870	694.0
ENSG00000204439	O95873	69.1
ENSG00000204469	P48634	29.3
ENSG00000204560	O60231	32.3
ENSG00000204568	Q9Y676	240.0
ENSG00000204569	Q96QC0	30.4
ENSG00000204574	Q8NE71	164.0
ENSG00000204580	Q08345	1.38
ENSG00000204590	P36915	104.0
ENSG00000204619	O60927	35.4
ENSG00000204628	P63244	9600.0
ENSG00000204673	Q96B36	108.0
ENSG00000204822	Q96EL3	277.0
ENSG00000204899	Q08AG7	22.4
ENSG00000204922	Q6UW78	5.76
ENSG00000205220	P40306	6.67
ENSG00000205302	O60749	226.0
ENSG00000205323	P82979	841.0
ENSG00000205339	O95373	461.0
ENSG00000205358	P80294	2700.0
ENSG00000205362	P04731	2700.0
ENSG00000205413	Q5K651	2.11
ENSG00000205476	A6NKD9	27.1
ENSG00000205531	Q99733	568.0
ENSG00000205542	P62328	1970.0
ENSG00000205571	Q16637	33.8
ENSG00000205581	P05114	56.4
ENSG00000205609	B5ME19	462.0
ENSG00000205629	Q9UIC8	7.01
ENSG00000205758	O95825	67.4
ENSG00000205765	A6NDU8	53.9
ENSG00000205903	A6NFI3	6.11
ENSG00000205978	Q9P2P1	8.04
ENSG00000205981	Q96DA6	225.0
ENSG00000206075	P36952	4.2
ENSG00000206418	Q6IQ22	9.94
ENSG00000206503	P04439,P16188	155.0
ENSG00000206560	O15084,O15084-4	29.8
ENSG00000211450	Q8IZQ5	52.3
ENSG00000211455	Q9Y2H1	27.1
ENSG00000211456	Q9NTJ5	161.0
ENSG00000213024	P37198	411.0
ENSG00000213066	O95684-2	17.7
ENSG00000213079	Q9UPN6	28.1
ENSG00000213214	A5YM69	0.758
ENSG00000213246	P63272	65.1
ENSG00000213281	P01111	482.0
ENSG00000213339	Q9BXR0	98.7
ENSG00000213424	Q8N1A0-2	10.2
ENSG00000213463	P57105	2740.0
ENSG00000213465	P36404	148.0
ENSG00000213516	Q96E39	908.0
ENSG00000213523	Q9HD15	172.0
ENSG00000213551	Q8WXX5	164.0
ENSG00000213563	Q6P1X6	111.0
ENSG00000213585	P21796	14800.0
ENSG00000213593	Q9Y320-2	163.0
ENSG00000213614	P06865	27.4
ENSG00000213619	O75489	972.0
ENSG00000213639	P62140	1480.0
ENSG00000213672	Q9NZQ3-3	0.651
ENSG00000213689	Q9NSU2-2	0.974
ENSG00000213699	Q8N357	5.27
ENSG00000213719	O00299	7210.0
ENSG00000213722	O95865	4.2
ENSG00000213741	P62273	3740.0
ENSG00000213780	Q92759	12.7
ENSG00000213782	Q9H0S4	94.8
ENSG00000213923	P49674	10.2
ENSG00000213930	P07902	53.8
ENSG00000213934	P69891	13.8
ENSG00000213965	A8MXV4	0.0503
ENSG00000213977	O14907	411.0
ENSG00000213983	O75843	213.0
ENSG00000214022	Q9BWE0	5.71
ENSG00000214026	Q16540	170.0
ENSG00000214078	Q99829	741.0
ENSG00000214113	Q9HD34	520.0
ENSG00000214114	Q99417	228.0
ENSG00000214253	Q9Y3D6	182.0
ENSG00000214517	Q9Y570	571.0
ENSG00000214736	Q96B49	3.27
ENSG00000214753	Q1KMD3	699.0
ENSG00000215021	Q99623	3600.0
ENSG00000215114	Q14CS0	0.351
ENSG00000215251	Q7L8L6	3.55
ENSG00000215301	O00571	1520.0
ENSG00000215305	Q9H269	18.5
ENSG00000215845	Q8NFU3,Q8NFU3-4	801.0
ENSG00000216490	P13284	339.0
ENSG00000218891	Q8NAF0	6.59
ENSG00000221914	P63151	440.0
ENSG00000221926	O95361	901.0
ENSG00000223496	Q5RKV6	232.0
ENSG00000223572	P12532	0.772
ENSG00000223609	P02042	1.93
ENSG00000224877	A1L188	0.289
ENSG00000225830	Q03468	3.29
ENSG00000225921	Q9UMY1	140.0
ENSG00000227057	O15213	49.2
ENSG00000227345	Q86W56	1.07
ENSG00000227471	C9JRZ8-2	53.1
ENSG00000227500	Q969E2-2	0.572
ENSG00000228253	P03928	4020.0
ENSG00000228474	P0C6T2	37.6
ENSG00000228716	P00374	120.0
ENSG00000230124	Q9BR61	73.3
ENSG00000230797	O15391	118.0
ENSG00000230989	O75506	314.0
ENSG00000231500	P62269	4210.0
ENSG00000232112	Q9Y2S6	653.0
ENSG00000232119	Q9ULC4	812.0
ENSG00000233276	P07203	4160.0
ENSG00000233927	P62857	8410.0
ENSG00000234127	Q12899	23.1
ENSG00000234745	P01889,Q31610	123.0
ENSG00000237190	Q96HQ2	18.2
ENSG00000237289	P12532	0.772
ENSG00000237441	O15211	3.34
ENSG00000237649	Q9BW19	24.0
ENSG00000239264	Q8NBS9	1300.0
ENSG00000239306	Q96PK6	596.0
ENSG00000239672	P15531	18100.0
ENSG00000239857	Q7L5D6	32.7
ENSG00000239900	P30566	479.0
ENSG00000240303	Q709F0	0.146
ENSG00000240344	Q9H2H8	39.3
ENSG00000240682	Q9ULR0	44.0
ENSG00000240694	Q9UL42	2.95
ENSG00000240857	Q9HBH5	70.3
ENSG00000240972	P14174	76600.0
ENSG00000241343	P83881	1930.0
ENSG00000241360	Q96GD0	17.0
ENSG00000241370	Q9H633	0.797
ENSG00000241468	P56134	1800.0
ENSG00000241553	P59998	1510.0
ENSG00000241685	Q92747	257.0
ENSG00000241794	P35326	2.1
ENSG00000241837	P48047	3500.0
ENSG00000241945	Q15269	77.9
ENSG00000241973	P42356	11.5
ENSG00000241978	Q9Y2D5,Q9Y2D5-6	5.59
ENSG00000242028	Q9NX55	317.0
ENSG00000242247	Q9NP61	29.6
ENSG00000242372	P56537	2610.0
ENSG00000242485	Q9BYC9	178.0
ENSG00000242616	P50151	1.44
ENSG00000243147	O75394	296.0
ENSG00000243156	Q7RTP6	2.24
ENSG00000243279	O60831	6.79
ENSG00000243317	E0CX11	13.4
ENSG00000243667	Q96MX6	25.4
ENSG00000243678	P22392,P22392-2	17200.0
ENSG00000243725	O95801	27.3
ENSG00000243910	Q9H853	20400.0
ENSG00000243927	P82932	328.0
ENSG00000243989	Q03154	735.0
ENSG00000244005	Q9Y697-2	204.0
ENSG00000244038	P39656	1980.0
ENSG00000244462	Q9NTZ6	118.0
ENSG00000244509	Q9NRW3	11.2
ENSG00000244687	Q13404-1	1810.0
ENSG00000244734	P68871	2.56
ENSG00000247077	Q96HS1	495.0
ENSG00000247596	Q6IBS0	394.0
ENSG00000247626	Q96GW9	8.96
ENSG00000248098	P12694	25.8
ENSG00000249115	O94927	25.8
ENSG00000249715	A0AVI2	157.0
ENSG00000249915	O75340	427.0
ENSG00000250317	Q8N5G0-2	3.64
ENSG00000253710	Q2TAA5	2.84
ENSG00000253719	Q96GX2	29.7
ENSG00000253729	P78527	850.0
ENSG00000254087	P07948,P07948-2	25.1
ENSG00000254093	Q96BK5	126.0
ENSG00000254772	P26641	4830.0
ENSG00000254986	Q9NY33	447.0
ENSG00000254999	Q8WUW1	134.0
ENSG00000255112	Q7LBR1	86.1
ENSG00000255529	P0CAP2,Q6EEV4-2	14.6
ENSG00000256269	P08397-2	183.0
ENSG00000257103	Q8ND56	64.3
ENSG00000257218	O43716	84.9
ENSG00000257365	P49356	15.2
ENSG00000257727	Q9Y2B0	1380.0
ENSG00000257923	P39880-3,Q13948	5.31
ENSG00000258289	Q8WUH1	20.8
ENSG00000258315	Q8IXM2,Q8IXM2-2	110.0
ENSG00000258643	Q92843-2	256.0
ENSG00000258947	Q13509	53800.0
ENSG00000259494	Q9H2W6	161.0
ENSG00000259956	Q8NDT2	99.6
ENSG00000261236	Q14137	170.0
ENSG00000261456	Q3ZCM7	29700.0
ENSG00000261609	Q9H2C0	2.0
ENSG00000262246	P57737	22.8
ENSG00000262664	Q8WZ82	93.4
ENSG00000262814	P52815	1200.0
ENSG00000263001	P78347-2,P78347-4	429.0
ENSG00000263465	Q9BRL6-2	363.0
ENSG00000264364	Q96FJ2	1130.0
ENSG00000264424	Q9Y623	32.6
ENSG00000264522	Q6GQQ9	13.1
ENSG00000265190	P13928	1.3
ENSG00000265241	Q9Y5S9	1320.0
ENSG00000265354	O14925	17.1
ENSG00000265681	P18621	5160.0
ENSG00000265808	O75396	640.0
ENSG00000265972	Q9H3M7	16.1
ENSG00000266967	Q9BTE6	67.9
ENSG00000267673	Q6P4F2	13.1
ENSG00000267855	O95182	438.0
ENSG00000270647	Q92804-2	614.0
ENSG00000271303	Q9BYN0	4.07
ENSG00000271321	Q86UF2	0.363
ENSG00000272325	O95989	246.0
ENSG00000272617	Q96MW5	6.16
ENSG00000272886	Q9NPI6	7.78
ENSG00000273559	Q9NXE8	70.1
ENSG00000273749	Q7L576	150.0
ENSG00000273841	Q16594	8.23
ENSG00000273899	Q9UGY1	380.0
ENSG00000274070	A6NHX0	4.47
ENSG00000274523	Q96I51	1.82
ENSG00000275052	Q5MIZ7-3	10.7
ENSG00000275066	Q9UMZ2-4	9.73
ENSG00000275700	Q9NY61	43.1
ENSG00000276023	O95147	42.3
ENSG00000276043	Q96T88	8.32
ENSG00000276293	P78356	26.2
ENSG00000277443	P29966	846.0
ENSG00000277791	P49720	1300.0
ENSG00000277972	P0C7P0	8.86
ENSG00000278053	Q9Y2R4	20.1
ENSG00000278259	Q96H55	1.31
ENSG00000278540	Q13085	142.0
ENSG00000278619	Q6IN84	3.1
