ID	UniProt ID	average_intensity
ENSG00000108799	Q92800-5	18.1
ENSG00000108821	P02452	290.0
ENSG00000108825	Q9BTE6	67.9
ENSG00000108826	Q9P0M9	128.0
ENSG00000108828	Q99536	842.0
ENSG00000108829	Q96AG4	1790.0
ENSG00000108848	O95232	125.0
ENSG00000108861	P51452	113.0
ENSG00000108883	Q15029	1030.0
ENSG00000108946	P10644	146.0
ENSG00000108953	P62258	24900.0
ENSG00000108984	P52564	9.1
ENSG00000109016	Q6IAN0	0.414
ENSG00000109061	P12882	29.3
ENSG00000109062	O14745	221.0
ENSG00000109063	P11055	8.83
ENSG00000109072	P04004	4700.0
ENSG00000109083	Q8IY31	1.87
ENSG00000109107	P09972	2390.0
ENSG00000109111	Q7KZ85,Q7KZ85-2	18.0
ENSG00000109113	Q9BZG1	24.9
ENSG00000109133	P57088	810.0
ENSG00000109171	Q9P270	25.0
ENSG00000109180	Q9NX40	476.0
ENSG00000109270	Q9UHA4	543.0
ENSG00000109320	P19838	113.0
ENSG00000109323	O00462	5.63
ENSG00000109332	P61077	1580.0
ENSG00000109390	O43677	141.0
ENSG00000109436	Q6ZT07	9.2
ENSG00000109445	Q9Y3S2	40.9
ENSG00000109452	O15327	1.83
ENSG00000109475	P49207	2660.0
ENSG00000109501	O76024	90.1
ENSG00000109511	Q9UJ72	2.08
ENSG00000109519	Q9HAV7	915.0
ENSG00000109534	Q9NY12	201.0
ENSG00000109536	Q14331	66.5
ENSG00000109586	Q86SF2	3.85
ENSG00000109606	O43143	912.0
ENSG00000109618	Q9HD40-3	2.27
ENSG00000109686	Q5HYK7-2	20.8
ENSG00000109736	Q14728	22.0
ENSG00000109775	Q9NUQ7	47.2
ENSG00000109805	Q9BPX3	45.4
ENSG00000109814	O60701	295.0
ENSG00000109854	Q9BUP3-3	198.0
ENSG00000109861	P53634	523.0
ENSG00000109911	Q96EB1	2.63
ENSG00000109917	O75312	204.0
ENSG00000109919	Q9Y6C9	1520.0
ENSG00000109920	Q8N3X1	5.33
ENSG00000109971	P11142	29300.0
ENSG00000110002	O00534	110.0
ENSG00000110013	Q9HAT2	29.5
ENSG00000110047	Q9H4M9	529.0
ENSG00000110048	P22059	131.0
ENSG00000110063	Q96C86	360.0
ENSG00000110074	Q96CU9-3	5.14
ENSG00000110090	P50416	97.6
ENSG00000110104	Q9H6F5	58.4
ENSG00000110107	Q9UMS4	1290.0
ENSG00000110108	Q9BVC6	473.0
ENSG00000110172	Q9UHD1	242.0
ENSG00000110218	Q96RD7	7.58
ENSG00000110237	Q96PE2	24.1
ENSG00000110245	P02656	704.0
ENSG00000110344	Q14139	10.9
ENSG00000110367	P26196	447.0
ENSG00000110395	P22681	16.1
ENSG00000110429	Q9UK99	3.26
ENSG00000110442	Q9P000	32.6
ENSG00000110497	Q9C0C7-5	2.66
ENSG00000110583	Q86UY6	48.0
ENSG00000110619	P49589,P49589-2,P49589-3	414.0
ENSG00000110660	Q8IXU6	16.4
ENSG00000110696	O00193	715.0
ENSG00000110700	P62277	4690.0
ENSG00000110711	O00170	252.0
ENSG00000110713	P52948-5	144.0
ENSG00000110717	O00217	704.0
ENSG00000110719	Q13488	1.81
ENSG00000110768	P32780	3.39
ENSG00000110801	O00233	401.0
ENSG00000110841	Q86W92-2,Q86W92-4	19.3
ENSG00000110844	Q6NWY9-2	24.3
ENSG00000110871	Q5HYK3	9.35
ENSG00000110880	Q9ULV4	775.0
ENSG00000110906	Q9H3F6	134.0
ENSG00000110917	Q14165	198.0
ENSG00000110921	Q03426	109.0
ENSG00000110931	Q96RR4-2	1.11
ENSG00000110955	P06576	15700.0
ENSG00000110987	Q4VC05	5.25
ENSG00000111011	Q7L4I2	5.33
ENSG00000111052	O14910	76.9
ENSG00000111077	Q63HR2-5	13.6
ENSG00000111142	P50579	305.0
ENSG00000111144	P09960	1680.0
ENSG00000111229	O15145	1340.0
ENSG00000111231	Q9UHW5	4.77
ENSG00000111237	Q9UBQ0	1330.0
ENSG00000111275	P05091	2.49
ENSG00000111276	P46527	62.5
ENSG00000111300	Q14CX7	49.3
ENSG00000111331	Q9Y6K5	57.6
ENSG00000111361	Q14232	234.0
ENSG00000111371	Q9H2H9	7.33
ENSG00000111445	P40937	86.8
ENSG00000111481	P61923	1020.0
ENSG00000111530	Q86VP6	1300.0
ENSG00000111540	P61020	646.0
ENSG00000111581	P57740	60.4
ENSG00000111596	Q9NZN8	45.7
ENSG00000111605	Q16630-2	388.0
ENSG00000111615	Q13601	97.8
ENSG00000111639	Q4U2R6	2.09
ENSG00000111641	P46087	398.0
ENSG00000111652	Q9UBW8	114.0
ENSG00000111653	Q9UNL4-8	3.29
ENSG00000111667	P45974-2	415.0
ENSG00000111669	P60174-1	27800.0
ENSG00000111674	P09104	10300.0
ENSG00000111678	Q99622	168.0
ENSG00000111679	P29350-2	582.0
ENSG00000111696	Q86UY8	666.0
ENSG00000111707	Q9H7L9	14.5
ENSG00000111725	Q9Y478	16.6
ENSG00000111726	Q8NFW8	86.6
ENSG00000111731	Q86YS7	7.18
ENSG00000111737	Q15286	747.0
ENSG00000111775	P12074	2.68
ENSG00000111785	Q9NVN3-3	40.5
ENSG00000111786	Q13242	322.0
ENSG00000111816	P42685	4.82
ENSG00000111817	Q9UL01	1.96
ENSG00000111832	Q9H446	47.6
ENSG00000111843	Q9P0S9	23.8
ENSG00000111845	Q9NWT1	82.7
ENSG00000111875	Q9Y294	2.04
ENSG00000111880	O60942	1.85
ENSG00000111897	Q9NRX5	1.78
ENSG00000111906	Q7Z4H3	103.0
ENSG00000111911	Q9NQE9	30.4
ENSG00000111912	Q8NI08	5.29
ENSG00000112062	Q16539,Q16539-2	149.0
ENSG00000112079	Q15208	20.1
ENSG00000112096	P04179	4120.0
ENSG00000112110	Q9H0U6	140.0
ENSG00000112118	P25205	253.0
ENSG00000112146	Q9UK97-3	1.91
ENSG00000112159	Q9NU22	6.15
ENSG00000112186	P40123	100.0
ENSG00000112200	Q9Y4E5-2	3.56
ENSG00000112208	O95816	5.79
ENSG00000112210	Q9ULC3	37.4
ENSG00000112245	Q93096	75.6
ENSG00000112249	Q8N3C0	67.4
ENSG00000112282	Q9ULK4-4	1.18
ENSG00000112294	P51649	77.1
ENSG00000112297	Q9Y4K1	9.01
ENSG00000112304	Q9NPJ3	482.0
ENSG00000112305	Q8IYB5-3	21.2
ENSG00000112306	P25398	10500.0
ENSG00000112335	O60493	549.0
ENSG00000112339	Q9Y450,Q9Y450-2	73.5
ENSG00000112343	O00635	3.8
ENSG00000112378	Q96FX8	8.13
ENSG00000112419	O75167	1.7
ENSG00000112514	O60888-3	1530.0
ENSG00000112531	Q96PU8	213.0
ENSG00000112561	P19484	0.664
ENSG00000112578	Q13895	121.0
ENSG00000112640	Q14738	141.0
ENSG00000112651	Q5T653	114.0
ENSG00000112655	Q13308	22.7
ENSG00000112667	O43598	1880.0
ENSG00000112685	Q96KP1	16.5
ENSG00000112697	Q9NV96	11.2
ENSG00000112699	O60547	67.2
ENSG00000112742	P33981-2	12.0
ENSG00000112759	Q99808	7.14
ENSG00000112763	Q7KYR7-5	1.74
ENSG00000112782	Q9NZA1-2	194.0
ENSG00000112851	Q96RT1-6	5.66
ENSG00000112855	P49590	342.0
ENSG00000112893	Q16706	30.5
ENSG00000112972	Q01581	82.6
ENSG00000112977	P51397	103.0
ENSG00000112984	O95235	1.78
ENSG00000112992	Q13423	567.0
ENSG00000112996	Q9NP92	146.0
ENSG00000113013	P38646	14400.0
ENSG00000113048	Q92552	287.0
ENSG00000113068	O60925	540.0
ENSG00000113141	Q13123	56.7
ENSG00000113161	P04035	32.6
ENSG00000113163	Q9Y5P4-2	16.9
ENSG00000113194	Q96CS3	317.0
ENSG00000113272	Q9NWX6	7.98
ENSG00000113282	Q14677-3	309.0
ENSG00000113300	Q9ULM6	4.7
ENSG00000113312	Q99614	274.0
ENSG00000113368	P20700	1920.0
ENSG00000113384	Q9H4A6	43.1
ENSG00000113387	P53999	2020.0
ENSG00000113391	Q8WUF8	39.0
ENSG00000113407	P26639	1140.0
ENSG00000113441	Q9UIQ6	51.1
ENSG00000113448	Q08499-6	45.7
ENSG00000113460	Q8TDN6	502.0
ENSG00000113522	Q92878	141.0
ENSG00000113552	P46926	383.0
ENSG00000113558	P63208	1150.0
ENSG00000113569	O75694	201.0
ENSG00000113575	P67775	817.0
ENSG00000113580	P04150	4.83
ENSG00000113583	Q8NC54	34.8
ENSG00000113593	Q96BP3	22.9
ENSG00000113595	P36406-3	4.31
ENSG00000113615	O95486	89.0
ENSG00000113643	P54136	1250.0
ENSG00000113648	O75367-2,O75367-3	3870.0
ENSG00000113649	O14776-2	172.0
ENSG00000113657	Q14195,Q14195-2	304.0
ENSG00000113658	Q99717	5.27
ENSG00000113712	P48729	270.0
ENSG00000113719	Q969X5	1390.0
ENSG00000113721	P09619	4.79
ENSG00000113734	Q12981	51.6
ENSG00000113758	Q16643	375.0
ENSG00000113761	Q9UL40	27.6
ENSG00000113790	Q08426	0.0756
ENSG00000113810	Q9NTJ3	79.1
ENSG00000113845	Q9NPL8	7.88
ENSG00000114021	Q9NQR4	1080.0
ENSG00000114030	P52294	362.0
ENSG00000114054	P05166	46.2
ENSG00000114062	Q05086-3	23.6
ENSG00000114120	Q96CQ1	0.00832
ENSG00000114125	Q9UBF6	1.88
ENSG00000114127	Q8IZH2-2	12.8
ENSG00000114209	Q9BUL8	338.0
ENSG00000114302	P13861	496.0
ENSG00000114316	Q13107	18.2
ENSG00000114331	Q15057	8.01
ENSG00000114346	Q9H8V3	19.9
ENSG00000114353	P04899	705.0
ENSG00000114374	O00507	25.6
ENSG00000114391	P83731	4500.0
ENSG00000114416	P51114,P51114-2	168.0
ENSG00000114423	Q13191-3	1.41
ENSG00000114439	Q8WY36	6.21
ENSG00000114450	Q9HAV0	317.0
ENSG00000114480	Q04446	363.0
ENSG00000114491	P11172	339.0
ENSG00000114503	P52298	73.8
ENSG00000114520	O95219	30.5
ENSG00000114573	P38606	447.0
ENSG00000114631	Q9NZ53	0.741
ENSG00000114686	P09001	110.0
ENSG00000114738	Q16644	47.7
ENSG00000114742	Q8TAF3,Q8TAF3-4	11.5
ENSG00000114744	Q86X83	45.8
ENSG00000114767	O43818	91.1
ENSG00000114779	Q96IU4	813.0
ENSG00000114784	O60739	564.0
ENSG00000114805	Q4KWH8-2	1.68
ENSG00000114850	Q9UNL2	245.0
ENSG00000114861	Q9H334	9.29
ENSG00000114867	Q04637	517.0
ENSG00000114942	P24534	7590.0
ENSG00000114956	Q16854	6.56
ENSG00000114988	Q9H0V9	80.9
ENSG00000114993	Q9BST9	497.0
ENSG00000115020	Q9Y2I7	13.0
ENSG00000115042	Q96GK7	79.8
ENSG00000115053	P19338	7110.0
ENSG00000115073	P42025	538.0
ENSG00000115091	P61158	2620.0
ENSG00000115109	Q9HCM4-2,Q9HCM4-3	18.4
ENSG00000115128	Q9Y3B4	380.0
ENSG00000115129	Q53FA7	293.0
ENSG00000115145	O75886	46.7
ENSG00000115159	P43304	523.0
ENSG00000115183	Q9C0D5	11.5
ENSG00000115207	Q8WUA4	17.4
ENSG00000115211	Q9UI10-2	165.0
ENSG00000115216	Q9UHY1	61.6
ENSG00000115233	O00487	697.0
ENSG00000115234	Q15036	18.2
ENSG00000115241	O15355	555.0
ENSG00000115268	P62841	4490.0
ENSG00000115275	Q13724	162.0
ENSG00000115286	O75251	171.0
ENSG00000115306	Q01082,Q01082-3	458.0
ENSG00000115307	Q9Y679-2	132.0
ENSG00000115310	Q9NQC3,Q9NQC3-5	1800.0
ENSG00000115317	O43464	64.2
ENSG00000115339	Q14435	8.37
ENSG00000115350	Q9NR33	7.58
ENSG00000115355	Q3V6T2-3	12.5
ENSG00000115364	P49406	198.0
ENSG00000115365	O43813	487.0
ENSG00000115368	Q8IWA0	81.0
ENSG00000115380	Q12805-2	6.25
ENSG00000115415	P42224	156.0
ENSG00000115419	O94925	521.0
ENSG00000115421	Q9BWT3	801.0
ENSG00000115464	Q70CQ2	11.7
ENSG00000115468	Q9BUP0	264.0
ENSG00000115484	P50991	4320.0
ENSG00000115486	P38435	8.51
ENSG00000115504	Q8NDI1-3	6.51
ENSG00000115514	O14530	60.1
ENSG00000115524	O75533	481.0
ENSG00000115539	Q9H2J4	72.3
ENSG00000115540	Q9Y3A3	843.0
ENSG00000115541	P61604	33600.0
ENSG00000115561	Q9Y3E7	110.0
ENSG00000115641	Q14192	147.0
ENSG00000115657	Q9NP58-4	2.3
ENSG00000115677	Q00341	356.0
ENSG00000115685	Q15435,Q15435-2	202.0
ENSG00000115694	O00506	188.0
ENSG00000115756	P37235	552.0
ENSG00000115760	Q9NR09	10.0
ENSG00000115761	Q9BSC4	23.0
ENSG00000115806	Q9H8Y8	1490.0
ENSG00000115808	O43815	29.1
ENSG00000115816	Q03701	85.6
ENSG00000115825	O94806	1.46
ENSG00000115839	Q15042	178.0
ENSG00000115840	O75746	143.0
ENSG00000115866	P14868	1440.0
ENSG00000115875	Q16629-3	1590.0
ENSG00000115884	P18827	1.48
ENSG00000115902	P43007	9.95
ENSG00000115919	Q16719	1.82
ENSG00000115942	Q13416	6.99
ENSG00000115944	O14548	132.0
ENSG00000115946	Q9NRX1	194.0
ENSG00000115947	O43929	25.7
ENSG00000115970	Q6YHU6	7.28
ENSG00000115977	Q2M2I8	37.2
ENSG00000116005	Q9UHG3	236.0
ENSG00000116030	P63165	337.0
ENSG00000116039	P15313	120.0
ENSG00000116062	P52701	51.7
ENSG00000116096	P35270	258.0
ENSG00000116120	Q9NSD9	575.0
ENSG00000116133	Q15392	19.7
ENSG00000116138	Q9Y2G8	0.174
ENSG00000116141	Q9P0L2	4.43
ENSG00000116161	Q9HB71	2160.0
ENSG00000116171	P22307	494.0
ENSG00000116199	O75063	0.196
ENSG00000116221	Q9BZE1	234.0
ENSG00000116237	O60725	6.24
ENSG00000116251	P35268	6160.0
ENSG00000116266	O00186	66.2
ENSG00000116288	Q99497	8410.0
ENSG00000116350	Q08170	137.0
ENSG00000116353	Q9BV79	80.0
ENSG00000116455	Q9BQA1	482.0
ENSG00000116459	P24539	1190.0
ENSG00000116473	P62834	1310.0
ENSG00000116478	Q13547	271.0
ENSG00000116489	P52907	2520.0
ENSG00000116521	O14828,O14828-2	291.0
ENSG00000116560	P23246	1980.0
ENSG00000116584	Q92974-3	157.0
ENSG00000116586	Q9Y2Q5	194.0
ENSG00000116604	Q14814-4	2.88
ENSG00000116641	Q96N67-4	28.6
ENSG00000116649	P19623	2100.0
ENSG00000116661	Q9UK22	3.15
ENSG00000116679	Q9Y6Y0	142.0
ENSG00000116688	O95140	36.0
ENSG00000116698	Q92540-2	4.5
ENSG00000116747	P10155	290.0
ENSG00000116752	O75934	121.0
ENSG00000116754	Q05519	210.0
ENSG00000116791	Q08257	224.0
ENSG00000116815	P19256-2	17.3
ENSG00000116830	Q9UNY4	0.443
ENSG00000116863	Q9NX46	49.7
ENSG00000116871	Q3KQU3,Q3KQU3-3	33.3
ENSG00000116874	Q9UGM6	18.9
ENSG00000116898	P82914	106.0
ENSG00000116903	Q8IYI6	13.1
ENSG00000116906	O15228	8.85
ENSG00000116918	Q99598	124.0
ENSG00000116954	Q9HB90	31.0
ENSG00000116957	Q15813	228.0
ENSG00000116977	O00214-2	1000.0
ENSG00000116984	Q99707	3.41
ENSG00000117020	Q9Y243	4.83
ENSG00000117036	P41162	21.0
ENSG00000117054	P11310	669.0
ENSG00000117118	P21912	709.0
ENSG00000117133	Q9H9Y2	12.9
ENSG00000117143	Q16222,Q16222-2,Q16222-3	399.0
ENSG00000117174	Q9NWK9	0.0944
ENSG00000117222	Q15291	33.2
ENSG00000117228	P32455	5.99
ENSG00000117262	B7ZAQ6-2	7.01
ENSG00000117266	Q07002	770.0
ENSG00000117280	O14966	15.6
ENSG00000117308	Q14376	482.0
ENSG00000117335	P15529-14,P15529-6	148.0
ENSG00000117360	O43395	81.1
ENSG00000117362	Q96BI3	10.5
ENSG00000117385	Q32P28	1900.0
ENSG00000117394	P11166	134.0
ENSG00000117399	Q12834	1.76
ENSG00000117408	O94829	23.6
ENSG00000117419	O43414	136.0
ENSG00000117448	P14550	631.0
ENSG00000117450	Q06830	31400.0
ENSG00000117480	O00519	7.29
ENSG00000117500	Q9Y3A6	635.0
ENSG00000117505	Q01658	80.1
ENSG00000117519	Q15417	334.0
ENSG00000117523	Q9Y520-4	77.4
ENSG00000117525	P13726	3.42
ENSG00000117533	O75379-2	13.2
ENSG00000117543	Q9H2P9	29.5
ENSG00000117569	Q9UKA9,Q9UKA9-4	129.0
ENSG00000117592	P30041	18300.0
ENSG00000117593	Q6PI48	402.0
ENSG00000117597	Q68CQ4	14.7
ENSG00000117601	P01008	2.97
ENSG00000117614	O95926	22.0
ENSG00000117625	Q9P2K3	10.9
ENSG00000117632	P16949	2320.0
ENSG00000117640	Q9H019-3	2.97
ENSG00000117691	Q9UMX5	388.0
ENSG00000117697	Q96IY1	23.0
ENSG00000117713	O14497	17.6
ENSG00000117724	P49454	0.446
ENSG00000117748	P15927	268.0
ENSG00000117751	Q12972	72.9
ENSG00000117758	Q86Y82	206.0
ENSG00000117859	Q96SU4-7	42.1
ENSG00000117862	O95881	1160.0
ENSG00000117868	A0FGR8-2,A0FGR8-6	179.0
ENSG00000117877	O15446	146.0
ENSG00000117899	Q14696	518.0
ENSG00000117906	Q14257	231.0
ENSG00000117984	P07339	4890.0
ENSG00000118007	Q8WVM7	13.4
ENSG00000118058	Q03164-2	4.82
ENSG00000118137	P02647	13.5
ENSG00000118181	P62851	5940.0
ENSG00000118193	Q15058	12.3
ENSG00000118197	Q5T1V6	16.4
ENSG00000118200	Q08AD1-2,Q08AD1-3	10.3
ENSG00000118246	Q9NYY8	68.3
ENSG00000118260	P16220	82.6
ENSG00000118363	Q15005	194.0
ENSG00000118418	Q15651	1320.0
ENSG00000118482	Q92576-2	2.23
ENSG00000118496	Q8TB52	5.96
ENSG00000118579	Q9H204	18.2
ENSG00000118640	Q9BV40	1.18
ENSG00000118680	O14950	5210.0
ENSG00000118705	P04844,P04844-2	1580.0
ENSG00000118762	Q13563-3	2.76
ENSG00000118873	Q9H2M9	115.0
ENSG00000118939	P15374	1470.0
ENSG00000118960	Q53T59	30.0
ENSG00000119004	Q6UW02	51.1
ENSG00000119013	O43676	452.0
ENSG00000119041	Q9Y5Q9	14.3
ENSG00000119048	P63146	7.01
ENSG00000119139	Q9UDY2	156.0
ENSG00000119203	Q9UKF6	62.7
ENSG00000119280	Q9H425	0.998
ENSG00000119285	Q9H583	89.2
ENSG00000119314	O95758-1	964.0
ENSG00000119318	P54727	2310.0
ENSG00000119321	Q5T1M5	36.3
ENSG00000119335	Q01105,Q01105-2	4910.0
ENSG00000119383	Q15257,Q15257-2	453.0
ENSG00000119392	Q53GS7	16.1
ENSG00000119396	P61106	1010.0
ENSG00000119401	Q13049	14.0
ENSG00000119408	Q9HC98	3.26
ENSG00000119414	O00743	158.0
ENSG00000119421	P51970	621.0
ENSG00000119471	Q6YN16	252.0
ENSG00000119523	Q9H553	29.5
ENSG00000119537	Q06136	233.0
ENSG00000119541	O75351	209.0
ENSG00000119559	Q9UFG5	53.7
ENSG00000119596	P49750,P49750-4	23.8
ENSG00000119638	Q8TD19	90.7
ENSG00000119640	P07311	55.5
ENSG00000119655	P61916	2390.0
ENSG00000119669	Q9H1B7	24.7
ENSG00000119673	P49753	104.0
ENSG00000119689	P36957	1000.0
ENSG00000119705	Q9GZT3	1190.0
ENSG00000119707	P49756	92.4
ENSG00000119711	Q02252	94.3
ENSG00000119718	P49770	442.0
ENSG00000119723	Q9Y2Z9-3	25.0
ENSG00000119729	P17081	1370.0
ENSG00000119777	Q6NUQ4	32.3
ENSG00000119778	Q9ULI0-2	3.01
ENSG00000119782	P68106-2	7.73
ENSG00000119801	P62699	2.82
ENSG00000119812	Q8NCA5-2	171.0
ENSG00000119820	Q9BSR8	604.0
ENSG00000119844	Q6ULP2-5	3.09
ENSG00000119862	Q3ZCW2	6.78
ENSG00000119888	P16422	1240.0
ENSG00000119912	P14735	216.0
ENSG00000119917	O14879	83.4
ENSG00000119953	O75940	195.0
ENSG00000119969	Q9NRZ9	3.42
ENSG00000119979	Q8TCE6-2	24.5
ENSG00000120008	Q9BZH6	28.5
ENSG00000120029	Q5T2E6	7.24
ENSG00000120053	P17174	1900.0
ENSG00000120063	Q14344	117.0
ENSG00000120071	Q7Z3B3	11.8
ENSG00000120137	Q9H999	3.57
ENSG00000120158	Q9Y2P8	97.1
ENSG00000120159	Q9H8G2	3.24
ENSG00000120253	Q8NFH3	297.0
ENSG00000120254	Q6UB35	189.0
ENSG00000120265	P22061-2	1820.0
ENSG00000120314	Q9H6Y2	11.8
ENSG00000120333	O60783	35.3
ENSG00000120437	Q9BWD1	1450.0
ENSG00000120438	P17987	4440.0
ENSG00000120526	Q96RS6	320.0
ENSG00000120539	Q96GX5,Q96GX5-2	15.6
ENSG00000120549	Q5T5P2	12.6
ENSG00000120686	P61960	510.0
ENSG00000120688	O75554	0.548
ENSG00000120693	O15198-2	52.5
ENSG00000120694	Q92598,Q92598-2	1420.0
ENSG00000120697	Q9Y673	111.0
ENSG00000120699	Q96B26	156.0
ENSG00000120705	P62495	895.0
ENSG00000120708	Q15582	41.4
ENSG00000120725	Q9H173	30.1
ENSG00000120727	Q9BPZ3	135.0
ENSG00000120733	Q7LBC6	21.2
ENSG00000120742	Q9Y6X1	185.0
ENSG00000120756	Q14651	333.0
ENSG00000120800	O75691	30.9
ENSG00000120802	P42166,P42167,P42167-2	1370.0
ENSG00000120837	P25208	8.25
ENSG00000120868	O14727-4	3.56
ENSG00000120889	O14763-2	2.87
ENSG00000120896	O60504	9.38
ENSG00000120899	Q14289	35.0
ENSG00000120910	P48454-2	5.04
ENSG00000120913	Q96JY6	3.33
ENSG00000120915	P34913	15.9
ENSG00000120948	Q13148	835.0
ENSG00000120963	Q9Y5V0	82.5
ENSG00000120992	O75608	1280.0
ENSG00000121022	Q92905	283.0
ENSG00000121039	Q8IZV5	4.87
ENSG00000121057	Q92667	27.8
ENSG00000121058	P38432	15.5
ENSG00000121060	Q14258	703.0
ENSG00000121064	Q9HB40	241.0
ENSG00000121152	Q15003	68.8
ENSG00000121390	Q8WXF1	147.0
ENSG00000121481	Q99496	12.4
ENSG00000121486	Q7Z2T5	16.6
ENSG00000121552	P01040	3.16
ENSG00000121579	Q9GZZ1	514.0
ENSG00000121691	P04040	254.0
ENSG00000121741	Q9UBW7	1.78
ENSG00000121749	Q8TC07-2	58.5
ENSG00000121766	Q9NP64-2	65.7
ENSG00000121774	Q07666	830.0
ENSG00000121775	Q9GZU3	9.95
ENSG00000121879	P42336	3.93
ENSG00000121892	Q29RF7,Q29RF7-3	74.2
ENSG00000121940	Q96S66	24.0
ENSG00000121957	P81274	2.9
ENSG00000122026	P46778	7230.0
ENSG00000122034	Q92664-2	0.0234
ENSG00000122068	Q96QD9	31.9
ENSG00000122085	Q7Z6M4	1.38
ENSG00000122126	Q01968	18.2
ENSG00000122140	Q9Y399	257.0
ENSG00000122194	P00747	3.75
ENSG00000122203	Q96A73-2	12.7
ENSG00000122218	P53621,P53621-2	671.0
ENSG00000122257	Q7Z6E9	6.28
ENSG00000122299	Q8IWR0	2.6
ENSG00000122378	Q9BRX8	321.0
ENSG00000122406	P46777	6970.0
ENSG00000122512	P54278	11.9
ENSG00000122515	Q8NF64-3	50.6
ENSG00000122545	Q16181,Q16181-2	905.0
ENSG00000122557	Q9BSE4	8.99
ENSG00000122565	Q13185	1410.0
ENSG00000122566	P22626	22300.0
ENSG00000122591	Q9BYI3	1.11
ENSG00000122642	O95302	325.0
ENSG00000122643	Q9H0P0	41.2
ENSG00000122692	Q2TAY7	184.0
ENSG00000122705	P09496-2	276.0
ENSG00000122729	P21399	119.0
ENSG00000122779	O15164	2.15
ENSG00000122786	Q05682,Q05682-5	1.14
ENSG00000122873	Q9NZ45	226.0
ENSG00000122882	O95905	5.97
ENSG00000122884	P13674,P13674-2	121.0
ENSG00000122958	O75436	228.0
ENSG00000122965	Q9Y4C8	2.88
ENSG00000122966	O14578-4	9.07
ENSG00000122970	Q8WYA0	1.25
ENSG00000123064	Q8TDD1,Q8TDD1-2	77.0
ENSG00000123104	Q14571	23.7
ENSG00000123124	Q9H0M0	89.2
ENSG00000123130	Q9Y305,Q9Y305-4	342.0
ENSG00000123131	Q13162	4710.0
ENSG00000123136	O00148	2470.0
ENSG00000123143	Q16512	9.96
ENSG00000123144	Q9BQ61	71.7
ENSG00000123146	P48960,P48960-3	11.0
ENSG00000123159	O14908	129.0
ENSG00000123178	Q5W111	35.7
ENSG00000123200	Q5T200	3.45
ENSG00000123213	Q9BYT8	127.0
ENSG00000123240	Q96CV9,Q96CV9-2	38.7
ENSG00000123268	P18846	82.9
ENSG00000123297	P43897	333.0
ENSG00000123338	P55160	2.65
ENSG00000123349	Q99471	878.0
ENSG00000123352	Q86XZ4	4.6
ENSG00000123374	P24941	21.5
ENSG00000123395	Q9BSB4	3.2
ENSG00000123416	P68363	52600.0
ENSG00000123545	Q9P032	95.4
ENSG00000123561	P05543	352.0
ENSG00000123562	Q15014	5.61
ENSG00000123595	P51151	129.0
ENSG00000123609	Q13287	425.0
ENSG00000123684	Q92604	99.1
ENSG00000123728	Q9Y3L5	140.0
ENSG00000123737	Q06265	47.9
ENSG00000123739	Q9BZM1	1.46
ENSG00000123815	Q96D53	1.04
ENSG00000123892	P57729	2.88
ENSG00000123908	Q9UKV8	44.9
ENSG00000123975	P33552	1.4
ENSG00000123983	O95573	798.0
ENSG00000123992	Q9ULA0	291.0
ENSG00000124067	Q9UP95-5	66.4
ENSG00000124107	P03973	33.2
ENSG00000124145	P31431	3.37
ENSG00000124151	Q9Y6Q9-5	1.06
ENSG00000124155	Q969N2-5	16.4
ENSG00000124160	Q9HCD5	23.1
ENSG00000124164	O95292	842.0
ENSG00000124172	P56381	661.0
ENSG00000124177	Q8TD26	1.01
ENSG00000124181	P19174-2	6.83
ENSG00000124193	Q13247-3	494.0
ENSG00000124198	Q9Y6D5	27.2
ENSG00000124201	Q9P2E3	4.87
ENSG00000124207	P55060	3750.0
ENSG00000124209	Q9UL26	745.0
ENSG00000124212	Q16647	62.8
ENSG00000124214	O95793-2,O95793-3	273.0
ENSG00000124217	O95396	34.3
ENSG00000124222	O14662,O14662-2,O14662-4	95.1
ENSG00000124226	Q9Y508	26.6
ENSG00000124228	Q96GQ7	114.0
ENSG00000124253	P35558	19.2
ENSG00000124275	Q9UBK8-2	0.0554
ENSG00000124299	P12955	116.0
ENSG00000124333	P51809	43.4
ENSG00000124356	O95630	45.6
ENSG00000124357	Q9UJ70	46.6
ENSG00000124370	Q96PE7	82.2
ENSG00000124380	Q8WVK2	54.5
ENSG00000124383	O00566	71.0
ENSG00000124422	Q9UPT9	22.7
ENSG00000124486	Q93008	55.2
ENSG00000124496	Q96PN7	4.67
ENSG00000124523	Q9NXA8	42.7
ENSG00000124535	Q96S55	25.5
ENSG00000124541	Q96EU6-2	33.8
ENSG00000124562	P09234	1500.0
ENSG00000124570	P35237	853.0
ENSG00000124571	Q9HAV4	77.2
ENSG00000124587	Q13608	20.2
ENSG00000124596	Q9Y530	0.219
ENSG00000124610	Q02539	4780.0
ENSG00000124614	P46783	4960.0
ENSG00000124641	Q9H944	1.97
ENSG00000124659	Q15814	16.4
ENSG00000124733	Q16626	48.1
ENSG00000124767	Q04760	1890.0
ENSG00000124783	P43307	1670.0
ENSG00000124784	Q9BRS2	41.6
ENSG00000124787	O75818-2	34.6
ENSG00000124789	P49790	86.1
ENSG00000124795	P35659	678.0
ENSG00000124802	O43324	331.0
