Initial_state Attr label label2
is_083654 195 Apoptosis Apoptosis_1182
is_083712 195 Apoptosis Apoptosis_1183
is_083892 195 Apoptosis Apoptosis_1184
is_083977 195 Apoptosis Apoptosis_1185
is_084049 195 Apoptosis Apoptosis_1186
is_084164 195 Apoptosis Apoptosis_1187
is_084279 195 Apoptosis Apoptosis_1188
is_084285 195 Apoptosis Apoptosis_1189
is_084386 195 Apoptosis Apoptosis_1190
is_084443 195 Apoptosis Apoptosis_1191
is_084551 195 Apoptosis Apoptosis_1192
is_084644 195 Apoptosis Apoptosis_1193
is_084649 195 Apoptosis Apoptosis_1194
is_084676 195 Apoptosis Apoptosis_1195
is_084683 195 Apoptosis Apoptosis_1196
is_084707 195 Apoptosis Apoptosis_1197
is_084731 195 Apoptosis Apoptosis_1198
is_084791 195 Apoptosis Apoptosis_1199
is_084817 195 Apoptosis Apoptosis_1200
is_084831 195 Apoptosis Apoptosis_1201
is_084854 195 Apoptosis Apoptosis_1202
is_085033 195 Apoptosis Apoptosis_1203
is_085137 195 Apoptosis Apoptosis_1204
is_085151 195 Apoptosis Apoptosis_1205
is_085188 195 Apoptosis Apoptosis_1206
is_085261 195 Apoptosis Apoptosis_1207
is_085266 195 Apoptosis Apoptosis_1208
is_085285 195 Apoptosis Apoptosis_1209
is_085325 195 Apoptosis Apoptosis_1210
is_085349 195 Apoptosis Apoptosis_1211
is_085356 195 Apoptosis Apoptosis_1212
is_085540 284 Leukemia2 Leukemia2_67
is_085553 195 Apoptosis Apoptosis_1213
is_085650 195 Apoptosis Apoptosis_1214
is_085656 195 Apoptosis Apoptosis_1215
is_085677 195 Apoptosis Apoptosis_1216
is_085823 195 Apoptosis Apoptosis_1217
is_085842 195 Apoptosis Apoptosis_1218
is_085952 507 Leukemia1 Leukemia1_10
is_085996 195 Apoptosis Apoptosis_1219
is_086031 195 Apoptosis Apoptosis_1220
is_086047 284 Leukemia2 Leukemia2_68
is_086087 195 Apoptosis Apoptosis_1221
is_086364 195 Apoptosis Apoptosis_1222
is_086481 195 Apoptosis Apoptosis_1223
is_086513 195 Apoptosis Apoptosis_1224
is_086639 284 Leukemia2 Leukemia2_69
is_086700 195 Apoptosis Apoptosis_1225
is_086782 195 Apoptosis Apoptosis_1226
is_086983 195 Apoptosis Apoptosis_1227
is_087116 195 Apoptosis Apoptosis_1228
is_087199 195 Apoptosis Apoptosis_1229
is_087209 195 Apoptosis Apoptosis_1230
is_087215 195 Apoptosis Apoptosis_1231
is_087281 195 Apoptosis Apoptosis_1232
is_087432 195 Apoptosis Apoptosis_1233
is_087489 195 Apoptosis Apoptosis_1234
is_087570 195 Apoptosis Apoptosis_1235
is_087646 195 Apoptosis Apoptosis_1236
is_087664 195 Apoptosis Apoptosis_1237
is_087735 195 Apoptosis Apoptosis_1238
is_087738 195 Apoptosis Apoptosis_1239
is_087774 195 Apoptosis Apoptosis_1240
is_087815 195 Apoptosis Apoptosis_1241
is_087945 195 Apoptosis Apoptosis_1242
is_088001 195 Apoptosis Apoptosis_1243
is_088032 195 Apoptosis Apoptosis_1244
is_088045 195 Apoptosis Apoptosis_1245
is_088106 195 Apoptosis Apoptosis_1246
is_088134 195 Apoptosis Apoptosis_1247
is_088181 284 Leukemia2 Leukemia2_70
is_088200 195 Apoptosis Apoptosis_1248
is_088205 195 Apoptosis Apoptosis_1249
is_088211 195 Apoptosis Apoptosis_1250
is_088320 195 Apoptosis Apoptosis_1251
is_088327 195 Apoptosis Apoptosis_1252
is_088449 195 Apoptosis Apoptosis_1253
is_088688 195 Apoptosis Apoptosis_1254
is_088743 195 Apoptosis Apoptosis_1255
is_088842 195 Apoptosis Apoptosis_1256
is_089022 195 Apoptosis Apoptosis_1257
is_089243 195 Apoptosis Apoptosis_1258
is_089251 195 Apoptosis Apoptosis_1259
is_089277 195 Apoptosis Apoptosis_1260
is_089278 195 Apoptosis Apoptosis_1261
is_089307 195 Apoptosis Apoptosis_1262
is_089416 195 Apoptosis Apoptosis_1263
is_089558 195 Apoptosis Apoptosis_1264
is_089643 195 Apoptosis Apoptosis_1265
is_089837 195 Apoptosis Apoptosis_1266
is_089859 195 Apoptosis Apoptosis_1267
is_089866 284 Leukemia2 Leukemia2_71
is_090064 195 Apoptosis Apoptosis_1268
is_090141 195 Apoptosis Apoptosis_1269
is_090156 195 Apoptosis Apoptosis_1270
is_090203 195 Apoptosis Apoptosis_1271
is_090208 195 Apoptosis Apoptosis_1272
is_090273 195 Apoptosis Apoptosis_1273
is_090385 195 Apoptosis Apoptosis_1274
is_090437 195 Apoptosis Apoptosis_1275
is_090574 195 Apoptosis Apoptosis_1276
is_090773 195 Apoptosis Apoptosis_1277
is_090845 195 Apoptosis Apoptosis_1278
is_090854 195 Apoptosis Apoptosis_1279
is_091036 195 Apoptosis Apoptosis_1280
is_091296 195 Apoptosis Apoptosis_1281
is_091398 195 Apoptosis Apoptosis_1282
is_091431 195 Apoptosis Apoptosis_1283
is_091585 195 Apoptosis Apoptosis_1284
is_091684 195 Apoptosis Apoptosis_1285
is_091874 195 Apoptosis Apoptosis_1286
is_091913 195 Apoptosis Apoptosis_1287
is_091967 195 Apoptosis Apoptosis_1288
is_092029 195 Apoptosis Apoptosis_1289
is_092046 195 Apoptosis Apoptosis_1290
is_092075 195 Apoptosis Apoptosis_1291
is_092182 195 Apoptosis Apoptosis_1292
is_092231 195 Apoptosis Apoptosis_1293
is_092329 195 Apoptosis Apoptosis_1294
is_092344 195 Apoptosis Apoptosis_1295
is_092396 195 Apoptosis Apoptosis_1296
is_092741 195 Apoptosis Apoptosis_1297
is_092818 284 Leukemia2 Leukemia2_72
is_092849 195 Apoptosis Apoptosis_1298
is_093030 195 Apoptosis Apoptosis_1299
is_093135 284 Leukemia2 Leukemia2_73
is_093149 195 Apoptosis Apoptosis_1300
is_093370 195 Apoptosis Apoptosis_1301
is_093465 195 Apoptosis Apoptosis_1302
is_093485 195 Apoptosis Apoptosis_1303
is_093587 195 Apoptosis Apoptosis_1304
is_093615 195 Apoptosis Apoptosis_1305
is_093704 195 Apoptosis Apoptosis_1306
is_093782 195 Apoptosis Apoptosis_1307
is_093824 195 Apoptosis Apoptosis_1308
is_093893 195 Apoptosis Apoptosis_1309
is_093954 195 Apoptosis Apoptosis_1310
is_094066 195 Apoptosis Apoptosis_1311
is_094099 195 Apoptosis Apoptosis_1312
is_094186 195 Apoptosis Apoptosis_1313
is_094189 195 Apoptosis Apoptosis_1314
is_094208 195 Apoptosis Apoptosis_1315
is_094553 195 Apoptosis Apoptosis_1316
is_094627 195 Apoptosis Apoptosis_1317
is_094644 195 Apoptosis Apoptosis_1318
is_094681 284 Leukemia2 Leukemia2_74
is_094805 195 Apoptosis Apoptosis_1319
is_094881 195 Apoptosis Apoptosis_1320
is_094944 195 Apoptosis Apoptosis_1321
is_094975 195 Apoptosis Apoptosis_1322
is_095022 195 Apoptosis Apoptosis_1323
is_095049 195 Apoptosis Apoptosis_1324
is_095057 195 Apoptosis Apoptosis_1325
is_095090 195 Apoptosis Apoptosis_1326
is_095182 195 Apoptosis Apoptosis_1327
is_095194 507 Leukemia1 Leukemia1_11
is_095393 195 Apoptosis Apoptosis_1328
is_095398 195 Apoptosis Apoptosis_1329
is_095408 195 Apoptosis Apoptosis_1330
is_095483 195 Apoptosis Apoptosis_1331
is_095511 195 Apoptosis Apoptosis_1332
is_095785 195 Apoptosis Apoptosis_1333
is_095813 195 Apoptosis Apoptosis_1334
is_095864 195 Apoptosis Apoptosis_1335
is_095867 195 Apoptosis Apoptosis_1336
is_095873 195 Apoptosis Apoptosis_1337
is_096102 195 Apoptosis Apoptosis_1338
is_096126 195 Apoptosis Apoptosis_1339
is_096228 195 Apoptosis Apoptosis_1340
is_096296 195 Apoptosis Apoptosis_1341
is_096319 284 Leukemia2 Leukemia2_75
is_096329 195 Apoptosis Apoptosis_1342
is_096370 195 Apoptosis Apoptosis_1343
is_096411 284 Leukemia2 Leukemia2_76
is_096442 195 Apoptosis Apoptosis_1344
is_096468 195 Apoptosis Apoptosis_1345
is_096493 195 Apoptosis Apoptosis_1346
is_096607 195 Apoptosis Apoptosis_1347
is_096612 195 Apoptosis Apoptosis_1348
is_096628 195 Apoptosis Apoptosis_1349
is_096641 195 Apoptosis Apoptosis_1350
is_096749 195 Apoptosis Apoptosis_1351
is_096945 195 Apoptosis Apoptosis_1352
is_096985 284 Leukemia2 Leukemia2_77
is_097044 195 Apoptosis Apoptosis_1353
is_097121 195 Apoptosis Apoptosis_1354
is_097124 195 Apoptosis Apoptosis_1355
is_097198 195 Apoptosis Apoptosis_1356
is_097286 195 Apoptosis Apoptosis_1357
is_097334 195 Apoptosis Apoptosis_1358
is_097447 284 Leukemia2 Leukemia2_78
is_097517 195 Apoptosis Apoptosis_1359
is_097579 195 Apoptosis Apoptosis_1360
is_097590 195 Apoptosis Apoptosis_1361
is_097633 195 Apoptosis Apoptosis_1362
is_097701 195 Apoptosis Apoptosis_1363
is_097721 195 Apoptosis Apoptosis_1364
is_097797 195 Apoptosis Apoptosis_1365
is_097855 195 Apoptosis Apoptosis_1366
is_097935 195 Apoptosis Apoptosis_1367
is_097953 195 Apoptosis Apoptosis_1368
is_097998 195 Apoptosis Apoptosis_1369
is_098028 195 Apoptosis Apoptosis_1370
is_098138 195 Apoptosis Apoptosis_1371
is_098204 195 Apoptosis Apoptosis_1372
is_098288 284 Leukemia2 Leukemia2_79
is_098403 195 Apoptosis Apoptosis_1373
is_098528 195 Apoptosis Apoptosis_1374
is_098726 195 Apoptosis Apoptosis_1375
is_098729 195 Apoptosis Apoptosis_1376
is_098803 195 Apoptosis Apoptosis_1377
is_098832 195 Apoptosis Apoptosis_1378
is_098919 195 Apoptosis Apoptosis_1379
is_098942 195 Apoptosis Apoptosis_1380
is_098960 195 Apoptosis Apoptosis_1381
is_098980 195 Apoptosis Apoptosis_1382
is_099052 195 Apoptosis Apoptosis_1383
is_099079 284 Leukemia2 Leukemia2_80
is_099087 195 Apoptosis Apoptosis_1384
is_099148 195 Apoptosis Apoptosis_1385
is_099198 195 Apoptosis Apoptosis_1386
is_099231 195 Apoptosis Apoptosis_1387
is_099264 195 Apoptosis Apoptosis_1388
is_099320 195 Apoptosis Apoptosis_1389
is_099456 195 Apoptosis Apoptosis_1390
is_099528 284 Leukemia2 Leukemia2_81
is_099573 284 Leukemia2 Leukemia2_82
is_099652 195 Apoptosis Apoptosis_1391
is_099724 195 Apoptosis Apoptosis_1392
is_099739 195 Apoptosis Apoptosis_1393
is_099788 195 Apoptosis Apoptosis_1394
is_099811 195 Apoptosis Apoptosis_1395
is_099964 195 Apoptosis Apoptosis_1396
