                                                       State                                                        Next state  Attr. basin  # trans. to attr.
110111101111110100110010001111001101001011000001101100100100 =>   110111001101110100110110001111010101011011000001101000100100           15                  6
110011101111110100110110001111001101001011000001101100100100 =>   110111101101110100111110001111010101011011000001101000100100           15                  6
110111101111110100110110001111001101001011000001101100100100 =>   110111101101110100110110001111010101011011000001101000100100           15                  6
110111001111111100110110001011101101001011000001101100100100 =>   110011101101110100110110000111010101011011000001101000100100           15                  6
110110101101111100110010000111101101001011000001101100100100 =>   110011001001110000010110001010010101011011000001101000100100           15                 12
110111101101111100110010000111101101001011000001101100100100 =>   110011001101110000010110001010010101011011000001101000100100           15                 12
110110101111111100110010000111101101001011000001101100100100 =>   110011001001110000010110001110010101011011000001101000100100           15                  6
110110101101111100110010001111101101001011000001101100100100 =>   110011001001110100110110001011010101011011000001101000100100           15                 12
110011101101111100110010001111101101001011000001101100100100 =>   110011001101110100111110001011010101011011000001101000100100           15                 12
110110101111111100110010001111101101001011000001101100100100 =>   110011001001110100110110001111010101011011000001101000100100           15                  6
110111101111111100110010001111101101001011000001101100100100 =>   110011001101110100110110001111010101011011000001101000100100           15                  6
110111101111111100110110001111101101001011000001101100100100 =>   110011101101110100110110001111010101011011000001101000100100           15                  6
100011001101110000101111110010011100011011000001101100100100 =>   110111000111110000011110010010011101011111000001101100100100           15                 17
110010001111110100111010000111011100011011000001101100100100 =>   110111001111110000011110001110011101011111000001101100100100           15                  3
100111000011110000010110000010011101011011000001101100100100 =>   110111100111111000010110000110011101010011000001101100100100           15                 16
110111001111111000010110000010011101011011000001101100100100 =>   110111100111110000010110000110011101010011000001101100100100           15                 16
110100001101111000110110010010011101011011000001101100100100 =>   100111000011110000010110000010011101011011000001101100100100           15                 17
110011001011110000010110001010011101011011000001101100100100 =>   110101100111111100111110000111111101010011000001101100100100           15                  4
110011001111110000010110001010011101011011000001101100100100 =>   110111100111110100111110000111011101010011000001101100100100           15                  4
110111001111110000010110001010011101011011000001101100100100 =>   110111100111110100110110000111011101010011000001101100100100           15                  4
110111001111111000010110001010011101011011000001101100100100 =>   110111100111110100110110000111011101010011000001101100100100           15                  4
110011001111110000011110001010011101011011000001101100100100 =>   110111100111110100111110000111011101010011000001101100100100           15                  4
110111001111110000011110001010011101011011000001101100100100 =>   110111100111110100110110000111011101010011000001101100100100           15                  4
110110101101111000010010000110011101011011000001101100100100 =>   110111000011110000010110001010011101010011000001101100100100           15                  9
110111101101111000010010000110011101011011000001101100100100 =>   110111000111110000010110001010011101010011000001101100100100           15                  9
110100101111111000010010000110011101011011000001101100100100 =>   100111000011110000010110001110011101010011000001101100100100           15                  9
110111101111111000010010000110011101011011000001101100100100 =>   110111000111110000010110001110011101010011000001101100100100           15                  9
100011101011110000010110000110011101011011000001101100100100 =>   110101100111111000011110001110011101010011000001101100100100           15                  9
100011101111110000010110000110011101011011000001101100100100 =>   110111100111110000011110001110011101010011000001101100100100           15                  9
110011101111110000010110000110011101011011000001101100100100 =>   110111100111110000011110001110011101010011000001101100100100           15                  9
110111101111110000010110000110011101011011000001101100100100 =>   110111100111110000010110001110011101010011000001101100100100           15                  9
110100101111111000010010001110011101011011000001101100100100 =>   100111000011110100110110001111011101010011000001101100100100           15                  5
110110101111111000010010001110011101011011000001101100100100 =>   110111000011110100110110001111011101010011000001101100100100           15                  5
110101101101111000011010001110011101011011000001101100100100 =>   100111000111110100110110001011011101010011000001101100100100           15                  5
100011001011110000010110001110011101011011000001101100100100 =>   110101100111111100111110001111111101010011000001101100100100           15                  4
100011001111110000010110001110011101011011000001101100100100 =>   110111100111110100111110001111011101010011000001101100100100           15                  2
110011001111110000010110001110011101011011000001101100100100 =>   110111100111110100111110001111011101010011000001101100100100           15                  2
100011101111110000010110001110011101011011000001101100100100 =>   110111100111110100111110001111011101010011000001101100100100           15                  2
110111101111110000010110001110011101011011000001101100100100 =>   110111100111110100110110001111011101010011000001101100100100           15                  2
100011101011111000010110001110011101011011000001101100100100 =>   110101100111111100111110001111111101010011000001101100100100           15                  4
110010001111111000010110001110011101011011000001101100100100 =>   110111100011110100111110001111011101010011000001101100100100           15                  5
110010101111111000010110001110011101011011000001101100100100 =>   110111100011110100111110001111011101010011000001101100100100           15                  5
110111101111111000010110001110011101011011000001101100100100 =>   110111100111110100110110001111011101010011000001101100100100           15                  2
110111101111110000011110001110011101011011000001101100100100 =>   110111100111110100110110001111011101010011000001101100100100           15                  2
100001101011111000011110001110011101011011000001101100100100 =>   100101100111111100111110001111111101010011000001101100100100           15                  4
110111001111110100110110000011011101011011000001101100100100 =>   110111101111110000010110000110011101011011000001101100100100           15                 10
110111001111110100111110000011011101011011000001101100100100 =>   110111101111110000010110000110011101011011000001101100100100           15                 10
100011001011110100110110001011011101011011000001101100100100 =>   110101101111111100111110000111111101011011000001101100100100           15                  4
100011001111110100110110001011011101011011000001101100100100 =>   110111101111110100111110000111011101011011000001101100100100           15                  4
110111001111110100110110001011011101011011000001101100100100 =>   110111101111110100110110000111011101011011000001101100100100           15                  4
100011001111110100111110001011011101011011000001101100100100 =>   110111101111110100111110000111011101011011000001101100100100           15                  4
110111001111110100111110001011011101011011000001101100100100 =>   110111101111110100110110000111011101011011000001101100100100           15                  4
110111001111110100110110000111011101011011000001101100100100 =>   110111101111110000010110001110011101011011000001101100100100           15                  3
100011101111110100110110000111011101011011000001101100100100 =>   110111101111110000011110001110011101011011000001101100100100           15                  3
110011101111110100110110000111011101011011000001101100100100 =>   110111101111110000011110001110011101011011000001101100100100           15                  3
110111101111110100110110000111011101011011000001101100100100 =>   110111101111110000010110001110011101011011000001101100100100           15                  3
110111101111110100111110000111011101011011000001101100100100 =>   110111101111110000010110001110011101011011000001101100100100           15                  3
110111101111110100110010001111011101011011000001101100100100 =>   110111001111110100110110001111011101011011000001101100100100           15                  2
100011001011110100110110001111011101011011000001101100100100 =>   110101101111111100111110001111111101011011000001101100100100           15                  4
100011001111110100110110001111011101011011000001101100100100 =>   110111101111110100111110001111011101011011000001101100100100           15                  2
110111001111110100110110001111011101011011000001101100100100 =>   110111101111110100110110001111011101011011000001101100100100           15                  1
100011101111110100110110001111011101011011000001101100100100 =>   110111101111110100111110001111011101011011000001101100100100           15                  2
110011101111110100110110001111011101011011000001101100100100 =>   110111101111110100111110001111011101011011000001101100100100           15                  2
110111101111110100110110001111011101011011000001101100100100 =>   110111101111110100110110001111011101011011000001101100100100           15                  0
100011001111110100111110001111011101011011000001101100100100 =>   110111101111110100111110001111011101011011000001101100100100           15                  2
110011001111110100111110001111011101011011000001101100100100 =>   110111101111110100111110001111011101011011000001101100100100           15                  2
110111101111110100111110001111011101011011000001101100100100 =>   110111101111110100110110001111011101011011000001101100100100           15                  1
110100001111111100110110000011111101011011000001101100100100 =>   100011101011110000010110000110011101011011000001101100100100           15                 10
110111001111111100110110000011111101011011000001101100100100 =>   110011101111110000010110000110011101011011000001101100100100           15                 10
110101001111111100111110000011111101011011000001101100100100 =>   100011101111110000010110000110011101011011000001101100100100           15                 10
110101001111111100110110001011111101011011000001101100100100 =>   100011101111110100110110000111011101011011000001101100100100           15                  4
110111001111111100110110001011111101011011000001101100100100 =>   110011101111110100110110000111011101011011000001101100100100           15                  4
110101001111111100111110001011111101011011000001101100100100 =>   100011101111110100110110000111011101011011000001101100100100           15                  4
110110101101111100110010000111111101011011000001101100100100 =>   110011001011110000010110001010011101011011000001101100100100           15                  5
110011101101111100110010000111111101011011000001101100100100 =>   110011001111110000011110001010011101011011000001101100100100           15                  5
110111101101111100110010000111111101011011000001101100100100 =>   110011001111110000010110001010011101011011000001101100100100           15                  5
110101101111111100110010000111111101011011000001101100100100 =>   100011001111110000010110001110011101011011000001101100100100           15                  3
110111101111111100110010000111111101011011000001101100100100 =>   110011001111110000010110001110011101011011000001101100100100           15                  3
110100101111111100111010000111111101011011000001101100100100 =>   100011001011110000010110001110011101011011000001101100100100           15                  5
110101101111111100111010000111111101011011000001101100100100 =>   100011001111110000010110001110011101011011000001101100100100           15                  3
100000001011111100110110000111111101011011000001101100100100 =>   100001101011111000011110001110011101011011000001101100100100           15                  5
110101101111111100111110000111111101011011000001101100100100 =>   100011101111110000010110001110011101011011000001101100100100           15                  3
110100101111111100110010001111111101011011000001101100100100 =>   100011001011110100110110001111011101011011000001101100100100           15                  5
100001101111111100110010001111111101011011000001101100100100 =>   100011001111110100111110001111011101011011000001101100100100           15                  3
110101101111111100110010001111111101011011000001101100100100 =>   100011001111110100110110001111011101011011000001101100100100           15                  3
110011101111111100110010001111111101011011000001101100100100 =>   110011001111110100111110001111011101011011000001101100100100           15                  3
110100101101111100111010001111111101011011000001101100100100 =>   100011001011110100110110001011011101011011000001101100100100           15                  5
110001101101111100111010001111111101011011000001101100100100 =>   100011001111110100111110001011011101011011000001101100100100           15                  5
110101101101111100111010001111111101011011000001101100100100 =>   100011001111110100110110001011011101011011000001101100100100           15                  5
110100101111111100111010001111111101011011000001101100100100 =>   100011001011110100110110001111011101011011000001101100100100           15                  5
110001101111111100111010001111111101011011000001101100100100 =>   100011001111110100111110001111011101011011000001101100100100           15                  3
110101101111111100111010001111111101011011000001101100100100 =>   100011001111110100110110001111011101011011000001101100100100           15                  3
110101101111111100110110001111111101011011000001101100100100 =>   100011101111110100110110001111011101011011000001101100100100           15                  3
110111101111111100110110001111111101011011000001101100100100 =>   110011101111110100110110001111011101011011000001101100100100           15                  3
110101101111111100111110001111111101011011000001101100100100 =>   100011101111110100110110001111011101011011000001101100100100           15                  3
110010001011111001010110001110011100111011000001101100100100 =>   110101100011111100111110001111111101011111001011101100100100           15                  5
110010001111111001010010001110011101111011000001101100100100 =>   110111000011110100111110001111011101011011001011101100100100           15                  5
100000001111111001011010001110011101111011000001101100100100 =>   100111000011110100111110001111011101011011001011101100100100           15                  5
110000001111111001011010001110011101111011000001101100100100 =>   100111000011110100111110001111011101011011001011101100100100           15                  5
100010001111110101110010001111011101111011000001101100100100 =>   110111001111110100111110001111011101011011001011101100100100           15                  4
110010001111110101110010001111011101111011000001101100100100 =>   110111001111110100111110001111011101011011001011101100100100           15                  4
100010001011111101110110000011111101111011000001101100100100 =>   110001101011111000011110000110011101011011001011101100100100           15                 10
110010001101111101110010001111111101111011000001101100100100 =>   110011001011110100111110001011011101011011001011101100100100           15                  5
100000001111111101110010001111111101111011000001101100100100 =>   100011001011110100111110001111011101011011001011101100100100           15                  5
110010001111111101110010001111111101111011000001101100100100 =>   110011001011110100111110001111011101011011001011101100100100           15                  5
110000001101111101111010001111111101111011000001101100100100 =>   100011001011110100111110001011011101011011001011101100100100           15                  5
110000001111111101111010001111111101111011000001101100100100 =>   100011001011110100111110001111011101011011001011101100100100           15                  5
100000001111111101110110001111111101111011000001101100100100 =>   100011101011110100111110001111011101011011001011101100100100           15                  5
110010001111111101110110001111111101111011000001101100100100 =>   110011101011110100111110001111011101011011001011101100100100           15                  5
110111100111111000010010000110001101000111000001101100100100 =>   110111000101110000010110001110010101010010000001101000100100           15                 15
110111100111111000010010001110001101000111000001101100100100 =>   110111000101110100110110001111010101010010000001101000100100           15                  8
110101000111111000011110000010011101010111000001101100100100 =>   100111100111110000010110000110011101010010000001101100100100           15                 22
110100000111111000010110010010011101010111000001101100100100 =>   100111100011110000010110000110011101010010000001101100100100           15                 22
110110000111111001010010001110011101110111000001101100100100 =>   110111000011110100110110001111011101011010001011101100100100           15                  8
110110000111111101110010001111111101110111000001101100100100 =>   110011001011110100110110001111011101011011001011101100100100           15                  5
110100001111111000011110001010001101001111000001101100100100 =>   100111100001110100110110000111010101010011000001101000100100           15                  6
100100000011111000011010000110001101001111000001101100100100 =>   100101000001111000010110001110010101010011000001101000100100           15                  9
100100101101111000010010001110001101001111000001101100100100 =>   100111000001110100110110001011010101010011000001101000100100           15                 12
110111101101111000010010001110001101001111000001101100100100 =>   110111000101110100110110001011010101010011000001101000100100           15                 12
110110101111111000010110001110001101001111000001101100100100 =>   110111100001110100110110001111010101010011000001101000100100           15                  6
100111101111111100110110001111101101001111000001101100100100 =>   110011101101110100110110001111010101011011000001101000100100           15                  6
110111101111111100110110001111101101001111000001101100100100 =>   110011101101110100110110001111010101011011000001101000100100           15                  6
110110001111111000010010000010011101011111000001101100100100 =>   110111000011110000010110000110011101010011000001101100100100           15                 16
110111000111110000011110010010011101011111000001101100100100 =>   110111100111110000010110000110011101010011000001101100100100           15                 16
110110001111111000010110001010011101011111000001101100100100 =>   110111100011110100110110000111011101010011000001101100100100           15                  4
110111001111111000010110001010011101011111000001101100100100 =>   110111100111110100110110000111011101010011000001101100100100           15                  4
110111001111110000011110001110011101011111000001101100100100 =>   110111100111110100110110001111011101010011000001101100100100           15                  2
110111001111110100110010001011011101011111000001101100100100 =>   110111001111110100110110000111011101011011000001101100100100           15                  4
111100001111111100111010010110111101011111000001101100100100 =>   100011001011110000010110001110011101011011000001101100100100           15                  5
100100001011111100110110000111111101011111000001101100100100 =>   100011101011111000010110001110011101011011000001101100100100           15                  5
110110001011111001010110001110011101111111000001101100100100 =>   110111100011111100110110001111111101011011001011101100100100           15                  5
110110001111111101110010001111111101111111000001101100100100 =>   110011001011110100110110001111011101011011001011101100100100           15                  5
100100100011111101110110001111111101111111000001101100100100 =>   100011101011111100110110001111111101011011001011101100100100           15                  5
110110001111111101110110001111111101111111000001101100100100 =>   110011101011110100110110001111011101011011001011101100100100           15                  5
100111100011111000010010000110001100000011100001101100100100 =>   110110000101111001010110001110010101110110010001101000100100           15                 15
110111100011111000010010000110001100000011100001101100100100 =>   110110000101111001010110001110010101110110000001101000100100           15                 15
100111100001111000010010001110001100000011100001101100100100 =>   110110000101111101110110001011010101110110010001101000100100           15                 12
110111100001111000010010001110001100000011100001101100100100 =>   110110000101111101110110001011010101110110000001101000100100           15                 12
110110100011111000010010001110001100000011100001101100100100 =>   110110000001111101110110001111010101110110000001101000100100           15                  8
100111100011111000010010001110001100000011100001101100100100 =>   110110000101111101110110001111010101110110010001101000100100           15                  8
110111100011111000010010001110001100000011100001101100100100 =>   110110000101111101110110001111010101110110000001101000100100           15                  8
110111100001111100110010001111001100000011100001101100100100 =>   110110001101111101110110001011010101111111000001101000100100           15                 12
110111100011111100110010001111001100000011100001101100100100 =>   110110001101111101110110001111010101111111000001101000100100           15                  6
110111100011111100110010000111101101000011100001101100100100 =>   110010001101111001010110001110010101111011000001101000100100           15                  6
100101100001111100110010001111101101000011100001101100100100 =>   100010001101111101110110001011010101111011010001101000100100           15                 12
110111100011111100110010001111101101000011100001101100100100 =>   110010001101111101110110001111010101111011000001101000100100           15                  6
100001100001111000011010000110011100010011100001101100100100 =>   100100000111111001011110001010011101110110010001101100100100           15                 15
100101000011111000011010000110011100010011100001101100100100 =>   100100000111111001010110001110011101110110010001101100100100           15                 15
110110100011111000010010001110011100010011100001101100100100 =>   110110000011111101110110001111111101110110000001101100100100           15                  8
110111100011111100110010001111011100010011100001101100100100 =>   110110001111111101110110001111111101111111000001101100100100           15                  6
110111100011111000010010001110011101010011100001101100100100 =>   110110000111111101110110001111111101110010000001101100100100           15                  8
110101100001111000011010001110011101010011100001101100100100 =>   100100000111111101110110001011111101110010000001101100100100           15                  8
100001100011111000011010001110011101010011100001101100100100 =>   100100000111111101111110001111111101110010010001101100100100           15                  8
100101100011111100110010000111111101010011100001101100100100 =>   100010001111111001010110001110011101111011010001101100100100           15                  8
100101100001111100111010000111111101010011100001101100100100 =>   100000001111111001010110001010011101111011010001101100100100           15                  8
110111100011111100110010001111111101010011100001101100100100 =>   110010001111111101110110001111111101111011000001101100100100           15                  6
110101100011111100111010001111111101010011100001101100100100 =>   100000001111111101110110001111111101111011000001101100100100           15                  6
110110000011111001010010000110011100110011100001101100100100 =>   110110000011111001010110001110011101111110001011101100100100           15                  8
100000100011111001010010000110011100110011100001101100100100 =>   100100000011111001011110001110011101111110011011101100100100           15                 10
100100100011111101110010001111011100110011100001101100100100 =>   100110001011111101110110001111111101111111011011101100100100           15                  8
100100000011111001010010000010011101110011100001101100100100 =>   100110000011111001010110000110011101111010011011101100100100           15                  8
100100000011111101110010000111111101110011100001101100100100 =>   100010001011111001010110001110011101111011011011101100100100           15                  8
100100000001111101110010001111111101110011100001101100100100 =>   100010001011111101110110001011111101111011011011101100100100           15                  8
100001001001111000010010000110001100001011100001101100100100 =>   100100000101111001011110001010010101110111010001101000100100           15                 12
100000001001111000000011010010011100011011100001101100100100 =>   101000000111111001011110110010011101110111010001101100100100           15                 11
101001000101111000001001110010011100011011100001101100100100 =>   100010000111110001011010010010011101110111010001101100100100           15                 11
110100001011111000111110001110011100011011100001101100100100 =>   100100100011111101110110001111111101111111000001101100100100           15                  6
100101001011111000010010000010011101011011100001101100100100 =>   100110000111111001010110000110011101110011010001101100100100           15                  9
100001101001111100111010000111111101011011100001101100100100 =>   100000001111111001011110001010011101111011010001101100100100           15                  8
110100101111111001010010000110011100111011100001101100100100 =>   100110000011110001010110001110011101111111001011101100100100           15                  7
101000001011111101101111010011011100111011100001101100100100 =>   101000101111111001011110110110011101111111011011101100100100           15                 10
110100001001111101110010001011011100111011100001101100100100 =>   100110001011111101110110000011111101111111001011101100100100           15                 11
100000001001111001010010000010011101111011100001101100100100 =>   100100000011111001011110000010011101111011011011101100100100           15                 11
100000101011111001010010000110011101111011100001101100100100 =>   100100000011111001011110001110011101111011011011101100100100           15                 10
100000001011111001010010001110011101111011100001101100100100 =>   100100000011111101111110001111111101111011011011101100100100           15                 10
100000001011111101110010001011111101111011100001101100100100 =>   100000001011111101111110000111111101111011011011101100100100           15                 10
110010001001111101110010000111111101111011100001101100100100 =>   110000001011111001011110001010011101111011001011101100100100           15                 10
100000101001111101110010001111111101111011100001101100100100 =>   100000001011111101111110001011111101111011011011101100100100           15                 10
100000001011111101110010001111111101111011100001101100100100 =>   100000001011111101111110001111111101111011011011101100100100           15                 10
110000001001111101111010001111111101111011100001101100100100 =>   100000001011111101111110001011111101111011001011101100100100           15                 10
100000001011111101111010001111111101111011100001101100100100 =>   100000001011111101111110001111111101111011011011101100100100           15                 10
100001000111111000010010110110011101010111100001101100100100 =>   100110000111110001011110001110011101110010010001101100100100           15                 15
110100000001111100110010001011111101010111100001101100100100 =>   100010001011111101110110000011111101111011000001101100100100           15                 11
110100100011111001010010010110011101110111100001101100100100 =>   100110000011111001010110001110011101111010001011101100100100           15                  8
100100100011111001010010001110011101110111100001101100100100 =>   100110000011111101110110001111111101111010011011101100100100           15                  8
110110000011110000011010110010001101001111100001101100100100 =>   110100000101111001010110000110010101110011000001101000100100           15                  9
100000001001111100111010010010101101001111100001101100100100 =>   100000001001111001011110000010010101111011010001101000100100           15                 18
110100101001111000010010000110011101011111100001101100100100 =>   100110000011111001010110001010011101110011000001101100100100           15                  9
100111101011111100110010000111111101011111100001101100100100 =>   110010001111111001010110001110011101111011010001101100100100           15                  8
100101000001111100111010000111111101011111100001101100100100 =>   100000001111111001010110001010011101111011010001101100100100           15                  8
110100001101111001010010110010011101111111100001101100100100 =>   100110000011110001010110000010011101111011001011101100100100           15                 11
100000000111111001010010110010011101111111100001101100100100 =>   100110000011110001011110000110011101111011011011101100100100           15                  7
110100001001111001010010110110011101111111100001101100100100 =>   100110000011111001010110001010011101111011001011101100100100           15                  8
100000101111111001010010110110011101111111100001101100100100 =>   100110000011110001011110001110011101111011011011101100100100           15                  7
110110001001111001010010001110011101111111100001101100100100 =>   110110000011111101110110001011111101111011001011101100100100           15                  8
100110000111110001011110001110011101110010010001101100100100 =>   110111100110110100110110001111001101011010001011101100100100           15                 14
100100000111111101111110001111111101110010010001101100100100 =>   100011101010110100110110001111001101011011001011101100100100           15                  7
100100000111111001011110001010011101110110010001101100100100 =>   100111100010110100110110000111001101011010001011101100100100           15                 14
100100000111111001010110001110011101110110010001101100100100 =>   100111100010110100110110001111001101011010001011101100100100           15                 14
100110000111111001010110000110011101110011010001101100100100 =>   110111100010110000010110001110011101011010001011101100100100           15                  8
100100000111111001010010001110011101110011010001101100100100 =>   100111000010110100110110001111011101011010001011101100100100           15                  8
100110000111111001010010001110011101110011010001101100100100 =>   110111000010110100110110001111011101011010001011101100100100           15                  8
100010000101110001011010001110011101110011010001101100100100 =>   110111000110110100111110001011011101011010001011101100100100           15                  8
100100000111111101111010001111111101110011010001101100100100 =>   100011001010110100110110001111011101011011001011101100100100           15                  7
110100000111111101111010001111111101110011010001101100100100 =>   100011001010110100110110001111011101011011001011101100100100           15                  7
110110001101110101101111110011001100101011010001101100100100 =>   110111001100110000010110010010010101011111001011101000100100           15                 24
100000001111111001011110000110011100111011010001101100100100 =>   100111100010110000011110001110011101011111001011101100100100           15                  7
100010001011111101110110000011011100111011010001101100100100 =>   110101101010111000011110000110011101011111001011101100100100           15                 10
100110001011111101110110000011011100111011010001101100100100 =>   110111101010111000010110000110011101011111001011101100100100           15                 10
101000001101111101101111110011011100111011010001101100100100 =>   100011001110110000011110010010011101011111001011101100100100           15                 17
100000001111111001010110001010011101111011010001101100100100 =>   100111100010110100111110000111011101011011001011101100100100           15                  7
100000001111111001011110001010011101111011010001101100100100 =>   100111100010110100111110000111011101011011001011101100100100           15                  7
100000001111111001010010001110011101111011010001101100100100 =>   100111000010110100111110001111011101011011001011101100100100           15                  7
100010001111111001010010001110011101111011010001101100100100 =>   110111000010110100111110001111011101011011001011101100100100           15                  7
100000001111111001011010001110011101111011010001101100100100 =>   100111000010110100111110001111011101011011001011101100100100           15                  7
100010001111111001010110001110011101111011010001101100100100 =>   110111100010110100111110001111011101011011001011101100100100           15                  7
110010001111111001010110001110011101111011010001101100100100 =>   110111100010110100111110001111011101011011001011101100100100           15                  7
100010001101111101110010001111111101111011010001101100100100 =>   110011001010110100111110001011011101011011001011101100100100           15                  7
100010001111111101110010001111111101111011010001101100100100 =>   110011001010110100111110001111011101011011001011101100100100           15                  7
100000001111111101111010001111111101111011010001101100100100 =>   100011001010110100111110001111011101011011001011101100100100           15                  7
100010000111110001011010010010011101110111010001101100100100 =>   110111000110110000011110000110011101011010001011101100100100           15                 10
101000000111111001011110110010011101110111010001101100100100 =>   100011100010110000011110000110011101011010001011101100100100           15                 10
100110000101111001010010001110011101110111010001101100100100 =>   110111000010110100110110001011011101011010001011101100100100           15                  8
110110000111111001010110001110011101110111010001101100100100 =>   110111100010110100110110001111011101011010001011101100100100           15                  8
100100000111111101111010001111111101110111010001101100100100 =>   100011001010110100110110001111011101011011001011101100100100           15                  7
100110001111111001010010001010011101111111010001101100100100 =>   110111000010110100110110000111011101011011001011101100100100           15                  7
110110001111111001010110001010011101111111010001101100100100 =>   110111100010110100110110000111011101011011001011101100100100           15                  7
100100001101111101110010001111111101111111010001101100100100 =>   100011001010110100110110001011011101011011001011101100100100           15                  7
100110000011111001010010001110011101110011110001101100100100 =>   110110000010111101110110001111111101111010011011101100100100           15                 13
100100000011111101110010001111111101110011110001101100100100 =>   100010001010111101110110001111111101111011011011101100100100           15                 13
100010001001111001010010000010011101111011110001101100100100 =>   110100000010111001011110000010011101111011011011101100100100           15                 16
101000000111111001011010110010011101110111110001101100100100 =>   100010000010110001011110000110011101111010011011101100100100           15                 11
111100001011111001011010110010011101111111110001101100100100 =>   100000000010111001010110000110011101111011001011101100100100           15                 16
101000101101111001011010110110011101111111110001101100100100 =>   100010000010110001011110001010011101111011011011101100100100           15                 13
100110001011111101110010000111111101111111110001101100100100 =>   110010001010111001010110001110011101111011011011101100100100           15                 13
110011010000110100101001000000011100011011001001101100100100 =>   111100001111111000011010010010011101011111000000101100100100           15                 17
100010010000110101110010010100011100111010101001101100100100 =>   110100001011111001011010001010001101111111011010101100100100           15                 10
100010010010110101110010000100011100111011000011101100100100 =>   110100001011111000011110001110011101011111101010101100100100           15                 10
100010001000110101111111000011001101111111000011101100100100 =>   110100001001111000011110010010011101011011101011101100100100           15                 10
100111100011110100110110000111001100011010001011101100100100 =>   110111101101111000010010001110001101001111000001101100100100           15                 13
100101100010111100111110000111001100011010001011101100100100 =>   100100101101111000010010001110001101001111000001101100100100           15                 13
100111000011110000010110000010011100011010001011101100100100 =>   110111100111111000010010000110001101000111000001101100100100           15                 16
100111000011110000010110000110011100011010001011101100100100 =>   110111100111111000010010001110001101000111000001101100100100           15                  9
110100000011111000011110001110001101011010001011101100100100 =>   100101100001111100110010001111101101000011100001101100100100           15                 13
110111000010110100110110001011001101011010001011101100100100 =>   110110101101111100110010000111101101001011000001101100100100           15                 13
110111000011110100110110001011001101011010001011101100100100 =>   110111101101111100110010000111101101001011000001101100100100           15                 13
100111100010110100110110000111001101011010001011101100100100 =>   110110101101111000010010001110001101001011000001101100100100           15                 13
100111100010110100110110001111001101011010001011101100100100 =>   110110101101111100110010001111101101001011000001101100100100           15                 13
110111100110110100110110001111001101011010001011101100100100 =>   110110101101110100110010001111001101001011000001101100100100           15                 13
100111000011110000010110001010011101011010001011101100100100 =>   110111100111111100110010000111101101000011000001101100100100           15                  7
110110000011111000010110001010011101011010001011101100100100 =>   110111100011111100110010000111101101000011100001101100100100           15                  7
100011100010110000011110000110011101011010001011101100100100 =>   110100100111111000011010001110001101000011000001101100100100           15                  9
110111000110110000011110000110011101011010001011101100100100 =>   110110100111110000010010001110001101000011000001101100100100           15                  9
110111100010110000010110001110011101011010001011101100100100 =>   110110100111111100110010001111101101000011000001101100100100           15                  7
100111000010110100110110000011011101011010001011101100100100 =>   110110101111111000010010000110001101001011000001101100100100           15                 10
110111000010110100110110001011011101011010001011101100100100 =>   110110101111111100110010000111101101001011000001101100100100           15                  7
110111000110110100111110001011011101011010001011101100100100 =>   110110101111110100110010000111001101001011000001101100100100           15                  7
100111000010110100110110001111011101011010001011101100100100 =>   110110101111111100110010001111101101001011000001101100100100           15                  7
110111000010110100110110001111011101011010001011101100100100 =>   110110101111111100110010001111101101001011000001101100100100           15                  7
110111100010110100110110001111011101011010001011101100100100 =>   110110101111111100110010001111101101001011000001101100100100           15                  7
100111000011110100110110001111011101011010001011101100100100 =>   110111101111111100110010001111101101001011000001101100100100           15                  7
110111000011110100110110001111011101011010001011101100100100 =>   110111101111111100110010001111101101001011000001101100100100           15                  7
110111000111110100110110001111011101011010001011101100100100 =>   110111101111110100110010001111001101001011000001101100100100           15                  7
110111100011111100110110000111111101011010001011101100100100 =>   110011101111111000010010001110001101001011000001101100100100           15                  7
100110000011111001010110001110011101111010001011101100100100 =>   110111100011111100110010001111101101011011101011101100100100           15                  7
110111100011111100110110001111101101011110001011101100100100 =>   110011101101111100110010001111101101001011000001101100100100           15                 13
110110100011111000010110001110011101011110001011101100100100 =>   110111100011111100110010001111101101000011100001101100100100           15                  7
100111100011111000010110001110011101011110001011101100100100 =>   110111100111111100110010001111101101000011000001101100100100           15                  7
110111000011111100110110000011111101011110001011101100100100 =>   110011101111111000010010000110001101001011000001101100100100           15                 10
110110000011111001010110001110011101111110001011101100100100 =>   110111100011111100110010001111101101011011101011101100100100           15                  7
110110001010110100111110000010001100011011001011101100100100 =>   110100101001111000010010000110011101011111100001101100100100           15                 10
100000001011111000111010001010001100011011001011101100100100 =>   100101000001111100111010000111111101011111100001101100100100           15                  9
100100000011111000001001010010011100011011001011101100100100 =>   100001000111111000010010110110011101010111100001101100100100           15                 16
110100001011111100110110001011011100011011001011101100100100 =>   100111101011111100110010000111111101011111100001101100100100           15                  9
100000001011111000011110001010001101011011001011101100100100 =>   100101100001111100111010000111111101010011100001101100100100           15                  9
110010101011111000010110000110001101011011001011101100100100 =>   110101100001111000011010001110011101010011100001101100100100           15                  9
110111001010110100110110000011001101011011001011101100100100 =>   110110101101111000010010000110011101011011000001101100100100           15                 10
110111001011110100110110000011001101011011001011101100100100 =>   110111101101111000010010000110011101011011000001101100100100           15                 10
110111001010110100110110001011001101011011001011101100100100 =>   110110101101111100110010000111111101011011000001101100100100           15                  6
