"","TF","symbol","gene"
"314","V.CJUN_Q6","JUN","GIPC1"
"315","V.CJUN_Q6","JUN","PKD1"
"316","V.CJUN_Q6","JUN","TGFB1"
"317","V.CJUN_Q6","JUN","ITGB5"
"318","V.CJUN_Q6","JUN","S100A2"
"319","V.CJUN_Q6","JUN","TGFBR1"
"320","V.CJUN_Q6","JUN","PSMC2"
"321","V.CJUN_Q6","JUN","SMAD9"
"322","V.CJUN_Q6","JUN","PTPN1"
"323","V.CJUN_Q6","JUN","ANAPC10"
"324","V.CJUN_Q6","JUN","DAXX"
"325","V.CJUN_Q6","JUN","TPR"
"326","V.CJUN_Q6","JUN","PIAS4"
"327","V.CJUN_Q6","JUN","MAPK13"
"328","V.CJUN_Q6","JUN","KAT5"
"329","V.CJUN_Q6","JUN","IRS2"
"330","V.CJUN_Q6","JUN","PFN2"
"331","V.CJUN_Q6","JUN","CASP7"
"332","V.CJUN_Q6","JUN","USP8"
"333","V.CJUN_Q6","JUN","SNX9"
"334","V.CJUN_Q6","JUN","MED28"
"335","V.CJUN_Q6","JUN","TNK2"
"336","V.CJUN_Q6","JUN","SERBP1"
"337","V.CJUN_Q6","JUN","PTPRF"
"338","V.CJUN_Q6","JUN","PTTG1"
"339","V.CJUN_Q6","JUN","ACTB"
"340","V.CJUN_Q6","JUN","BCR"
"341","V.CJUN_Q6","JUN","FZR1"
"342","V.CJUN_Q6","JUN","CCNA2"
"343","V.CJUN_Q6","JUN","LYN"
"344","V.CJUN_Q6","JUN","HDAC3"
"345","V.CJUN_Q6","JUN","BCAR1"
"346","V.CJUN_Q6","JUN","ITGB8"
"347","V.CJUN_Q6","JUN","TP53"
"348","V.CJUN_Q6","JUN","ANXA6"
"349","V.CJUN_Q6","JUN","MOCOS"
"350","V.CJUN_Q6","JUN","TPX2"
"351","V.CJUN_Q6","JUN","BGN"
"352","V.CJUN_Q6","JUN","ITGB4"
"353","V.CJUN_Q6","JUN","DLG4"
"354","V.CJUN_Q6","JUN","LCK"
"355","V.CJUN_Q6","JUN","FBLN1"
"356","V.CJUN_Q6","JUN","SET"
"357","V.CJUN_Q6","JUN","RRM2B"
"358","V.CJUN_Q6","JUN","GPS2"
"359","V.CJUN_Q6","JUN","CASP9"
"360","V.CJUN_Q6","JUN","STAT5B"
"361","V.CJUN_Q6","JUN","EEA1"
"362","V.CJUN_Q6","JUN","TOP2A"
"363","V.ERM_03","ETV5","PTPRA"
"364","V.ERM_03","ETV5","PML"
"365","V.ERM_03","ETV5","SELPLG"
"366","V.ERM_03","ETV5","PTK2"
"367","V.ERM_03","ETV5","SH3D19"
"368","V.ERM_03","ETV5","GRB2"
"369","V.ERM_03","ETV5","ITGAV"
"370","V.ERM_03","ETV5","SMURF2"
"371","V.ERM_03","ETV5","MSN"
"372","V.ERM_03","ETV5","NFKB1"
"373","V.ERM_03","ETV5","SP1"
"374","V.ERM_03","ETV5","PSEN1"
"375","V.ERM_03","ETV5","THBS1"
"376","V.ERM_03","ETV5","AP2A1"
"377","V.ERM_03","ETV5","COL13A1"
"378","V.ERM_03","ETV5","E2F4"
"379","V.ERM_05","ETV5","NCOR2"
"380","V.ERM_05","ETV5","DAXX"
"381","V.ERM_05","ETV5","RASGRF1"
"382","V.ERM_05","ETV5","CCNA2"
"383","V.ERM_05","ETV5","DOK4"
"384","V.ERM_05","ETV5","HTT"
"385","V.ERM_05","ETV5","MAPKAPK5"
"386","V.ERM_05","ETV5","SELPLG"
"387","V.ERM_05","ETV5","CDC16"
"388","V.ERM_05","ETV5","CKAP5"
"389","V.ERM_05","ETV5","YWHAB"
"390","V.ERM_05","ETV5","FGF13"
"391","V.ERM_05","ETV5","SCAMP1"
"392","V.ERM_05","ETV5","SOCS3"
"393","V.ERM_05","ETV5","MEX3B"
"394","V.ERM_05","ETV5","COL4A2"
"395","V.ERM_05","ETV5","IGFBP3"
"396","V.ERM_05","ETV5","SKIL"
"397","V.ERM_05","ETV5","HBEGF"
"398","V.ERM_05","ETV5","HIPK3"
"399","V.ERM_05","ETV5","SOCS5"
"400","V.ERM_05","ETV5","CSK"
"401","V.ERM_05","ETV5","PTPRS"
"402","V.ERM_05","ETV5","SNRPA"
"403","V.ERM_05","ETV5","CDK5"
"404","V.ERM_05","ETV5","DYNLL1"
"405","V.ERM_05","ETV5","COPS6"
"406","V.ERM_05","ETV5","STAT1"
"407","V.ERM_05","ETV5","APBB1"
"408","V.ERM_05","ETV5","FYN"
"409","V.ERM_05","ETV5","PXN"
"410","V.ERM_05","ETV5","PTK2B"
"411","V.ERM_05","ETV5","HDAC3"
"412","V.ERM_05","ETV5","SF3B3"
"413","V.ERM_05","ETV5","STX6"
"414","V.ERM_05","ETV5","CREBBP"
"415","V.ERM_05","ETV5","PAK2"
"416","V.ERM_05","ETV5","MBP"
"417","V.ERM_05","ETV5","THBS1"
"418","V.ERM_05","ETV5","CALM1"
"419","V.ERM_05","ETV5","CRK"
"420","V.ERM_05","ETV5","HSP90AA1"
"421","V.ERM_05","ETV5","TBL1X"
"422","V.ERM_05","ETV5","ICAM1"
"423","V.ERM_05","ETV5","CBLB"
"424","V.ERM_05","ETV5","TPR"
"425","V.ERM_05","ETV5","FBLN1"
"426","V.ERM_05","ETV5","FAS"
"427","V.ERM_05","ETV5","ADAM17"
"428","V.ERM_05","ETV5","NUF2"
"429","V.ERM_05","ETV5","CASP7"
"430","V.ERM_05","ETV5","VTN"
"431","V.ERM_05","ETV5","SHC1"
"432","V.ERM_05","ETV5","PTPRF"
"433","V.ERM_05","ETV5","BUB1"
"434","V.ERM_05","ETV5","STAT5B"
"435","V.ERM_05","ETV5","BCL3"
"436","V.ERM_05","ETV5","HTRA2"
"437","V.ERM_05","ETV5","FN1"
"438","V.ERM_05","ETV5","PARD3"
"439","V.ERM_05","ETV5","JUN"
"440","V.ERM_05","ETV5","BCR"
"441","V.ERM_05","ETV5","SMURF2"
"442","V.ERM_05","ETV5","BIRC6"
"443","V.ERM_05","ETV5","TAF1B"
"444","V.ERM_05","ETV5","JAK2"
"445","V.ERM_05","ETV5","GORASP1"
"446","V.ERM_05","ETV5","HUWE1"
"447","V.ERM_05","ETV5","ANAPC10"
"448","V.ERM_05","ETV5","GIPC1"
"449","V.ERM_05","ETV5","HMGB2"
"450","V.ERM_05","ETV5","TNC"
"451","V.ERM_05","ETV5","PRKDC"
"452","V.ERM_05","ETV5","CHD3"
"453","V.ERM_05","ETV5","LRP1"
"454","V.ERM_05","ETV5","MDM2"
"455","V.ERM_05","ETV5","PKIA"
"456","V.ERM_05","ETV5","TBP"
"457","V.ERM_05","ETV5","NMT1"
"458","V.ERM_05","ETV5","PTPN11"
"459","V.ERM_05","ETV5","CTCF"
"460","V.ERM_05","ETV5","RASSF1"
"461","V.ERM_05","ETV5","CASP6"
"462","V.ERM_05","ETV5","PTK2"
"463","V.ERM_05","ETV5","CAPN1"
"464","V.ERM_05","ETV5","PPP2R5A"
"465","V.ERM_05","ETV5","ITGAV"
"466","V.ERM_05","ETV5","MAPK8"
"467","V.ERM_05","ETV5","NCL"
"468","V.ERM_05","ETV5","DLG4"
"469","V.ERM_05","ETV5","IRS1"
"470","V.ERM_05","ETV5","JAK1"
"471","V.ERM_05","ETV5","ITGA5"
"472","V.ERM_05","ETV5","CHEK1"
"473","V.ERM_05","ETV5","RAD51"
"474","V.ERM_05","ETV5","NFKB1"
"475","V.ERM_05","ETV5","LTBP3"
"476","V.ERM_05","ETV5","UBC"
"477","V.ERM_05","ETV5","KIF11"
"478","V.ERM_05","ETV5","ITGA3"
"479","V.ERM_05","ETV5","NDC80"
"480","V.ERM_05","ETV5","IGF1R"
"481","V.ERM_05","ETV5","E2F4"
"482","V.ERM_05","ETV5","HRAS"
"483","V.ERM_05","ETV5","TNIK"
"484","V.ERM_05","ETV5","STAT3"
"485","V.ERM_05","ETV5","GSN"
"486","V.ERM_05","ETV5","TP53"
"487","V.ERM_05","ETV5","SP1"
"488","V.ERM_05","ETV5","PPP2CA"
"489","V.ERM_05","ETV5","SMAD9"
"490","V.ERM_05","ETV5","SERPINA1"
"491","V.ERM_05","ETV5","LCK"
"492","V.ERM_05","ETV5","DDX5"
"493","V.ERM_05","ETV5","ACTB"
"494","V.ERM_05","ETV5","MYC"
"495","V.ERM_05","ETV5","TFDP1"
"496","V.ERM_05","ETV5","RFWD2"
"497","V.ERM_05","ETV5","MMP14"
"498","V.ERM_05","ETV5","DNAJB2"
"499","V.ERM_05","ETV5","KAT2B"
"500","V.ERM_05","ETV5","PTPRA"
"501","V.ERM_05","ETV5","MAPK13"
"502","V.ERM_05","ETV5","TGFA"
"503","V.ERM_05","ETV5","PIK3R1"
"504","V.ERM_05","ETV5","RB1"
"505","V.ERM_05","ETV5","SMAD3"
"506","V.ERM_05","ETV5","GSK3B"
"507","V.ERM_05","ETV5","SPARC"
"508","V.ERM_05","ETV5","MAD2L2"
"509","V.ERM_05","ETV5","VASP"
"510","V.ERM_05","ETV5","CD44"
"511","V.ERM_05","ETV5","TJP1"
"512","V.ERM_05","ETV5","SMAD5"
"513","V.ERM_05","ETV5","TUBA4A"
"514","V.ERM_05","ETV5","PIAS4"
"515","V.ERM_05","ETV5","BRCA2"
"516","V.ERM_05","ETV5","PRKCA"
"517","V.ERM_05","ETV5","ANXA1"
"518","V.ERM_05","ETV5","PIN1"
"519","V.ERM_05","ETV5","PML"
"520","V.ERM_05","ETV5","CTNNB1"
"521","V.ERM_05","ETV5","MAPT"
"522","V.ERM_05","ETV5","BRCA1"
"523","V.ERM_05","ETV5","SRRM1"
"524","V.ERM_05","ETV5","CDC42"
"525","V.ERM_05","ETV5","NCK1"
"526","V.ERM_05","ETV5","PTPN1"
"527","V.ERM_05","ETV5","SDC2"
"528","V.ERM_05","ETV5","ATXN1"
"529","V.ERM_05","ETV5","PDGFRB"
"530","V.ERM_05","ETV5","KRT8"
"531","V.ERM_05","ETV5","CDC25A"
"532","V.ERM_05","ETV5","CAV1"
"533","V.ERM_05","ETV5","TACC1"
"534","V.ERM_05","ETV5","CASP1"
"535","V.ERM_05","ETV5","PLSCR1"
"536","V.ERM_05","ETV5","GPS2"
"537","V.ERM_05","ETV5","CASP8"
"538","V.ERM_05","ETV5","CTGF"
"539","V.ERM_05","ETV5","TGFB1"
"540","V.ERM_05","ETV5","TRIOBP"
"541","V.ERM_05","ETV5","CASP3"
"542","V.ERM_05","ETV5","SPTAN1"
"543","V.ERM_05","ETV5","FZR1"
"544","V.ERM_05","ETV5","S100A2"
"545","V.ERM_05","ETV5","IRS2"
"546","V.ERM_05","ETV5","SNRPD2"
"547","V.ERM_05","ETV5","ATP1B1"
"548","V.ERM_05","ETV5","DCN"
"549","V.ERM_05","ETV5","EVL"
"550","V.ERM_05","ETV5","HABP4"
"551","V.ERM_05","ETV5","ACTN4"
"552","V.ERM_05","ETV5","PKN1"
"553","V.ERM_05","ETV5","MOCOS"
"554","V.ERM_05","ETV5","ITGB8"
"555","V.ERM_05","ETV5","HDAC1"
"556","V.ERM_05","ETV5","COL13A1"
"557","V.ERM_05","ETV5","PSMC2"
"558","V.ERM_05","ETV5","CEBPB"
"559","V.ERM_05","ETV5","CBL"
"560","V.ERM_05","ETV5","RRAS2"
"561","V.ERM_05","ETV5","PAK1"
"562","V.ERM_05","ETV5","RRM2B"
"563","V.ERM_05","ETV5","SETDB1"
"564","V.ERM_05","ETV5","YWHAG"
"565","V.ERM_05","ETV5","HMGA2"
"566","V.ERM_05","ETV5","SMAD2"
"567","V.ERM_05","ETV5","WWOX"
"568","V.ERM_05","ETV5","EGFR"
"569","V.ERM_05","ETV5","CASP9"
"570","V.ERM_05","ETV5","PRKCZ"
"571","V.ERM_05","ETV5","MAP2K1"
"572","V.ERM_05","ETV5","STUB1"
"573","V.ERM_05","ETV5","LIMK2"
"574","V.ERM_05","ETV5","TOP2A"
"575","V.ERM_05","ETV5","PRKACA"
"576","V.ERM_05","ETV5","GOPC"
"577","V.ERM_05","ETV5","ITGA6"
"578","V.ERM_05","ETV5","PIAS1"
"579","V.ERM_05","ETV5","ITGB1"
"580","V.ERM_05","ETV5","TOM1L1"
"581","V.ERM_05","ETV5","SNAP29"
"582","V.ERM_05","ETV5","STX1A"
"583","V.ERM_05","ETV5","ERBB2"
"584","V.ERM_05","ETV5","MSH2"
"585","V.ERM_05","ETV5","DAG1"
"586","V.ERM_05","ETV5","COPS5"
"587","V.ERM_05","ETV5","AP2A1"
"588","V.ERM_05","ETV5","TNK2"
"589","V.ERM_05","ETV5","CDC20"
"590","V.ERM_05","ETV5","PBK"
"591","V.ERM_05","ETV5","TAF9"
"592","V.ERM_05","ETV5","TRIM33"
