Cluster CCNG2 CDC20 FYN GSK3B HUWE1 MAPK13 SNAI1 STAT3 ADAM9 ANXA1 ATF3 AURKA BACE1 BGN BIRC6 BUB1 CABLES2 CD55 CHEK2 CKAP5 COL13A1 CTNNB1 CXXC5 DNAJB2 EGFR ERBB2 ERBB3 EVL FBLN1 FDPS FGF13 FN1 FOS FOXM1 GSN HDAC3 HIPK2 HMGA2 HMGB2 HMGCR ICAM1 IGF1R IL4R IL7R ITGB8 JUN KAT2A LATS2 LIMK2 LRP1 LTBP3 MAD2L2 MAPK1 MAPK14 MAPK6 MAPKAPK2 MAPT MEX3B MOCOS MVD MVK NDC80 NUF2 PAG1 PIAS1 PIAS3 PKIA PLK1 PMVK PPM1D PRPF4 PTPRA RASGRF1 RELA RFWD2 RHOA RHOD ROCK1 RPS6KA1 RPS6KA5 RRM2B S100A2 SELPLG SERPINA1 SH3YL1 SHC1 SKIL SMAD2 SMAD4 SNAP29 SNRPA SREBF2 SRPK1 STX6 TACC1 TAF12 TAF1B TBL1X TCF3 TGFA TGFB1 TNIK TNK2 TOP2A TP53 TP53:SMAD2 TP63 TPR TPX2 TRIM33 TRIOBP UBE2I VDR VIM WNT5A ZBTB17
attractor626 3 -1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 -1 0 0 1 1 1 1 1 1 1 -1 -1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 -1 1 1 1 1 0 -1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 0 1 1 1 -1 1 1 1 -1 1 1 1 1 0
attractor630 3 1 -1 -1 1 -1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 -1 0 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 0 0 1 1 -1 1 -1 1 1 -1 1 1 1 -1 -1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1
attractor633 3 -1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 -1 1 1 1 0 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 0 0 1 1 1 1 -1 1 1 1 1 1 0 1 1 -1 -1 1 0 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 0 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 -1 -1 -1 1 1 -1 -1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1
attractor634 3 -1 -1 1 0 -1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 -1 -1 -1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 -1 1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1
attractor636 3 1 1 -1 -1 -1 -1 1 1 -1 1 1 1 -1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 0 1 -1 1 1 1 -1 1 1 1 -1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 0 1 1 -1 1 0 1 -1 1 1 1 1 0
attractor637 3 1 1 1 1 -1 -1 -1 1 -1 1 -1 1 -1 1 -1 1 1 1 -1 1 1 1 -1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 -1 -1 1 0 1 1 1 -1 1 -1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 -1 1 1 1 1 1 1 1 1 0
attractor639 3 1 -1 1 0 -1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 0 0 0 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 -1 1 -1 1 0 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 -1 1 -1 1 1 1 -1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1
attractor640 3 -1 1 -1 -1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 -1 -1 1 1 -1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 0 1 -1 1 1 1 1 0 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 0 1 1 1 -1 1 0 1 1 1 1 1 1 0
attractor641 3 -1 1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 -1 0 0 1 1 1 1 1 1 -1 1 1 1 1 1 -1 -1 -1 1 0 1 1 -1 1 1 1 1 0 0 1 1 -1 -1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 -1 1 1 1 0 1 1 1 -1 1 0 1 1 1 1 1 1 0
attractor642 3 1 1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 1 1 1 1 1 -1 1 1 -1 -1 1 1 1 1 1 -1 0 1 1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 0 1 -1 -1 1 1 1 0 1 0 1 -1 -1 1 1 1 0 1 -1 -1 1 1 1 1 1 1 -1 1 1 1 -1 -1 -1 1 1 1 1 1 1 -1 1 1 1 -1 -1 -1 1 1 0 0 1 1 -1 1 0 1 1 1 1 1 1 0
attractor643 3 -1 -1 -1 0 1 1 1 1 1 1 1 1 -1 1 1 1 0 1 1 1 1 1 -1 1 1 1 1 -1 -1 1 1 1 1 1 -1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 -1 1 1 0 0 0 0 -1 -1 1 1 1 1 -1 1 1 1 -1 -1 1 -1 0 0 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 0 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1
attractor644 3 -1 1 -1 -1 -1 1 1 1 -1 -1 1 1 1 -1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 0 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 -1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 0
attractor645 3 1 1 1 1 -1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 0 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 0 1 1 1 -1 1 1 1 1 0 1 0 1 -1 1 1 1 1 0 1 -1 1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 0
attractor647 3 -1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 0 1 1 -1 -1 1 1 0 0 0 1 1 -1 1 1 -1 0 1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 -1 1 -1 -1 -1 1 1 1 1 1 1 -1 1 0 1 1 1 1 1 1 0
attractor648 3 -1 -1 -1 0 -1 1 1 1 -1 -1 1 1 -1 1 -1 1 1 -1 1 1 1 -1 1 -1 1 1 1 -1 -1 1 1 1 1 -1 -1 0 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 -1 0 0 0 1 -1 1 -1 1 1 1 -1 1 1 -1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1
attractor650 3 -1 1 -1 -1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 -1 1 1 1 0 0 1 -1 -1 1 1 -1 1 -1 1 1 -1 1 -1 1 1 1 1 1 1 1 -1 -1 -1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 0
attractor654 3 -1 1 -1 -1 1 1 1 1 1 1 1 1 -1 -1 1 1 -1 1 1 1 1 -1 1 -1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 -1 1 -1 1 1 0 0 1 1 -1 1 1 1 -1 0 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 0
attractor657 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 0 1 1 1 1 1 1 -1 -1 1 1 -1 1 1 1 0 0 -1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1
attractor659 3 -1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 -1 -1 1 1 -1 1 1 -1 -1 -1 -1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 -1 1 1 1 0 1 -1 1 1 1 1 0 1 1 1 -1 1 1 1 1 0 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 -1 -1 -1 1 1 0 0 1 1 -1 1 1 1 1 1 1 1 1 0
attractor660 3 1 1 -1 1 1 -1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 -1 0 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 -1 1 1 -1 -1 1 1 1 1 1 1 -1 0 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 -1 -1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1
attractor662 3 -1 -1 -1 1 -1 1 1 1 1 1 1 1 -1 -1 -1 1 1 -1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 0 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 -1 0 1 0 1 1 1 -1 1 1 1 -1 1 1 -1 1 1 1 -1 1 -1 1 1 -1 1 1 1 0 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 -1 1 1 -1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1
attractor665 3 -1 1 -1 -1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 -1 1 1 1 -1 1 1 -1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 1 -1 1 1 -1 -1 1 1 1 1 -1 1 0 1 0 1 -1 1 1 1 1 -1 -1 1 1 1 1 1 1 -1 0 1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 -1 1 1 1 1 1
attractor666 3 -1 1 1 -1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 -1 1 1 0 0 0 1 1 1 1 1 -1 1 1 1 1 -1 1 -1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 0 1 1 1 -1 1 1 1 1 1 1 1 1 0
attractor669 3 1 1 -1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 0 0 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 -1 1 1 0 0 0 1 1 -1 1 1 1 0 1 -1 1 -1 1 1 1 1 1 -1 1 1 1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 0
attractor672 3 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 -1 -1 1 1 -1 -1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1
attractor675 3 -1 1 1 -1 -1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 -1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 -1 1 1 1 0 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 -1 1 1 0 0 1 1 -1 1 0 1 1 1 1 1 1 0
attractor676 3 -1 1 1 -1 -1 1 1 1 1 1 -1 1 -1 -1 1 1 1 -1 -1 1 1 -1 -1 1 1 1 1 1 1 1 1 -1 1 1 -1 0 1 1 1 1 1 1 1 1 1 1 1 -1 1 -1 -1 1 0 1 1 1 1 1 1 1 1 0 0 1 1 -1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 0
attractor678 3 -1 -1 1 -1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 -1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 -1 1 -1 1 1 -1 -1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 -1 1 1 -1 1 -1 1 1 1 1 1 1 1
attractor681 3 -1 1 -1 -1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 -1 -1 1 1 -1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 -1 1 -1 -1 1 1 1 1 -1 1 1 -1 1 -1 1 1 1 1 1 1 1
attractor687 3 -1 -1 -1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 -1 1 -1 1 1 1 -1 1 1 1 1 -1 1 -1 0 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 -1 1 1 -1 -1 -1 1 -1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1
attractor688 3 -1 -1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 -1 1 1 -1 1 1 -1 0 0 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 0 1 1 1 1 1 -1 1 1 -1 1 1 1 1 -1 1 1 0 0 -1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 -1 1 1 -1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1
attractor689 3 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 1 1 1 -1 -1 -1 1 1 1 1 1 1 1 -1 1 1 1 0 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1
attractor690 3 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 -1 1 1 -1 1 1 -1 -1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 -1 0 1 0 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1
attractor694 3 -1 1 -1 -1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 -1 1 1 1 1 1 1 0 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 0 1 1 1 1 1 1 -1 0 1 -1 1 1 1 -1 1 1 1 -1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 0 1 1 1 -1 1 1 1 -1 1 1 1 1 0
attractor695 3 1 1 1 -1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 -1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 0 1 -1 -1 1 1 1 0 0 1 1 -1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 -1 -1 -1 1 1 0 1 1 1 -1 1 0 1 1 1 1 1 1 0
attractor697 3 -1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 -1 -1 -1 1 1 0 1 -1 1 -1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 0 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 -1 -1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1
attractor699 3 -1 -1 -1 -1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 1 1 1 1 1 -1 -1 -1 1 1 1 1 1 1 -1 1 -1 1 -1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1
attractor704 3 -1 1 -1 -1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 0 1 -1 -1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 -1 1 -1 1 -1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 0 1 1 1 -1 1 1 1 1 1 1 1 1 0
attractor706 3 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 -1 0 1 1 1 -1 -1 -1 1 1 0 0 0 1 -1 1 1 1 -1 0 -1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 0
attractor707 3 -1 1 -1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 -1 -1 1 1 1 1 1 -1 0 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 -1 1 1 0 0 1 1 -1 -1 1 1 1 1 0 1 1 -1 1 1 1 0 1 1 1 -1 1 -1 1 0 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 0 1 1 -1 1 1 1 1 1 1 1 1 0
attractor708 3 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 -1 0 0 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 0 0 1 1 -1 1 -1 1 1 1 0 1 1 -1 -1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 0 1 1 1 -1 1 0 1 1 1 1 1 1 0
attractor712 3 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 -1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 -1 1 -1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 0 1 1 -1 1 0 1 -1 1 1 1 1 0
attractor714 3 1 1 1 -1 -1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 0 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 0 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 0
attractor716 3 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 -1 1 -1 -1 -1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 -1 -1 1 1 1 1 1 1 1 -1 -1 1 1 1 0 1 1 -1 -1 1 -1 1 0 1 -1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 0 1 1 1 -1 1 1 1 1 1 1 1 1 0
attractor721 3 -1 -1 -1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 0 0 1 1 1 1 -1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 -1 -1 -1 1 1 1 1 1 1 -1 1 1 1 1 0 -1 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1
attractor722 3 1 1 -1 1 1 -1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 -1 0 1 1 1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 0 1 1 1 1 1 1 -1 1 1 0 1 -1 1 1 -1 -1 0 1 -1 -1 -1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 -1 1 0 1 1 1 -1 1 1 0
attractor723 3 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 0 1 -1 1 -1 1 1 1 0 1 1 -1 -1 1 1 0 0 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 -1 1 1 1 0 1 1 1 -1 1 0 1 1 1 1 1 1 0
attractor724 3 -1 1 1 -1 -1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 0 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 -1 1 -1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 -1 -1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1
attractor726 3 1 1 -1 0 -1 -1 1 1 1 1 1 1 -1 1 1 1 -1 -1 1 1 1 1 -1 -1 1 1 1 1 -1 1 1 1 -1 1 -1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 -1 -1 1 1 1 1 0 1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 0 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 0 1 1 1 -1 1 0 1 1 1 1 1 1 0
attractor729 3 1 1 -1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 0 1 0 1 -1 -1 1 1 1 1 1 0 1 -1 1 1 1 -1 1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 -1 1 1 1 1 1 1 1 1 0
attractor730 3 1 -1 1 -1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 0 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 -1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 -1 1 -1 1 1 -1 1 -1 1 1 1 1 1 1 1
