Gene_Symbol	MCF10A_1_FPKM	MCF10A_2_FPKM	MCF10A_3_FPKM	MCF10A_4_FPKM	MDA_MB-231_1_FPKM	MDA_MB-231_2_FPKM	MDA_MB-231_3_FPKM	MDA_MB-231_4_FPKM	MDA_MB-231/MCF10A.fc	MDA_MB-231/MCF10A.baseMean	MDA_MB-231/MCF10A.lfcSE	MDA_MB-231/MCF10A.stat	MDA_MB-231/MCF10A.raw.pval	MDA_MB-231/MCF10A.bh.pval	MCF10A.mean	MDA_MB-231.mean	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB-231_1	N_MDA_MB-231_2	N_MDA_MB-231_3	N_MDA_MB-231_4	MCF10A_1_Read_Count	MCF10A_2_Read_Count	MCF10A_3_Read_Count	MCF10A_4_Read_Count	MDA_MB-231_1_Read_Count	MDA_MB-231_2_Read_Count	MDA_MB-231_3_Read_Count	MDA_MB-231_4_Read_Count
CIB1	25.112904	38.791692	21.888441	40.156675	34.305314	40.884525	33.893172	40.208255	-1.009971984	452.8746524	0.280390086	-0.05105485	0.959281814	0.973116868	8.829893389	8.816009172	8.55313304	9.04040053	8.44712944	9.06320758	8.7498125	8.86775736	8.73870375	8.85704525	274	687	309	555	363	406	472	646
ZNF211	3.924589	1.813755	3.259231	1.942121	2.775448	2.608995	2.512009	2.443117	-1.212967117	139.8206315	0.234458632	-1.18801529	0.234827386	0.317393321	7.260858873	6.980399088	7.43894807	6.94768033	7.28966954	7.01232154	7.07388275	7.05310293	7.04020097	6.97171928	170	131	184	112	114	108	144	157
DDX17	142.618889	67.342367	142.67144	69.067501	44.789111	27.206766	45.57246	43.922192	-2.980821959	4771.627869	0.2969602	-5.306132624	1.11976E-07	6.31139E-07	12.80295439	11.22706618	12.74088324	12.1804946	12.74209558	12.19903551	11.65885668	11.26168084	11.67169432	11.61938492	7620	5825	9845	4682	2320	1326	3107	3459
DEAF1	16.677316	13.532851	16.149406	12.395415	12.113452	9.899003	11.272507	10.061524	-1.572030946	472.8590333	0.128855636	-5.064812376	4.08803E-07	2.10888E-06	9.17461575	8.522943285	9.09909272	9.04014899	9.06955409	8.96100662	8.76687257	8.57726954	8.70731951	8.59110687	509	668	635	480	359	276	440	453
CHERP	16.831903	17.882519	16.030642	16.548447	23.042974	35.942467	21.463846	35.172958	1.455891498	1229.559796	0.213815424	2.53444223	0.01126265	0.023064816	9.967606346	10.50963235	10.01486465	10.18287072	9.97598923	10.11440996	10.21706515	10.5782248	10.15572912	10.56144977	769	1322	946	959	1020	1496	1250	2366
KAT5	15.444127	13.641076	17.149114	13.199555	24.623532	23.285438	23.085432	23.246086	1.333666879	557.6288999	0.090951618	4.567245389	4.94175E-06	2.11411E-05	8.8995025	9.316755822	8.97269505	8.98982545	9.03200574	8.95997477	9.28447999	9.20178615	9.23595629	9.20407736	387	555	537	421	583	515	726	832
HYOU1	23.103727	47.873653	22.236854	46.979771	461.214932	85.618632	455.576011	68.435923	6.420140956	8965.691571	0.652749556	4.109700185	3.96173E-05	0.000142495	11.23872396	13.92136199	11.39753877	12.02116167	11.3712795	12.0029377	13.92313057	12.29334473	13.90965734	12.1075601	1196	4011	1481	3085	23116	4031	30063	5189
IPO8	17.646469	13.53696	17.269724	13.928168	14.296192	19.614012	15.049491	20.343504	-1.049242149	1169.440699	0.149565316	-0.463661427	0.642890337	0.720384148	10.22618932	10.1561671	10.26022917	10.15528403	10.24214361	10.17553779	10.02333758	10.26149127	10.06436404	10.29551171	1051	1305	1328	1052	825	1065	1143	1785
IPO7	59.152569	71.106483	60.879627	71.694176	93.077553	109.551804	94.603745	112.574646	1.319154598	6882.368314	0.163246824	2.447910729	0.014368725	0.028504431	12.53506381	12.93472419	12.46363884	12.73581866	12.48753925	12.73902854	12.78400452	12.89753222	12.79737811	12.92446991	4084	7945	5428	6277	6226	6893	8331	11450
NOP56	41.132043	73.060094	40.147934	71.953268	56.130271	139.265859	55.197859	132.07205	1.404819714	2196.911315	0.414349954	1.183504405	0.236609302	0.319242975	10.83529897	11.3257408	10.56811777	11.16382435	10.55003375	11.14626652	10.76018971	11.52488184	10.74487324	11.47854929	1001	2881	1262	2223	1327	3092	1716	4739
NEBL	37.291267	6.816442	37.642161	8.26942	18.715436	2.935499	5.497306	4.05392	-3.112564327	1436.995436	0.669987186	-2.444977586	0.014486114	0.02872347	11.08683644	9.449015421	11.1482407	9.74260451	11.15964097	9.89380331	10.41978046	9.13539342	9.41404306	9.18041726	2901	866	3786	820	1409	271	551	469
PITRM1	39.332873	33.209634	35.59404	35.376378	40.69371	60.785826	47.451863	67.425981	1.252677344	2173.204475	0.169939039	1.912537954	0.055807229	0.093421695	10.91404244	11.23892257	10.93661974	10.99809337	10.93439388	11.03774856	10.98575728	11.30194302	11.03649926	11.31467838	1519	2295	1955	1893	1676	2347	2345	3836
ATG7	7.861731	4.283736	6.380544	6.41549	5.749385	5.840363	5.788366	3.524416	-1.151082418	319.7695437	0.192183978	-1.056233389	0.2908616	0.378552098	8.418591495	8.216085522	8.40701949	8.3497389	8.38069142	8.34798998	8.37630431	8.10219046	8.43135035	8.05513749	295	387	369	304	296	206	416	313
SSSCA1	9.651067	14.684945	11.687431	10.640086	19.704231	33.722065	14.948064	30.017004	1.774475616	205.6715341	0.295740014	2.797703082	0.00514674	0.011492495	7.209951222	8.040519802	7.19563403	7.59212542	7.33952486	7.37182423	7.69882618	8.13722172	7.47351974	7.9955647	95	223	149	133	188	302	188	415
RNASEH2A	8.339368	15.08976	8.2989	14.20256	31.831295	76.52002	30.711777	76.881744	3.893939465	475.7711743	0.41649389	4.708905708	2.4905E-06	1.12177E-05	7.602588715	9.564496664	7.75603926	8.2778126	7.74851702	8.229575	8.72058285	9.49861242	8.68865017	9.5076171	107	311	137	230	393	888	499	1443
P3H3	6.429038	5.54446	5.470477	4.916304	0.135926	0.176296	0.102731	0.111731	-49.9841113	110.2822531	0.377788557	-14.93797936	1.86547E-50	1.53652E-48	7.755546352	2.158931834	7.05201483	7.05072079	6.89785486	6.92407631	4.54047515	4.60570417	4.44263688	4.42950646	192	268	211	186	4	5	4	5
GLRX3	29.93609	40.903381	32.726418	41.98841	63.789535	81.80988	65.399587	87.2625	1.723661018	972.3479964	0.215384192	3.646860381	0.000265464	0.000806444	9.479587048	10.2653708	9.42466916	9.79032861	9.49466837	9.80525788	9.98555545	10.17577441	10.00463643	10.23704904	447	991	632	794	923	1113	1243	1919
DCTN2	73.419454	56.008609	74.264138	56.328884	46.92556	44.945744	45.935332	45.826427	-1.64485577	1588.869016	0.094407131	-7.604945457	2.85024E-14	3.56785E-13	10.94863631	10.23046416	10.86298936	10.7468123	10.87083554	10.7469676	10.41488077	10.35276313	10.39671846	10.37098641	1737	2139	2261	1684	1073	967	1383	1594
ANP32B	92.088791	85.067696	81.308449	76.288635	170.035904	214.48703	158.767578	194.675385	1.879622951	2817.509465	0.128990244	7.05823372	1.68632E-12	1.77164E-11	10.9342077	11.84483041	11.1507594	11.20180615	11.05115976	11.10994474	11.61232743	11.79151261	11.55073421	11.70646997	1660	2481	1892	1744	2969	3522	3649	5168
LAMTOR5	49.078705	55.191086	45.93063	56.933247	63.126553	81.438599	63.556301	73.950127	1.15163733	689.6323799	0.172210084	1.182778931	0.236896773	0.319491281	9.323948611	9.528195833	9.25474024	9.47064681	9.20000346	9.49339275	9.40395306	9.59369281	9.40845566	9.51307604	465	845	561	683	579	702	767	1031
PROCR	19.725344	11.949041	17.603529	11.682639	29.224581	25.574511	29.696728	24.903463	1.555572779	413.044432	0.17982188	3.544873937	0.000392801	0.001144049	8.337291328	8.973447634	8.63756024	8.34563744	8.54419251	8.32779469	8.91360162	8.76818937	8.9266889	8.74882302	327	320	377	246	469	386	627	608
TM9SF1	31.414488	28.078297	31.047276	27.259122	38.169325	25.367052	37.992354	27.644108	-1.061869544	981.935357	0.19210635	-0.450825986	0.652114971	0.728272663	9.982052113	9.895622085	9.94862625	9.96645568	9.9614764	9.96003401	10.08325566	9.68324078	10.05380192	9.75125447	826	1184	1082	925	1004	607	1279	1064
PRDX4	42.360538	70.325966	46.129539	72.243027	112.11483	118.4505	113.76918	118.998566	1.680954942	1051.323077	0.257759979	2.906894459	0.003650363	0.008453653	9.614978601	10.36468196	9.45536838	9.97447502	9.51987605	9.99360205	10.19457521	10.21369087	10.20696498	10.22074531	435	1169	612	941	1116	1109	1491	1801
ARL6IP5	138.631088	72.942604	137.26059	75.107224	71.859947	49.277561	68.90638	50.290707	-2.020288719	2393.089445	0.256829742	-3.950327073	7.80445E-05	0.00026585	11.64453531	10.62996873	11.64018677	11.19102632	11.63187752	11.21252062	10.99691578	10.6686377	10.96152307	10.68610454	3289	2801	4206	2260	1652	1066	2086	1758
ARPC1A	80.069031	80.484222	78.801803	80.513359	94.831991	116.26517	98.291634	120.615018	1.143200486	1998.589399	0.124712752	1.548185179	0.121577719	0.18191749	10.86505276	11.05803149	10.84301725	10.96714276	10.83093319	10.96428788	10.92540592	11.07173123	10.95501463	11.10628133	1435	2334	1825	1831	1647	1899	2247	3184
HTATIP2	20.848539	14.777095	28.090924	14.464257	39.464385	23.485373	36.1962	29.66284	1.417185485	500.4249525	0.232750364	2.161236555	0.030677071	0.055387288	8.693598929	9.196768755	8.80671391	8.64557802	9.03035535	8.63878411	9.25010505	8.86081855	9.19546792	8.99799366	348	400	586	312	607	376	752	713
AGPAT1	55.41943	42.510892	52.040752	39.378864	88.779117	86.441669	91.726833	85.279981	1.579527648	1948.813223	0.106173903	6.211443392	5.25001E-10	4.11312E-09	10.56153161	11.22060277	10.79267131	10.63727437	10.74109913	10.62535484	11.11722584	11.06796465	11.12550936	11.05392582	1395	1621	1692	1257	2113	1944	2810	3083
AGPAT2	19.069179	16.006143	17.58246	16.430205	32.087171	25.207807	29.289354	25.289417	1.392282517	457.2520558	0.136650106	3.49397452	0.000475886	0.00135944	8.578188147	9.056103899	8.70251607	8.68002634	8.63907067	8.69527958	9.09128398	8.85314704	9.01091774	8.85732665	325	444	388	356	533	394	641	638
RPP30	9.544696	8.727317	7.578097	8.080884	12.007034	21.8672	13.452492	24.579331	2.125830055	525.9106309	0.229426347	4.742377162	2.11225E-06	9.64763E-06	8.39481221	9.482283066	8.64665314	8.67587617	8.5670526	8.62923849	8.99151225	9.43150778	9.04356979	9.49751914	284	414	331	307	450	719	630	1244
RPP38	8.358494	6.458966	7.84687	5.458546	13.644035	15.144794	15.34086	9.75904	1.721769441	208.630465	0.202705623	3.867144664	0.000110117	0.000364159	7.258999083	8.044885645	7.55116043	7.36170619	7.48684069	7.31692807	7.93124989	7.99461419	7.93577114	7.61967886	147	162	175	120	241	252	319	261
SPTLC1	39.048926	35.717987	40.40437	38.391497	35.260123	40.315481	37.800193	40.152091	-1.201215088	1433.936012	0.083102655	-3.18274428	0.001458864	0.003730187	10.6122451	10.34712144	10.51957471	10.56237171	10.53122451	10.61814292	10.35588034	10.41746604	10.39263105	10.44034117	1237	1825	1618	1532	1060	1110	1460	1838
SLC35A1	10.658397	4.306794	10.337735	4.289003	6.173535	6.395056	5.257199	7.232635	-1.349171216	173.1645712	0.318302631	-1.3574297	0.174644717	0.247552797	7.636652026	7.202862002	7.80467018	7.17304715	7.77811554	7.16529338	7.28907031	7.28600668	7.15981402	7.37755183	227	149	284	116	128	124	143	224
SLC19A2	3.71192	7.160525	5.298645	6.9707	8.612617	9.875116	10.214112	10.64501	1.339196336	362.9562598	0.277048044	1.520918468	0.128280299	0.190305361	8.277237371	8.699306195	7.94778313	8.57849921	8.215245	8.55269931	8.46312437	8.59401033	8.62070908	8.71138479	151	470	278	359	304	345	482	636
IFI44	11.29676	4.804191	10.776839	5.488314	5.99969	10.684008	5.670859	9.994817	-1.190517802	177.5360392	0.329390299	-0.76380268	0.44498484	0.535951228	7.59287678	7.339991755	7.74024599	7.16603803	7.74381244	7.29613275	7.1548713	7.59565063	7.14639979	7.5215539	207	144	268	134	105	177	137	261
ARFGEF2	10.378772	9.843443	10.781019	10.038626	20.745785	15.790582	20.784529	16.153759	1.531786331	1692.825263	0.151610411	4.057868222	4.95227E-05	0.000175165	10.3849322	11.0003613	10.46460126	10.53801904	10.49630161	10.55087604	10.99824266	10.72846476	10.99933061	10.75094268	1042	1600	1398	1279	2018	1445	2662	2390
ARFGEF1	14.833702	12.909024	15.427778	12.828462	8.486295	9.140401	9.419773	8.881528	-1.817508771	1130.412758	0.076630402	-11.2483075	2.36079E-29	8.12466E-28	10.51029798	9.647992408	10.33569255	10.33864239	10.37152285	10.32930208	9.80380868	9.8357385	9.88641901	9.81569739	1195	1683	1605	1311	663	671	968	1055
RABAC1	49.804714	51.949032	49.949211	51.529377	62.037289	25.554464	59.627861	22.217905	-1.39995064	510.7745141	0.373608011	-1.299158335	0.193889597	0.270312116	9.21868463	8.733858983	9.01516757	9.17521745	9.01763964	9.16330878	9.1429279	8.39884769	9.10812924	8.29813042	449	757	581	588	541	210	685	295
SLU7	44.398655	29.29591	43.52161	29.933344	25.873075	20.124908	26.258999	18.259031	-1.877292707	1435.741993	0.194830764	-4.66380973	3.10408E-06	1.37459E-05	10.87146059	9.962984877	10.80916331	10.56411492	10.79147551	10.57915406	10.27596272	10.04672551	10.28780199	9.97366471	1763	1882	2231	1507	995	728	1330	1068
SIVA1	11.895994	18.417201	11.451475	16.953147	20.795153	31.502853	15.872164	32.845466	1.430894723	200.2791968	0.31717513	1.629754298	0.103153437	0.157827951	7.363811903	7.881696713	7.24740986	7.68346714	7.21828767	7.61053515	7.58897205	7.93666232	7.40996625	7.98274087	103	251	128	181	166	243	175	412
MRPL28	33.075043	27.489088	32.754478	28.796772	48.180225	60.660152	48.975155	59.125317	1.519748897	632.8644878	0.113684549	5.311477908	1.0874E-07	6.15428E-07	8.972894707	9.576028146	9.11454008	9.07984006	9.10657741	9.11410146	9.3682871	9.53760459	9.38067624	9.51867127	421	566	538	465	594	703	794	1108
CCT7	96.850083	115.672248	93.08262	113.351046	197.975776	314.387623	199.231955	324.84088	2.100061855	4543.466022	0.234748369	4.55991164	5.11751E-06	2.18325E-05	11.51725721	12.58772352	11.62136519	11.87393501	11.59286175	11.84708534	12.15562634	12.54612169	12.15763696	12.57255645	2080	4002	2587	3049	4129	6191	5453	10264
CCT4	81.026344	81.574013	83.876623	75.94339	144.305967	255.566259	138.349161	239.108462	2.043822342	4167.564036	0.232679365	4.432149781	9.32982E-06	3.78803E-05	11.4190713	12.45039053	11.58243352	11.70237728	11.60688608	11.64089414	12.00052435	12.48591605	11.96259674	12.42830605	2122	3458	2824	2523	3649	6075	4602	9201
CCT2	60.053308	95.867953	63.533004	96.925789	96.813168	170.65085	94.261418	178.177849	1.402923758	2778.965679	0.314993438	1.550624707	0.120991648	0.181150243	11.17551534	11.66399663	10.98461957	11.46281231	11.02377469	11.46090673	11.28115708	11.74885027	11.25802879	11.79107949	1363	3411	1849	2679	2044	3389	2620	5719
NPC2	446.514435	387.861176	437.055725	377.845367	170.087616	107.677673	182.852188	114.609039	-3.33510052	3468.254156	0.216708128	-8.018758962	1.06819E-15	1.53996E-14	12.38165571	10.64393846	12.07420905	12.07549802	12.05497933	12.0470276	11.17741466	10.81163015	11.23436367	10.8573804	4466	6278	5645	4793	1648	982	2333	1689
TACC2	5.627506	4.626652	2.936771	5.647494	22.418734	6.752858	17.210304	7.17344	2.352304604	646.7558363	0.376951568	3.273828774	0.001061009	0.002804014	8.591975188	9.82597729	8.93486203	8.74469297	8.83313367	8.82418872	9.93789041	9.07966412	9.88374609	9.00114315	361	398	410	347	1166	436	1451	639
IFITM2	320.076263	281.537079	324.693756	275.390076	122.085114	48.433647	115.761711	48.869194	-4.157243269	1962.578283	0.352073005	-5.83863899	5.2629E-09	3.61842E-08	11.6275176	9.572117131	11.24326197	11.25670866	11.25773054	11.2315758	10.33513512	9.64759588	10.29170641	9.6524893	2605	3709	3413	2843	963	360	1202	586
POMT1	11.153256	7.411855	10.804061	7.796721	9.90713	8.164289	11.186515	7.217976	-1.155594733	373.4756391	0.202338343	-1.031122082	0.302483574	0.390961206	8.645478014	8.436717205	8.70805213	8.48095095	8.68204269	8.49448362	8.55257036	8.37065833	8.65688408	8.27785879	377	405	472	324	327	255	487	366
TXNRD2	10.22306	8.943439	9.36613	8.063665	4.238357	3.201461	4.793974	3.587238	-2.674390881	192.638762	0.172698977	-8.217827149	2.07223E-16	3.1414E-15	8.132047881	6.710674228	7.8906777	7.90028528	7.81337897	7.80605238	7.11619811	6.89775477	7.20225807	6.97019576	242	343	286	243	98	70	145	126
MTHFS	3.039425	3.961318	2.624869	4.168228	2.362044	3.002389	2.236499	2.708213	-1.584918188	97.52017252	0.258102574	-2.574202812	0.010047136	0.020841566	6.900729517	6.239392628	6.5782032	6.90919165	6.47204499	6.95076179	6.34374825	6.49824787	6.29229691	6.41121339	80	168	90	139	61	73	75	105
DRAP1	81.610626	119.112656	74.685394	104.988045	104.147514	176.584808	95.978683	157.845764	1.178115235	1528.453023	0.288395267	0.819988009	0.412222943	0.504208936	10.45465768	10.69135748	10.29179254	10.73249564	10.22090191	10.61804588	10.43348709	10.86421032	10.36484653	10.76628745	915	2160	1081	1492	1131	1804	1372	2606
DNPH1	16.645844	26.731031	14.919732	25.495055	57.901169	39.560816	55.906452	45.903564	2.004737251	308.4455484	0.292794075	3.427026877	0.000610229	0.001703814	7.680942127	8.685390922	7.66110155	8.12387377	7.57986311	8.09541928	8.61257311	8.2668504	8.58750835	8.39592419	124	317	143	241	413	271	529	507
SMC2	11.195709	11.143851	9.513883	10.906195	19.267284	40.94341	19.883263	40.752441	2.383956273	1578.917069	0.299604554	4.183373579	2.87215E-05	0.000105958	9.866046461	11.11935071	10.10222025	10.21940941	9.9764462	10.19049913	10.48860738	11.14149777	10.51449028	11.1402975	748	1217	820	924	1246	2494	1692	4013
PRPF8	61.791073	56.725227	61.72065	56.272655	84.292015	99.825333	86.599991	99.217812	1.335541772	7281.082637	0.084350646	4.948688822	7.47151E-07	3.7013E-06	12.60618382	13.02360227	12.67224988	12.7192376	12.67189978	12.70890109	12.87484819	12.9930698	12.89754615	12.99057167	5026	7467	6483	5805	6642	7399	8984	11889
TRAPPC2B	6.612081	4.828187	5.998239	4.152051	8.085763	10.122464	9.457455	9.550062	1.489086825	70.66921474	0.19403283	2.960467442	0.003071726	0.007235686	5.829619595	6.400324368	6.0716785	5.94762714	6.00868272	5.8394177	6.16977315	6.32626946	6.29604439	6.27766511	54	64	64	43	64	76	99	115
AHSA1	34.467875	43.696014	34.035467	41.759731	80.44104	149.100754	77.957161	143.617004	2.47488088	1363.594554	0.28282611	4.622483722	3.79173E-06	1.6507E-05	9.616094204	10.92365168	9.74413421	10.0473815	9.7363828	10.00738787	10.38262063	10.91267101	10.35476596	10.88083861	533	1104	681	827	1217	2121	1553	3303
USP16	18.402156	19.281794	20.035545	16.704725	30.985547	39.765529	30.764176	39.185694	1.602232359	1047.497499	0.134793518	5.045371585	4.52641E-07	2.32242E-06	9.652523181	10.33335053	9.72946373	9.88214585	9.79633172	9.77427768	10.10264769	10.29419598	10.09600961	10.28367759	612	1036	858	715	995	1202	1301	1914
CDC42EP3	96.590651	87.573334	99.524216	89.403309	54.541812	55.942493	57.267816	57.586049	-1.940609716	5834.616737	0.055879563	-17.11734935	1.10179E-65	1.64008E-63	12.91090666	11.95413257	12.6985051	12.73836855	12.72623078	12.7530416	12.15092557	12.1446328	12.18132339	12.17035799	6154	9031	8190	7225	3367	3249	4607	5406
SH2B2	0.494361	0.495873	0.734128	0.771757	1.20056	1.179137	1.044424	1.145271	1.536203628	23.06319943	0.313340284	1.976667198	0.048079261	0.081877225	4.181281633	4.806537867	4.21533643	4.28431117	4.41578434	4.53610849	4.68162597	4.64686151	4.57487103	4.62110885	11	18	21	22	26	24	29	37
PAIP1	29.594379	27.743282	30.971	29.400443	39.330433	37.955337	40.57083	41.334613	1.169681658	1216.914458	0.084180166	2.686095183	0.007229249	0.015593117	10.13200609	10.3572363	10.14286544	10.17812255	10.14918005	10.24105102	10.30649826	10.26443887	10.34624221	10.32668842	889	1302	1156	1104	1122	1039	1548	1800
PAICS	39.44414	77.635753	35.848312	81.170565	107.750187	207.214115	108.99041	212.779535	2.245838894	4697.884465	0.403661317	2.891667815	0.003832029	0.008824737	11.4991792	12.66646966	11.34610973	11.99053265	11.28087741	12.02497188	12.08889736	12.65176752	12.09632371	12.67969866	1465	4658	1725	3817	3870	6994	5143	11607
TBL3	8.190256	10.180988	5.691859	10.317292	13.827475	17.514334	12.357704	18.237772	1.511091334	411.8166484	0.273494624	2.177705928	0.029427937	0.053381613	8.35751434	8.953154226	8.36752615	8.66126835	8.09421394	8.66918354	8.74047801	8.91695708	8.64336594	8.95659601	237	477	213	379	388	462	456	778
MXD4	62.094173	32.917786	57.154282	30.051865	15.450505	7.193284	14.41132	6.577441	-4.765401123	1475.443387	0.363823373	-6.191459439	5.96097E-10	4.62321E-09	11.25205609	8.999766456	11.08745787	10.61931693	11.00768797	10.53154106	9.78675495	9.21731085	9.73188037	9.16100841	2612	2242	3105	1604	630	276	774	408
P3H4	9.136786	15.818029	8.620711	13.767026	4.279588	2.352616	3.870223	1.809713	-4.547964029	277.5269109	0.378410716	-5.774732979	7.70752E-09	5.13073E-08	8.829222324	6.646905924	8.09574193	8.73722548	8.04258359	8.59889905	7.41444496	6.98212044	7.33712491	6.81485767	266	743	323	507	121	63	144	78
ST6GALNAC2	1.951153	0.879719	2.753527	0.777365	1.419468	0.84437	2.082383	0.673839	-1.412687133	40.54557872	0.503095542	-0.990750159	0.321807592	0.411307364	5.569206245	5.070927344	5.51425364	5.06195337	5.79494978	4.99624771	5.24290513	4.91219234	5.51648843	4.76781557	46	34	84	24	33	19	63	24
PDLIM5	14.140577	68.565422	19.579099	67.056747	32.56569	18.136173	34.442812	27.69427	-1.929019971	2755.798843	0.554662555	-1.708909445	0.087467725	0.137541522	11.82570295	10.87784063	10.56250936	12.04435068	10.83745124	12.03838456	11.1620334	10.59576447	11.1794353	10.96372347	887	6933	1641	5424	1961	939	2637	2425
