ID	UniProt ID
ENSG00000170515	Q9UQ80
ENSG00000170525	Q16875
ENSG00000170540	Q15041
ENSG00000170542	P50453
ENSG00000170581	P52630
ENSG00000170584	Q8WVJ2
ENSG00000170604	Q8IU81
ENSG00000170606	P34932
ENSG00000170632	Q8N2F6-3,Q8N2F6-4
ENSG00000170759	P33176
ENSG00000170776	Q12802-4
ENSG00000170854	Q8IUF8
ENSG00000170855	O43715
ENSG00000170860	P62310
ENSG00000170876	Q9BTV4
ENSG00000170889	P46781
ENSG00000170892	Q9BSV6
ENSG00000170921	Q9HCD6
ENSG00000170950	P07205
ENSG00000170955	Q969G5
ENSG00000171097	Q16773
ENSG00000171109	Q8IWA4
ENSG00000171174	Q9H477
ENSG00000171202	Q9H061
ENSG00000171311	Q9Y3B2
ENSG00000171314	P18669
ENSG00000171346	P19012
ENSG00000171403	P35527
ENSG00000171428	P18440
ENSG00000171431	P35900
ENSG00000171453	O15160
ENSG00000171475	Q8TF74
ENSG00000171490	O76021
ENSG00000171497	Q08752
ENSG00000171503	Q16134
ENSG00000171530	O75347
ENSG00000171552	Q07817-3
ENSG00000171634	Q12830-2
ENSG00000171703	Q15560
ENSG00000171720	O15379
ENSG00000171723	Q9NQX3-2
ENSG00000171763	Q9BVQ7
ENSG00000171793	P17812
ENSG00000171824	Q01780
ENSG00000171848	P31350
ENSG00000171853	Q8WVT3
ENSG00000171858	P63220
ENSG00000171861	Q9HC36
ENSG00000171863	P62081
ENSG00000171867	P04156-2
ENSG00000171914	Q9Y4G6
ENSG00000171940	O75362
ENSG00000171989	Q9BYZ2
ENSG00000172007	Q9H082
ENSG00000172009	P52888
ENSG00000172053	P47897
ENSG00000172062	Q16637
ENSG00000172137	P22676
ENSG00000172172	Q9BYD1
ENSG00000172175	Q9UDY8
ENSG00000172216	P17676
ENSG00000172239	Q9H074
ENSG00000172270	P35613-2
ENSG00000172315	Q96S44
ENSG00000172340	Q96I99
ENSG00000172354	P62879
ENSG00000172380	Q9UBI6
ENSG00000172409	Q92989
ENSG00000172428	Q8WXC6
ENSG00000172465	Q15170-2
ENSG00000172466	P17028
ENSG00000172531	P62136,P62136-2
ENSG00000172534	P51610
ENSG00000172725	Q9BR76
ENSG00000172731	Q8TCA0
ENSG00000172757	P23528
ENSG00000172766	Q6N069
ENSG00000172775	Q9GZU8
ENSG00000172780	Q86YS6
ENSG00000172809	P63173
ENSG00000172830	Q8TE77
ENSG00000172845	Q02447-4
ENSG00000172867	P35908
ENSG00000172890	Q6IA69
ENSG00000172893	Q9UBM7
ENSG00000172936	Q99836
ENSG00000172939	O95747
ENSG00000172954	Q6UWP7-3
ENSG00000173020	P25098
ENSG00000173110	P17066
ENSG00000173113	Q9UI30
ENSG00000173120	Q9Y2K7
ENSG00000173163	Q8N668
ENSG00000173166	Q70E73,Q70E73-7
ENSG00000173171	Q13505-3
ENSG00000173193	Q460N5
ENSG00000173207	P61024
ENSG00000173218	Q8TAA9-2
ENSG00000173230	Q14789
ENSG00000173267	O76070
ENSG00000173272	Q6P582
ENSG00000173402	Q14118
ENSG00000173442	Q8N3D4
ENSG00000173457	Q96C90
ENSG00000173473	Q92922
ENSG00000173486	P26885
ENSG00000173540	Q9Y5P6
ENSG00000173542	Q7L9L4
ENSG00000173545	Q969S3
ENSG00000173548	Q8WV41
ENSG00000173575	O14647
ENSG00000173598	Q9NZJ9,Q9NZJ9-2
ENSG00000173599	P11498
ENSG00000173614	Q9HAN9
ENSG00000173660	P07919
ENSG00000173674	P47813
ENSG00000173692	Q99460
ENSG00000173726	Q15388
ENSG00000173744	P52594-2
ENSG00000173757	P51692
ENSG00000173786	P09543-2
ENSG00000173801	P14923
ENSG00000173812	P41567
ENSG00000173821	Q63HN8,Q63HN8-4
ENSG00000173852	Q2PZI1
ENSG00000173889	Q8NDX5-2
ENSG00000173898	O15020
ENSG00000173905	O00461
ENSG00000173914	Q9BQ04
ENSG00000173915	Q96IX5
ENSG00000173933	Q9BWF3
ENSG00000174021	P63218
ENSG00000174106	Q9Y2U8
ENSG00000174173	Q7L0Y3
ENSG00000174197	Q8IWI9
ENSG00000174231	Q6P2Q9
ENSG00000174238	Q00169
ENSG00000174243	Q9BUQ8
ENSG00000174437	P16615
ENSG00000174442	Q9H900
ENSG00000174444	P36578
ENSG00000174547	Q9Y3B7
ENSG00000174720	Q4G0J3
ENSG00000174748	P61313
ENSG00000174775	P01112
ENSG00000174780	O76094
ENSG00000174840	Q6L8Q7
ENSG00000174842	Q92990
ENSG00000174891	Q96IZ7-2
ENSG00000174903	Q9H0U4
ENSG00000174917	Q5XKP0
ENSG00000174953	Q9H2U1
ENSG00000174996	Q9H0B6
ENSG00000175029	P56545
ENSG00000175063	O00762
ENSG00000175073	Q96JH7
ENSG00000175115	Q6VY07
ENSG00000175130	P49006
ENSG00000175166	Q13200
ENSG00000175183	Q16527
ENSG00000175203	Q13561
ENSG00000175216	Q14008-2
ENSG00000175220	Q07960
ENSG00000175221	Q9Y2X0-2
ENSG00000175324	O15116
ENSG00000175334	O75531
ENSG00000175387	Q15796-2
ENSG00000175390	O00303
ENSG00000175416	P09497,P09497-2
ENSG00000175467	O43290
ENSG00000175470	Q66LE6
ENSG00000175550	Q14919
ENSG00000175573	Q9H3H3-2
ENSG00000175575	Q9BRP4
ENSG00000175582	P20340
ENSG00000175606	Q9BUB7
ENSG00000175662	Q6ZVM7
ENSG00000175768	Q8N4H5
ENSG00000175792	Q9Y265
ENSG00000175793	P31947
ENSG00000175806	Q9UJ68-5
ENSG00000175866	Q9UQB8-2,Q9UQB8-4
ENSG00000175895	Q9H8W4
ENSG00000175931	Q9C0C9
ENSG00000176014	Q9BUF5
ENSG00000176101	O43805
ENSG00000176102	Q12996
ENSG00000176105	P07947
ENSG00000176108	Q96FZ7
ENSG00000176386	Q8NHZ8
ENSG00000176390	Q8IUI8-2
ENSG00000176393	Q9H4A4
ENSG00000176407	Q9P0J7
ENSG00000176623	Q96DB5
ENSG00000176783	Q96T51
ENSG00000176788	P80723
ENSG00000176853	Q658Y4
ENSG00000176890	P04818
ENSG00000176974	P34896-2
ENSG00000176986	P53992
ENSG00000177084	Q07864
ENSG00000177105	P84095
ENSG00000177106	Q9H6S3
ENSG00000177156	P37837
ENSG00000177189	P51812
ENSG00000177192	Q9Y606-2
ENSG00000177225	Q8NB37,Q8NB37-2
ENSG00000177239	Q9UKM7
ENSG00000177425	Q96IZ0
ENSG00000177469	Q6NZI2
ENSG00000177479	O95376
ENSG00000177542	Q9H936
ENSG00000177556	O00244
ENSG00000177565	Q9BZK7
ENSG00000177600	P05387
ENSG00000177613	Q9H0L4
ENSG00000177646	Q9H845
ENSG00000177674	Q6RW13
ENSG00000177688	Q6EEV6
ENSG00000177731	Q13045
ENSG00000177733	Q13151
ENSG00000177830	Q9BWS9
ENSG00000177879	Q92572
ENSG00000177885	P62993
ENSG00000177889	P61088
ENSG00000177954	P42677
ENSG00000177963	Q9NPQ8,Q9NPQ8-4
ENSG00000177971	Q9NV31
ENSG00000178028	Q9NPF5
ENSG00000178035	P12268
ENSG00000178057	Q9BU61
ENSG00000178104	Q5VU43-3
ENSG00000178105	Q13206
ENSG00000178127	P19404
ENSG00000178209	Q15149,Q15149-2,Q15149-3,Q15149-4,Q15149-8,Q15149-9
ENSG00000178252	Q9NNW5
ENSG00000178307	P17152
ENSG00000178363	P27482
ENSG00000178425	Q5TFE4
ENSG00000178462	A6NHL2-2
ENSG00000178537	O43772
ENSG00000178567	Q7L775
ENSG00000178741	P20674
ENSG00000178772	P22792
ENSG00000178773	Q9UBL6-2
ENSG00000178896	Q9NPD3
ENSG00000178921	O15067
ENSG00000178950	O14976
ENSG00000178951	O95365
ENSG00000178952	P49411
ENSG00000178982	Q9UBQ5
ENSG00000178996	Q96RF0-2
ENSG00000178999	Q96GD4
ENSG00000179010	Q9Y605
ENSG00000179041	Q15050
ENSG00000179051	Q9P258
ENSG00000179091	P08574
ENSG00000179115	Q9Y285
ENSG00000179119	Q68D10
ENSG00000179134	Q5PRF9
ENSG00000179151	Q96F86
ENSG00000179163	P04066
ENSG00000179172	O60812
ENSG00000179218	P27797
ENSG00000179262	P54725
ENSG00000179271	Q8TAE8
ENSG00000179295	Q06124,Q06124-2
ENSG00000179387	Q8IZ81
ENSG00000179604	Q9H3Q1
ENSG00000179889	Q6P996
ENSG00000179950	Q9UHX1-2
ENSG00000179958	Q9H773
ENSG00000180104	O60645
ENSG00000180182	O60244
ENSG00000180185	Q6P587
ENSG00000180198	P18754-2
ENSG00000180210	P00734
ENSG00000180228	O75569
ENSG00000180329	Q96MW1
ENSG00000180370	Q13177
ENSG00000180398	Q8NI22,Q8NI22-3
ENSG00000180611	Q8IYB1
ENSG00000180817	Q15181
ENSG00000180879	P51571
ENSG00000180900	Q14160,Q14160-3
ENSG00000180957	P48739
ENSG00000180979	Q8N9N7
ENSG00000180992	Q6P1L8
ENSG00000181085	Q8TD08-2
ENSG00000181090	Q9H9B1
ENSG00000181163	P06748,P06748-3
ENSG00000181222	P24928
ENSG00000181467	P61225
ENSG00000181555	Q9BYW2
ENSG00000181610	Q9Y3D9
ENSG00000181704	Q96EC8
ENSG00000181789	Q9Y678
ENSG00000181904	Q7Z6I8
ENSG00000181915	Q96SZ5
ENSG00000181924	Q9NYJ1
ENSG00000181938	Q9BRX5
ENSG00000181991	P82912-2
ENSG00000182004	P62304
ENSG00000182054	P48735
ENSG00000182117	Q9NPE3
ENSG00000182149	P53990,P53990-4
ENSG00000182154	Q8IXM3
ENSG00000182180	Q9Y3D3
ENSG00000182196	Q66PJ3
ENSG00000182199	P34897-3
ENSG00000182247	Q96LR5
ENSG00000182287	P56377
ENSG00000182307	Q9H7E9
ENSG00000182400	Q86SZ2
ENSG00000182446	Q8TAT6
ENSG00000182473	Q9UPT5-2,Q9UPT5-5
ENSG00000182481	P52292
ENSG00000182512	Q86SX6
ENSG00000182534	P84157,P84157-2
ENSG00000182541	P53671-2,P53671-3,P53671-3
ENSG00000182551	Q9BV57
ENSG00000182712	P56277
ENSG00000182718	P07355
ENSG00000182774	P08708
ENSG00000182809	P52943
ENSG00000182827	Q9H3P7
ENSG00000182866	P06239
ENSG00000182872	P98175,P98175-2,P98175-3
ENSG00000182890	P49448
ENSG00000182899	P18077
ENSG00000182919	Q9H0W9-2
ENSG00000182934	P08240
ENSG00000182952	O00479
ENSG00000182973	Q9H9A5
ENSG00000182979	Q13330,Q13330-3
ENSG00000183010	P32322
ENSG00000183020	O94973,O94973-2
ENSG00000183048	Q9UBX3
ENSG00000183054	Q99666
ENSG00000183155	P47224
ENSG00000183207	Q9Y230
ENSG00000183255	P53801
ENSG00000183258	Q9UJV9
ENSG00000183336	Q9H3K6
ENSG00000183386	Q13643
ENSG00000183431	Q12874
ENSG00000183474	Q6P1K8
ENSG00000183495	Q96L91-3,Q96L91-5
ENSG00000183527	O95456
ENSG00000183570	P57721,P57721-4
ENSG00000183576	Q86TU7
ENSG00000183617	Q6P161
ENSG00000183624	Q96FZ2
ENSG00000183648	O75438
ENSG00000183696	Q16831
ENSG00000183735	Q9UHD2
ENSG00000183751	Q12788
ENSG00000183765	O96017
ENSG00000183785	Q9NY65
ENSG00000183808	Q8IXT5
ENSG00000183856	Q86VI3
ENSG00000183978	Q9Y2R0
ENSG00000184007	Q12974
ENSG00000184047	Q9NR28-2
ENSG00000184056	Q9H267
ENSG00000184083	Q9NX05
ENSG00000184110	Q99613
ENSG00000184117	Q9BPW8
ENSG00000184162	Q86WQ0
ENSG00000184164	Q6UXH1-4
ENSG00000184178	Q8WU76
ENSG00000184203	P41236
ENSG00000184207	A6NDG6
ENSG00000184216	P51617-2
ENSG00000184227	Q86TX2
ENSG00000184254	P47895
ENSG00000184281	Q9Y5U2-2
ENSG00000184357	P16401
ENSG00000184363	Q9Y446
ENSG00000184428	Q969P6-2
ENSG00000184432	P35606
ENSG00000184445	P50748
ENSG00000184575	O43592
ENSG00000184640	Q9UHD8
ENSG00000184661	Q69YH5
ENSG00000184743	Q6DD88
ENSG00000184752	Q9UI09
ENSG00000184787	P60604
ENSG00000184831	Q9BUR5
ENSG00000184840	Q9BVK6
ENSG00000184863	Q96EV2
ENSG00000184897	Q92522
ENSG00000184900	P55854
ENSG00000184922	O95466-2
ENSG00000184924	Q6GMV3
ENSG00000184967	Q9BVI4
ENSG00000184983	P56556
ENSG00000185009	Q9Y2T2
ENSG00000185015	Q8N1Q1
ENSG00000185049	Q9H3P2
ENSG00000185085	Q6P9B9
ENSG00000185088	Q71UM5
ENSG00000185100	Q8N142
ENSG00000185104	Q9UNN5
ENSG00000185115	Q96MG7
ENSG00000185127	Q7Z4R8
ENSG00000185129	Q00577
ENSG00000185163	Q8N8A6
ENSG00000185164	Q5JPE7-2
ENSG00000185236	Q15907
ENSG00000185238	O60678
ENSG00000185246	Q86UA1
ENSG00000185298	Q6PK04
ENSG00000185359	O14964
ENSG00000185414	Q8TCC3
ENSG00000185418	A2RTX5
ENSG00000185420	Q9H7B4
ENSG00000185515	P46736-2,P46736-3
ENSG00000185567	Q8IVF2-3
ENSG00000185591	P08047
ENSG00000185624	P07237
ENSG00000185627	Q9UNM6
ENSG00000185651	P68036
ENSG00000185721	Q9Y295
ENSG00000185722	Q9P2R3
ENSG00000185728	Q7Z739
ENSG00000185787	Q9UBU8-2
ENSG00000185825	P51572
ENSG00000185838	Q9BYB4
ENSG00000185875	Q8IYQ7
ENSG00000185883	P27449
ENSG00000185896	P11279
ENSG00000185900	Q9H5K3
ENSG00000185950	Q9Y4H2
ENSG00000185963	Q8TD16-2
ENSG00000186001	Q96II8
ENSG00000186010	Q9P0J0
ENSG00000186063	Q96BJ3
ENSG00000186141	Q9BUI4
ENSG00000186174	Q86UU0-4
ENSG00000186184	Q9Y2S0
ENSG00000186298	P36873
ENSG00000186350	P19793
ENSG00000186395	P13645
ENSG00000186416	O15226
ENSG00000186432	O00629
ENSG00000186468	P62266
ENSG00000186566	Q9UKJ3
ENSG00000186575	P35240,P35240-6
ENSG00000186591	P62256
ENSG00000186635	Q96P48
ENSG00000186660	Q96JP5
ENSG00000186687	Q5U5X0
ENSG00000186832	P08779
ENSG00000186834	O94992
ENSG00000186847	P02533
ENSG00000186871	Q2NKX8
ENSG00000187051	Q86WX3
ENSG00000187118	Q7Z7K0
ENSG00000187134	Q04828
ENSG00000187164	A0MZ66
ENSG00000187193	P80297
ENSG00000187239	Q96RU3-2
ENSG00000187257	Q6PCB5
ENSG00000187446	Q99653
ENSG00000187522	Q0VDF9
ENSG00000187555	Q93009
ENSG00000187630	Q6PKH6
ENSG00000187672	O15083
ENSG00000187735	P23193
ENSG00000187778	Q96EZ8
ENSG00000187840	Q13541
ENSG00000188021	Q9UHD9
ENSG00000188026	Q5EBL4
ENSG00000188157	O00468
ENSG00000188186	Q0VGL1
ENSG00000188191	P31321
ENSG00000188243	Q7Z4G1
ENSG00000188342	P13984
ENSG00000188419	P24386
ENSG00000188529	O75494-2,O75494-3,O75494-5
ENSG00000188554	Q14596-2
ENSG00000188559	Q2PPJ7-3
ENSG00000188573	A6NHQ2
ENSG00000188612	P61956-2
ENSG00000188641	Q12882
ENSG00000188643	Q96FQ6
ENSG00000188677	Q9HBI1
ENSG00000188690	P10746
ENSG00000188739	P42696
ENSG00000188846	P50914
ENSG00000188976	Q9Y3T9
ENSG00000188986	Q8WX92
ENSG00000189043	O00483
ENSG00000189057	Q6SJ93
ENSG00000189060	P07305
ENSG00000189079	Q68CP9
ENSG00000189091	Q15393
ENSG00000189159	Q9UK76
ENSG00000189171	Q99584
ENSG00000189182	Q7Z794
ENSG00000189221	P21397
ENSG00000189306	Q9Y3A4
ENSG00000189369	Q8IYD1
ENSG00000196072	Q6QNY1
ENSG00000196116	Q8NHU6
ENSG00000196141	Q9NUQ6,Q9NUQ6-2
ENSG00000196154	P26447
ENSG00000196177	P45954
ENSG00000196235	O00267
ENSG00000196236	Q9NQH7-4
ENSG00000196290	Q9GZT8-2
ENSG00000196305	P41252
ENSG00000196313	Q96HA1
ENSG00000196353	Q96A23
ENSG00000196363	P61964
ENSG00000196367	Q9Y4A5-2
ENSG00000196368	Q96G61
ENSG00000196396	P18031
ENSG00000196411	P54760
ENSG00000196419	P12956
ENSG00000196428	O75157-2
ENSG00000196449	Q86U90
ENSG00000196455	Q99570
ENSG00000196465	P14649
ENSG00000196497	Q8TEX9
ENSG00000196504	O75400,O75400-3
ENSG00000196505	Q9NXN4-2
ENSG00000196507	Q969E4
ENSG00000196510	Q9UJX3
ENSG00000196531	E9PAV3
ENSG00000196549	P08473
ENSG00000196565	P69892
ENSG00000196576	O15031
ENSG00000196586	Q9UM54-6
ENSG00000196591	Q92769
ENSG00000196642	Q3YEC7
ENSG00000196655	Q9Y296
ENSG00000196754	P29034
ENSG00000196776	Q08722,Q08722-3
ENSG00000196781	Q04724
ENSG00000196792	Q13033,Q13033-2
ENSG00000196865	Q8NBF2
ENSG00000196878	Q13751
ENSG00000196914	Q9NZN5-2
ENSG00000196923	Q9NR12
ENSG00000196924	P21333-2
ENSG00000196935	Q7Z6B7
ENSG00000196937	Q92520
ENSG00000196943	Q86U38
ENSG00000196950	Q9ULF5
ENSG00000196954	P49662
ENSG00000196961	O95782-2
ENSG00000196975	P09525
ENSG00000197043	P08133
ENSG00000197045	P60983
ENSG00000197081	P11717
ENSG00000197102	Q14204
ENSG00000197111	Q15366,Q15366-2,Q15366-3,Q15366-5
ENSG00000197114	Q8N5A5-3
ENSG00000197122	P12931
ENSG00000197142	Q9ULC5
ENSG00000197157	Q7KZF4
ENSG00000197170	O00232
ENSG00000197223	Q13901
ENSG00000197226	Q66K14-2
ENSG00000197256	Q63ZY3-3
ENSG00000197265	P29084
ENSG00000197299	P54132
ENSG00000197312	Q5TDH0
ENSG00000197321	O95425,O95425-2
ENSG00000197323	Q9UPN9-2
ENSG00000197345	Q7Z2W9
ENSG00000197355	Q3KQV9
ENSG00000197386	P42858
ENSG00000197444	Q9ULD0
ENSG00000197448	Q9Y2Q3
ENSG00000197451	Q99729-3
ENSG00000197498	Q9H7B2
ENSG00000197535	Q9Y4I1-2
ENSG00000197548	O95352
ENSG00000197601	Q8WVX9
ENSG00000197632	P05120
ENSG00000197694	Q13813,Q13813-2,Q13813-3
ENSG00000197712	Q8IWE2
ENSG00000197713	Q96AT9
ENSG00000197728	P62854
ENSG00000197746	P07602,P07602-2,P07602-3
ENSG00000197747	P60903
ENSG00000197756	P61513
ENSG00000197771	Q9BTE3-2
ENSG00000197785	Q9NVI7-2
ENSG00000197858	O43292
ENSG00000197872	Q9H0Q0
ENSG00000197879	O00159-3
ENSG00000197894	P11766
ENSG00000197905	Q15561
ENSG00000197930	Q96HE7
ENSG00000197958	P30050
ENSG00000197959	Q9UQ16-2
ENSG00000197965	O95297-2
ENSG00000197976	Q02040
ENSG00000197982	Q6ZSJ8
ENSG00000198000	Q76FK4-4
ENSG00000198033	Q13748
ENSG00000198034	P62701
ENSG00000198042	Q9BXY0
ENSG00000198056	P49642
ENSG00000198087	Q9Y5K6
ENSG00000198130	Q6NVY1
ENSG00000198142	Q53LP3
ENSG00000198160	Q8N108-17
ENSG00000198171	Q96HY6
ENSG00000198176	Q14186
ENSG00000198189	Q8NBQ5
ENSG00000198218	Q2TAL8
ENSG00000198231	Q86XP3
ENSG00000198242	P62750
ENSG00000198258	Q9BZL1
ENSG00000198265	P42694
ENSG00000198276	Q9NWZ5-4
ENSG00000198301	Q9NVU7
ENSG00000198356	O43681
ENSG00000198363	Q12797
ENSG00000198373	O00308
ENSG00000198380	Q06210-2
ENSG00000198399	Q9NZM3-2
ENSG00000198408	O60502
ENSG00000198420	Q9Y4C2
ENSG00000198467	P07951,P07951-2
ENSG00000198492	Q9Y5A9-2
ENSG00000198498	Q96EY4
ENSG00000198546	Q8NB15-2
ENSG00000198554	O75717
ENSG00000198561	O60716-11,O60716-3
ENSG00000198563	Q13838
ENSG00000198585	Q96DE0
ENSG00000198586	Q9UKI8
ENSG00000198604	Q9NRL2
ENSG00000198610	P17516
ENSG00000198612	Q99627
ENSG00000198648	Q9UEW8
ENSG00000198682	O95340
ENSG00000198700	Q96P70
ENSG00000198712	P00403
ENSG00000198715	Q8WWB7
ENSG00000198721	O75521-2
ENSG00000198730	Q6PD62
ENSG00000198752	Q9Y5S2
ENSG00000198755	P62906
ENSG00000198786	P03915
ENSG00000198793	P42345
ENSG00000198805	P00491
ENSG00000198824	Q96JM3
ENSG00000198830	P05204
ENSG00000198836	O60313-2
ENSG00000198841	Q96EK9
ENSG00000198862	O94822
ENSG00000198898	P47755
ENSG00000198900	P11387
ENSG00000198917	Q5T280
ENSG00000198918	P62891
ENSG00000198931	P07741
ENSG00000198954	Q96EK5
ENSG00000198959	P21980
ENSG00000203485	Q27J81
ENSG00000203667	Q5RI15
ENSG00000203879	P31150
ENSG00000203950	Q9BWD3
ENSG00000204130	Q8WXA3-2
ENSG00000204138	Q8IZ21-3
ENSG00000204178	Q8N5G2
ENSG00000204209	Q9UER7
ENSG00000204220	O15212
ENSG00000204227	Q06587
ENSG00000204231	P28702
ENSG00000204256	P25440
ENSG00000204264	P28062
ENSG00000204267	Q03519
ENSG00000204310	Q99943
ENSG00000204316	Q96DV4
ENSG00000204356	P18615
ENSG00000204392	Q9Y333
ENSG00000204394	P26640
ENSG00000204427	O95870
ENSG00000204435	P67870
ENSG00000204439	O95873
ENSG00000204469	P48634
ENSG00000204560	O60231
ENSG00000204568	Q9Y676
ENSG00000204569	Q96QC0
ENSG00000204574	Q8NE71
ENSG00000204590	P36915
ENSG00000204619	O60927
ENSG00000204628	P63244
ENSG00000204673	Q96B36
ENSG00000204822	Q96EL3
ENSG00000204922	Q6UW78
ENSG00000205220	P40306
ENSG00000205302	O60749
ENSG00000205323	P82979
ENSG00000205339	O95373
ENSG00000205358	P80294
ENSG00000205362	P04731
ENSG00000205413	Q5K651
ENSG00000205476	A6NKD9
ENSG00000205531	Q99733
ENSG00000205542	P62328
ENSG00000205571	Q16637
ENSG00000205581	P05114
ENSG00000205609	B5ME19
ENSG00000205629	Q9UIC8
ENSG00000205758	O95825
ENSG00000205765	A6NDU8
ENSG00000205903	A6NFI3
ENSG00000205981	Q96DA6
ENSG00000206418	Q6IQ22
ENSG00000206503	P04439,P16188
ENSG00000206560	O15084,O15084-4
ENSG00000211450	Q8IZQ5
ENSG00000211455	Q9Y2H1
ENSG00000211456	Q9NTJ5
ENSG00000213024	P37198
ENSG00000213066	O95684-2
ENSG00000213079	Q9UPN6
ENSG00000213246	P63272
ENSG00000213281	P01111
ENSG00000213339	Q9BXR0
ENSG00000213424	Q8N1A0-2
ENSG00000213465	P36404
ENSG00000213516	Q96E39
ENSG00000213523	Q9HD15
ENSG00000213551	Q8WXX5
ENSG00000213563	Q6P1X6
ENSG00000213585	P21796
ENSG00000213593	Q9Y320-2
ENSG00000213614	P06865
ENSG00000213619	O75489
ENSG00000213639	P62140
ENSG00000213672	Q9NZQ3-3
ENSG00000213689	Q9NSU2-2
ENSG00000213719	O00299
ENSG00000213722	O95865
ENSG00000213741	P62273
ENSG00000213780	Q92759
ENSG00000213782	Q9H0S4
ENSG00000213923	P49674
ENSG00000213934	P69891
ENSG00000213965	A8MXV4
ENSG00000213977	O14907
ENSG00000213983	O75843
ENSG00000214022	Q9BWE0
ENSG00000214026	Q16540
ENSG00000214078	Q99829
ENSG00000214114	Q99417
ENSG00000214253	Q9Y3D6
ENSG00000214517	Q9Y570
ENSG00000214736	Q96B49
ENSG00000214753	Q1KMD3
ENSG00000215021	Q99623
ENSG00000215251	Q7L8L6
ENSG00000215301	O00571
ENSG00000215305	Q9H269
ENSG00000218891	Q8NAF0
ENSG00000221914	P63151
ENSG00000221926	O95361
ENSG00000223496	Q5RKV6
ENSG00000223609	P02042
ENSG00000225830	Q03468
ENSG00000225921	Q9UMY1
ENSG00000227057	O15213
ENSG00000227345	Q86W56
ENSG00000227471	C9JRZ8-2
ENSG00000227500	Q969E2-2
ENSG00000228253	P03928
ENSG00000228474	P0C6T2
ENSG00000228716	P00374
ENSG00000230124	Q9BR61
ENSG00000230797	O15391
ENSG00000230989	O75506
ENSG00000231500	P62269
ENSG00000232112	Q9Y2S6
ENSG00000232119	Q9ULC4
ENSG00000233276	P07203
ENSG00000233927	P62857
ENSG00000234127	Q12899
ENSG00000234745	P01889,Q31610
ENSG00000237190	Q96HQ2
ENSG00000237649	Q9BW19
ENSG00000239264	Q8NBS9
ENSG00000239306	Q96PK6
ENSG00000239672	P15531
ENSG00000239857	Q7L5D6
ENSG00000239900	P30566
ENSG00000240344	Q9H2H8
ENSG00000240682	Q9ULR0
ENSG00000240857	Q9HBH5
ENSG00000240972	P14174
ENSG00000241343	P83881
ENSG00000241468	P56134
ENSG00000241553	P59998
ENSG00000241685	Q92747
ENSG00000241837	P48047
ENSG00000241945	Q15269
ENSG00000241978	Q9Y2D5,Q9Y2D5-6
ENSG00000242028	Q9NX55
ENSG00000242247	Q9NP61
ENSG00000242372	P56537
ENSG00000242485	Q9BYC9
ENSG00000242616	P50151
ENSG00000243147	O75394
ENSG00000243156	Q7RTP6
ENSG00000243279	O60831
ENSG00000243667	Q96MX6
ENSG00000243678	P22392,P22392-2
ENSG00000243725	O95801
ENSG00000243910	Q9H853
ENSG00000243927	P82932
ENSG00000243989	Q03154
ENSG00000244005	Q9Y697-2
ENSG00000244038	P39656
ENSG00000244462	Q9NTZ6
ENSG00000244509	Q9NRW3
ENSG00000244687	Q13404-1
ENSG00000244734	P68871
ENSG00000247077	Q96HS1
ENSG00000247596	Q6IBS0
ENSG00000249115	O94927
ENSG00000249915	O75340
ENSG00000250317	Q8N5G0-2
ENSG00000253710	Q2TAA5
ENSG00000253719	Q96GX2
ENSG00000253729	P78527
ENSG00000254087	P07948,P07948-2
ENSG00000254772	P26641
ENSG00000254986	Q9NY33
ENSG00000254999	Q8WUW1
ENSG00000255112	Q7LBR1
ENSG00000256269	P08397-2
ENSG00000257103	Q8ND56
ENSG00000257365	P49356
ENSG00000257727	Q9Y2B0
ENSG00000257923	P39880-3,Q13948
ENSG00000258315	Q8IXM2,Q8IXM2-2
ENSG00000258643	Q92843-2
ENSG00000258947	Q13509
ENSG00000259494	Q9H2W6
ENSG00000261236	Q14137
ENSG00000261456	Q3ZCM7
ENSG00000262246	P57737
ENSG00000262664	Q8WZ82
ENSG00000262814	P52815
ENSG00000263001	P78347-2,P78347-4
ENSG00000263465	Q9BRL6-2
ENSG00000264364	Q96FJ2
ENSG00000265190	P13928
ENSG00000265241	Q9Y5S9
ENSG00000265354	O14925
ENSG00000265681	P18621
ENSG00000265808	O75396
ENSG00000265972	Q9H3M7
ENSG00000266967	Q9BTE6
ENSG00000267855	O95182
ENSG00000270647	Q92804-2
ENSG00000271303	Q9BYN0
ENSG00000271321	Q86UF2
ENSG00000272325	O95989
ENSG00000272617	Q96MW5
ENSG00000273559	Q9NXE8
ENSG00000273749	Q7L576
ENSG00000273841	Q16594
ENSG00000274523	Q96I51
ENSG00000275052	Q5MIZ7-3
ENSG00000275066	Q9UMZ2-4
ENSG00000275700	Q9NY61
ENSG00000276043	Q96T88
ENSG00000276293	P78356
ENSG00000277443	P29966
ENSG00000277791	P49720
ENSG00000277972	P0C7P0
ENSG00000278053	Q9Y2R4
ENSG00000278259	Q96H55
ENSG00000278540	Q13085
ENSG00000278619	Q6IN84
