ID	UniProt ID
ENSG00000102103	O60828
ENSG00000102119	P50402
ENSG00000102144	P00558
ENSG00000102158	Q9H0U3
ENSG00000102172	P52788
ENSG00000102178	P11441
ENSG00000102181	Q8TCZ2
ENSG00000102189	Q15075
ENSG00000102218	O75695
ENSG00000102225	Q00536
ENSG00000102241	O43719
ENSG00000102309	Q9Y237,Q9Y237-2
ENSG00000102316	Q9UNF1
ENSG00000102317	P98179
ENSG00000102390	Q9BVG4
ENSG00000102393	P06280
ENSG00000102531	Q9Y2H6-2
ENSG00000102580	Q13217
ENSG00000102595	Q9NYU1
ENSG00000102606	Q14155-1
ENSG00000102699	Q9UKK3
ENSG00000102738	Q92665
ENSG00000102753	O00505
ENSG00000102804	Q15714,Q15714-2
ENSG00000102879	P31146
ENSG00000102882	P27361
ENSG00000102893	Q93100-4
ENSG00000102898	P61970
ENSG00000102900	Q8N1F7
ENSG00000102908	O94916
ENSG00000102910	Q86WA8
ENSG00000102921	O75113
ENSG00000102931	Q9Y2Y0-2
ENSG00000102967	Q02127
ENSG00000102974	P49711
ENSG00000102978	P19387
ENSG00000103018	O43169
ENSG00000103035	P51665
ENSG00000103043	Q08AM6
ENSG00000103051	Q9H9E3
ENSG00000103064	Q92536
ENSG00000103121	Q9NRP2
ENSG00000103160	Q3SXM5
ENSG00000103187	Q14019
ENSG00000103194	Q14694
ENSG00000103197	P49815-4
ENSG00000103257	Q01650
ENSG00000103266	Q9UNE7
ENSG00000103274	P53384-2
ENSG00000103275	P63279
ENSG00000103342	P15170-2
ENSG00000103356	Q5JPH6
ENSG00000103363	Q15370
ENSG00000103381	Q9BRF8
ENSG00000103415	P30519
ENSG00000103423	Q96EY1
ENSG00000103460	O15405-2
ENSG00000103495	P56270
ENSG00000103496	Q12846
ENSG00000103507	O14874
ENSG00000103510	Q9H7Z6
ENSG00000103512	Q15155
ENSG00000103549	O75150
ENSG00000103550	Q1ED39
ENSG00000103591	Q6PD74
ENSG00000103642	P83111
ENSG00000103653	P41240
ENSG00000103671	Q15650
ENSG00000103723	Q13367
ENSG00000103769	P62491
ENSG00000103876	P16930
ENSG00000103966	Q9H223
ENSG00000103978	Q8NBN3
ENSG00000104064	Q06547-2
ENSG00000104067	Q07157
ENSG00000104131	O75822
ENSG00000104231	Q8TCF1
ENSG00000104299	Q9NV88-2
ENSG00000104320	O60934
ENSG00000104331	Q9NX62
ENSG00000104356	Q99575
ENSG00000104365	O14920
ENSG00000104388	P61019
ENSG00000104408	P60228
ENSG00000104412	Q15006
ENSG00000104419	Q92597
ENSG00000104427	Q96GY0
ENSG00000104442	Q9NVT9
ENSG00000104450	Q07617
ENSG00000104472	Q9NRG0
ENSG00000104490	P61601
ENSG00000104517	O95071
ENSG00000104518	P57764
ENSG00000104522	Q13630
ENSG00000104524	Q53H96
ENSG00000104529	P29692-2,P29692-3
ENSG00000104611	Q9H788
ENSG00000104613	Q9NVR2
ENSG00000104626	Q8IV48
ENSG00000104671	O00399
ENSG00000104687	P00390-2
ENSG00000104695	P62714
ENSG00000104728	O15013-7
ENSG00000104774	O00754
ENSG00000104805	Q02818
ENSG00000104812	P13807
ENSG00000104823	Q13011
ENSG00000104824	P14866
ENSG00000104825	Q15653
ENSG00000104833	P04350
ENSG00000104835	Q9NP81
ENSG00000104852	P08621
ENSG00000104853	O96005
ENSG00000104872	Q9NWS0
ENSG00000104881	Q8WUF5
ENSG00000104884	P18074
ENSG00000104889	O75792
ENSG00000104892	Q6P597
ENSG00000104897	Q15428
ENSG00000104907	Q9NXH9
ENSG00000104946	Q9HA65
ENSG00000104969	O43765
ENSG00000104973	Q71SY5-5
ENSG00000104979	Q9UNZ5
ENSG00000104980	O43615
ENSG00000105063	Q9UPN7
ENSG00000105127	O43823
ENSG00000105135	A1L0T0
ENSG00000105171	O95707
ENSG00000105176	O94763
ENSG00000105185	O14737
ENSG00000105193	P62249
ENSG00000105197	Q3ZCQ8
ENSG00000105202	P22087
ENSG00000105220	P06744
ENSG00000105221	P31751
ENSG00000105223	Q8IV08
ENSG00000105245	Q9Y6R0
ENSG00000105248	Q9BW85
ENSG00000105254	Q99426
ENSG00000105258	P36954
ENSG00000105281	Q15758
ENSG00000105287	Q9BZL6
ENSG00000105298	Q8WUQ7
ENSG00000105321	Q9Y3X0
ENSG00000105323	Q9BUJ2-2
ENSG00000105329	P01137
ENSG00000105341	Q9NW81
ENSG00000105355	O60664
ENSG00000105357	Q7Z406-6
ENSG00000105364	Q9BYD3
ENSG00000105372	P39019
ENSG00000105373	Q9NZM5
ENSG00000105379	P38117
ENSG00000105401	Q16543
ENSG00000105402	P54920
ENSG00000105404	Q9UI14
ENSG00000105409	P13637
ENSG00000105447	Q9BQ67
ENSG00000105486	P18858
ENSG00000105514	O95716
ENSG00000105552	O15382
ENSG00000105568	P30153
ENSG00000105576	O14787-2
ENSG00000105607	Q92947
ENSG00000105618	Q8WWY3
ENSG00000105640	Q02543
ENSG00000105647	O00459
ENSG00000105649	P20336
ENSG00000105656	P55199
ENSG00000105662	Q6UUV9
ENSG00000105669	O14579
ENSG00000105671	Q9Y6V7
ENSG00000105675	P20648
ENSG00000105676	Q6NXE6
ENSG00000105679	O14556
ENSG00000105701	Q14318,Q14318-2
ENSG00000105705	Q8IWZ8
ENSG00000105723	P49840
ENSG00000105726	Q9HD20-2
ENSG00000105738	O60292
ENSG00000105755	O95571
ENSG00000105771	Q9H0W8
ENSG00000105778	Q8NBF6
ENSG00000105793	A4D1E9
ENSG00000105810	Q00534
ENSG00000105819	O75439
ENSG00000105821	Q99543
ENSG00000105835	P43490
ENSG00000105849	Q3B726
ENSG00000105854	Q15165
ENSG00000105879	Q75N03
ENSG00000105887	P58546
ENSG00000105926	Q9NZW5
ENSG00000105939	Q7Z2W4
ENSG00000105953	Q02218,Q02218-2
ENSG00000105971	P51636
ENSG00000105974	Q03135
ENSG00000105993	O75190,O75190-2
ENSG00000106009	Q6PJG6
ENSG00000106028	Q04837
ENSG00000106049	P31937
ENSG00000106077	Q8NFV4
ENSG00000106105	P41250
ENSG00000106153	Q9Y6H1
ENSG00000106211	P04792
ENSG00000106244	Q13442
ENSG00000106245	P41223
ENSG00000106263	P55884
ENSG00000106266	Q9Y5X2
ENSG00000106268	P36639-4
ENSG00000106299	O00401
ENSG00000106305	Q13155
ENSG00000106344	Q9NW13
ENSG00000106355	Q9Y4Y9
ENSG00000106367	P61966
ENSG00000106397	O60568
ENSG00000106399	P35244
ENSG00000106443	O94880,O94880-2
ENSG00000106459	Q16656
ENSG00000106462	Q15910
ENSG00000106477	Q9BYV8
ENSG00000106524	Q8IV38
ENSG00000106526	Q9C0K3
ENSG00000106546	P35869
ENSG00000106554	Q9NX63
ENSG00000106588	P25787
ENSG00000106591	Q9BYC8
ENSG00000106605	P53004
ENSG00000106608	Q8TCY9-2
ENSG00000106615	Q15382
ENSG00000106617	Q9UGJ0-2
ENSG00000106628	P49005
ENSG00000106636	O15498
ENSG00000106638	Q9Y4P3
ENSG00000106665	Q9UDT6-2
ENSG00000106682	Q15056
ENSG00000106723	Q9Y657
ENSG00000106771	Q9H330-2
ENSG00000106789	Q92828
ENSG00000106803	P60468
ENSG00000106829	Q04727
ENSG00000106853	Q14914
ENSG00000106976	Q05193,Q05193-3
ENSG00000106992	P00568
ENSG00000107105	Q12926
ENSG00000107164	Q96I24
ENSG00000107223	O60869
ENSG00000107262	Q99933-4
ENSG00000107295	Q99962
ENSG00000107341	Q712K3
ENSG00000107371	Q9NQT5
ENSG00000107438	O00151
ENSG00000107554	Q6XZF7
ENSG00000107566	O75477
ENSG00000107581	Q14152
ENSG00000107625	Q9BQ39
ENSG00000107643	P45983-3
ENSG00000107651	Q9Y6Y8
ENSG00000107669	O95260-2
ENSG00000107758	P16298
ENSG00000107798	P38571-2
ENSG00000107819	Q9BWM7
ENSG00000107833	O75607
ENSG00000107862	Q92538
ENSG00000107863	Q5T5U3
ENSG00000107897	Q5T8D3,Q5T8D3-2
ENSG00000107929	Q92615
ENSG00000107937	Q9BZE4
ENSG00000107949	Q9P287,Q9P287-4
ENSG00000107951	Q9NVV4
ENSG00000107959	Q5JRX3
ENSG00000107984	O94907
ENSG00000108010	O76003
ENSG00000108055	Q9UQE7
ENSG00000108061	Q9UQ13
ENSG00000108064	Q00059
ENSG00000108091	Q16204
ENSG00000108094	Q13617
ENSG00000108106	Q16763
ENSG00000108107	P46779
ENSG00000108175	Q9ULJ6
ENSG00000108179	P30405
ENSG00000108256	Q7Z417
ENSG00000108262	Q9Y2X7-3
ENSG00000108298	P84098
ENSG00000108312	P17480
ENSG00000108344	O43242
ENSG00000108349	O15234
ENSG00000108424	Q14974
ENSG00000108433	O14653
ENSG00000108439	Q9NVS9
ENSG00000108465	Q96JB5
ENSG00000108468	P83916
ENSG00000108479	P51570
ENSG00000108518	P07737
ENSG00000108528	Q02978
ENSG00000108559	Q99567
ENSG00000108561	Q07021
ENSG00000108578	Q13867
ENSG00000108582	O75976
ENSG00000108588	Q96A33
ENSG00000108591	P55039
ENSG00000108592	Q8IY81
ENSG00000108599	O43572
ENSG00000108602	P30838
ENSG00000108604	Q92925
ENSG00000108639	O43760
ENSG00000108651	Q9NYH9
ENSG00000108654	P17844
ENSG00000108666	Q9HAS0
ENSG00000108671	O00231
ENSG00000108679	Q08380
ENSG00000108774	P51148
ENSG00000108799	Q92800-5
ENSG00000108825	Q9BTE6
ENSG00000108826	Q9P0M9
ENSG00000108828	Q99536
ENSG00000108829	Q96AG4
ENSG00000108848	O95232
ENSG00000108861	P51452
ENSG00000108883	Q15029
ENSG00000108946	P10644
ENSG00000108953	P62258
ENSG00000108984	P52564
ENSG00000109016	Q6IAN0
ENSG00000109062	O14745
ENSG00000109072	P04004
ENSG00000109107	P09972
ENSG00000109111	Q7KZ85,Q7KZ85-2
ENSG00000109113	P0DI83,Q9BZG1,Q9BZG1
ENSG00000109133	P57088
ENSG00000109171	Q9P270
ENSG00000109180	Q9NX40
ENSG00000109270	Q9UHA4
ENSG00000109320	P19838
ENSG00000109332	P61077
ENSG00000109436	Q6ZT07
ENSG00000109445	Q9Y3S2
ENSG00000109452	O15327
ENSG00000109475	P49207
ENSG00000109501	O76024
ENSG00000109511	Q9UJ72
ENSG00000109519	Q9HAV7
ENSG00000109534	Q9NY12
ENSG00000109536	Q14331
ENSG00000109586	Q86SF2
ENSG00000109606	O43143
ENSG00000109736	Q14728
ENSG00000109775	Q9NUQ7
ENSG00000109805	Q9BPX3
ENSG00000109814	O60701
ENSG00000109854	Q9BUP3-3
ENSG00000109861	P53634
ENSG00000109917	O75312
ENSG00000109919	Q9Y6C9
ENSG00000109920	Q8N3X1
ENSG00000109971	P11142
ENSG00000110047	Q9H4M9
ENSG00000110048	P22059
ENSG00000110063	Q96C86
ENSG00000110074	Q96CU9-3
ENSG00000110090	P50416
ENSG00000110104	Q9H6F5
ENSG00000110107	Q9UMS4
ENSG00000110108	Q9BVC6
ENSG00000110172	Q9UHD1
ENSG00000110218	Q96RD7
ENSG00000110344	Q14139
ENSG00000110367	P26196
ENSG00000110395	P22681
ENSG00000110429	Q9UK99
ENSG00000110442	Q9P000
ENSG00000110583	Q86UY6
ENSG00000110619	P49589,P49589-2,P49589-3
ENSG00000110696	O00193
ENSG00000110700	P62277
ENSG00000110711	O00170
ENSG00000110713	P52948-5
ENSG00000110717	O00217
ENSG00000110768	P32780
ENSG00000110801	O00233
ENSG00000110841	Q86W92-2,Q86W92-4
ENSG00000110880	Q9ULV4
ENSG00000110906	Q9H3F6
ENSG00000110917	Q14165
ENSG00000110921	Q03426
ENSG00000110955	P06576
ENSG00000111011	Q7L4I2
ENSG00000111052	O14910
ENSG00000111077	Q63HR2-5
ENSG00000111142	P50579
ENSG00000111144	P09960
ENSG00000111229	O15145
ENSG00000111231	Q9UHW5
ENSG00000111237	Q9UBQ0
ENSG00000111275	P05091
ENSG00000111300	Q14CX7
ENSG00000111361	Q14232
ENSG00000111445	P40937
ENSG00000111481	P61923
ENSG00000111530	Q86VP6
ENSG00000111540	P61020
ENSG00000111581	P57740
ENSG00000111596	Q9NZN8
ENSG00000111605	Q16630-2
ENSG00000111615	Q13601
ENSG00000111641	P46087
ENSG00000111652	Q9UBW8
ENSG00000111667	P45974-2
ENSG00000111669	P60174-1
ENSG00000111674	P09104
ENSG00000111678	Q99622
ENSG00000111696	Q86UY8
ENSG00000111707	Q9H7L9
ENSG00000111725	Q9Y478
ENSG00000111726	Q8NFW8
ENSG00000111731	Q86YS7
ENSG00000111737	Q15286
ENSG00000111775	P12074
ENSG00000111785	Q9NVN3-3
ENSG00000111786	Q13242
ENSG00000111832	Q9H446
ENSG00000111845	Q9NWT1
ENSG00000111880	O60942
ENSG00000111906	Q7Z4H3
ENSG00000111911	Q9NQE9
ENSG00000111912	Q8NI08
ENSG00000112062	Q16539,Q16539-2
ENSG00000112079	Q15208
ENSG00000112096	P04179
ENSG00000112110	Q9H0U6
ENSG00000112118	P25205
ENSG00000112159	Q9NU22
ENSG00000112186	P40123
ENSG00000112200	Q9Y4E5-2
ENSG00000112208	O95816
ENSG00000112210	Q9ULC3
ENSG00000112245	Q93096
ENSG00000112249	Q8N3C0
ENSG00000112282	Q9ULK4-4
ENSG00000112294	P51649
ENSG00000112297	Q9Y4K1
ENSG00000112304	Q9NPJ3
ENSG00000112305	Q8IYB5-3
ENSG00000112306	P25398
ENSG00000112335	O60493
ENSG00000112339	Q9Y450,Q9Y450-2
ENSG00000112343	O00635
ENSG00000112514	O60888-3
ENSG00000112531	Q96PU8
ENSG00000112578	Q13895
ENSG00000112640	Q14738
ENSG00000112651	Q5T653
ENSG00000112655	Q13308
ENSG00000112667	O43598
ENSG00000112685	Q96KP1
ENSG00000112697	Q9NV96
ENSG00000112699	O60547
ENSG00000112742	P33981-2
ENSG00000112759	Q99808
ENSG00000112763	Q7KYR7-5
ENSG00000112782	Q9NZA1-2
ENSG00000112851	Q96RT1-6
ENSG00000112855	P49590
ENSG00000112893	Q16706
ENSG00000112972	Q01581
ENSG00000112977	P51397
ENSG00000112984	O95235
ENSG00000112992	Q13423
ENSG00000112996	Q9NP92
ENSG00000113013	P38646
ENSG00000113048	Q92552
ENSG00000113068	O60925
ENSG00000113141	Q13123
ENSG00000113163	Q9Y5P4-2
ENSG00000113194	Q96CS3
ENSG00000113282	Q14677-3
ENSG00000113312	Q99614
ENSG00000113368	P20700
ENSG00000113384	Q9H4A6
ENSG00000113387	P53999
ENSG00000113407	P26639
ENSG00000113441	Q9UIQ6
ENSG00000113460	Q8TDN6
ENSG00000113522	Q92878
ENSG00000113552	P46926
ENSG00000113558	P63208
ENSG00000113569	O75694
ENSG00000113575	P67775
ENSG00000113580	P04150
ENSG00000113583	Q8NC54
ENSG00000113593	Q96BP3
ENSG00000113595	P36406-3
ENSG00000113615	O95486
ENSG00000113643	P54136
ENSG00000113648	O75367-2,O75367-3
ENSG00000113649	O14776-2
ENSG00000113657	Q14195,Q14195-2
ENSG00000113658	Q99717
ENSG00000113712	P48729
ENSG00000113719	Q969X5
ENSG00000113734	Q12981
ENSG00000113758	Q16643
ENSG00000113761	Q9UL40
ENSG00000113810	Q9NTJ3
ENSG00000114021	Q9NQR4
ENSG00000114030	P52294
ENSG00000114062	Q05086-3
ENSG00000114125	Q9UBF6
ENSG00000114127	Q8IZH2-2
ENSG00000114209	Q9BUL8
ENSG00000114302	P13861
ENSG00000114316	Q13107
ENSG00000114331	Q15057
ENSG00000114346	Q9H8V3
ENSG00000114353	P04899
ENSG00000114374	O00507
ENSG00000114391	P83731
ENSG00000114416	P51114,P51114-2
ENSG00000114439	Q8WY36
ENSG00000114450	Q9HAV0
ENSG00000114480	Q04446
ENSG00000114491	P11172
ENSG00000114503	P52298
ENSG00000114520	O95219
ENSG00000114573	P38606
ENSG00000114686	P09001
ENSG00000114738	Q16644
ENSG00000114742	Q8TAF3,Q8TAF3-4
ENSG00000114744	Q86X83
ENSG00000114767	O43818
ENSG00000114779	Q96IU4
ENSG00000114784	O60739
ENSG00000114850	Q9UNL2
ENSG00000114867	Q04637
ENSG00000114942	P24534
ENSG00000114988	Q9H0V9
ENSG00000114993	Q9BST9
ENSG00000115042	Q96GK7
ENSG00000115053	P19338
ENSG00000115073	P42025
ENSG00000115091	P61158
ENSG00000115128	Q9Y3B4
ENSG00000115145	O75886
ENSG00000115159	P43304
ENSG00000115183	Q9C0D5
ENSG00000115207	Q8WUA4
ENSG00000115211	Q9UI10-2
ENSG00000115216	Q9UHY1
ENSG00000115233	O00487
ENSG00000115234	Q15036
ENSG00000115241	O15355
ENSG00000115268	P62841
ENSG00000115275	Q13724
ENSG00000115286	O75251
ENSG00000115306	Q01082,Q01082-3
ENSG00000115307	Q9Y679-2
ENSG00000115310	Q9NQC3,Q9NQC3-5
ENSG00000115317	O43464
ENSG00000115339	Q14435
ENSG00000115350	Q9NR33
ENSG00000115355	Q3V6T2-3
ENSG00000115364	P49406
ENSG00000115365	O43813
ENSG00000115368	Q8IWA0
ENSG00000115380	Q12805-2
ENSG00000115415	P42224
ENSG00000115419	O94925
ENSG00000115421	Q9BWT3
ENSG00000115468	Q9BUP0
ENSG00000115484	P50991
ENSG00000115486	P38435
ENSG00000115504	Q8NDI1-3
ENSG00000115514	O14530
ENSG00000115524	O75533
ENSG00000115539	Q9H2J4
ENSG00000115540	Q9Y3A3
ENSG00000115541	P61604
ENSG00000115561	Q9Y3E7
ENSG00000115641	Q14192
ENSG00000115677	Q00341
ENSG00000115685	Q15435,Q15435-2
ENSG00000115694	O00506
ENSG00000115756	P37235
ENSG00000115760	Q9NR09
ENSG00000115761	Q9BSC4
ENSG00000115806	Q9H8Y8
ENSG00000115808	O43815
ENSG00000115816	Q03701
ENSG00000115839	Q15042
ENSG00000115840	O75746
ENSG00000115866	P14868
ENSG00000115875	Q16629-3
ENSG00000115942	Q13416
ENSG00000115944	O14548
ENSG00000115946	Q9NRX1
ENSG00000115947	O43929
ENSG00000115970	Q6YHU6
ENSG00000115977	Q2M2I8
ENSG00000116005	Q9UHG3
ENSG00000116030	P63165
ENSG00000116039	P15313
ENSG00000116062	P52701
ENSG00000116096	P35270
ENSG00000116120	Q9NSD9
ENSG00000116133	Q15392
ENSG00000116138	Q9Y2G8
ENSG00000116141	Q9P0L2
ENSG00000116161	Q9HB71
ENSG00000116171	P22307
ENSG00000116199	O75063
ENSG00000116221	Q9BZE1
ENSG00000116237	O60725
ENSG00000116251	P35268
ENSG00000116266	O00186
ENSG00000116288	Q99497
ENSG00000116350	Q08170
ENSG00000116353	Q9BV79
ENSG00000116455	Q9BQA1
ENSG00000116459	P24539
ENSG00000116473	P62834
ENSG00000116478	Q13547
ENSG00000116489	P52907
ENSG00000116521	O14828,O14828-2
ENSG00000116560	P23246
ENSG00000116584	Q92974-3
ENSG00000116586	Q9Y2Q5
ENSG00000116641	Q96N67-4
ENSG00000116649	P19623
ENSG00000116688	O95140
ENSG00000116747	P10155
ENSG00000116752	O75934
ENSG00000116754	Q05519
ENSG00000116791	Q08257
ENSG00000116815	P19256-2
ENSG00000116830	Q9UNY4
ENSG00000116863	Q9NX46
ENSG00000116871	Q3KQU3,Q3KQU3-3
ENSG00000116874	Q9UGM6
ENSG00000116898	P82914
ENSG00000116903	Q8IYI6
ENSG00000116906	O15228
ENSG00000116918	Q99598
ENSG00000116954	Q9HB90
ENSG00000116957	Q15813
ENSG00000116977	O00214-2
ENSG00000117020	Q9Y243
ENSG00000117054	P11310
ENSG00000117118	P21912
ENSG00000117133	Q9H9Y2
ENSG00000117143	Q16222,Q16222-2,Q16222-3
ENSG00000117222	Q15291
ENSG00000117228	P32455
ENSG00000117262	B7ZAQ6-2
ENSG00000117266	Q07002
ENSG00000117308	Q14376
ENSG00000117335	P15529-14,P15529-6
ENSG00000117360	O43395
ENSG00000117385	Q32P28
ENSG00000117394	P11166
ENSG00000117399	Q12834
ENSG00000117419	O43414
ENSG00000117448	P14550
ENSG00000117450	Q06830
ENSG00000117500	Q9Y3A6
ENSG00000117505	Q01658
ENSG00000117519	Q15417
ENSG00000117523	Q9Y520-4
ENSG00000117525	P13726
ENSG00000117533	O75379-2
ENSG00000117543	Q9H2P9
ENSG00000117592	P30041
ENSG00000117593	Q6PI48
ENSG00000117597	Q68CQ4
ENSG00000117625	Q9P2K3
ENSG00000117632	P16949
ENSG00000117691	Q9UMX5
ENSG00000117713	O14497
ENSG00000117724	P49454
ENSG00000117748	P15927
ENSG00000117751	Q12972
ENSG00000117758	Q86Y82
ENSG00000117859	Q96SU4-7
ENSG00000117862	O95881
ENSG00000117868	A0FGR8-2,A0FGR8-6
ENSG00000117877	O15446
ENSG00000117899	Q14696
ENSG00000117906	Q14257
ENSG00000117984	P07339
ENSG00000118007	Q8WVM7
ENSG00000118058	Q03164-2
ENSG00000118181	P62851
ENSG00000118193	Q15058
ENSG00000118197	Q5T1V6
ENSG00000118200	Q08AD1-2,Q08AD1-3
ENSG00000118246	Q9NYY8
ENSG00000118260	P16220
ENSG00000118363	Q15005
ENSG00000118418	Q15651
ENSG00000118482	Q92576-2
ENSG00000118496	Q8TB52
ENSG00000118579	Q9H204
ENSG00000118640	Q9BV40
ENSG00000118680	O14950
ENSG00000118705	P04844,P04844-2
ENSG00000118873	Q9H2M9
ENSG00000118939	P15374
ENSG00000118960	Q53T59
ENSG00000119004	Q6UW02
ENSG00000119013	O43676
ENSG00000119048	P63146
ENSG00000119139	Q9UDY2
ENSG00000119203	Q9UKF6
ENSG00000119285	Q9H583
ENSG00000119314	O95758-1
ENSG00000119318	P54727
ENSG00000119321	Q5T1M5
ENSG00000119335	Q01105,Q01105-2
ENSG00000119383	Q15257,Q15257-2
ENSG00000119392	Q53GS7
ENSG00000119396	P61106
ENSG00000119401	Q13049
ENSG00000119408	Q9HC98
ENSG00000119414	O00743
ENSG00000119421	P51970
ENSG00000119471	Q6YN16
ENSG00000119523	Q9H553
ENSG00000119537	Q06136
ENSG00000119541	O75351
ENSG00000119559	Q9UFG5
ENSG00000119596	P49750,P49750-4
ENSG00000119638	Q8TD19
ENSG00000119640	P07311
ENSG00000119655	P61916
ENSG00000119669	Q9H1B7
ENSG00000119673	P49753
ENSG00000119689	P36957
ENSG00000119705	Q9GZT3
ENSG00000119707	P49756
ENSG00000119711	Q02252
ENSG00000119718	P49770
ENSG00000119729	P17081
ENSG00000119777	Q6NUQ4
ENSG00000119778	Q9ULI0-2
ENSG00000119782	P68106-2
ENSG00000119801	P62699
ENSG00000119812	Q8NCA5-2
ENSG00000119844	Q6ULP2-5
ENSG00000119888	P16422
ENSG00000119912	P14735
ENSG00000119917	O14879
ENSG00000119953	O75940
ENSG00000119969	Q9NRZ9
ENSG00000119979	Q8TCE6-2
ENSG00000120008	Q9BZH6
ENSG00000120053	P17174
ENSG00000120063	Q14344
ENSG00000120137	Q9H999
ENSG00000120158	Q9Y2P8
ENSG00000120159	Q9H8G2
ENSG00000120253	Q8NFH3
ENSG00000120254	Q6UB35
ENSG00000120265	P22061-2
ENSG00000120314	Q9H6Y2
ENSG00000120333	O60783
ENSG00000120437	Q9BWD1
ENSG00000120438	P17987
ENSG00000120526	Q96RS6
ENSG00000120539	Q96GX5,Q96GX5-2
ENSG00000120549	Q5T5P2
ENSG00000120686	P61960
ENSG00000120688	O75554
ENSG00000120693	O15198-2
ENSG00000120694	Q92598,Q92598-2
ENSG00000120697	Q9Y673
ENSG00000120699	Q96B26
ENSG00000120705	P62495
ENSG00000120708	Q15582
ENSG00000120725	Q9H173
ENSG00000120727	Q9BPZ3
ENSG00000120733	Q7LBC6
ENSG00000120756	Q14651
ENSG00000120800	O75691
ENSG00000120802	P42166,P42167,P42167-2
ENSG00000120837	P25208
ENSG00000120868	O14727-4
ENSG00000120889	O14763-2
ENSG00000120896	O60504
ENSG00000120910	P48454-2
ENSG00000120913	Q96JY6
ENSG00000120948	Q13148
ENSG00000120963	Q9Y5V0
ENSG00000120992	O75608
ENSG00000121022	Q92905
ENSG00000121057	Q92667
ENSG00000121058	P38432
ENSG00000121060	Q14258
ENSG00000121064	Q9HB40
ENSG00000121152	Q15003
ENSG00000121390	Q8WXF1
ENSG00000121481	Q99496
ENSG00000121486	Q7Z2T5
ENSG00000121579	Q9GZZ1
ENSG00000121691	P04040
ENSG00000121741	Q9UBW7
ENSG00000121749	Q8TC07-2
ENSG00000121766	Q9NP64-2
ENSG00000121774	Q07666
ENSG00000121892	Q29RF7,Q29RF7-3
ENSG00000121940	Q96S66
ENSG00000122026	P46778
ENSG00000122126	Q01968
ENSG00000122140	Q9Y399
ENSG00000122203	Q96A73-2
ENSG00000122218	P53621,P53621-2
ENSG00000122257	Q7Z6E9
ENSG00000122299	Q8IWR0
ENSG00000122378	Q9BRX8
ENSG00000122406	P46777
ENSG00000122515	Q8NF64-3
ENSG00000122545	Q16181,Q16181-2
ENSG00000122565	Q13185
ENSG00000122566	P22626
ENSG00000122591	Q9BYI3
ENSG00000122642	O95302
ENSG00000122643	Q9H0P0
ENSG00000122692	Q2TAY7
ENSG00000122705	P09496-2
ENSG00000122729	P21399
ENSG00000122779	O15164
ENSG00000122786	Q05682,Q05682-5
ENSG00000122873	Q9NZ45
ENSG00000122882	O95905
ENSG00000122884	P13674,P13674-2
ENSG00000122958	O75436
ENSG00000122966	O14578-4
ENSG00000123064	Q8TDD1,Q8TDD1-2
ENSG00000123104	Q14571
ENSG00000123124	Q9H0M0
ENSG00000123130	Q9Y305,Q9Y305-4
ENSG00000123131	Q13162
ENSG00000123136	O00148
ENSG00000123143	Q16512
ENSG00000123144	Q9BQ61
ENSG00000123146	P48960,P48960-3
ENSG00000123159	O14908
ENSG00000123178	Q5W111
ENSG00000123200	Q5T200
ENSG00000123213	Q9BYT8
ENSG00000123240	Q96CV9,Q96CV9-2
ENSG00000123268	P18846
ENSG00000123297	P43897
ENSG00000123349	Q99471
ENSG00000123352	Q86XZ4
ENSG00000123374	P24941
ENSG00000123395	Q9BSB4
ENSG00000123416	P68363
ENSG00000123545	Q9P032
ENSG00000123561	P05543
ENSG00000123562	Q15014
ENSG00000123595	P51151
ENSG00000123609	Q13287
ENSG00000123684	Q92604
ENSG00000123728	Q9Y3L5
ENSG00000123737	Q06265
ENSG00000123908	Q9UKV8
ENSG00000123975	P33552
ENSG00000123983	O95573
ENSG00000123992	Q9ULA0
ENSG00000124145	P31431
ENSG00000124155	Q969N2-5
ENSG00000124160	Q9HCD5
ENSG00000124164	O95292
ENSG00000124172	P56381
ENSG00000124181	P19174-2
ENSG00000124193	Q13247-3
ENSG00000124198	Q9Y6D5
ENSG00000124207	P55060
ENSG00000124209	Q9UL26
ENSG00000124212	Q16647
ENSG00000124214	O95793-2,O95793-3
ENSG00000124222	O14662,O14662-2,O14662-4
ENSG00000124226	Q9Y508
ENSG00000124228	Q96GQ7
ENSG00000124275	Q9UBK8-2
ENSG00000124299	P12955
ENSG00000124333	P51809
ENSG00000124356	O95630
ENSG00000124357	Q9UJ70
ENSG00000124380	Q8WVK2
ENSG00000124383	O00566
ENSG00000124422	Q9UPT9
ENSG00000124486	Q93008
ENSG00000124496	Q96PN7
ENSG00000124535	Q96S55
ENSG00000124541	Q96EU6-2
ENSG00000124562	P09234
ENSG00000124570	P35237
ENSG00000124571	Q9HAV4
ENSG00000124596	Q9Y530
ENSG00000124610	Q02539
ENSG00000124614	P46783
ENSG00000124641	Q9H944
ENSG00000124659	Q15814
ENSG00000124733	Q16626
ENSG00000124767	Q04760
ENSG00000124783	P43307
ENSG00000124787	O75818-2
ENSG00000124789	P49790
ENSG00000124795	P35659
ENSG00000124802	O43324
ENSG00000124831	Q32MZ4-3
ENSG00000124942	Q09666,Q09666-2
ENSG00000125037	Q9P0I2
ENSG00000125107	A5YKK6,A5YKK6-2
