ID	#Yes sites per 1K	#No sites per 1K	Adj. site FE	Site P-value	Site FDR	Site cutoff	%Yes seq	%No seq	Adj. seq FE	Seq P-value	Seq FDR	Seq cutoff
V$AIOLOS_01	1.1642156862745099	0.7327527785307671	1.0494059605861752	3.5884679427115645E-7	6.14366820427177E-6	0.7953070394408387	100.0	99.53917050691244	0.6197391984576991	0.007903450147898668	0.06765585781017375	0.6814777833250125
V$AIOLOS_03	0.20757020757020758	0.09073108151449165	1.1612743974613575	3.35555533169097E-4	0.0013765107530495516	0.999001996007984	100.0	89.86175115207374	0.6840038631575215	0.0010905134588365924	0.05016128309842744	0.9655688622754491
V$ALX1_05	0.32997250229147573	0.14150126506354885	1.3049690185773795	4.992199457772723E-6	5.2739733291642506E-5	0.9690309690309691	100.0	100.0	0.6169790090731271	0.00530169038746293	0.06216144405485488	0.6558441558441559
V$ALX3_01	0.3628536285362854	0.1572941996701073	1.3129088554386552	2.3787879080798157E-6	2.927468163410699E-5	0.8601398601398601	100.0	99.53917050691244	0.6197391984576991	0.002356571948707516	0.05437939706490241	0.557942057942058
V$ALX3_03	0.4032997250229148	0.18796436702471414	1.2512300383842438	3.555526637319803E-6	4.026599329929683E-5	0.9794897448724362	100.0	100.0	0.6169790090731271	0.011428559046157794	0.07578704038651722	0.7288644322161081
V$ALX4_02	0.4858548585485855	0.19768054823405376	1.4582989773808406	8.092821360895172E-9	2.286811317561689E-7	0.844	41.333333333333336	21.658986175115206	0.9671250649172022	8.042718948243693E-4	0.04710314189341724	0.8495
V$ALX4_03	0.4858548585485855	0.19768054823405376	1.4582989773808406	8.092821360895172E-9	2.286811317561689E-7	0.844	41.333333333333336	21.658986175115206	0.9671250649172022	8.042718948243693E-4	0.04710314189341724	0.8495
V$AP2REP_02	0.15902140672782875	0.05496131568934173	1.3167192624503976	1.4584180784556541E-4	7.200552701179273E-4	1.0	100.0	97.6958525345622	0.6310315664078215	0.025214116486641777	0.10768259139306073	0.7346326836581709
V$AP2REP_03	0.42357274401473294	0.1951948129100152	1.2731796628852865	1.641755673166646E-6	2.1818857930372252E-5	0.9545	100.0	96.31336405529954	0.639774805471924	0.009738494196507472	0.0725651677147315	0.785
V$AP2_Q6_01	0.15318627450980393	0.057180130116562755	1.2204044208332043	4.2130022384949514E-4	0.0016349257353519408	0.9840399002493766	100.0	99.07834101382488	0.6225242093028966	0.006380935995548588	0.06617268556118812	0.8059850374064838
V$AP4_03	0.21998166819431714	0.1055979590026484	1.0836410791994906	7.82346376119181E-4	0.0026008213908565118	0.984015984015984	100.0	98.15668202764977	0.6281700475279637	0.002731907142039793	0.05516123833102547	0.8231768231768232
V$AP4_Q6	0.3421937060800489	0.18796436702471414	1.0461233293729486	4.232023781569885E-4	0.001639029303560765	0.9580838323353293	100.0	100.0	0.6169790090731271	0.0024899457735586142	0.05488979574141104	0.7939121756487026
V$ARID3A_04	0.2644526445264453	0.12966143486319656	1.1053217729446905	3.5421791610622667E-4	0.0014318767289266288	0.8791812281577633	100.0	100.0	0.6169790090731271	0.003590904969671137	0.05723098642618418	0.5666500249625561
V$ARX_01	0.5166051660516605	0.2231877157481252	1.3911162141959827	1.8446054606874913E-8	4.7510833569300384E-7	0.8475	100.0	99.53917050691244	0.6197391984576991	0.0017166087907040293	0.05104162540369424	0.5905
