Gene_Symbol	MCF10A.mean	MDA_MB-231.mean	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB-231_1	N_MDA_MB-231_2	N_MDA_MB-231_3	N_MDA_MB-231_4
PCNT	9.209935332	9.643381534	9.37807307	9.21734682	9.34997436	9.25388987	9.49172534	9.6197088	9.57454598	9.52997647
CHMP1A	9.670112128	9.167306404	9.41562804	9.70333838	9.42899398	9.67224713	9.28799784	9.11297977	9.26759822	9.39817719
CDK16	10.60441862	11.39857662	10.76428441	10.82894945	10.70414323	10.79923504	11.26287789	11.2729288	11.23136392	11.21241184
CDK17	9.393692912	9.199640421	9.26426092	9.37039906	9.3484069	9.42174563	9.26547835	9.16016419	9.32963473	9.1930547
PCYT1A	9.35331133	9.456337415	9.29929158	9.4444388	9.25206025	9.47903013	9.42735146	9.46800662	9.37593419	9.46004239
PDCD2	9.628708231	10.20917108	9.72800512	9.7196835	9.80786817	9.75653699	10.12627351	10.16268009	10.08485977	9.98981965
PDE4A	2.266979465	9.210681419	5.38939795	5.09686305	5.22918129	5.2384745	8.46409614	8.27913404	8.50412758	8.18652699
PDE4B	4.761401617	3.524861571	4.36633011	4.16069868	4.74666729	4.2735899	4.0212805	3.74189643	4.1172143	3.76997951
PDE4D	8.719016687	9.177518036	8.88352323	8.79853185	8.83810693	8.72996881	9.13599333	8.90393457	9.25221222	9.00288247
PDE6A	5.22496448	3.995860832	5.13246594	4.59035932	5.09803084	4.47674391	4.71488538	4.14201796	4.37983153	3.85495573
PDE6D	7.615911202	7.943516755	7.60972607	7.68437322	7.71599913	7.73408115	7.77463509	7.93625574	7.83041763	7.94207537
PDE7A	7.860592729	7.335171282	7.91056728	7.58194704	7.83284033	7.59801891	7.22151522	7.60844289	7.23068148	7.63148935
PDE8A	8.900359273	9.119177314	8.83341488	8.97816592	8.8682645	9.07811842	9.02901061	9.12284482	8.95353132	9.1671952
PDGFA	7.625678479	7.260445933	7.18821618	7.51062626	7.10325311	8.00391325	7.57310028	7.12833241	7.42937009	6.99053546
PDGFRL	5.124713953	4.081571019	5.0571544	4.81050977	4.79468735	4.54019338	4.45066649	3.74687959	4.71363964	4.31323612
PDGFRB	9.795733811	7.188050508	9.67029959	8.75964358	9.67962624	8.64853794	8.1177642	7.37323727	8.00708001	7.37314203
PDHA1	9.75860953	10.79325245	9.73423412	10.13200973	9.78428655	10.17628625	10.43725244	10.74807797	10.4441466	10.68264624
PDHB	9.998407038	10.07102406	9.77569941	10.16880035	9.80295353	10.19397136	9.86020941	10.19159048	10.13498629	9.96752919
PDK1	8.90475428	9.225510566	8.11017165	9.38833393	7.69206562	9.34785339	9.01048401	9.05642784	9.21704751	9.0047312
PDK2	8.510347626	8.295622106	8.77424857	8.02751109	8.69865485	7.94538689	8.55780388	7.95659933	8.52161467	8.03288124
PDK3	7.477681806	7.976501231	7.74826555	7.39587756	7.77334132	7.3045652	7.86670427	7.64329809	8.06814969	7.82474745
PDK4	6.74060903	7.258767649	7.07400312	5.79768592	7.29855273	5.95026302	7.40676958	6.41965176	7.40204667	6.47517412
ENPP1	8.324016792	8.858687124	8.72170311	7.79966744	8.7825693	7.91048108	8.58337108	8.73595285	8.58356751	8.91890359
PDPK1	9.644880215	9.369170752	9.53234028	9.65072711	9.5585587	9.60755285	9.47110656	9.37713586	9.46938969	9.3851438
SLC26A4	3.035267264	2.953973199	2.73894603	3.04053496	3.19017024	2.89872921	2.79635396	2.86888843	3.1264853	3.01457327
PECAM1	6.061215077	5.658994594	6.12617283	5.55003157	6.1978212	5.62216619	5.94839381	5.25863996	6.07994553	5.24971017
PEPD	9.056457268	9.181736136	8.94339648	9.17647427	8.93215748	9.22355869	9.25883118	9.03217611	9.2691601	9.0123426
PER1	9.870000098	9.560690841	9.96943432	9.60440668	10.00085452	9.54839122	9.62662787	9.61079762	9.59574407	9.64021721
GATB	7.778404512	8.244841671	7.95858404	7.81197903	7.95184097	7.7856653	8.11457547	8.19427404	8.11545881	8.16462364
PEX1	8.370107495	8.294708615	8.4988464	8.09261691	8.57397917	8.12329205	8.32553723	8.21726544	8.3781812	8.27909675
PEX6	8.627882576	9.469620536	9.00351288	8.61278106	8.93902634	8.59560799	9.43835096	9.19825214	9.38243239	9.14068974
PEX7	5.442525279	5.882246172	5.32302382	5.79498468	5.51285828	5.44844073	5.8167966	5.42721968	6.07670151	5.58456066
PEX10	8.010480941	8.067929621	8.12052184	7.55156231	7.89891579	8.30846325	8.15069508	8.01606591	8.06996756	7.91058941
PEX12	7.168310181	7.110269876	7.183516	7.06244512	7.22212845	7.09634396	7.26768208	6.83695699	7.37783999	6.84314048
PEX13	8.904891082	8.581286015	8.77203394	8.8354139	8.75298448	8.97491756	8.66276048	8.61136173	8.67120758	8.64988872
PEX14	8.249061196	8.384620907	8.43141389	8.19223044	8.28138447	8.17599204	8.34334123	8.45443479	8.2923062	8.31646335
PFAS	8.243130832	9.74820829	8.21359689	8.85032698	8.17668919	8.78358159	9.02125678	9.72563198	9.12543896	9.69054257
PFDN1	10.45585991	10.29077609	10.38088249	10.45074798	10.36319869	10.4794996	10.22021389	10.44425726	10.17025946	10.4248908
PFDN2	9.217439858	9.901265888	9.00841886	9.57281774	9.08464058	9.59970399	9.77782748	9.75615747	9.70774239	9.77753797
PFDN4	9.057661247	9.372481222	9.25156883	8.90711746	9.25123131	8.9830018	9.01620471	9.52037621	9.03709915	9.49565778
PFDN5	10.75977269	9.925209816	10.71581338	10.47756451	10.68352411	10.48836915	10.10884316	10.12464465	10.10275311	10.08059493
ATP8B1	9.567110949	8.110177404	8.76857514	9.58757507	8.82811904	9.59032256	8.17494307	8.57109488	8.2467803	8.58789579
PFKFB2	7.907898466	8.165552466	7.89114509	8.07111276	7.87665626	7.97755138	8.25154616	7.8685374	8.27631055	7.96496961
PFKFB3	10.76681738	9.462875315	10.73675532	10.34176711	10.62363094	10.27796345	9.56121296	9.97982112	9.52259274	9.8350769
PFKFB4	8.380278399	7.88081865	7.83013252	8.59671872	7.84442779	8.49451123	8.11471428	7.77267769	8.12904723	7.77209671
PFKL	10.53886366	10.65882634	10.12819136	10.87527032	10.01237895	10.83325492	10.69032495	10.50643097	10.72611253	10.48559721
PFKM	9.541274985	9.900062066	9.78562039	9.3210024	9.85184258	9.34601406	9.74585542	9.89001621	9.69972645	9.91606888
PFKP	11.6025022	12.37451422	11.17953197	12.09149029	11.1771288	12.08312848	12.23055862	12.19583819	12.17642289	12.17367591
PFN1	13.57994181	14.04484385	13.25982539	13.97209407	13.23425109	13.91577446	13.82898046	14.05480412	13.7878917	14.03102169
PFN2	10.98197151	9.211265784	10.71911595	10.52070907	10.78625553	10.58223744	9.47354285	9.67072856	9.48993667	9.80293633
CDK14	11.36818718	7.01769985	10.72274781	10.76603616	10.69715917	10.63171829	8.08521339	8.32614752	8.1899777	8.48105703
PGAM1	11.22214512	11.71321243	10.7697148	11.63003446	10.78067205	11.62047973	11.34581087	11.76693503	11.32326767	11.7930934
PGD	10.407804	10.68463646	10.38135797	10.5453744	10.35755205	10.55567924	10.62728864	10.62592609	10.64463434	10.61329476
PGF	2.62804096	6.930804843	4.33336325	4.09943944	4.41814773	4.3971752	6.38212883	6.06502336	6.30748127	6.16117824
PGGT1B	7.95280324	8.124297893	7.89874864	7.99196607	7.9871793	8.05718937	7.83284754	8.18072028	8.05334932	8.22392029
PGK1	12.67038497	13.77118268	12.15158036	13.26490384	12.14305319	13.26755737	13.56223194	13.47511625	13.56542751	13.46571401
PGM1	10.47797955	10.98287648	10.06113725	10.84957347	10.18873163	10.87609819	10.94105218	10.78790398	10.90993275	10.79638039
PGM3	9.864144955	9.779905277	9.22529989	9.86365295	9.7520931	10.2001839	9.99156869	9.29894025	9.88208172	9.76874687
PHB	10.06178199	11.3503659	10.05009729	10.52700952	9.98839911	10.59795233	10.83765728	11.30989221	10.88534349	11.25161202
SLC25A3	12.52930914	12.69734981	12.68438361	12.43460488	12.65903223	12.44225694	12.63638555	12.69424869	12.62510542	12.68766298
PHEX	8.141206251	3.038964857	7.8457684	6.09047992	7.85524599	6.26456652	5.04155247	4.6698158	4.63970674	4.53268574
PHF1	8.940950439	8.61104867	9.05154764	8.66905749	9.06260085	8.58774318	8.68391353	8.65449789	8.76298553	8.5803592
PHF2	9.917085866	9.151109544	9.8737273	9.7223886	9.81094364	9.64236471	9.32764636	9.37293726	9.32801252	9.23081601
PHKA1	8.757642789	9.326631401	8.99284367	8.69314598	9.00428549	8.7808003	9.16032724	9.24264455	9.12093991	9.30437595
PHKA2	8.152349183	8.262711675	8.30988572	8.00021515	8.35491735	7.95079622	8.24537118	8.1936332	8.18876752	8.30207838
PHKB	10.62055793	9.901787063	10.47127204	10.52518627	10.44786555	10.47162374	10.11475669	9.94526437	10.16301877	9.98108545
PHKG2	7.391077182	7.344093584	7.32492378	7.44137873	7.38493884	7.33178566	7.09904564	7.56473022	7.11807922	7.50944705
PHYH	8.379768261	8.575314828	8.49646369	8.35580923	8.46368468	8.34269652	8.67442716	8.39084691	8.65702411	8.35776929
SERPINA1	8.23974875	11.10200459	8.81858913	9.01504886	8.81620553	9.00236769	10.99438374	9.99570573	10.95844878	9.95283441
SERPINB5	11.90889124	2.585153833	10.47957386	11.25888537	10.47495794	11.28496728	6.96503564	7.05186997	6.97740662	7.0326777
SERPINB6	10.10323327	10.32241726	10.13828811	10.17804877	10.12393886	10.14363682	10.38746098	10.1246829	10.39355982	10.16804876
SERPINE2	13.72099955	8.316070251	12.26047536	13.22492163	12.71149164	13.25066628	10.17587958	9.62007037	10.18776561	9.68599834
SERPINB8	8.795532829	8.561902974	8.57507511	8.65530807	8.56495567	9.07251958	8.57452797	8.65136741	8.56088999	8.62324159
PIGA	6.859719527	8.638821527	6.99364915	7.52794946	6.88891664	7.51925094	8.07792337	8.43623492	8.20407176	8.40130362
PIGC	8.55763007	8.139317411	8.5223457	8.36976715	8.51830428	8.46522404	8.18076734	8.20980035	8.28247179	8.24416703
PIGF	6.954524621	6.617596459	6.94786843	6.73760832	7.05966678	6.7192574	6.67815985	6.71792804	6.6319002	6.73453699
PIGH	6.787769352	7.273592581	6.95443211	6.94495238	6.88045968	6.81285043	7.19881194	7.13334461	7.1721865	7.17108192
PIK3C2A	10.28516326	10.57245206	10.59446382	10.08282488	10.35090581	10.23686825	10.67555582	10.19400207	10.49944477	10.58628679
PIK3C2B	4.995208942	7.005919105	5.43216666	5.42293357	5.66008845	5.29633158	7.04399569	5.71681687	6.95185795	5.64467431
PIK3C3	9.448572433	9.464592649	9.46916327	9.42766075	9.48943661	9.41154616	9.49927747	9.36622363	9.59856345	9.3529224
PIK3CA	9.857303127	9.356407212	9.88805474	9.59406162	9.88309791	9.59496003	9.51759432	9.32827747	9.59991364	9.36689044
PIK3CB	9.354661509	9.32404089	9.41742209	9.21868559	9.48495363	9.23464364	9.39506923	9.22983624	9.33730662	9.34096442
PIM1	7.542529208	8.503420746	7.87133106	7.71221215	7.79256206	7.64133442	8.39499549	8.21035654	8.45979805	8.13986567
PIK3CD	7.437481929	7.113858361	7.4001409	7.24613321	7.50201362	7.23255034	7.45630168	6.79382323	7.35371108	6.91950307
PIK3R1	12.85513292	8.462956206	12.28505183	11.52269345	12.75972445	11.56297056	9.81225727	9.50638356	9.78085672	9.47966314
PIK3R2	10.74758943	10.15847067	10.7026631	10.69994459	10.50654903	10.5640064	10.46675306	10.35930024	9.82303109	10.32941663
PI4KA	10.30232239	9.515295859	10.21664295	10.11375414	10.1445088	10.11903774	9.6789482	9.65901421	9.70856058	9.69673814
PI4KB	10.63747646	9.69302294	10.51275646	10.38299236	10.53015457	10.38370987	9.80131853	9.95701417	9.81958764	9.99956022
PIN1	8.57878883	8.941335646	8.59223715	8.7351241	8.55754102	8.71838128	8.80803997	8.96734757	8.68968131	8.96339169
PIN4	7.862020458	8.272431379	7.94048761	7.99826265	7.82069206	8.01380023	7.9773858	8.36694067	8.03761788	8.29530251
PIP4K2A	9.339690951	10.19612778	9.50666403	9.51760609	9.57819758	9.49262075	10.19470547	9.91562004	9.90325605	10.07093915
PITPNA	10.66167345	10.26492634	10.43729419	10.66672537	10.51622919	10.67893302	10.40904641	10.28339818	10.39355517	10.29389306
PITX1	8.090759203	9.269676879	8.23843559	8.46310508	8.16920465	8.51042251	9.07506285	9.07191607	9.03320157	8.97821921
PKD1	9.889961128	9.020674586	9.80115513	9.61158634	9.71702847	9.69910551	9.45687264	8.94359205	9.39688515	8.85348774
PKD2	10.52244796	8.208546851	10.29088347	9.86294449	10.31870584	9.88515803	8.76170584	8.82275242	8.71716229	8.76740267
PKM	15.27174406	14.57520787	14.78716336	15.39330997	14.77473115	15.36667435	14.64335283	14.77712492	14.64193722	14.75892646
PKNOX1	8.595161552	7.698170868	8.11060418	8.62373822	8.13319032	8.62566346	7.71638365	7.99755277	7.73311684	8.05016178
PKP2	10.91325519	9.90962473	10.8219593	10.55571211	10.87194695	10.58835845	10.16392902	10.0429829	10.17545872	10.11767735
PLAG1	6.551591998	7.117030998	6.86257321	6.31481017	6.94094991	6.38152959	7.05910639	6.79529767	7.17974881	6.81703329
PLAGL2	8.975434022	9.3492513	9.09486461	8.98325804	9.07212494	9.05624412	9.1642951	9.34525084	9.14301384	9.40848268
PLAT	10.49433562	10.37710882	10.48044522	10.49831698	10.4441787	10.45712645	10.33370879	10.40119791	10.43872836	10.42703678
PLAU	10.56291331	9.750268465	10.12844494	10.6247262	10.07747977	10.6211512	9.9440077	9.89598639	9.88148866	9.93590695
PLAUR	7.918128971	9.686642181	8.22444009	8.42199476	8.20481077	8.4675342	9.34902935	9.38647425	9.33293641	9.37441863
PLCB3	9.833488991	10.01303318	9.77237999	9.90941951	9.82131935	9.94798136	9.80785897	10.22899678	9.83767403	9.95490662
PLCB4	9.326500814	6.372062333	7.78644971	9.20197	7.95119814	9.17770015	6.11500798	7.46470113	6.33878643	7.35448649
PLCD1	6.680058743	6.70783046	6.78049973	6.3093182	6.94555741	6.42448357	6.95406256	6.1922042	6.95705202	6.30625143
PLCG1	11.12614745	10.19853827	11.0478408	10.85220329	11.01380184	10.85010971	10.25959385	10.52537521	10.25939268	10.50868558
PLD1	7.650943191	8.117448566	8.03330199	6.90887504	8.07868182	6.89073254	8.29596701	7.05951554	8.38904499	7.23802302
PLD2	9.534062102	7.424098918	9.35602148	8.88947972	9.37372687	8.85410044	7.91422873	7.91918326	8.01235764	7.87449055
PLEC	14.43411117	13.54877123	14.24791744	14.42502094	14.23562862	14.10705779	13.88300502	13.58239362	13.85756785	13.56804354
PLK1	8.437956814	10.92033859	9.07657298	8.93608346	9.06242006	8.95192879	9.95703175	10.84936189	9.83426435	10.81291355
PLOD1	12.92624936	11.55429404	12.25968329	12.95467517	12.23455524	12.91396922	12.06772307	11.56404494	12.02236069	11.5475546
PLOD2	14.0808489	11.88218711	13.13783626	13.99159203	13.17513643	14.02787444	12.4710397	12.23319293	12.49393276	12.27697327
PLP2	12.23055846	13.2524057	12.21628337	12.64184727	12.21917697	12.62029725	13.10401332	13.01782021	13.08776366	12.99627145
PLRG1	9.897241015	10.23206481	10.10824966	10.02245619	9.84334916	9.8565756	10.12336744	10.24588516	10.01654524	10.24328708
PLS1	7.825067188	9.225212086	8.18069547	8.07408634	8.17111948	8.15696319	8.72754849	9.06090454	8.84322798	9.14088851
PLS3	12.00319279	11.4721775	11.37713643	12.18798117	11.55247459	12.14738652	11.3459753	11.66881197	11.45741211	11.71847221
PLSCR1	9.612939398	9.381035397	9.78327808	9.20533229	9.82423094	9.18076219	9.54934704	9.22648033	9.57313317	9.23685834
PLXNA1	10.93964913	11.18371418	10.64406049	11.23115436	10.65974334	11.2071128	11.22388943	10.99723216	11.23206769	11.00029399
PLXNA2	10.66192264	10.48515948	10.29162268	10.87498355	10.22781457	10.86353155	10.52547686	10.48297086	10.52400943	10.49023652
PLXNB1	10.01871627	5.818706297	9.52264745	9.13796648	9.56087063	9.09921147	7.40371324	6.64682616	7.14806639	6.68150311
PLXNB3	6.78556549	7.669872859	6.90466368	6.98885135	6.91053131	6.987504	7.82236425	6.93001507	7.82234859	6.78699392
PMAIP1	7.133601086	10.0068184	7.73700042	8.0342318	7.76025898	7.95765805	9.54064992	9.47277964	9.50854636	9.55023295
PML	10.20477015	10.03945029	10.27316284	10.03154362	10.40642291	9.83881655	10.22624604	9.96084042	10.08799152	9.95501829
PMM1	8.457568001	7.664111568	8.47496004	8.0566557	8.4904332	8.04022856	7.96825895	7.65689947	7.92297895	7.7452026
PMM2	9.340777272	9.63549285	8.96830117	9.7089335	8.92700981	9.65241599	9.46553609	9.6352175	9.4962246	9.60585052
PMP22	7.356854268	10.56094371	8.28111495	8.13130654	8.34028169	8.04261727	9.99902313	10.04519692	10.03325199	10.04820833
PMS1	8.065707471	8.612247044	8.10515255	8.14552982	8.15789239	8.28155414	8.2441199	8.67161311	8.21188333	8.73018298
PMS2P1	6.253998617	6.562603518	6.33435161	6.33510247	6.18008412	6.42852133	6.37214601	6.44678308	6.66466714	6.44810353
PMS2P2	3.839988236	3.746549465	3.81258882	3.6859017	3.79670905	3.91325495	3.7499544	3.71838678	3.79884027	3.82518116
PMS2P5	4.853908644	4.703264436	4.9265372	4.51640061	4.86297766	4.8361678	4.53606157	4.91855788	4.74155848	4.69213913
PMS2P3	5.7256696	5.634309558	5.56254913	5.79703968	5.73220314	5.69449863	5.72299574	5.5163108	5.63723599	5.72704674
EXOSC9	8.437818115	9.543158073	8.44799751	8.81499208	8.42501833	8.85946302	8.94407066	9.62016532	8.85127766	9.57832395
EXOSC10	10.42561695	10.87957225	10.43658447	10.60801926	10.44529126	10.55662613	10.56757973	10.96314135	10.58784631	10.94641825
PMS2	8.237173207	8.627578531	8.47485448	8.14883377	8.4514283	8.14042569	8.62201829	8.4508793	8.59079689	8.4980581
PNN	10.56017414	10.82391945	10.57954644	10.62741834	10.5467004	10.60744708	10.31821654	11.08047197	10.27775075	11.03908559
UBL3	10.86328662	8.874120773	10.67561562	10.24064134	10.70765854	10.26707745	9.47714874	9.05509156	9.54595257	9.15045938
PODXL	11.57189536	11.55068072	10.61510252	11.95182766	10.61546269	11.94792322	11.57766297	11.16855215	11.8493649	11.11613645
POLA1	8.510470619	10.08281415	8.57503258	9.03054501	8.55100632	9.07060874	9.29302869	10.09825974	9.28440846	10.06698815
POLB	7.546426067	7.183823302	7.72824103	7.3735487	7.50494785	7.13388273	7.08045754	7.42273495	7.15780182	7.31557114
POLD1	7.711348751	9.075252767	7.74876566	8.27274415	7.83254219	8.05463288	8.4553584	9.04473352	8.32774237	9.11304852
POLD2	10.101257	11.33621248	9.83290463	10.6874412	9.8882953	10.64469795	10.92625205	11.19332213	10.93142965	11.22248249
POLE	8.939907829	10.00620263	8.86434973	9.34354861	8.95159201	9.35857553	9.43076018	10.03361725	9.48875523	10.02213648
POLE2	6.219664667	8.979380345	6.17278435	7.23424507	6.08361055	7.19424132	7.59280866	8.79704479	7.7514391	8.89511628
POLG	9.34808755	9.566203918	9.31877741	9.48645114	9.32227651	9.43136844	9.46173575	9.60620489	9.43447935	9.56755919
POLH	8.864697681	9.092000243	9.03963348	8.41629307	8.95258281	8.96809163	8.5140377	9.36208448	8.47262721	9.33181746
POLR2A	11.68252882	11.42517195	11.74555777	11.5446402	11.68923374	11.47313115	11.22553684	11.73338166	11.14577249	11.6334405
POLR2B	11.3888268	11.46666862	11.31711434	11.46233163	11.34687631	11.47245106	11.32863494	11.53830755	11.33704023	11.56468379
POLR2C	9.621728709	9.517994718	9.49542491	9.70154768	9.48361792	9.67496136	9.31292451	9.66614742	9.37689977	9.71511316
POLR2D	8.666931511	9.412267882	8.67292047	8.94429924	8.67541932	8.93037461	8.92012636	9.48592024	8.97617591	9.48528272
POLR2E	10.24027868	10.63897378	10.38337685	10.2765378	10.35669442	10.25657293	10.59023342	10.73302473	10.54961313	10.3053209
POLR2F	8.438889178	8.72126955	8.44825381	8.62716724	8.33968257	8.51962615	8.48762052	8.86473841	8.35121154	8.81994826
POLR2G	8.331539643	9.074632633	8.47962585	8.49121635	8.53485829	8.47557758	8.90288654	8.95969835	8.92019545	8.9266212
POLR2H	8.457308619	8.844903146	8.51063873	8.568602	8.39971057	8.64583558	8.62982746	8.94354682	8.56860236	8.85529574
POLR2I	7.59750348	8.588975709	7.75591821	7.86803087	7.68173782	7.95567527	8.37884532	8.53246746	8.25849622	8.37346167
POLR2J	8.696469885	9.047702669	8.73733465	8.80492509	8.76586687	8.76672101	8.88265202	9.10389767	8.81976056	9.06259429
POLR2K	9.892431287	9.717308661	9.60661873	9.98349117	9.64690327	10.05544723	9.44113882	9.92019828	9.54699906	9.94927267
POLR2L	10.76391169	10.90830414	10.72387311	10.85982888	10.77382369	10.77610074	10.62658803	11.09611765	10.60864211	11.05000214
POLRMT	8.299281255	8.735898391	8.28915417	8.50034528	8.29806447	8.46357252	8.58566148	8.66755303	8.6450814	8.68127021
PON2	11.42969558	8.614368799	10.99776823	10.8906353	11.0431973	10.88003289	9.32383566	9.30771991	9.38860338	9.28716753
POR	8.811717573	9.758082748	9.02021484	8.98152077	9.00134357	9.0381958	9.78928557	9.30290514	9.77647382	9.27924675
POU2F1	8.825329948	8.449372027	8.73775569	8.87336542	8.69276494	8.67121369	8.48891925	8.57705501	8.54302031	8.5059441
POU6F1	7.011992467	5.304911798	6.87475114	6.34478997	6.74138017	6.36636447	6.17256117	5.34070044	5.91536047	4.79535115
PPA1	10.80617748	11.63420541	10.87421645	11.04329183	10.90616588	11.09272658	11.43277819	11.46739752	11.45156592	11.53965815
PPARA	8.811070788	8.687461699	8.9857607	8.49643587	8.97648145	8.38758599	9.07394573	8.25418245	8.89984764	8.17203177
PPARD	9.923011476	9.51267071	9.67671587	10.00237248	9.69921369	9.91942578	9.73106682	9.48720642	9.68276868	9.44968325
PPARG	7.320525801	10.35884212	8.27797495	7.86790952	8.30967782	7.88565922	9.87985393	9.79470025	9.92778562	9.7711536
