Gene_Symbol	MCF10A.mean	MDA_MB-231.mean	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB-231_1	N_MDA_MB-231_2	N_MDA_MB-231_3	N_MDA_MB-231_4
MYL6	13.23132294	12.43687724	12.63081804	13.36408913	12.65615868	13.34359407	12.455824	12.68250711	12.49830099	12.67786168
MYLK	8.889778259	9.314892118	8.91254884	9.04980071	8.99961007	8.94983096	9.2905813	9.20585036	9.32406589	9.06654663
MYO1C	12.35074594	11.83515742	11.99150652	12.45927095	11.99990071	12.41991107	12.01364811	11.87673524	11.98549872	11.85253482
MYO1D	9.037678574	6.00355168	8.09601329	8.7384704	8.18714993	8.79258453	7.05851155	6.4638915	6.99521167	6.51083039
MYO1E	10.00074576	9.434536896	9.60296269	10.08925113	9.60151025	10.10388294	9.62893854	9.46805445	9.57200886	9.50121286
MYO5A	9.763677128	9.324101571	9.4767245	9.86066122	9.47508029	9.80790422	9.41867211	9.43726707	9.34041487	9.44722665
MYO5B	3.88923068	4.943425306	4.30389026	4.10863807	4.05242842	3.96892629	4.24444768	4.95373938	3.52312217	4.94975271
MYO6	10.17305185	9.829830248	10.15702955	10.05326008	10.14339181	10.04868007	9.99774632	9.77809987	10.01844467	9.77653977
MYO9A	8.830807781	8.514116236	8.63670181	8.84280488	8.70761635	8.84915502	8.61906807	8.47642615	8.69288357	8.51622076
MYO9B	10.4118082	10.1413601	10.23578576	10.49038331	10.21506975	10.44963843	10.21007267	10.19344783	10.20800531	10.16844454
MYO10	9.42961278	10.26024234	9.39271977	9.75731514	9.48201277	9.7313506	9.93798694	10.21662016	9.94905188	10.2290901
PPP1R12A	10.59569908	10.42482171	10.45171057	10.70203092	10.42632484	10.6142789	10.29824408	10.61845859	10.26825733	10.58054733
PPP1R12B	8.467663545	7.077559253	8.41870069	7.89927907	8.44254318	7.83129149	7.30450169	7.26693716	7.50975603	7.46507982
NAB1	9.964293772	9.425376825	9.85661234	9.77560126	9.90683129	9.87474256	9.57481635	9.40641892	9.72150583	9.41303315
NAB2	9.397104576	7.231654732	8.96016479	9.16171559	8.88895753	8.99343696	7.82242484	7.7679367	7.8830402	7.55711507
NACA	12.74449113	12.46910399	12.76917016	12.61930968	12.77444662	12.57333042	12.51767992	12.49347414	12.53005254	12.55663633
NAGA	8.288862641	8.140789597	8.25851091	8.25950514	8.17965013	8.32591256	8.14171271	8.15392087	8.19245729	8.19852163
NAGLU	8.57721615	8.280576511	8.5200404	8.58248282	8.45075059	8.35129457	8.68627878	7.68778975	8.64149503	7.80496586
HNRNPM	11.08971497	11.79388102	11.07933455	11.32893538	11.08670753	11.36591975	11.33845317	11.89642068	11.32094289	11.87022698
NAP1L1	13.81874919	13.31839236	13.76512257	13.68268494	13.77295506	13.65097264	13.35404917	13.47492562	13.38255997	13.47687424
NAP1L4	10.32137949	10.51511301	10.25442143	10.45836887	10.26210861	10.41527532	10.1943815	10.67903366	10.23729831	10.65682378
NARS	10.91885932	11.56096475	10.88630604	11.16682826	10.92079726	11.19254794	11.4812288	11.34769695	11.53269233	11.35396205
NASP	9.807866502	10.88959483	9.95472009	10.09947869	9.97642862	10.07129437	10.300582	10.95467593	10.27863182	10.93753138
NUBP1	7.706086949	8.768081232	7.95089359	7.98652137	7.88426393	7.95352351	8.42289178	8.77101968	8.36810253	8.61448972
NBN	10.10316839	10.12636498	9.961837	10.17827155	9.99405599	10.2334956	9.93657365	10.24567232	9.84191682	10.34158681
NCBP1	9.903997094	10.33962288	9.77778493	10.1646619	9.78457196	10.10547248	9.83948099	10.49158544	9.90197773	10.50720933
NCF2	4.979486883	5.304396593	4.38248729	5.21791108	3.98522203	5.36287902	5.34807435	4.23746854	5.60638794	4.30942507
NCK1	9.244225377	8.966581683	9.16109111	9.1517601	9.18659163	9.22950795	9.14797554	8.83693107	9.20448989	8.83311243
NCL	13.37548482	14.0655044	13.29437113	13.71113673	13.26379241	13.67317674	13.69724261	14.12454295	13.66318859	14.09926179
NDUFA1	9.235957994	10.00220169	9.32292629	9.5176465	9.34245291	9.41004714	9.93590749	9.82732336	9.858718	9.77741958
NDUFA2	8.454999093	8.202221898	8.34569082	8.38058914	8.37633253	8.4921141	8.23982949	8.33584839	8.07750573	8.34099054
NDUFA3	8.613065878	8.754856931	8.65319285	8.71725356	8.56437378	8.62888504	8.7503099	8.76053396	8.70795744	8.67807247
NDUFA4	10.20553935	10.06933077	10.05743409	10.27325019	10.03127445	10.30701041	10.12132636	10.04170834	10.15258265	10.05859812
NDUFA5	9.612592402	9.382646065	9.51126095	9.49051489	9.60196882	9.6063517	9.46085572	9.65289496	9.49757081	8.92567621
NDUFA6	9.165282267	9.26716182	8.96661588	9.33878942	8.94785005	9.3732289	9.09998408	9.38708703	9.0553295	9.3580935
NDUFA7	8.31549397	8.66146366	8.37668599	8.51047984	8.20034323	8.43641822	8.64904247	8.53144057	8.63366395	8.53182259
NDUFA8	8.662999082	9.304924279	8.70653416	8.90682133	8.7132271	8.85883176	9.08422161	9.26955718	9.08877937	9.24414732
NDUFA9	8.823225435	9.408644434	8.71149863	9.07317448	8.83836809	9.10042157	9.17341231	9.39223901	9.20841106	9.355748
NDUFA10	9.80865712	9.898080922	9.91011675	9.69322239	9.97137285	9.69244672	9.83799762	9.87245596	9.9123547	9.8840913
NDUFAB1	8.105507264	8.813178145	8.19439693	8.30612768	8.23376212	8.25159536	8.34099948	8.91757173	8.3279124	8.89263087
NDUFB1	8.786552144	8.696696089	8.76872355	8.81249355	8.71116026	8.77199216	8.67648954	8.75879822	8.60935659	8.80252893
NDUFB2	8.55398147	8.811565255	8.39243591	8.76592124	8.39274019	8.78016696	8.62482076	8.87068557	8.6439875	8.83889471
NDUFB3	8.408748014	8.801598504	8.36551799	8.60977715	8.39947096	8.54842818	8.5552406	8.86754246	8.48526058	8.88745594
NDUFB4	9.696398839	9.189481734	9.56489923	9.60814064	9.58751425	9.6173379	9.25842448	9.3486883	9.19157728	9.37887488
NDUFB5	9.66171587	9.815590558	9.82652364	9.54126699	9.82206751	9.52858616	9.82573336	9.73044889	9.81567182	9.74682452
NDUFB6	8.11188945	8.876012072	8.10243537	8.4341721	8.21720836	8.33172538	8.67931819	8.72147796	8.73249174	8.75284271
NDUFB7	9.116638718	9.011356665	8.93784458	9.27214281	8.94280569	9.1715612	9.0429555	9.03599303	9.03260536	9.00675772
NDUFB8	9.01007845	9.630495169	9.04706521	9.23917615	8.99668612	9.25709384	9.47678062	9.52861386	9.43944017	9.57178307
NDUFB9	10.18705781	9.029827363	9.78548361	10.15061654	9.80676302	10.06363632	9.24995904	9.32470593	9.26647226	9.2957316
NDUFB10	9.5990923	9.747095055	9.65258705	9.637333	9.6010195	9.62162942	9.63563017	9.81586852	9.6030268	9.78965105
NDUFC1	8.806276808	8.42824896	8.60171052	8.77520348	8.66158711	8.85399728	8.49880883	8.49895384	8.51110302	8.52282684
NDUFC2	9.372132001	9.69322625	9.20561248	9.39557975	9.4827583	9.6047207	9.73396464	9.7520279	9.36680246	9.58819571
NDUFS1	10.07469781	10.39045142	10.02018549	10.24941437	9.99989697	10.25396975	10.31575164	10.39194344	10.30474997	10.28267579
NDUFS2	10.41624619	9.8268955	10.34245926	10.23941432	10.36990371	10.23587295	9.98601382	9.94967874	9.92232711	9.95593346
NDUFS3	8.556215373	9.07852243	8.69519301	8.67845258	8.66805576	8.6266468	8.84896286	9.04351674	8.87576367	9.09793517
NDUFV1	9.668957979	10.34786902	9.77649673	9.90108899	9.72361383	9.84401586	10.313512	10.19297058	10.21963359	10.11961298
NDUFS4	9.137031636	9.457888077	9.16261713	9.2105829	9.20812374	9.23757057	9.41242986	9.38633761	9.39480931	9.37719247
NDUFS5	10.75233068	10.82048169	10.59607701	10.90668532	10.60978233	10.89403962	10.75823796	10.83765154	10.74275602	10.86624281
NDUFS6	9.195363532	9.594821468	8.95773332	9.52225452	8.92923231	9.48036317	9.27285545	9.68046653	9.30245038	9.65789807
NDUFS8	8.963104413	10.06747676	9.02144738	9.37514733	9.10087964	9.28724436	9.9057708	9.81711395	9.89417422	9.79320242
NDUFV2	9.98923722	10.3438812	10.11007402	10.01954891	10.06124522	10.05989198	10.20137367	10.31597955	10.21444928	10.34777688
NDUFV3	8.960702099	9.410920446	8.94819066	9.18122462	8.95673113	9.11415787	9.35566306	9.35678415	9.24821262	9.31050264
DRG1	8.933862994	9.399436465	8.89068902	9.18390728	8.89750492	9.10796083	9.16375132	9.403436	9.18655969	9.42320898
NEDD4	11.93758752	10.00973801	11.30618981	11.77113695	11.29092668	11.84763853	10.42274813	10.44341795	10.44159388	10.49006588
SEPT2	13.27419116	12.5752287	12.94278763	13.28437038	12.96932162	13.28721047	12.62273124	12.78389048	12.64186467	12.81047281
RPL10A	12.59006718	12.6507672	12.68380317	12.53732847	12.65072087	12.52329359	12.67474701	12.59853675	12.70262471	12.56695731
NEDD8	10.11239055	10.29688943	10.07907807	10.28072898	10.07090176	10.13430373	10.15587707	10.41911421	10.00566791	10.37800891
NEDD9	8.062803039	10.22108972	8.23399933	8.71061959	8.15344146	8.78877933	10.18901444	9.09524538	10.22223304	9.0676973
NEK1	8.810554946	7.96120511	8.79848843	8.40555659	8.83357898	8.42655446	8.0578744	8.16428885	8.09309871	8.24792303
NEK2	7.828538337	9.485604268	8.36859134	7.9532901	8.30740136	8.07302063	8.68307277	9.39648252	8.78973516	9.50949419
NEK3	6.590147608	5.840663627	6.44684561	6.51294152	6.09458455	6.54317987	5.90783564	6.04879254	5.85019184	6.22369524
NEO1	9.828600918	3.634446163	9.21673045	8.75729143	9.178562	8.81125739	6.11445501	5.80901806	5.89761547	5.95183902
NEU1	8.536807713	10.03784902	9.01191903	8.58068343	9.06183092	8.61504894	10.03717931	9.18875192	10.08914401	9.2691342
NF1	10.68883647	8.207836238	10.42762243	10.02822319	10.42156657	10.0643901	8.88602653	8.56638144	8.96552516	8.78743766
NF2	10.25729581	6.30172348	9.38307324	9.87612385	9.34429533	9.81082383	7.28023951	7.47806398	7.40865726	7.51940911
NFATC1	6.628094722	5.966533513	6.64175122	6.38930975	6.6081597	6.16395096	6.19646332	6.06984878	6.30312819	5.83284485
NFATC2	3.846902115	7.37558376	4.78030886	5.25173071	4.80020676	5.14071146	6.87136064	6.70285915	6.81065136	6.66976286
NFIA	9.047244726	8.885359876	9.10369017	8.91575879	9.15334365	8.83347404	8.88285847	8.92694564	9.00785101	8.83757961
NFATC3	9.299751311	8.93274503	9.31725589	9.15866198	9.27284283	9.13336187	8.93009887	9.06074456	8.9565187	9.08301406
NFE2L1	12.1385533	12.20069367	12.29282698	12.09761302	12.09064865	12.03596809	12.5469148	11.73010456	12.2576441	11.96702138
NFE2L2	11.09501936	10.69913624	11.20895201	10.10815133	11.20624637	11.03043092	10.96650735	10.81845912	10.13502093	10.83923879
NFIB	10.00428165	8.762115919	9.81637077	9.69905927	9.85227541	9.69872462	9.0784707	9.03374786	9.05002318	9.00658186
NFIC	12.23180922	11.52485216	12.27759231	11.86832921	12.22256583	11.88756845	11.88399077	11.85509844	11.36339505	11.42473093
NFIL3	8.827203699	9.438015601	9.13094348	8.55183174	9.228472	8.67278601	9.44442253	9.03490534	9.52408503	9.09405932
NFIX	11.54500094	9.996376384	11.40928353	11.16920887	11.31975615	11.11401438	10.39224808	10.34173257	10.33888106	10.31551493
NFKB1	9.712270011	9.584980496	9.67779626	9.69321036	9.64997235	9.72161431	9.56733765	9.66154718	9.59693087	9.61640339
NFKB2	8.224131212	9.7828362	8.56454912	8.6474337	8.53467628	8.58275857	9.62682839	9.33996129	9.65911189	9.27607317
NFKBIA	9.773041029	10.54888129	10.09398643	9.73743005	10.11294115	9.70220348	10.52698189	10.2534076	10.54377633	10.18045918
NFKBIB	7.131123787	8.150037541	7.32466412	7.55503123	7.1449545	7.38655536	7.85460214	8.0801046	7.84555244	7.96961867
NFKBIE	5.996966615	7.841254491	6.29609961	6.5889641	6.4180594	6.55688233	7.58379234	7.43813148	7.54715153	7.36037171
NFKBIL1	8.408172505	8.084137572	8.57666867	7.98362128	8.60072421	7.84551703	8.38768966	7.8638463	8.34817989	7.69940544
TONSL	7.940191475	9.041953653	7.8535924	8.37320358	7.82628933	8.36236607	8.22299524	9.1561203	8.20523795	9.14812546
NFRKB	9.022566938	8.761016544	8.99493317	8.87949771	9.04316269	8.94553661	8.74172619	8.87290285	8.75346153	8.88503195
NFX1	9.891416994	9.960240403	9.81775135	9.96921381	9.81323739	9.99941199	10.03525517	9.88877261	9.99542229	9.84451023
NFYA	9.335952792	9.909928522	9.57795934	9.5317705	9.27125306	9.35545362	9.57742466	10.08324207	9.35437864	9.94912068
NFYB	9.32016358	8.815953282	9.35613562	8.93862689	9.4443828	9.0095055	8.81516251	8.96704232	8.80068671	9.05193409
NFYC	8.956338683	9.228718632	9.0805088	9.01698968	9.01202338	8.94051206	9.15241584	9.20952835	9.16891376	9.15908585
SNU13	9.932949615	10.5632408	9.93039075	10.2122831	9.92214863	10.15659593	10.34128338	10.51088	10.36695731	10.51344748
NHS	5.44726064	7.501920968	6.18192221	5.9278497	6.02278906	5.85450144	7.03498901	7.20280789	7.07434103	7.10678829
NINJ1	9.840209107	9.000336596	9.84942336	9.44020571	9.81439691	9.46519863	9.42947834	8.9053593	9.36599971	8.81092436
NIT1	8.320505464	7.671925935	8.3678862	7.88991599	8.41534614	7.92846426	7.88218588	7.82599108	7.75908852	7.7487745
NKTR	9.792595962	9.586118809	9.89179156	9.5472762	9.89538004	9.53355139	9.29014086	9.82225132	9.27956343	9.88898154
NKX3-1	7.133001785	8.105213556	7.29076062	7.65353645	7.29843013	7.03960261	7.67708449	8.08261949	7.76321497	8.01338188
NMB	5.248387104	4.359367908	4.71836177	5.16781062	5.08490159	5.01629904	4.6042727	4.7686467	4.51528672	4.58554757
NME1	9.690179746	11.10109568	9.23091206	10.3552972	9.23948097	10.34345662	10.50710768	11.00563019	10.51741324	11.00096936
NME2	11.34596048	11.91503806	11.38843311	11.61365859	11.284297	11.53575744	11.81305671	11.73188267	11.84020866	11.81647441
NME3	7.9046754	6.573856964	7.78707165	7.492541	7.76242987	7.4374848	7.07933684	6.64355304	7.0466191	6.69280507
NME4	10.09937265	8.996510751	9.74622671	10.04618294	9.74550811	9.96056252	9.14109565	9.40909116	9.02078178	9.32541822
NQO2	7.119656118	9.33501183	7.61825289	7.74011367	7.62693705	7.69945631	9.03608083	8.8277013	9.03321258	8.83508724
NMT1	10.64229096	11.11757889	10.74560971	10.72523379	10.70391782	10.78460791	10.88377743	11.1149883	10.92794502	11.13722897
NNMT	11.61939743	10.78871726	11.38401852	11.53491272	11.33475957	11.48398262	11.27308855	10.49722438	11.22123918	10.50714815
NOP2	9.068159738	10.20087016	8.96908763	9.54798219	8.9455748	9.54642847	9.7442588	10.18748257	9.67026031	10.15238265
NONO	12.77387628	12.75331838	12.83447285	12.72290568	12.81924728	12.68080124	12.64024817	12.87308613	12.59998837	12.8722167
CNOT2	10.08062068	9.990749452	10.14221283	9.98178693	10.10135646	10.0101309	9.93054212	10.06573974	9.96810516	10.06105978
CNOT3	9.760027079	10.07139432	9.83089986	9.85148445	9.84179583	9.77438374	10.03790307	10.06380328	9.93890109	9.98743486
CNOT4	9.192672822	9.083974759	9.1929018	9.18960767	9.1207814	9.17538006	9.07947677	9.12833535	9.12651387	9.0906402
NOTCH1	8.615012035	9.678593884	8.94292348	8.77340914	8.87655284	8.73224505	9.75907457	9.07752982	9.68426167	9.13548044
NOTCH2	12.27846217	11.75755937	12.11713936	12.2008487	12.14679111	12.22282792	11.97519679	11.68028276	12.02519676	11.72857425
NOTCH3	4.261024265	4.237604832	4.34957054	4.11558383	4.1642156	4.05170017	4.51857583	3.46262272	4.48685991	3.82169112
NOTCH4	1.984510689	1.897672326	1.9186278	2.01434497	1.92601111	1.89620145	1.90961629	1.98840664	1.96818999	1.81852271
PNP	8.866684831	10.25687552	8.65496326	9.50336235	8.57213385	9.41364737	9.49344095	10.27410388	9.52578452	10.2461228
NPAS2	6.850639824	9.195443151	7.68037967	7.20654581	7.53059464	7.25013707	8.66752271	8.91559302	8.68629845	8.8003817
NPAT	9.178738297	9.504138105	9.28625375	9.22559494	9.25112366	9.22638775	9.44396816	9.42876292	9.40400142	9.47431859
NPC1	9.83011999	11.30098722	9.99855921	10.24170452	10.03430695	10.27315919	11.28437651	10.68035876	11.26956226	10.64773394
NPM1	14.07222147	14.140959	14.14754343	14.0367234	14.11880342	14.00833055	13.91933922	14.31257947	13.89779782	14.27796813
NPR3	7.391051346	9.508305919	7.29905747	8.187564	7.49276975	8.09517301	9.63629225	8.57258531	9.16066136	8.54946807
SLC11A2	8.67143752	9.152452075	8.66701161	8.82764013	8.94977763	8.5313747	9.16590823	9.11544399	9.2311906	8.48353383
NRAS	10.87189617	11.44102943	10.60039902	11.19308554	10.73096721	11.2343621	11.20241618	11.36794485	11.21157982	11.45827221
NRCAM	5.003166702	9.468075275	6.3558216	6.5045892	6.21991157	6.46868853	9.02800358	8.59125095	8.90427683	8.543566
NRDC	11.6118954	11.83098108	11.63746223	11.6740672	11.6033664	11.70958779	11.75904677	11.78279765	11.79606493	11.80862326
NRF1	7.733299746	7.873703819	7.8259291	7.71775394	7.7252533	7.76080835	7.68901509	8.01280591	7.63521318	7.96472496
NRGN	6.299197533	7.459229218	6.43352741	6.52845252	6.28576266	6.68080133	6.263923	7.65275583	6.28588068	7.57795461
YBX1	13.25379722	13.56854048	13.20251846	13.45840691	13.16507086	13.40491477	13.44272674	13.58340836	13.42055731	13.55529183
NSF	9.151785094	9.130992203	9.04761476	9.22069441	9.23412487	9.05093646	8.92403315	9.22581594	9.02318223	9.30279202
NT5E	13.19234181	13.0993224	13.07304943	13.31694922	13.0674283	13.20680817	13.06125799	13.14581159	13.09129285	13.16313304
NTHL1	5.933307543	7.016947257	6.35268202	6.18322136	6.21187334	6.04350663	6.86939777	6.85032547	6.73505671	6.67739582
ROR1	9.352098828	9.707455939	9.08968964	9.67059757	9.16705198	9.59560929	9.46546873	9.76501973	9.47260693	9.74543408
NTSR1	4.378433003	2.059641612	3.79329763	3.77846015	3.74231546	3.89842832	3.13052171	3.06707155	2.91827868	3.23319565
NUCB1	11.12265806	11.12027511	11.21947798	11.01079745	11.15994234	10.93124868	11.46611606	10.5599835	11.41901277	10.50383757
NUCB2	9.156887289	10.27837416	9.28994583	9.48608053	9.29246672	9.44097585	10.35115483	9.62435074	10.35155492	9.59198696
NUMA1	12.31691945	11.4035652	12.3851693	11.81439223	12.39812036	11.72872515	11.67300678	11.50349574	11.62910657	11.51936851
NUP88	8.958605346	10.45333465	9.15201311	9.372943	9.20283473	9.41366985	9.92672802	10.31528389	9.93033091	10.40720561
NUP98	10.8369334	11.46040479	10.87205003	10.98890114	10.88848863	11.10187947	11.18836019	11.45022008	11.16886008	11.47885711
NR4A2	7.138526866	3.93498793	7.0326808	5.17336426	6.93099152	5.28232821	4.92799213	4.27137263	5.15069679	4.37550911
NVL	9.279455787	9.062913653	9.13936357	9.30497637	9.07254315	9.37751737	9.03162445	9.18945285	8.9976627	9.18557172
OAS3	7.414073711	8.573696991	7.46110077	7.86158731	7.48754627	7.82648944	8.4274247	8.28741315	8.39202055	8.24833868
OAT	10.80071894	10.70132591	10.47248391	10.95342429	10.48442069	11.03053457	10.61222017	10.76079478	10.62279536	10.82490969
TBC1D25	8.635974307	9.114257498	8.7310878	8.73886484	8.76647671	8.69559803	9.19738263	8.85179808	9.15185403	8.78758188
OAZ1	12.0873868	12.31692964	12.13068304	12.15923536	12.11190796	12.13660669	12.25920562	12.28131784	12.26790667	12.27538704
OAZ2	10.03591217	8.965319926	9.99373319	9.82501809	10.02009271	9.23179329	9.23618589	8.83571916	9.19754474	9.37771404
OCRL	9.831977989	10.41453152	9.89148842	9.94980626	9.9488769	10.02948265	10.27532417	10.31658838	10.29971462	10.30689256
ODC1	9.585922695	11.33448908	9.32661738	10.23796764	9.39959444	10.28374531	10.37486499	11.32081345	10.37932661	11.34341262
ODF2	9.190664903	9.982836596	9.20451665	9.49415761	9.26846861	9.42878306	9.66644172	10.03980989	9.61999928	9.90374958
OGDH	10.14264631	11.27237039	10.31384502	10.46433725	10.32164069	10.45721302	11.09932176	11.00157311	11.08185051	11.04846143
OGG1	7.834058146	8.017235486	7.5972928	8.0324337	7.71125309	8.03284639	7.78674442	8.09805269	7.77321474	8.15087364
OPA1	10.27557371	11.02189359	10.42084839	10.37303881	10.44131036	10.49807649	10.79786773	10.78342449	10.8813605	11.02245016
TNFRSF11B	3.977048449	3.828677941	3.42777909	4.00099879	3.39342568	4.25675134	3.96856578	3.42352286	4.06654112	3.52044051
OPHN1	7.183646136	8.961001621	7.7271777	7.39942867	7.80198636	7.44514322	8.64349345	8.53669337	8.7286993	8.58668062
OPRL1	3.66621693	3.006825117	3.89473447	2.66607779	3.31484354	2.79755398	3.24789343	2.82246554	3.32054475	2.81023795
ORC1	6.704581387	8.324277583	6.2893914	7.28919176	6.36691418	7.43112714	7.06450172	8.36101189	7.18821553	8.37056031
ORC2	8.942858499	9.320763371	8.9544362	8.97448852	9.04566506	9.07954923	9.00041893	9.43582409	8.99707137	9.42343925
ORC4	9.064363038	9.213058106	9.12668223	8.9743668	9.16622463	9.10099463	9.13964568	9.16494579	9.24431822	9.17384385
ORC5	7.73163249	8.934611258	7.92498543	7.98617149	8.02505146	8.07605634	8.48506737	8.82286064	8.58370922	8.85631904
SLC22A18	6.872178977	5.930827197	6.85712572	6.2789557	6.77868892	6.22667015	6.47778598	5.12419047	6.55019703	5.21530008
OSBP	10.43744701	10.66770696	10.45670974	10.50271607	10.48368217	10.46513896	10.80652874	10.37549717	10.81167972	10.37039976
OTX1	6.053343271	4.447577016	5.66714838	5.81653241	5.50042998	5.77695661	4.77922931	4.95580838	4.97743362	4.99116601
OXA1L	10.31989075	10.74822574	10.60596345	10.16739103	10.58889107	10.14220686	10.7615604	10.56236639	10.72079788	10.55499395
OXCT1	9.889817119	8.448374216	9.52501263	9.6201038	9.49998941	9.67495777	8.11588954	9.07930246	8.10929129	9.13870046
OXTR	6.931572341	5.863549768	6.70262461	6.69353481	6.55678947	6.83897458	6.01391121	6.23238828	6.09852802	6.16960626
P2RX4	6.1799691	6.631696816	6.3016021	6.06985971	6.40548275	6.15821114	6.84818211	5.85280349	6.80936076	6.00039641
P2RY2	5.095451185	8.796155898	5.82087001	6.2345948	5.75858921	6.51091018	8.22502667	8.50782283	8.25496325	7.31488518
P4HA1	11.35785547	11.27401165	10.53675754	11.67056293	10.56234046	11.72491672	11.45627042	10.85172668	11.50086677	10.92480711
P4HB	13.51283041	13.80932647	13.28728394	13.75512912	13.28700103	13.7363057	14.04421319	13.26806895	14.01630413	13.27970741
PA2G4	11.40466261	12.35307555	11.32075913	11.78637696	11.31422534	11.8016288	11.79209961	12.42195032	11.78626553	12.41066533
PEBP1	11.04127412	11.30095339	11.03952797	11.13208539	11.07919944	11.12312499	11.16448492	11.32542016	11.18379164	11.30717731
PABPC3	9.379547212	8.667349772	9.39249173	9.05831402	9.38089191	9.05198305	8.88725085	8.75894343	8.86225375	8.75490468
FURIN	11.57034211	9.810031862	11.27180507	11.24981423	11.11598379	11.32817979	10.39978717	9.95033094	10.41111694	9.96832011
PCSK6	2.945781462	6.764558763	4.05607877	4.58441258	4.03937478	4.4565713	6.36227463	5.45914023	6.46123221	5.66234017
PAFAH1B1	11.52983882	11.29297404	11.40034422	11.54662946	11.41034902	11.55722467	11.31477729	11.3401271	11.33622269	11.37219589
PAFAH1B2	10.90223182	11.01031659	10.87367945	10.97053287	10.85792802	10.98090236	10.83000423	11.06804643	10.94759957	11.07940695
PAFAH1B3	7.522144952	8.263332825	7.62076356	7.8212729	7.5127904	7.73362436	7.90820879	8.32935784	7.83430413	8.25535001
PAFAH2	7.249122637	6.972739577	7.2697309	7.15713378	7.19151383	7.12742415	7.10425849	7.0414046	6.96384357	7.02320231
PRDX1	11.689591	11.90475718	11.45778398	11.89648603	11.53367058	11.91368682	11.62968834	11.98293972	11.66939415	12.04889997
SERPINE1	16.4819092	14.99499464	15.39977827	16.62014578	15.35926334	16.58406473	15.18040163	15.36140408	15.1606633	15.33794324
PAK1	8.535749691	8.402300274	8.38469107	8.5482541	8.54760241	8.52562094	8.27265258	8.57833707	8.27846002	8.53643499
PAK2	11.32554714	11.8034639	11.36108194	11.48349378	11.36638538	11.48051887	11.59588488	11.80883693	11.59984957	11.79903635
PALM	8.1440413	5.15948854	7.89991584	7.31132887	7.73583829	7.22331358	6.34035138	5.31483265	6.2480321	5.45975837
PAM	11.4270838	11.12676477	11.23187772	11.49671215	11.10380321	11.51877752	11.32041753	10.89043798	11.44972206	10.91660823
PAPPA	8.247962241	6.7611446	8.17169765	7.48011891	8.24469841	7.60518764	7.36470635	6.61994636	7.29498768	6.8580116
PARN	9.547161724	9.437653743	9.53340403	9.49225619	9.53711841	9.53509519	9.44534079	9.45279977	9.45380877	9.48878688
PAWR	9.728911929	9.668212297	9.34222434	9.98789763	9.40392048	9.91163902	9.69723914	9.59141194	9.73361451	9.63623631
PDCL	8.672303741	8.632911547	8.65675777	8.70338115	8.64643051	8.64263973	8.59080468	8.66914521	8.52175682	8.76153063
PAX9	8.053277874	3.825250058	7.576526	7.24250522	7.51756545	7.13359343	5.18538037	5.36513517	5.31593844	5.10845282
PBX1	10.71508828	10.43100519	10.81863875	10.2354434	11.04168486	10.18607578	10.51916079	10.43495912	10.49308139	10.41696635
PBX2	9.541517963	9.778085408	9.78622096	9.3498162	9.77814519	9.31025829	9.8214043	9.62520136	9.768755	9.65459318
PBX3	8.578131492	8.058361063	8.58311151	8.19604374	8.56415698	8.47169911	7.96531851	8.19950918	8.07390943	8.37172513
PC	9.244937623	10.46887695	9.70159329	9.13703168	9.7624041	9.13398575	10.61573614	9.79251261	10.39241233	9.73672113
PCBD1	8.325521288	8.688632867	8.47558046	8.39000792	8.47726483	8.24867894	8.60060577	8.6723008	8.55105158	8.62311231
PCBP1	11.58907392	12.00249724	11.54762167	11.80370777	11.52471498	11.7817331	11.96028763	11.8888358	11.94676804	11.87389261
PCBP2	13.13346632	12.52490429	13.22730007	12.74169511	13.20832654	12.73278487	12.70483399	12.56479924	12.74339837	12.54207421
PCCA	8.113001174	6.283440788	7.9588862	7.60671323	7.87311949	7.51978781	6.91288366	6.42517236	6.88940619	6.62534788
PCCB	7.366771211	8.725516694	7.73243215	7.68719453	7.58752449	7.73096908	8.54819163	8.42191429	8.51545755	8.35922365
PCDH1	5.415245431	8.026873499	5.07018103	6.33844021	5.19208828	6.55137658	7.9728401	7.042813	7.55879214	6.96913754
PCDHGC3	9.735391779	6.450312611	9.40469113	8.99936895	9.47087749	8.53372472	7.03267585	7.52785869	6.86186207	7.56638175
PCDH7	9.488453798	6.488432065	8.84068916	9.08068719	8.86084573	9.08695561	7.03009839	7.49742503	7.05677338	7.43975305
PCDH9	10.15101352	3.13805532	9.56862274	8.86770805	9.59442091	8.85136395	5.88286242	6.00525393	5.83964069	6.02746237
SERPINA5	6.924943292	5.959479015	6.89189249	6.02941494	7.04705078	6.13787468	6.45586166	5.31400198	6.55902032	5.35598326
PCK2	7.841088693	9.12061073	8.14364181	7.99467839	8.06753649	7.90580253	9.34025861	7.81867719	9.26591517	7.68913887
PCM1	11.39438074	10.67927177	11.3485803	11.16963367	11.33260573	11.14106313	10.8171086	10.85470163	10.82194855	10.84145935
PCMT1	10.14591645	10.13801789	9.89281898	10.34876316	9.90044872	10.30868775	10.04967702	10.20835103	10.03077216	10.21877094
PCNA	10.8752453	10.93019779	10.31519363	11.14725138	10.30174948	11.20810553	10.38952072	11.1518929	10.43965209	11.20388601
