ID	Entrez ID
ENSG00000106683	3984
ENSG00000107295	6456
ENSG00000107485	2625
ENSG00000107831	2253
ENSG00000107874	79004
ENSG00000107949	56647
ENSG00000108479	2584
ENSG00000108773	2648
ENSG00000108786	3292
ENSG00000109062	9368
ENSG00000109072	7448
ENSG00000109158	2557
ENSG00000109321	374
ENSG00000109458	2549
ENSG00000109501	7466
ENSG00000109536	2483
ENSG00000109819	10891
ENSG00000109846	1410
ENSG00000109854	10553
ENSG00000110195	2348
ENSG00000110203	2352
ENSG00000110628	5002
ENSG00000110721	1119
ENSG00000110799	7450
ENSG00000111012	1594
ENSG00000111057	3875
ENSG00000111206	2305
ENSG00000111241	2251
ENSG00000111537	3458
ENSG00000111640	2597
ENSG00000111666	56994
ENSG00000111700	28234
ENSG00000111816	2444
ENSG00000111846	2651
ENSG00000111886	2570
ENSG00000112175	653
ENSG00000112679	56940
ENSG00000112761	8838
ENSG00000112964	2690
ENSG00000113013	3313
ENSG00000113070	1839
ENSG00000113327	2566
ENSG00000113504	10723
ENSG00000113520	3565
ENSG00000113522	10111
ENSG00000113578	2246
ENSG00000113712	1452
ENSG00000114062	7337
ENSG00000114279	2257
ENSG00000114315	3280
ENSG00000114378	3373
ENSG00000114480	2632
ENSG00000114554	5361
ENSG00000114861	27086
ENSG00000114867	1981
ENSG00000115053	4691
ENSG00000115263	2641
ENSG00000115339	2591
ENSG00000115414	2335
ENSG00000115594	3554
ENSG00000115641	2274
ENSG00000116574	58480
ENSG00000116678	3953
ENSG00000116741	5997
ENSG00000116752	10286
ENSG00000116833	2494
ENSG00000117139	10765
ENSG00000117226	2635
ENSG00000117228	2633
ENSG00000117308	2582
ENSG00000117335	4179
ENSG00000117525	2152
ENSG00000117560	356
ENSG00000117592	9588
ENSG00000117724	1063
ENSG00000118113	4317
ENSG00000118515	6446
ENSG00000118523	1490
ENSG00000118689	2309
ENSG00000119048	7320
ENSG00000119318	5887
ENSG00000119537	2531
ENSG00000119782	2281
ENSG00000120129	1843
ENSG00000120211	3641
ENSG00000120215	2315
ENSG00000120217	29126
ENSG00000120332	63923
ENSG00000120337	8995
ENSG00000120833	8835
ENSG00000120885	1191
ENSG00000120889	8795
ENSG00000121552	1475
ENSG00000121691	847
ENSG00000122025	2322
ENSG00000122176	2331
ENSG00000122641	3624
ENSG00000123091	26994
ENSG00000123124	11059
ENSG00000123416	10376
ENSG00000123609	9111
ENSG00000124145	6385
ENSG00000124275	4552
ENSG00000124935	10647
ENSG00000124939	4246
ENSG00000125347	3659
ENSG00000125731	10045
ENSG00000125740	2354
ENSG00000126218	2159
ENSG00000126457	3276
ENSG00000126458	6237
ENSG00000126709	2537
ENSG00000126778	6495
ENSG00000127329	5787
ENSG00000127445	5300
ENSG00000127824	7277
ENSG00000127914	10142
ENSG00000128422	3872
ENSG00000128591	2318
ENSG00000128683	2571
ENSG00000129214	6462
ENSG00000129244	482
ENSG00000129559	4738
ENSG00000129654	2302
ENSG00000129682	2258
ENSG00000129993	863
ENSG00000130005	2593
ENSG00000130203	348
ENSG00000130383	2527
ENSG00000130396	4301
ENSG00000130402	81
ENSG00000131023	9113
ENSG00000131196	4772
ENSG00000131203	3620
ENSG00000131482	2538
ENSG00000131759	5914
ENSG00000131781	2330
ENSG00000131808	2488
ENSG00000131979	2643
ENSG00000132326	8864
ENSG00000132382	10514
ENSG00000132589	2319
ENSG00000132740	3508
ENSG00000132906	842
ENSG00000133027	10400
ENSG00000133048	1116
ENSG00000134046	8932
ENSG00000134460	3559
ENSG00000134574	1643
ENSG00000134824	9415
ENSG00000134917	11095
ENSG00000135047	1514
ENSG00000135346	1081
ENSG00000135441	2647
ENSG00000135454	2583
ENSG00000135828	6041
ENSG00000135917	80704
ENSG00000136068	2317
ENSG00000136098	4752
ENSG00000136160	1910
ENSG00000136244	3569
ENSG00000136487	2689
ENSG00000136574	2626
ENSG00000136634	3586
ENSG00000136750	2572
ENSG00000136754	10006
ENSG00000136807	1025
ENSG00000136826	9314
ENSG00000136877	2356
ENSG00000136931	2516
ENSG00000136986	79139
ENSG00000137070	3590
ENSG00000137077	6366
ENSG00000137142	347252
ENSG00000137273	2295
ENSG00000137507	2615
ENSG00000137700	2542
ENSG00000137714	2230
ENSG00000137745	4322
ENSG00000137869	1588
ENSG00000137880	2644
ENSG00000138039	3973
ENSG00000138675	2250
ENSG00000138685	2247
ENSG00000139289	22822
ENSG00000139318	1848
ENSG00000140199	9990
ENSG00000140285	2252
ENSG00000140379	597
ENSG00000140396	10499
ENSG00000140416	7168
ENSG00000140464	5371
ENSG00000140564	5045
ENSG00000140836	463
ENSG00000140905	2653
ENSG00000140939	8996
ENSG00000140961	29948
ENSG00000141012	2588
ENSG00000141013	2622
ENSG00000141027	9611
ENSG00000141429	2589
ENSG00000141448	2627
ENSG00000142168	6647
ENSG00000142319	6531
ENSG00000142453	10498
ENSG00000143226	2212
ENSG00000143387	1513
ENSG00000143437	405
ENSG00000143546	6279
ENSG00000143556	6278
ENSG00000143631	2312
ENSG00000143641	2590
ENSG00000143799	142
ENSG00000143816	7483
ENSG00000143819	2052
ENSG00000143924	27436
ENSG00000144218	3899
ENSG00000144554	2177
ENSG00000144791	8994
ENSG00000144891	185
ENSG00000145217	10861
ENSG00000145321	2638
ENSG00000145863	2559
ENSG00000145864	2561
ENSG00000146276	2569
ENSG00000146469	7432
ENSG00000146535	2768
ENSG00000146678	3484
ENSG00000146729	2631
ENSG00000147274	27316
ENSG00000147488	9705
ENSG00000147596	63978
ENSG00000147955	10280
ENSG00000148200	2649
ENSG00000148303	6130
ENSG00000148834	9446
ENSG00000148926	133
ENSG00000148935	2620
ENSG00000149177	5795
ENSG00000149269	5058
ENSG00000149968	4314
ENSG00000150457	26524
ENSG00000150593	27250
ENSG00000150907	2308
ENSG00000151422	2241
ENSG00000151617	1909
ENSG00000151623	4306
ENSG00000151632	1646
ENSG00000151702	2313
ENSG00000151834	2555
ENSG00000151892	2674
ENSG00000151923	7073
ENSG00000152137	26353
ENSG00000152422	7518
ENSG00000152942	5884
ENSG00000153162	654
ENSG00000154727	2551
ENSG00000155090	7071
ENSG00000155380	6566
ENSG00000155495	9947
ENSG00000155966	2334
ENSG00000156413	2528
ENSG00000156802	29028
ENSG00000156958	2585
ENSG00000157087	491
ENSG00000157150	7079
ENSG00000157557	2114
ENSG00000158125	7498
ENSG00000158195	10163
ENSG00000158458	9542
ENSG00000158477	909
ENSG00000158636	56946
ENSG00000158828	65018
ENSG00000158941	57805
ENSG00000159131	2618
ENSG00000159184	10481
ENSG00000159640	1636
ENSG00000159763	5304
ENSG00000160183	64699
ENSG00000160211	2539
ENSG00000160339	2220
ENSG00000160691	6464
ENSG00000160752	2224
ENSG00000160766	2630
ENSG00000160791	1234
ENSG00000160867	2264
ENSG00000161011	8878
ENSG00000161513	2232
ENSG00000161800	29127
ENSG00000161958	2256
ENSG00000162595	9077
ENSG00000162645	2634
ENSG00000162889	9261
ENSG00000162909	824
ENSG00000162924	5966
ENSG00000162989	3760
ENSG00000162992	4760
ENSG00000162998	2487
ENSG00000163083	3625
ENSG00000163220	6280
ENSG00000163285	2565
ENSG00000163288	2560
ENSG00000163453	3490
ENSG00000163599	1493
ENSG00000163629	5783
ENSG00000163781	11073
ENSG00000164171	3673
ENSG00000164251	2150
ENSG00000164270	3360
ENSG00000164404	2661
ENSG00000164900	2636
ENSG00000165060	2395
ENSG00000165197	2277
ENSG00000165457	2350
ENSG00000165471	4153
ENSG00000166206	2562
ENSG00000166311	6609
ENSG00000166573	2587
ENSG00000166592	6236
ENSG00000167207	64127
ENSG00000167658	1938
ENSG00000167749	9622
ENSG00000167751	3817
ENSG00000167996	2495
ENSG00000168269	2299
ENSG00000168496	2237
ENSG00000168505	2637
ENSG00000168522	2339
ENSG00000168961	3965
ENSG00000169218	284654
ENSG00000169429	3576
ENSG00000169564	5093
ENSG00000170122	2298
ENSG00000170296	11337
ENSG00000170345	2353
ENSG00000170421	3856
ENSG00000170425	136
ENSG00000170776	11214
ENSG00000170820	2492
ENSG00000170956	1084
ENSG00000170965	10761
ENSG00000171049	2358
ENSG00000171051	2357
ENSG00000171105	3643
ENSG00000171124	2525
ENSG00000171148	10474
ENSG00000171298	2548
ENSG00000171388	8862
ENSG00000171557	2266
ENSG00000171560	2243
ENSG00000171564	2244
ENSG00000171766	2628
ENSG00000172020	2596
ENSG00000172379	9915
ENSG00000172732	80198
ENSG00000173153	2101
ENSG00000173372	712
ENSG00000173486	2286
ENSG00000173531	4485
ENSG00000174697	3952
ENSG00000174808	685
ENSG00000174951	2523
ENSG00000175305	9134
ENSG00000175324	27257
ENSG00000175595	2072
ENSG00000176165	2290
ENSG00000176387	3291
ENSG00000176678	2300
ENSG00000176692	2303
ENSG00000176907	56892
ENSG00000176920	2524
ENSG00000177628	2629
ENSG00000177731	2314
ENSG00000178919	2304
ENSG00000178950	2580
ENSG00000179163	2517
ENSG00000179222	9500
ENSG00000179348	2624
ENSG00000179399	2262
ENSG00000179772	2307
ENSG00000180155	66004
ENSG00000180182	9282
ENSG00000180340	2535
ENSG00000180370	5062
ENSG00000180447	2619
ENSG00000180549	2529
ENSG00000180772	186
ENSG00000181092	9370
ENSG00000182256	2567
ENSG00000182481	3838
ENSG00000182511	2242
ENSG00000182578	1436
ENSG00000182866	3932
ENSG00000183087	2621
ENSG00000183386	2275
ENSG00000183566	317716
ENSG00000183770	668
ENSG00000183873	6331
ENSG00000184502	2520
ENSG00000184557	9021
ENSG00000185010	2157
ENSG00000185122	3297
ENSG00000185345	5071
ENSG00000185721	4733
ENSG00000185737	10718
ENSG00000186081	3852
ENSG00000186160	199974
ENSG00000186297	2558
ENSG00000186564	2306
ENSG00000186790	2301
ENSG00000186895	2248
ENSG00000187091	5333
ENSG00000187210	2650
ENSG00000187474	2359
ENSG00000187730	2563
ENSG00000187741	2175
ENSG00000187840	1978
ENSG00000188488	5104
ENSG00000188677	29780
ENSG00000188986	25920
ENSG00000189221	4128
ENSG00000189283	2272
ENSG00000196208	9687
ENSG00000196230	203068
ENSG00000196352	1604
ENSG00000196371	2526
ENSG00000196396	5770
ENSG00000196419	2547
ENSG00000196498	9612
ENSG00000196557	8912
ENSG00000196584	7516
ENSG00000196735	3117
ENSG00000196924	2316
ENSG00000197408	1555
ENSG00000198074	57016
ENSG00000198160	57708
ENSG00000198586	9874
ENSG00000198793	2475
ENSG00000198840	4537
ENSG00000198901	9055
ENSG00000203747	2214
ENSG00000203852	333932
ENSG00000204217	659
ENSG00000204305	177
ENSG00000204308	6048
ENSG00000204681	2550
ENSG00000204842	6311
ENSG00000205250	1874
ENSG00000205777	2543
ENSG00000207604	406989
ENSG00000207744	406903
ENSG00000213088	2532
ENSG00000213190	10962
ENSG00000213445	6494
ENSG00000213523	10011
ENSG00000213930	2592
ENSG00000214013	2595
ENSG00000215269	2576,2578,2579
ENSG00000215644	2642
ENSG00000221869	1052
ENSG00000226929	255313
ENSG00000226979	4049
ENSG00000231852	1589
ENSG00000232810	7124
ENSG00000234745	3106
ENSG00000236362	2574,2576,2578,2579
ENSG00000236824	618
ENSG00000237541	3117
ENSG00000240972	4282
ENSG00000242252	632
ENSG00000244405	2119
ENSG00000249992	25907
ENSG00000251493	2297
ENSG00000254440	59351
ENSG00000254647	3630
ENSG00000257017	3240
ENSG00000257365	2342
ENSG00000259384	2688
ENSG00000263528	9641
ENSG00000265190	653145
ENSG00000265972	10628
ENSG00000268221	2652
ENSG00000274274	2577
ENSG00000275152	6360
ENSG00000275302	6351
ENSG00000277363	80725
ENSG00000277632	6348
ENSG00000278540	31
ENSG00000282608	140
ENSG00000283706	29122
