ID	Ensembl ID	Gene symbol	Gene symbol ID	Average Intensity	FDR	Hit names	Hits	Master molecule name	Maximal radius	Ranks sum	Reachable total	Reached from set	Score	Transpath ID	UniProt ID	Z-Score
MO000482290	ENSG00000146648		EGFR	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000482319	ENSG00000141510		TP53	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000482332	ENSG00000108654		DDX5	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000482336	ENSG00000177479		ARIH2	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000482337	ENSG00000146648		EGFR	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000482354	ENSG00000170836		PPM1D	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000482360	ENSG00000253729		PRKDC	437.216668420702	0.048	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TCF-4-isoform10(h)","TCF-4-isoform8(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000125399","MO000125401","MO000129437","MO000257758"]	DNA-PKcs-isoform1(h)	9.602731	223	82610	20	0.38629356	MO000080193	P78527	1.6120896
MO000482380	ENSG00000131788		PIAS3	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000482418	ENSG00000146648		EGFR	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000482438	ENSG00000173039	RELA		NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000482454	ENSG00000177479		ARIH2	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000482476	ENSG00000105229		PIAS4	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000482484	ENSG00000204435			1135.2709338086268	0.015	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TCF-4-isoform10(h)","TCF-4-isoform8(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000116288","MO000125399","MO000125401","MO000129437","MO000257758"]	CKII-beta(h)	9.921612	108	72799	21	0.38387054	MO000082901	P67870	2.2447422
MO000482487	ENSG00000141510		TP53	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000482541	ENSG00000100393		EP300	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000482582	ENSG00000146648		EGFR	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000482588	ENSG00000100393		EP300	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000482597	ENSG00000087586		AURKA	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000482642	ENSG00000146648		EGFR	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000482646	ENSG00000147162			49.94573113995892	0.016	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000116288","MO000129437","MO000257758"]	OGT(h)	9.083012	140	57627	19	0.3430858	MO000068035	O15294	2.2192411
MO000482678	ENSG00000136603		SKIL	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000482700	ENSG00000204435			1135.2709338086268	0.015	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TCF-4-isoform10(h)","TCF-4-isoform8(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000116288","MO000125399","MO000125401","MO000129437","MO000257758"]	CKII-beta(h)	9.921612	108	72799	21	0.38387054	MO000082901	P67870	2.2447422
MO000482726	ENSG00000173039	RELA		NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000482730	ENSG00000100393		EP300	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000482776	ENSG00000099804			52.24528539839161	0.012	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TCF-4-isoform10(h)","TCF-4-isoform8(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000116288","MO000125399","MO000125401","MO000129437","MO000257758"]	Cdc34(h)	8.997447	82	75042	21	0.42801994	MO000019454	P49427	2.151469
MO000482832	ENSG00000145386		CCNA2	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000482853	ENSG00000096717			3.0902875554831306	0.033	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TCF-4-isoform10(h)","TCF-4-isoform8(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000125399","MO000125401","MO000129437","MO000257758"]	SIRT1-isoform1(h)	8.854378	130	89866	20	0.54593694	MO000084718	Q96EB6	1.7153803
MO000482938	ENSG00000104365			12.373726233721133	0.008	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TCF-4-isoform10(h)","TCF-4-isoform8(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000125399","MO000125401","MO000129437","MO000257758"]	IKK-beta-isoform1(h)	9.340879	80	71027	20	0.39722645	MO000060068	O14920	2.4391096
MO000482957	ENSG00000197386		HTT	1.9732336818458427	0.037	["RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000129437","MO000257758"]	huntingtin(h)	9.995998	333	43633	17	0.2236878	MO000084581	P42858	1.7173052
MO000482960	ENSG00000146648		EGFR	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000482979	ENSG00000160691		SHC1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000482986	ENSG00000142230			183.06259786382122	0.007	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TCF-4-isoform10(h)","TCF-4-isoform8(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000116288","MO000125399","MO000125401","MO000129437","MO000257758"]	Aos1(h),Aos1-isoform1(h)	9.329223	130	90874	21	0.5604412	MO000019986,MO000085628	Q9UBE0	2.1464043
MO000483030	ENSG00000175387		SMAD2	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000483045	ENSG00000146648		EGFR	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000483046	ENSG00000088325		TPX2	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000483054	ENSG00000109320		NFKB1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000483068	ENSG00000146648		EGFR	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000483075	ENSG00000146648		EGFR	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000483096	ENSG00000177606	JUN		44.46251991891073	0.024	["AP-4(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000257758"]	c-Jun(h)	9.831163	231	56556	17	0.33914766	MO000019469,MO000058322	P05412	2.9202287
MO000483136	ENSG00000100387			61.25803473865143	0.012	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TCF-4-isoform10(h)","TCF-4-isoform8(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000116288","MO000125399","MO000125401","MO000129437","MO000257758"]	Roc1(h)	9.40561	62	78967	21	0.45496982	MO000019440	P62877	2.2827866
MO000483152	ENSG00000141510		TP53	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000483154	ENSG00000197386		HTT	1.9732336818458427	0.037	["RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000129437","MO000257758"]	huntingtin(h)	9.995998	333	43633	17	0.2236878	MO000084581	P42858	1.7173052
MO000483196	ENSG00000186575			813.6503046101998	0.025	["RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000129437","MO000257758"]	Merlin-isoform1(h),Merlin-isoform2(h),Merlin-isoform3(h)	9.90599	391	45650	17	0.23887737	MO000109174,MO000109175,MO000109176	P35240,P35240-6	1.5335472
MO000483198	ENSG00000161057		PSMC2	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000483237	ENSG00000177606	JUN		44.46251991891073	0.024	["AP-4(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000257758"]	c-Jun(h)	9.831163	231	56556	17	0.33914766	MO000019469,MO000058322	P05412	2.9202287
MO000483249	ENSG00000141510		TP53	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000483306	ENSG00000170836		PPM1D	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000483310	ENSG00000004897		CDC27	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000483312	ENSG00000146648		EGFR	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000483331	ENSG00000173039	RELA		NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000483355	ENSG00000177606	JUN		44.46251991891073	0.024	["AP-4(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000257758"]	c-Jun(h)	9.831163	231	56556	17	0.33914766	MO000019469,MO000058322	P05412	2.9202287
MO000483387	ENSG00000177606	JUN		44.46251991891073	0.024	["AP-4(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000257758"]	c-Jun(h)	9.831163	231	56556	17	0.33914766	MO000019469,MO000058322	P05412	2.9202287
MO000483395	ENSG00000173039	RELA		NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000483408	ENSG00000100462			363.7682855553583	0.025	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000129437","MO000257758"]	SKB1-isoform1(h)	9.807215	182	66154	18	0.34494087	MO000082834	O14744	1.8962641
MO000483410	ENSG00000136997	MYC		NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000483411	ENSG00000177606	JUN		44.46251991891073	0.024	["AP-4(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000257758"]	c-Jun(h)	9.831163	231	56556	17	0.33914766	MO000019469,MO000058322	P05412	2.9202287
MO000483415	ENSG00000080986		NDC80	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000483484	ENSG00000131788		PIAS3	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000483526	ENSG00000173039	RELA		NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000483617	ENSG00000136997	MYC		NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000483670	ENSG00000137801		THBS1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000483743	ENSG00000141510		TP53	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000483812	ENSG00000135341			9.80472830566038	0.01	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TCF-4-isoform10(h)","TCF-4-isoform8(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000125399","MO000125401","MO000129437","MO000257758"]	TAK1(h),TAK1a(h),TAK1b(h),TAK1d(h)	9.594858	264	76129	20	0.4455038	MO000016584,MO000016585,MO000016587,MO000021242	O43318	2.4426556
MO000483847	ENSG00000068903			2.2117595381114756	0.043	["RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000025736","MO000026882","MO000056483","MO000058322","MO000079319","MO000079350","MO000129437","MO000257758"]	SIRT2(h),SIRT2-isoform1(h),SIRT2-isoform2(h)	9.961035	312	30868	12	0.30726373	MO000121628,MO000121629,MO000121630	Q8IXJ6-2	1.921112
MO000483919	ENSG00000197386		HTT	1.9732336818458427	0.037	["RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000129437","MO000257758"]	huntingtin(h)	9.995998	333	43633	17	0.2236878	MO000084581	P42858	1.7173052
MO000483927	ENSG00000179262			573.7783738390737	0.048	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000129437","MO000257758"]	Rad23A(h)	9.812973	246	77864	18	0.36888593	MO000035206	P54725	1.5640165
MO000483948	ENSG00000126261			151.46253980376412	0.011	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TCF-4-isoform10(h)","TCF-4-isoform8(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000116288","MO000125399","MO000125401","MO000129437","MO000257758"]	SAE2(h),SAE2-isoform1(h)	9.329223	147	90770	21	0.56023884	MO000019987,MO000085632	Q9UBT2	2.142821
MO000483973	ENSG00000175216		CKAP5	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000483984	ENSG00000146648		EGFR	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000484032	ENSG00000169118			43.79429322327532	0.001	["RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000129437","MO000257758"]	CKI-gamma1-Isoform1L(h)	9.387759	58	63354	17	0.39818677	MO000103308	Q9HCP0-2	3.032063
MO000484126	ENSG00000087586		AURKA	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000484132	ENSG00000179262			573.7783738390737	0.048	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000129437","MO000257758"]	Rad23A(h)	9.812973	246	77864	18	0.36888593	MO000035206	P54725	1.5640165
MO000484153	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000484161	ENSG00000179262			573.7783738390737	0.048	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000129437","MO000257758"]	Rad23A(h)	9.812973	246	77864	18	0.36888593	MO000035206	P54725	1.5640165
MO000484189	ENSG00000146648		EGFR	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000484215	ENSG00000108094			74.37042375962744	0.026	["RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TFII-I(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000025736","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000129437","MO000257758"]	Cul-2(h)	9.022898	271	28603	12	0.24642336	MO000034271	Q13617	1.9351151
MO000484236	ENSG00000114316			4.757642306645958	0.019	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TCF-4-isoform10(h)","TCF-4-isoform8(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000116288","MO000125399","MO000125401","MO000129437","MO000257758"]	USP4-isoform1(h)	9.729265	155	65463	21	0.36365017	MO000193607	Q13107	1.9392759
MO000484257	ENSG00000100393		EP300	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
