ID	Ensembl ID	Gene symbol	Gene symbol ID	Average Intensity	FDR	Hit names	Hits	Master molecule name	Maximal radius	Ranks sum	Reachable total	Reached from set	Score	Transpath ID	UniProt ID	Z-Score
MO000110012	ENSG00000004897		CDC27	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000110013	ENSG00000004897		CDC27	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000110049	ENSG00000168610		STAT3	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000110052	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000110053	ENSG00000012048,ENSG00000096968		BRCA1,JAK2	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000110057	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000110058	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000110213	ENSG00000012048,ENSG00000100393		BRCA1,EP300	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000110214	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000110215	ENSG00000012048,ENSG00000177606	JUN	BRCA1	NaN	NaN	["AP-4(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000257758"]	c-Jun(h)	NaN	0	0	0	NaN	MO000019469,MO000058322	P05412	NaN
MO000110216	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000110217	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000110249	ENSG00000177606	JUN		44.46251991891073	0.024	["AP-4(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000257758"]	c-Jun(h)	9.831163	231	56556	17	0.33914766	MO000019469,MO000058322	P05412	2.9202287
MO000110322	ENSG00000164104		HMGB2	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000110461	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000110497	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000110506	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000110510	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000110536	ENSG00000160691		SHC1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000110800	ENSG00000170312		CDK1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000110806	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000110809	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000110813	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000110843	ENSG00000123374		CDK2	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000110894	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000110930	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000110931	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000110933	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000110935	ENSG00000100393		EP300	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000111004	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000111005	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000111054	ENSG00000141510		TP53	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000111057	ENSG00000141510		TP53	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000111059	ENSG00000141510		TP53	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000111061	ENSG00000055130,ENSG00000100387,ENSG00000113558			1027.713377032425	0.039	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TCF-4-isoform10(h)","TCF-4-isoform8(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000116288","MO000125399","MO000125401","MO000129437","MO000257758"]	Cul-1(h),Roc1(h),Skp1(h),Skp1-isoform1(h)	9.648362	174	78967	21	0.45496982	MO000019438,MO000019439,MO000019440,MO000059278	P62877,P63208,Q13616	2.587792
MO000111065	ENSG00000141510		TP53	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000111114	ENSG00000170312		CDK1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000111116	ENSG00000170312		CDK1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000111156	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000111175	ENSG00000141510		TP53	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000111292	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000111499	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000111500	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000111581	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000111593	ENSG00000140464		PML	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000111596	ENSG00000140464		PML	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000111632	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000111765	ENSG00000141510		TP53	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000111801	ENSG00000169118			43.79429322327532	0.001	["RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000129437","MO000257758"]	CKI-gamma1-Isoform1L(h)	9.387759	58	63354	17	0.39818677	MO000103308	Q9HCP0-2	3.032063
MO000111872	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000111950	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000111998	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000111999	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112010	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112025	ENSG00000177885		GRB2	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112041	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112164	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112168	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112220	ENSG00000012048,ENSG00000141510		BRCA1,TP53	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112238	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112263	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112280	ENSG00000146648		EGFR	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112285	ENSG00000146648,ENSG00000160691		EGFR,SHC1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112288	ENSG00000146648,ENSG00000177885		EGFR,GRB2	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112290	ENSG00000110395,ENSG00000146648		CBL,EGFR	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112399	ENSG00000050748			25.2930196772052	0.026	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000129437","MO000257758"]	JNK2-Alpha-1(h),JNK2alpha-2(h)	9.434316	168	62794	18	0.44725743	MO000031000,MO000256146	P45984-2	2.9006243
MO000112402	ENSG00000107643		MAPK8	24.878764667950193	0.005	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TCF-4-isoform10(h)","TCF-4-isoform8(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000116288","MO000125399","MO000125401","MO000129437","MO000257758"]	JNK1(h),JNK1alpha1(h),JNK1beta1(h)	8.873051	185	92408	21	0.6949053	MO000007821,MO000030998,MO000033485	P45983-3	3.0624542
MO000112451	ENSG00000146648,ENSG00000253729		EGFR,PRKDC	NaN	NaN	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TCF-4-isoform10(h)","TCF-4-isoform8(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000125399","MO000125401","MO000129437","MO000257758"]	DNA-PKcs-isoform1(h)	NaN	0	0	0	NaN	MO000080193	P78527	NaN
MO000112499	ENSG00000169032			620.141968580609	0.024	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000116288","MO000129437","MO000257758"]	MEK1-isoform2(h)	8.892039	170	85648	19	0.43320647	MO000256191	Q02750	1.6698883
MO000112500	ENSG00000169032			620.141968580609	0.024	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000116288","MO000129437","MO000257758"]	MEK1-isoform2(h)	8.892039	170	85648	19	0.43320647	MO000256191	Q02750	1.6698883
MO000112501	ENSG00000169032			620.141968580609	0.024	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000116288","MO000129437","MO000257758"]	MEK1-isoform2(h)	8.892039	170	85648	19	0.43320647	MO000256191	Q02750	1.6698883
MO000112502	ENSG00000169032			620.141968580609	0.024	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000116288","MO000129437","MO000257758"]	MEK1-isoform2(h)	8.892039	170	85648	19	0.43320647	MO000256191	Q02750	1.6698883
MO000112510	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112511	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112544	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112554	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112566	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112572	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112574	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112577	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112605	ENSG00000146648		EGFR	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112606	ENSG00000146648		EGFR	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112609	ENSG00000146648		EGFR	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112617	ENSG00000146648,ENSG00000253729		EGFR,PRKDC	NaN	NaN	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TCF-4-isoform10(h)","TCF-4-isoform8(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000125399","MO000125401","MO000129437","MO000257758"]	DNA-PKcs-isoform1(h)	NaN	0	0	0	NaN	MO000080193	P78527	NaN
MO000112623	ENSG00000146648		EGFR	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112670	ENSG00000100393		EP300	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112706	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112714	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112724	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112736	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112738	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112739	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112741	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112751	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112752	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112753	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112754	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112755	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112756	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112757	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112758	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112892	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112909	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112919	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000112999	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000113009	ENSG00000170027		YWHAG	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000113014	ENSG00000170027		YWHAG	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000113023	ENSG00000170027		YWHAG	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000113027	ENSG00000170027		YWHAG	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000113028	ENSG00000170027		YWHAG	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000113029	ENSG00000170027		YWHAG	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000113031	ENSG00000170027		YWHAG	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000113176	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000113239	ENSG00000146648		EGFR	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000113240	ENSG00000146648		EGFR	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000113374	ENSG00000146648		EGFR	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000113377	ENSG00000146648		EGFR	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000113387	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000113403	ENSG00000160691		SHC1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000113523	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000113532	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000113534	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000113959	ENSG00000146648		EGFR	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114133	ENSG00000146648		EGFR	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114159	ENSG00000012048,ENSG00000173039	RELA	BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114161	ENSG00000146648		EGFR	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114173	ENSG00000117399		CDC20	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114174	ENSG00000117399		CDC20	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114176	ENSG00000169679		BUB1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114185	ENSG00000117399,ENSG00000164109		CDC20,MAD2L1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114186	ENSG00000117399		CDC20	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114248	ENSG00000160691		SHC1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114261	ENSG00000146648,ENSG00000168610		EGFR,STAT3	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114280	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114282	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114283	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114341	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114342	ENSG00000004897		CDC27	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114344	ENSG00000004897,ENSG00000130177,ENSG00000164162		ANAPC10,CDC16,CDC27	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114397	ENSG00000012048,ENSG00000141510		BRCA1,TP53	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114451	ENSG00000168610		STAT3	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114455	ENSG00000146648		EGFR	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114457	ENSG00000146648		EGFR	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114473	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114474	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114476	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114477	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114478	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114480	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114482	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114513	ENSG00000146648		EGFR	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114530	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114532	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114545	ENSG00000160691,ENSG00000177885		GRB2,SHC1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114546	ENSG00000132155,ENSG00000160691,ENSG00000177885		GRB2,SHC1	NaN	NaN	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000116288","MO000129437","MO000257758"]	Raf-1-isoform1(h),Raf-1-isoform2(h)	NaN	0	0	0	NaN	MO000057036,MO000178581	P04049	NaN
MO000114568	ENSG00000100393		EP300	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000114598	ENSG00000132155,ENSG00000160691,ENSG00000169032,ENSG00000177885		GRB2,SHC1	NaN	NaN	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000116288","MO000129437","MO000257758"]	MEK1-isoform2(h),Raf-1-isoform1(h),Raf-1-isoform2(h)	NaN	0	0	0	NaN	MO000057036,MO000178581,MO000256191	P04049,Q02750	NaN
