ID	Ensembl ID
MO000129149	ENSG00000111424
MO000129363	ENSG00000111424
MO000129364	ENSG00000111424
MO000129372	ENSG00000111424
MO000129461	ENSG00000111424
MO000129463	ENSG00000111424
MO000129464	ENSG00000111424
MO000129567	ENSG00000111424
MO000129643	ENSG00000111424
MO000129901	ENSG00000111424
MO000130126	ENSG00000111424
MO000130233	ENSG00000111424
MO000131193	ENSG00000111424
MO000131225	ENSG00000111424
MO000131334	ENSG00000111424
MO000150126	ENSG00000175387
MO000150536	ENSG00000111424
MO000151759	ENSG00000111424
MO000151927	ENSG00000111424
MO000151970	ENSG00000111424
MO000151991	ENSG00000111424
MO000151992	ENSG00000111424
MO000152120	ENSG00000111424
MO000152177	ENSG00000111424
MO000152203	ENSG00000111424
MO000152260	ENSG00000111424
MO000156472	ENSG00000111424
MO000156569	ENSG00000111424
MO000156570	ENSG00000111424
MO000156571	ENSG00000111424
MO000156572	ENSG00000111424
MO000156690	ENSG00000111424
MO000156701	ENSG00000111424
MO000156785	ENSG00000111424
MO000156786	ENSG00000111424
MO000156829	ENSG00000111424
MO000156962	ENSG00000111424
MO000158528	ENSG00000111424
MO000160543	ENSG00000111424
MO000162700	ENSG00000111424
MO000162895	ENSG00000111424
MO000166264	ENSG00000111424
MO000166396	ENSG00000072310
MO000168016	ENSG00000111424
MO000168017	ENSG00000111424
MO000169195	ENSG00000175387
MO000169437	ENSG00000175387
MO000169567	ENSG00000175387
MO000179991	ENSG00000111424
MO000179994	ENSG00000111424
MO000179995	ENSG00000111424
MO000179996	ENSG00000111424
MO000186343	ENSG00000111424
MO000200036	ENSG00000072310
MO000200595	ENSG00000175387
MO000200597	ENSG00000175387
MO000202048	ENSG00000072310
MO000202186	ENSG00000072310
MO000202538	ENSG00000175387
MO000202539	ENSG00000175387
MO000202867	ENSG00000175387
MO000256599	ENSG00000073282
MO000256601	ENSG00000073282
MO000257559	ENSG00000072310
MO000259074	ENSG00000073282
MO000268847	ENSG00000111424
MO000269905	ENSG00000175387
MO000270183	ENSG00000111424
MO000272211	ENSG00000175387
MO000272212	ENSG00000175387
MO000272355	ENSG00000175387
MO000272356	ENSG00000175387
MO000272522	ENSG00000175387
MO000272549	ENSG00000175387
MO000272588	ENSG00000073282
MO000273105	ENSG00000175387
MO000273331	ENSG00000175387
MO000277020	ENSG00000073282
MO000277021	ENSG00000073282
MO000277051	ENSG00000175387
MO000279236	ENSG00000175387
MO000279263	ENSG00000175387
MO000279265	ENSG00000175387
MO000279267	ENSG00000175387
MO000279375	ENSG00000175387
MO000279380	ENSG00000175387
MO000279399	ENSG00000175387
MO000279718	ENSG00000175387
MO000279721	ENSG00000175387
MO000279722	ENSG00000175387
MO000280472	ENSG00000175387
MO000280473	ENSG00000175387
MO000280663	ENSG00000175387
MO000280671	ENSG00000175387
MO000280680	ENSG00000175387
MO000287340	ENSG00000111424
MO000287343	ENSG00000073282
MO000287478	ENSG00000175387
MO000287552	ENSG00000073282
MO000287639	ENSG00000073282
MO000287642	ENSG00000073282
MO000287677	ENSG00000073282
MO000287727	ENSG00000175387
MO000287800	ENSG00000073282
MO000287827	ENSG00000111424
MO000288095	ENSG00000073282
MO000288234	ENSG00000073282
MO000288269	ENSG00000073282
MO000288421	ENSG00000111424
MO000288447	ENSG00000111424
MO000288502	ENSG00000111424
MO000288503	ENSG00000111424
MO000292983	ENSG00000073282
MO000293106	ENSG00000175387
MO000308437	ENSG00000073282
MO000308694	ENSG00000175387
MO000311708	ENSG00000111424
MO000312636	ENSG00000111424
MO000316537	ENSG00000111424
MO000316538	ENSG00000111424
MO000316539	ENSG00000111424
MO000316556	ENSG00000111424
MO000316558	ENSG00000111424
MO000317975	ENSG00000073282
MO000319185	ENSG00000072310
MO000319186	ENSG00000072310
MO000319941	ENSG00000175387
MO000320331	ENSG00000175387
MO000321624	ENSG00000175387
MO000322272	ENSG00000175387
MO000322621	ENSG00000175387
MO000322665	ENSG00000175387
MO000324308	ENSG00000175387
MO000332233	ENSG00000072310
MO000332234	ENSG00000072310
MO000332235	ENSG00000072310
MO000332939	ENSG00000175387
MO000333493	ENSG00000111424
MO000333494	ENSG00000111424
MO000335556	ENSG00000073282
MO000335557	ENSG00000073282
MO000335559	ENSG00000073282
MO000335576	ENSG00000073282
MO000336697	ENSG00000175387
MO000444443	ENSG00000175387
MO000453576	ENSG00000073282
MO000453577	ENSG00000073282
MO000453578	ENSG00000073282
MO000453579	ENSG00000073282
MO000453580	ENSG00000073282
MO000453581	ENSG00000073282
MO000453582	ENSG00000073282
MO000472811	ENSG00000072310
MO000472812	ENSG00000072310
MO000476423	ENSG00000175387
MO000479910	ENSG00000073282
MO000480308	ENSG00000175387
MO000480930	ENSG00000175387
MO000480973	ENSG00000072310
MO000481566	ENSG00000072310
MO000482174	ENSG00000073282
MO000482459	ENSG00000072310
MO000483030	ENSG00000175387
MO000483186	ENSG00000072310
MO000483389	ENSG00000072310
MO000483728	ENSG00000073282
MO000484570	ENSG00000072310
MO000484611	ENSG00000072310
MO000484815	ENSG00000175387
MO000484895	ENSG00000073282
MO000484980	ENSG00000175387
MO000492674	ENSG00000175387
MO000529820	ENSG00000073282
MO000529993	ENSG00000175387
